geo;age;population_group;education_attainment;time;population
zaf;98;White;Some secondary;1996;31.54744
zaf;98;White;Grade 12/Std 10;1996;5.2442
zaf;98;White;Higher;1996;10.8517
zaf;98;White;Not applicable;1996;0
zaf;98;White;Unspecified;1996;16.1333
zaf;98;Black African;No schooling;1996;456.0331
zaf;98;Black African;Some primary;1996;56.1854
zaf;98;Black African;Complete primary;1996;12.8894
zaf;98;Black African;Some secondary;1996;25.962
zaf;98;Black African;Grade 12/Std 10;1996;1.0704
zaf;98;Black African;Higher;1996;3.4662
zaf;98;Black African;Not applicable;1996;0
zaf;98;Black African;Unspecified;1996;15.1543
zaf;99;White;No schooling;1996;4.3473
zaf;99;White;Some primary;1996;4.4706
zaf;99;White;Complete primary;1996;2.1342
zaf;99;White;Some secondary;1996;27.20064
zaf;99;White;Grade 12/Std 10;1996;22.09208
zaf;99;White;Higher;1996;20.81564
zaf;99;White;Not applicable;1996;0
zaf;99;White;Unspecified;1996;109.30536
zaf;99;Black African;No schooling;1996;518.83315
zaf;99;Black African;Some primary;1996;159.93309
zaf;99;Black African;Complete primary;1996;41.11407
zaf;99;Black African;Some secondary;1996;93.82054
zaf;99;Black African;Grade 12/Std 10;1996;34.70039
zaf;99;Black African;Higher;1996;22.8253
zaf;99;Black African;Not applicable;1996;0
zaf;99;Black African;Unspecified;1996;381.62762
zaf;100;White;No schooling;1996;0
zaf;100;White;Some primary;1996;0
zaf;100;White;Complete primary;1996;0
zaf;100;White;Some secondary;1996;2.175
zaf;100;White;Grade 12/Std 10;1996;3.1532
zaf;100;White;Higher;1996;2.1304
zaf;100;White;Not applicable;1996;0
zaf;100;White;Unspecified;1996;6.5269
zaf;100;Black African;No schooling;1996;497.85236
zaf;100;Black African;Some primary;1996;63.2066
zaf;100;Black African;Complete primary;1996;3.1981
zaf;100;Black African;Some secondary;1996;18.5346
zaf;100;Black African;Grade 12/Std 10;1996;1.0761
zaf;100;Black African;Higher;1996;1.1283
zaf;100;Black African;Not applicable;1996;0
zaf;100;Black African;Unspecified;1996;19.9008
zaf;101;White;No schooling;1996;0
zaf;101;White;Some primary;1996;5.4438
zaf;101;White;Complete primary;1996;0
zaf;101;White;Some secondary;1996;5.4839
zaf;101;White;Grade 12/Std 10;1996;1.0638
zaf;101;White;Higher;1996;3.173
zaf;101;White;Not applicable;1996;0
zaf;101;White;Unspecified;1996;4.7805
zaf;101;Black African;No schooling;1996;124.0233
zaf;101;Black African;Some primary;1996;40.0204
zaf;101;Black African;Complete primary;1996;2.2098
zaf;101;Black African;Some secondary;1996;4.467
zaf;101;Black African;Grade 12/Std 10;1996;0
zaf;101;Black African;Higher;1996;2.1187
zaf;101;Black African;Not applicable;1996;0
zaf;101;Black African;Unspecified;1996;10.826
zaf;102;White;No schooling;1996;0
zaf;102;White;Some primary;1996;1.0638
zaf;102;White;Complete primary;1996;1.1685
zaf;102;White;Some secondary;1996;0
zaf;102;White;Grade 12/Std 10;1996;1.05
zaf;102;White;Higher;1996;1.261
zaf;102;White;Not applicable;1996;0
zaf;102;White;Unspecified;1996;1.05
zaf;102;Black African;No schooling;1996;152.85701
zaf;102;Black African;Some primary;1996;25.6482
zaf;102;Black African;Complete primary;1996;4.27159
zaf;102;Black African;Some secondary;1996;4.3083
zaf;102;Black African;Grade 12/Std 10;1996;0
zaf;102;Black African;Higher;1996;1.05
zaf;102;Black African;Not applicable;1996;0
zaf;102;Black African;Unspecified;1996;13.1586
zaf;103;White;No schooling;1996;1.05
zaf;103;White;Some primary;1996;1.0532
zaf;103;White;Complete primary;1996;0
zaf;103;White;Some secondary;1996;1.0166
zaf;103;White;Grade 12/Std 10;1996;0
zaf;103;White;Higher;1996;0
zaf;103;White;Not applicable;1996;0
zaf;103;White;Unspecified;1996;2.1032
zaf;103;Black African;No schooling;1996;66.5918
zaf;103;Black African;Some primary;1996;8.6724
zaf;103;Black African;Complete primary;1996;1.0655
zaf;103;Black African;Some secondary;1996;5.3686
zaf;103;Black African;Grade 12/Std 10;1996;0
zaf;103;Black African;Higher;1996;2.129
zaf;103;Black African;Not applicable;1996;0
zaf;103;Black African;Unspecified;1996;1.0704
zaf;104;White;No schooling;1996;2.1265
zaf;104;White;Some primary;1996;0
zaf;104;White;Complete primary;1996;0
zaf;104;White;Some secondary;1996;0
zaf;104;White;Grade 12/Std 10;1996;0
zaf;104;White;Higher;1996;1.08964
zaf;104;White;Not applicable;1996;0
zaf;104;White;Unspecified;1996;2.1127
zaf;104;Black African;No schooling;1996;88.1872
zaf;104;Black African;Some primary;1996;4.2471
zaf;104;Black African;Complete primary;1996;1.2179
zaf;104;Black African;Some secondary;1996;0
zaf;104;Black African;Grade 12/Std 10;1996;0
zaf;104;Black African;Higher;1996;1.081
zaf;104;Black African;Not applicable;1996;0
zaf;104;Black African;Unspecified;1996;6.5783
zaf;105;White;No schooling;1996;0
zaf;105;White;Some primary;1996;0
zaf;105;White;Complete primary;1996;0
zaf;105;White;Some secondary;1996;1.2197
zaf;105;White;Grade 12/Std 10;1996;0
zaf;105;White;Higher;1996;0
zaf;105;White;Not applicable;1996;0
zaf;105;White;Unspecified;1996;2.1
zaf;105;Black African;No schooling;1996;99.58596
zaf;105;Black African;Some primary;1996;8.7692
zaf;105;Black African;Complete primary;1996;3.2279
zaf;105;Black African;Some secondary;1996;3.4238
zaf;105;Black African;Grade 12/Std 10;1996;1.0638
zaf;105;Black African;Higher;1996;2.11777
zaf;105;Black African;Not applicable;1996;0
zaf;105;Black African;Unspecified;1996;3.2488
zaf;106;White;No schooling;1996;0
zaf;106;White;Some primary;1996;0
zaf;106;White;Complete primary;1996;0
zaf;106;White;Some secondary;1996;0
zaf;106;White;Grade 12/Std 10;1996;1.1685
zaf;106;White;Higher;1996;2.311
zaf;106;White;Not applicable;1996;0
zaf;106;White;Unspecified;1996;0
zaf;106;Black African;No schooling;1996;134.7522
zaf;106;Black African;Some primary;1996;4.2973
zaf;106;Black African;Complete primary;1996;3.34659
zaf;106;Black African;Some secondary;1996;0
zaf;106;Black African;Grade 12/Std 10;1996;0
zaf;106;Black African;Higher;1996;0
zaf;106;Black African;Not applicable;1996;0
zaf;106;Black African;Unspecified;1996;4.2797
zaf;107;White;No schooling;1996;0
zaf;107;White;Some primary;1996;0
zaf;107;White;Complete primary;1996;0
zaf;107;White;Some secondary;1996;1.05
zaf;107;White;Grade 12/Std 10;1996;0
zaf;107;White;Higher;1996;0
zaf;107;White;Not applicable;1996;0
zaf;107;White;Unspecified;1996;0
zaf;107;Black African;No schooling;1996;71.4165
zaf;107;Black African;Some primary;1996;7.6895
zaf;107;Black African;Complete primary;1996;0
zaf;107;Black African;Some secondary;1996;2.2339
zaf;107;Black African;Grade 12/Std 10;1996;0
zaf;107;Black African;Higher;1996;1.0174
zaf;107;Black African;Not applicable;1996;0
zaf;107;Black African;Unspecified;1996;0
zaf;108;White;No schooling;1996;0
zaf;108;White;Some primary;1996;0
zaf;108;White;Complete primary;1996;0
zaf;108;White;Some secondary;1996;1.261
zaf;108;White;Grade 12/Std 10;1996;0
zaf;108;White;Higher;1996;0
zaf;108;White;Not applicable;1996;0
zaf;108;White;Unspecified;1996;0
zaf;108;Black African;No schooling;1996;61.7476
zaf;108;Black African;Some primary;1996;5.8528
zaf;108;Black African;Complete primary;1996;1.0638
zaf;108;Black African;Some secondary;1996;1.0761
zaf;108;Black African;Grade 12/Std 10;1996;0
zaf;108;Black African;Higher;1996;0
zaf;108;Black African;Not applicable;1996;0
zaf;108;Black African;Unspecified;1996;1.0174
zaf;109;White;No schooling;1996;0
zaf;109;White;Some primary;1996;0
zaf;109;White;Complete primary;1996;0
zaf;109;White;Some secondary;1996;0
zaf;109;White;Grade 12/Std 10;1996;0
zaf;109;White;Higher;1996;0
zaf;109;White;Not applicable;1996;0
zaf;109;White;Unspecified;1996;1.05
zaf;109;Black African;No schooling;1996;36.8669
zaf;109;Black African;Some primary;1996;4.2902
zaf;109;Black African;Complete primary;1996;1.0655
zaf;109;Black African;Some secondary;1996;1.0174
zaf;109;Black African;Grade 12/Std 10;1996;0
zaf;109;Black African;Higher;1996;1.3252
zaf;109;Black African;Not applicable;1996;0
zaf;109;Black African;Unspecified;1996;3.2252
zaf;110;White;No schooling;1996;0
zaf;110;White;Some primary;1996;0
zaf;110;White;Complete primary;1996;0
zaf;110;White;Some secondary;1996;0
zaf;110;White;Grade 12/Std 10;1996;0
zaf;110;White;Higher;1996;0
zaf;110;White;Not applicable;1996;0
zaf;110;White;Unspecified;1996;0
zaf;110;Black African;No schooling;1996;75.3317
zaf;110;Black African;Some primary;1996;3.2941
zaf;110;Black African;Complete primary;1996;1.0958
zaf;110;Black African;Some secondary;1996;2.0935
zaf;110;Black African;Grade 12/Std 10;1996;2.0984
zaf;110;Black African;Higher;1996;0
zaf;110;Black African;Not applicable;1996;0
zaf;110;Black African;Unspecified;1996;2.1345
zaf;111;White;No schooling;1996;0
zaf;111;White;Some primary;1996;1.0174
zaf;111;White;Complete primary;1996;0
zaf;111;White;Some secondary;1996;0
zaf;111;White;Grade 12/Std 10;1996;0
zaf;111;White;Higher;1996;0
zaf;111;White;Not applicable;1996;0
zaf;111;White;Unspecified;1996;1.05
zaf;111;Black African;No schooling;1996;11.7521
zaf;111;Black African;Some primary;1996;6.4665
zaf;111;Black African;Complete primary;1996;0
zaf;111;Black African;Some secondary;1996;0
zaf;111;Black African;Grade 12/Std 10;1996;0
zaf;111;Black African;Higher;1996;0
zaf;111;Black African;Not applicable;1996;0
zaf;111;Black African;Unspecified;1996;1.0704
zaf;112;White;No schooling;1996;0
zaf;112;White;Some primary;1996;0
zaf;112;White;Complete primary;1996;0
zaf;112;White;Some secondary;1996;0
zaf;112;White;Grade 12/Std 10;1996;0
zaf;112;White;Higher;1996;0
zaf;112;White;Not applicable;1996;0
zaf;112;White;Unspecified;1996;0
zaf;112;Black African;No schooling;1996;15.0702
zaf;112;Black African;Some primary;1996;6.4077
zaf;112;Black African;Complete primary;1996;0
zaf;112;Black African;Some secondary;1996;0
zaf;112;Black African;Grade 12/Std 10;1996;0
zaf;112;Black African;Higher;1996;0
zaf;112;Black African;Not applicable;1996;0
zaf;112;Black African;Unspecified;1996;2.1448
zaf;113;White;No schooling;1996;0
zaf;113;White;Some primary;1996;0
zaf;113;White;Complete primary;1996;0
zaf;113;White;Some secondary;1996;0
zaf;113;White;Grade 12/Std 10;1996;0
zaf;113;White;Higher;1996;0
zaf;113;White;Not applicable;1996;0
zaf;113;White;Unspecified;1996;0
zaf;113;Black African;No schooling;1996;3.2778
zaf;113;Black African;Some primary;1996;0
zaf;113;Black African;Complete primary;1996;0
zaf;113;Black African;Some secondary;1996;0
zaf;113;Black African;Grade 12/Std 10;1996;0
zaf;113;Black African;Higher;1996;0
zaf;113;Black African;Not applicable;1996;0
zaf;113;Black African;Unspecified;1996;0
zaf;114;White;No schooling;1996;0
zaf;114;White;Some primary;1996;0
zaf;114;White;Complete primary;1996;0
zaf;114;White;Some secondary;1996;0
zaf;114;White;Grade 12/Std 10;1996;0
zaf;114;White;Higher;1996;0
zaf;114;White;Not applicable;1996;0
zaf;114;White;Unspecified;1996;0
zaf;114;Black African;No schooling;1996;11.0978
zaf;114;Black African;Some primary;1996;1.1237
zaf;114;Black African;Complete primary;1996;0
zaf;114;Black African;Some secondary;1996;0
zaf;114;Black African;Grade 12/Std 10;1996;0
zaf;114;Black African;Higher;1996;1.3252
zaf;114;Black African;Not applicable;1996;0
zaf;114;Black African;Unspecified;1996;2.106
zaf;115;White;No schooling;1996;0
zaf;115;White;Some primary;1996;0
zaf;115;White;Complete primary;1996;0
zaf;115;White;Some secondary;1996;0
zaf;115;White;Grade 12/Std 10;1996;0
zaf;115;White;Higher;1996;0
zaf;115;White;Not applicable;1996;0
zaf;115;White;Unspecified;1996;0
zaf;115;Black African;No schooling;1996;11.7703
zaf;115;Black African;Some primary;1996;0
zaf;115;Black African;Complete primary;1996;0
zaf;115;Black African;Some secondary;1996;0
zaf;115;Black African;Grade 12/Std 10;1996;0
zaf;115;Black African;Higher;1996;0
zaf;115;Black African;Not applicable;1996;0
zaf;115;Black African;Unspecified;1996;1.0655
zaf;116;White;No schooling;1996;0
zaf;116;White;Some primary;1996;0
zaf;116;White;Complete primary;1996;0
zaf;116;White;Some secondary;1996;0
zaf;116;White;Grade 12/Std 10;1996;0
zaf;116;White;Higher;1996;0
zaf;116;White;Not applicable;1996;0
zaf;116;White;Unspecified;1996;0
zaf;116;Black African;No schooling;1996;8.8465
zaf;116;Black African;Some primary;1996;1.081
zaf;116;Black African;Complete primary;1996;0
zaf;116;Black African;Some secondary;1996;2.107
zaf;116;Black African;Grade 12/Std 10;1996;0
zaf;116;Black African;Higher;1996;0
zaf;116;Black African;Not applicable;1996;0
zaf;116;Black African;Unspecified;1996;0
zaf;117;White;No schooling;1996;0
zaf;117;White;Some primary;1996;0
zaf;117;White;Complete primary;1996;0
zaf;117;White;Some secondary;1996;0
zaf;117;White;Grade 12/Std 10;1996;0
zaf;117;White;Higher;1996;0
zaf;117;White;Not applicable;1996;0
zaf;117;White;Unspecified;1996;0
zaf;117;Black African;No schooling;1996;8.5756
zaf;117;Black African;Some primary;1996;0
zaf;117;Black African;Complete primary;1996;0
zaf;117;Black African;Some secondary;1996;0
zaf;117;Black African;Grade 12/Std 10;1996;0
zaf;117;Black African;Higher;1996;1.0532
zaf;117;Black African;Not applicable;1996;0
zaf;117;Black African;Unspecified;1996;0
zaf;118;White;No schooling;1996;0
zaf;118;White;Some primary;1996;0
zaf;118;White;Complete primary;1996;0
zaf;118;White;Some secondary;1996;0
zaf;118;White;Grade 12/Std 10;1996;0
zaf;118;White;Higher;1996;0
zaf;118;White;Not applicable;1996;0
zaf;118;White;Unspecified;1996;0
zaf;118;Black African;No schooling;1996;5.3258
zaf;118;Black African;Some primary;1996;0
zaf;118;Black African;Complete primary;1996;0
zaf;118;Black African;Some secondary;1996;1.0174
zaf;118;Black African;Grade 12/Std 10;1996;0
zaf;118;Black African;Higher;1996;1.0532
zaf;118;Black African;Not applicable;1996;0
zaf;118;Black African;Unspecified;1996;0
zaf;119;White;No schooling;1996;0
zaf;119;White;Some primary;1996;0
zaf;119;White;Complete primary;1996;0
zaf;119;White;Some secondary;1996;1.05
zaf;119;White;Grade 12/Std 10;1996;2.0804
zaf;119;White;Higher;1996;0
zaf;119;White;Not applicable;1996;0
zaf;119;White;Unspecified;1996;0
zaf;119;Black African;No schooling;1996;5.3092
zaf;119;Black African;Some primary;1996;0
zaf;119;Black African;Complete primary;1996;0
zaf;119;Black African;Some secondary;1996;0
zaf;119;Black African;Grade 12/Std 10;1996;0
zaf;119;Black African;Higher;1996;0
zaf;119;Black African;Not applicable;1996;0
zaf;119;Black African;Unspecified;1996;0
zaf;120;White;No schooling;1996;0
zaf;120;White;Some primary;1996;0
zaf;120;White;Complete primary;1996;0
zaf;120;White;Some secondary;1996;0
zaf;120;White;Grade 12/Std 10;1996;0
zaf;120;White;Higher;1996;0
zaf;120;White;Not applicable;1996;0
zaf;120;White;Unspecified;1996;0
zaf;120;Black African;No schooling;1996;0
zaf;120;Black African;Some primary;1996;0
zaf;120;Black African;Complete primary;1996;0
zaf;120;Black African;Some secondary;1996;0
zaf;120;Black African;Grade 12/Std 10;1996;0
zaf;120;Black African;Higher;1996;0
zaf;120;Black African;Not applicable;1996;0
zaf;120;Black African;Unspecified;1996;0
zaf;0;White;No schooling;2001;0
zaf;0;White;Some primary;2001;0
zaf;0;White;Complete primary;2001;0
zaf;0;White;Some secondary;2001;0
zaf;0;White;Grade 12/Std 10;2001;0
zaf;0;White;Higher;2001;0
zaf;0;White;Not applicable;2001;45800.20303
zaf;0;White;Unspecified;2001;0
zaf;0;Black African;No schooling;2001;0
zaf;0;Black African;Some primary;2001;0
zaf;0;Black African;Complete primary;2001;0
zaf;0;Black African;Some secondary;2001;0
zaf;0;Black African;Grade 12/Std 10;2001;0
zaf;0;Black African;Higher;2001;0
zaf;0;Black African;Not applicable;2001;766978.2044
zaf;0;Black African;Unspecified;2001;0
zaf;1;White;No schooling;2001;0
zaf;1;White;Some primary;2001;0
zaf;1;White;Complete primary;2001;0
zaf;1;White;Some secondary;2001;0
zaf;1;White;Grade 12/Std 10;2001;0
zaf;1;White;Higher;2001;0
zaf;1;White;Not applicable;2001;45124.54489
zaf;1;White;Unspecified;2001;0
zaf;1;Black African;No schooling;2001;0
zaf;1;Black African;Some primary;2001;0
zaf;1;Black African;Complete primary;2001;0
zaf;1;Black African;Some secondary;2001;0
zaf;1;Black African;Grade 12/Std 10;2001;0
zaf;1;Black African;Higher;2001;0
zaf;1;Black African;Not applicable;2001;732234.2198
zaf;1;Black African;Unspecified;2001;0
zaf;2;White;No schooling;2001;0
zaf;2;White;Some primary;2001;0
zaf;2;White;Complete primary;2001;0
zaf;2;White;Some secondary;2001;0
zaf;2;White;Grade 12/Std 10;2001;0
zaf;2;White;Higher;2001;0
zaf;2;White;Not applicable;2001;45832.31377
zaf;2;White;Unspecified;2001;0
zaf;2;Black African;No schooling;2001;0
zaf;2;Black African;Some primary;2001;0
zaf;2;Black African;Complete primary;2001;0
zaf;2;Black African;Some secondary;2001;0
zaf;2;Black African;Grade 12/Std 10;2001;0
zaf;2;Black African;Higher;2001;0
zaf;2;Black African;Not applicable;2001;739107.4701
zaf;2;Black African;Unspecified;2001;0
zaf;3;White;No schooling;2001;0
zaf;3;White;Some primary;2001;0
zaf;3;White;Complete primary;2001;0
zaf;3;White;Some secondary;2001;0
zaf;3;White;Grade 12/Std 10;2001;0
zaf;3;White;Higher;2001;0
zaf;3;White;Not applicable;2001;45490.04411
zaf;3;White;Unspecified;2001;0
zaf;3;Black African;No schooling;2001;0
zaf;3;Black African;Some primary;2001;0
zaf;3;Black African;Complete primary;2001;0
zaf;3;Black African;Some secondary;2001;0
zaf;3;Black African;Grade 12/Std 10;2001;0
zaf;3;Black African;Higher;2001;0
zaf;3;Black African;Not applicable;2001;739369.6905
zaf;3;Black African;Unspecified;2001;0
zaf;4;White;No schooling;2001;0
zaf;4;White;Some primary;2001;0
zaf;4;White;Complete primary;2001;0
zaf;4;White;Some secondary;2001;0
zaf;4;White;Grade 12/Std 10;2001;0
zaf;4;White;Higher;2001;0
zaf;4;White;Not applicable;2001;47877.2795
zaf;4;White;Unspecified;2001;0
zaf;4;Black African;No schooling;2001;0
zaf;4;Black African;Some primary;2001;0
zaf;4;Black African;Complete primary;2001;0
zaf;4;Black African;Some secondary;2001;0
zaf;4;Black African;Grade 12/Std 10;2001;0
zaf;4;Black African;Higher;2001;0
zaf;4;Black African;Not applicable;2001;774505.3056
zaf;4;Black African;Unspecified;2001;0
zaf;5;White;No schooling;2001;47265.38752
zaf;5;White;Some primary;2001;5752.640828
zaf;5;White;Complete primary;2001;0
zaf;5;White;Some secondary;2001;0
zaf;5;White;Grade 12/Std 10;2001;0
zaf;5;White;Higher;2001;0
zaf;5;White;Not applicable;2001;0
zaf;5;White;Unspecified;2001;0
zaf;5;Black African;No schooling;2001;683474.7511
zaf;5;Black African;Some primary;2001;132080.1437
zaf;5;Black African;Complete primary;2001;0
zaf;5;Black African;Some secondary;2001;0
zaf;5;Black African;Grade 12/Std 10;2001;0
zaf;5;Black African;Higher;2001;0
zaf;5;Black African;Not applicable;2001;0
zaf;5;Black African;Unspecified;2001;0
zaf;6;White;No schooling;2001;35197.38064
zaf;6;White;Some primary;2001;17728.20305
zaf;6;White;Complete primary;2001;0
zaf;6;White;Some secondary;2001;0
zaf;6;White;Grade 12/Std 10;2001;0
zaf;6;White;Higher;2001;0
zaf;6;White;Not applicable;2001;0
zaf;6;White;Unspecified;2001;0
zaf;6;Black African;No schooling;2001;424426.6923
zaf;6;Black African;Some primary;2001;375122.7413
zaf;6;Black African;Complete primary;2001;0
zaf;6;Black African;Some secondary;2001;0
zaf;6;Black African;Grade 12/Std 10;2001;0
zaf;6;Black African;Higher;2001;0
zaf;6;Black African;Not applicable;2001;0
zaf;6;Black African;Unspecified;2001;0
zaf;7;White;No schooling;2001;3918.474481
zaf;7;White;Some primary;2001;47739.87712
zaf;7;White;Complete primary;2001;0
zaf;7;White;Some secondary;2001;0
zaf;7;White;Grade 12/Std 10;2001;0
zaf;7;White;Higher;2001;0
zaf;7;White;Not applicable;2001;0
zaf;7;White;Unspecified;2001;0
zaf;7;Black African;No schooling;2001;114578.5836
zaf;7;Black African;Some primary;2001;708842.2424
zaf;7;Black African;Complete primary;2001;0
zaf;7;Black African;Some secondary;2001;0
zaf;7;Black African;Grade 12/Std 10;2001;0
zaf;7;Black African;Higher;2001;0
zaf;7;Black African;Not applicable;2001;0
zaf;7;Black African;Unspecified;2001;0
zaf;8;White;No schooling;2001;839.881208
zaf;8;White;Some primary;2001;52647.54919
zaf;8;White;Complete primary;2001;0
zaf;8;White;Some secondary;2001;0
zaf;8;White;Grade 12/Std 10;2001;0
zaf;8;White;Higher;2001;0
zaf;8;White;Not applicable;2001;0
zaf;8;White;Unspecified;2001;0
zaf;8;Black African;No schooling;2001;43447.52641
zaf;8;Black African;Some primary;2001;752328.3263
zaf;8;Black African;Complete primary;2001;0
zaf;8;Black African;Some secondary;2001;0
zaf;8;Black African;Grade 12/Std 10;2001;0
zaf;8;Black African;Higher;2001;0
zaf;8;Black African;Not applicable;2001;0
zaf;8;Black African;Unspecified;2001;0
zaf;9;White;No schooling;2001;699.604792
zaf;9;White;Some primary;2001;57716.72778
zaf;9;White;Complete primary;2001;0
zaf;9;White;Some secondary;2001;0
zaf;9;White;Grade 12/Std 10;2001;0
zaf;9;White;Higher;2001;0
zaf;9;White;Not applicable;2001;0
zaf;9;White;Unspecified;2001;0
zaf;9;Black African;No schooling;2001;31617.84502
zaf;9;Black African;Some primary;2001;819244.5709
zaf;9;Black African;Complete primary;2001;0
zaf;9;Black African;Some secondary;2001;0
zaf;9;Black African;Grade 12/Std 10;2001;0
zaf;9;Black African;Higher;2001;0
zaf;9;Black African;Not applicable;2001;0
zaf;9;Black African;Unspecified;2001;0
zaf;10;White;No schooling;2001;765.165292
zaf;10;White;Some primary;2001;61539.69125
zaf;10;White;Complete primary;2001;0
zaf;10;White;Some secondary;2001;0
zaf;10;White;Grade 12/Std 10;2001;0
zaf;10;White;Higher;2001;0
zaf;10;White;Not applicable;2001;0
zaf;10;White;Unspecified;2001;0
zaf;10;Black African;No schooling;2001;32793.08419
zaf;10;Black African;Some primary;2001;854595.6347
zaf;10;Black African;Complete primary;2001;0
zaf;10;Black African;Some secondary;2001;0
zaf;10;Black African;Grade 12/Std 10;2001;0
zaf;10;Black African;Higher;2001;0
zaf;10;Black African;Not applicable;2001;0
zaf;10;Black African;Unspecified;2001;0
zaf;11;White;No schooling;2001;864.402776
zaf;11;White;Some primary;2001;60966.94336
zaf;11;White;Complete primary;2001;1614.993372
zaf;11;White;Some secondary;2001;0
zaf;11;White;Grade 12/Std 10;2001;0
zaf;11;White;Higher;2001;0
zaf;11;White;Not applicable;2001;0
zaf;11;White;Unspecified;2001;0
zaf;11;Black African;No schooling;2001;26180.06263
zaf;11;Black African;Some primary;2001;827232.4726
zaf;11;Black African;Complete primary;2001;18428.76245
zaf;11;Black African;Some secondary;2001;0
zaf;11;Black African;Grade 12/Std 10;2001;0
zaf;11;Black African;Higher;2001;0
zaf;11;Black African;Not applicable;2001;0
zaf;11;Black African;Unspecified;2001;0
zaf;12;White;No schooling;2001;443.169769
zaf;12;White;Some primary;2001;53083.06081
zaf;12;White;Complete primary;2001;7375.022863
zaf;12;White;Some secondary;2001;1669.561397
zaf;12;White;Grade 12/Std 10;2001;0
zaf;12;White;Higher;2001;0
zaf;12;White;Not applicable;2001;0
zaf;12;White;Unspecified;2001;0
zaf;12;Black African;No schooling;2001;16303.38353
zaf;12;Black African;Some primary;2001;708611.243
zaf;12;Black African;Complete primary;2001;80929.6075
zaf;12;Black African;Some secondary;2001;17291.3153
zaf;12;Black African;Grade 12/Std 10;2001;0
zaf;12;Black African;Higher;2001;0
zaf;12;Black African;Not applicable;2001;0
zaf;12;Black African;Unspecified;2001;0
zaf;13;White;No schooling;2001;333.270404
zaf;13;White;Some primary;2001;28814.80203
zaf;13;White;Complete primary;2001;25581.44612
zaf;13;White;Some secondary;2001;8569.68001
zaf;13;White;Grade 12/Std 10;2001;0
zaf;13;White;Higher;2001;0
zaf;13;White;Not applicable;2001;0
zaf;13;White;Unspecified;2001;0
zaf;13;Black African;No schooling;2001;16512.34198
zaf;13;Black African;Some primary;2001;555464.8876
zaf;13;Black African;Complete primary;2001;166390.8501
zaf;13;Black African;Some secondary;2001;87743.14035
zaf;13;Black African;Grade 12/Std 10;2001;0
zaf;13;Black African;Higher;2001;0
zaf;13;Black African;Not applicable;2001;0
zaf;13;Black African;Unspecified;2001;0
zaf;14;White;No schooling;2001;338.029571
zaf;14;White;Some primary;2001;7661.253245
zaf;14;White;Complete primary;2001;22952.36299
zaf;14;White;Some secondary;2001;34172.22547
zaf;14;White;Grade 12/Std 10;2001;0
zaf;14;White;Higher;2001;0
zaf;14;White;Not applicable;2001;0
zaf;14;White;Unspecified;2001;0
zaf;14;Black African;No schooling;2001;16046.86901
zaf;14;Black African;Some primary;2001;378096.9052
zaf;14;Black African;Complete primary;2001;189715.2994
zaf;14;Black African;Some secondary;2001;226256.345
zaf;14;Black African;Grade 12/Std 10;2001;0
zaf;14;Black African;Higher;2001;0
zaf;14;Black African;Not applicable;2001;0
zaf;14;Black African;Unspecified;2001;0
zaf;15;White;No schooling;2001;323.150629
zaf;15;White;Some primary;2001;3517.633295
zaf;15;White;Complete primary;2001;5630.369503
zaf;15;White;Some secondary;2001;58661.64508
zaf;15;White;Grade 12/Std 10;2001;0
zaf;15;White;Higher;2001;0
zaf;15;White;Not applicable;2001;0
zaf;15;White;Unspecified;2001;0
zaf;15;Black African;No schooling;2001;19340.98602
zaf;15;Black African;Some primary;2001;262551.7519
zaf;15;Black African;Complete primary;2001;169709.0629
zaf;15;Black African;Some secondary;2001;382875.2013
zaf;15;Black African;Grade 12/Std 10;2001;0
zaf;15;Black African;Higher;2001;0
zaf;15;Black African;Not applicable;2001;0
zaf;15;Black African;Unspecified;2001;0
zaf;16;White;No schooling;2001;346.370019
zaf;16;White;Some primary;2001;1813.404608
zaf;16;White;Complete primary;2001;2866.241487
zaf;16;White;Some secondary;2001;66557.98906
zaf;16;White;Grade 12/Std 10;2001;1826.003195
zaf;16;White;Higher;2001;260.124222
zaf;16;White;Not applicable;2001;0
zaf;16;White;Unspecified;2001;0
zaf;16;Black African;No schooling;2001;22861.83172
zaf;16;Black African;Some primary;2001;179548.1977
zaf;16;Black African;Complete primary;2001;137508.0288
zaf;16;Black African;Some secondary;2001;495642.6288
zaf;16;Black African;Grade 12/Std 10;2001;8501.762519
zaf;16;Black African;Higher;2001;704.400955
zaf;16;Black African;Not applicable;2001;0
zaf;16;Black African;Unspecified;2001;0
zaf;17;White;No schooling;2001;317.016117
zaf;17;White;Some primary;2001;1236.543392
zaf;17;White;Complete primary;2001;1123.634126
zaf;17;White;Some secondary;2001;62078.12958
zaf;17;White;Grade 12/Std 10;2001;7281.174035
zaf;17;White;Higher;2001;448.647552
zaf;17;White;Not applicable;2001;0
zaf;17;White;Unspecified;2001;0
zaf;17;Black African;No schooling;2001;26522.09509
zaf;17;Black African;Some primary;2001;120147.6124
zaf;17;Black African;Complete primary;2001;97321.52721
zaf;17;Black African;Some secondary;2001;524630.4827
zaf;17;Black African;Grade 12/Std 10;2001;32614.58128
zaf;17;Black African;Higher;2001;1574.12628
zaf;17;Black African;Not applicable;2001;0
zaf;17;Black African;Unspecified;2001;0
zaf;18;White;No schooling;2001;382.640682
zaf;18;White;Some primary;2001;996.631004
zaf;18;White;Complete primary;2001;700.337489
