Name,Tooltip,Menu level1,Menu level 2,Indicator url,Download,ddf_id,Scale
"Stomach cancer, number of male deaths",Total number of male deaths due to stomach cancer during the certain year. ,Health,"Cancer, male",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2NmCvOcsjpag,Download indicator to excel,stomach_cancer_number_of_male_deaths,lin
Total health spending (% of GDP),The sum of public and private health expenditure as a percentage of GDP.,Health,Health Economics,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XYThRy0yJMA,Download indicator to excel,total_health_spending_percent_of_gdp,lin
Government share of total health spending (%),"Percentage of total health expenditure that has been paid by government entities, for example Ministry of Health and social security agencies.",Health,Health Economics,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcJI3KBJnrlDQ,Download indicator to excel,government_share_of_total_health_spending_percent,lin
Private share of total health spending (%),"Percentage of total health expenditure that has been paid by private entities, for example commercial insurance and out-of-pocket payments.",Health,Health Economics,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcXBFxQw8cFaw,Download indicator to excel,private_share_of_total_health_spending_percent,lin
Out-of-pocket share of total health spending (%),Proportion of total health expenditures that has been paid directly out-of-pocket by individuals. ,Health,Health Economics,http://spreadsheets.google.com/pub?key=tXf6_OUYVmyEMZo0g4DQw6w,Download indicator to excel,out_of_pocket_share_of_total_health_spending_percent,lin
Government health spending of total gov. spending (%),Proportion of total government expenditure that has been expended in health. ,Health,Health Economics,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd7K-YgYOkGFQ,Download indicator to excel,government_health_spending_of_total_gov_spending_percent,lin
———————————————————————,Placeholder,Health,Health Economics,http://spreadsheets.google.com/pub?key=tJwP0x54AZ-X-bGL-RebrpA,Download indicator to excel,———————————————————————,lin
Total health spending per person (international $),"The average health expenditure per person, expressed in international dollars using PPP (Purchasing Power Parity).",Health,Health Economics,http://spreadsheets.google.com/pub?key=tR3MM-UTZ0B44BKxxWeAZaQ,Download indicator to excel,total_health_spending_per_person_international_,log
Government health spending per person (international $),"The average health expenditure per person that has been paid by government entities, expressed in international dollars using PPP (Purchasing Power Parity).",Health,Health Economics,http://spreadsheets.google.com/pub?key=tZ3uHUdw0H__Siyj78GXsGg,Download indicator to excel,government_health_spending_per_person_international_,log
Total health spending per person (US$),"The average health expenditure per person, expressed in US dollars using the average exchange rate.",Health,Health Economics,http://spreadsheets.google.com/pub?key=pyj6tScZqmEeL79qOoKtofQ,Download indicator to excel,total_health_spending_per_person_us,log
Government health spending per person (US$),"The average health expenditure per person that has been paid by government entities during the given year, expressed in US dollars using the average exchange rate.",Health,Health Economics,http://spreadsheets.google.com/pub?key=tBwBBkViOJoycBhLnWHqwSQ,Download indicator to excel,government_health_spending_per_person_us,log
"Medical Doctors (per 1,000 people)","Medical Doctors (physicians) working in any medical field per 1,000 people. ",Health,Health Economics,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2yo1IzJQmbZg,Download indicator to excel,medical_doctors_per_1000_people,
"People living with HIV (number, all ages)","The total number of persons in all ages that are estimated to be infected by HIV, including those without symptoms, those sick from AIDS and those healthy due to treatment of the HIV infection ",Health,HIV,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe1GaiYJX2qGA,Download indicator to excel,people_living_with_hiv_number_all_ages,log
"Adults with HIV (%, age 15-49)","The estimated percentage of adults aged 15 to 49 years that are infected by HIV, including those without symptoms, those sick from AIDS and those healthy due to treatment of the HIV infection ",Health,HIV,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfbZyl0qjbiRQ,Download indicator to excel,adults_with_hiv_percent_age_15_49,log
"Newly HIV infected (number, all ages)",The total number of persons in all ages that are estimated to be newly infected with HIV during the given year.,Health,HIV,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFk2WGhwakxTQkt4NUtTdFJDSlFHQ3c,Download indicator to excel,newly_hiv_infected_number_all_ages,lin
"Newly HIV infected (%, age 15-49)",The estimated percentage of adults aged 15 to 49 years that are newly infected with HIV during the given year.,Health,HIV,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDREUkRSRDJtQmFNTE1TYmRYX1pFNEE,Download indicator to excel,newly_hiv_infected_percent_age_15_49,lin
"Annual HIV deaths (number, all ages)",The total number of people that were estimated as died from HIV/AIDS during the given year.,Health,HIV,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHZJdFBhYVlvck43d1R6ZFYzUWpiLWc,Download indicator to excel,annual_hiv_deaths_number_all_ages,lin
ART coverage % (CD4 < 350),"For people who have been diagnosed as CD4 count < 350 / mm3, how many (%) have access to ART treatment, estimation. ",Health,HIV,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHMzRDA5Z1RjWkJIWkNfdWNBVFR6b1E,Download indicator to excel,art_coverage_percent_cd4_l_350,lin
"Malaria cases per 100,000 - reported","Number of malaria cases in every 100,000 residents during the given year.",Health,Malaria,http://spreadsheets.google.com/pub?key=pp59adS3CHWcGnFB9pe14OA,Download indicator to excel,malaria_cases_per_100000___reported,lin
"Malaria deaths per 100,000 - reported","Number of malaria deaths in every 100,000 residents during the given year.",Health,Malaria,http://spreadsheets.google.com/pub?key=pp59adS3CHWfGZUVJ2L-dCw,Download indicator to excel,malaria_deaths_per_100000___reported,lin
Malaria number of cases - reported,Total number of malaria cases reported during the given year.,Health,Malaria,http://spreadsheets.google.com/pub?key=pp59adS3CHWczfPHQMiqxCg,Download indicator to excel,malaria_number_of_cases___reported,lin
Malaria number of deaths - reported,Total number of malaria deaths reported during the given year.,Health,Malaria,http://spreadsheets.google.com/pub?key=pp59adS3CHWfZGL9qouvTbQ,Download indicator to excel,malaria_number_of_deaths___reported,lin
Births attended by skilled health staff (% of total),"The percentage of deliveries attended by personnel (including doctors, nurses and midwives) trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.",Health,Maternal health,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdF9OQ2dSSG5nNFhpS3RnRVZHUzZMb3c,Download indicator to excel,births_attended_by_skilled_health_staff_percent_of_total,lin
Contraceptive use (% of women ages 15-49),"Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, any form of contraception. It is usually measured for married women ages 15-49 only.",Health,Maternal health,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFp2OENYMUVKWnY1dkJLRXAtYnI3UVE,Download indicator to excel,contraceptive_use_percent_of_women_ages_15_49,lin
"Maternal mortality ratio (per 100,000 live births)","The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",Health,Maternal health,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcVezxiMlWaRw,Download indicator to excel,maternal_mortality_ratio_per_100000_live_births,log
"Maternal deaths, total number","Total number of maternal deaths in a given year. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy.",Health,Maternal health,http://spreadsheets.google.com/pub?key=tOJs331rbt36sNBXE8g5AUg,Download indicator to excel,maternal_deaths_total_number,lin
"Maternal deaths, lifetime risk (per 1,000)","The chance of dying during pregnancy or within the 42 days after termination of that pregnancy in a lifetime, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy, the counting unit is per 1,000.",Health,Maternal health,http://spreadsheets.google.com/pub?key=t2ha4jg1M70Le8CH3wHcPIQ,Download indicator to excel,maternal_deaths_lifetime_risk_per_1000,lin
"Stillbirths (per 1,000 births)",The number of stillbirths per 1000 births (live births plus stillbirths).,Health,Maternal health,http://spreadsheets.google.com/pub?key=tgJHpDEY4S7hxJpELGJueWA,Download indicator to excel,stillbirths_per_1000_births,log
"Suicide (per 100,000 people)","Mortality due to self-inflicted injury, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",Health,Mental health,http://spreadsheets.google.com/pub?key=troMumuI0Y6Phpwnj6qXa_A,Download indicator to excel,suicide_per_100000_people,lin
"Malnutrition, weight for age (% of children under 5)",The percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the 2006 WHO international reference population. ,Health,Nutrition,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGhpWDY5QVlOdUxpVGhaMVlUOE9iX0E,Download indicator to excel,malnutrition_weight_for_age_percent_of_children_under_5,lin
Sugar per person (g per day),The quantity of food consumption of sugar and sweeteners (grams per person and day). NOTE: data for 2004 are based on a rough extrapolation by Gapminder.,Health,Nutrition,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2sdmdhX9zuKg,Download indicator to excel,sugar_per_person_g_per_day,lin
Food supply (kilocalories / person & day),"Calories measures the energy content of the food. The required intake varies, but it is normally in the range of 1500-3000 kilocalories per day. One banana contains approximatly 100 kilocalories.",Health,Nutrition,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlYVVpXX20tbU13STZyVG0yNkRrZnc,Download indicator to excel,food_supply_kilocalories_per_person_and_day,lin
Alcohol consumption per adult 15+ (litres),"Recorded plus estimated alcohol consumption, average adult (15+) per capita consumption in litres",Health,Risk factors,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGJqTDRfNHBWODJMRWlZaVhNclhNZXc,Download indicator to excel,alcohol_consumption_per_adult_15plus_litres,lin
Smoking adults (% of population over age 15),"Percentage of both men and women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",Health,Risk factors,http://spreadsheets.google.com/pub?key=tRccVp7QMaCXMv19CcxERaA,Download indicator to excel,smoking_adults_percent_of_population_over_age_15,lin
Smoking women (% of women over age 15) ,"Percentage of women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",Health,Risk factors,http://spreadsheets.google.com/pub?key=thortPEzDn2xc_5bU255mPA,Download indicator to excel,smoking_women_percent_of_women_over_age_15_,lin
Smoking men (% of men over age 15) ,"Percentage of men (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",Health,Risk factors,http://spreadsheets.google.com/pub?key=t60tpjxpWq3Bm-nBOvSm3og,Download indicator to excel,smoking_men_percent_of_men_over_age_15_,lin
"Body Mass Index (BMI), men, Kg/m2","The mean BMI (Body Mass Index) of the male population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",Health,Risk factors,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdF9saE1pWUNYVkVsNU1FdW1Yem81Nmc,Download indicator to excel,body_mass_index_bmi_men_kgperm2,lin
"Body Mass Index (BMI), women, Kg/m2","The mean BMI (Body Mass Index) of the female population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",Health,Risk factors,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGt0elo2dzJMVVQ3WmFGSmdhc09LRlE,Download indicator to excel,body_mass_index_bmi_women_kgperm2,lin
"Blood pressure (SBP), men, mmHg","The mean SBP (Systolic Blood Pressure) of the male population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",Health,Risk factors,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHNwRm9DN1FnT3hXWWZVSncxMkZyS2c,Download indicator to excel,blood_pressure_sbp_men_mmhg,lin
"Blood pressure (SBP), women, mmHg","The mean SBP (Systolic Blood Pressure) of the female population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",Health,Risk factors,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHBzUVVSMDlTX1ZCUnNJQ3ZFdkFXVFE,Download indicator to excel,blood_pressure_sbp_women_mmhg,lin
"Cholesterol (fat) in blood, men, mmol/L","The mean TC (Total Cholesterol) of the male population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",Health,Risk factors,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDU5SnRoQ0xlZWhwRUZ6RFNQV042enc,Download indicator to excel,cholesterol_fat_in_blood_men_mmolperl,lin
"Cholesterol (fat) in blood, women, mmol/L","The mean TC (Total Cholesterol) of the female population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",Health,Risk factors,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGJHcHZkSUdBcU56aS1OT3lLeU4tRHc,Download indicator to excel,cholesterol_fat_in_blood_women_mmolperl,lin
"Infectious TB, new cases per 100,000 - estimated","Estimated number of new TB cases (infectious) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rVyfxaPK4dJ9B6ZdgG34F-g,Download indicator to excel,infectious_tb_new_cases_per_100000___estimated,lin
"Infectious TB, new cases per 100,000 - reported","Reported number of new TB cases (infectious) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=r0pD5wznwEUJ0ipdxAWQjiA,Download indicator to excel,infectious_tb_new_cases_per_100000___reported,lin
"Infectious TB, number of new cases - estimated",Estimated number of new TB cases (infectious) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rOPfJcbTTIyS-vxDWbkfNLA,Download indicator to excel,infectious_tb_number_of_new_cases___estimated,log
"Infectious TB, number of new cases - reported",Reported number of new TB cases (infectious) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rcbx0R-TXbkqRCyvKzn08fg,Download indicator to excel,infectious_tb_number_of_new_cases___reported,log
"Infectious TB, detection rate (%)",The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rDb6EYc4YUTBRfXlBvjHYlg,Download indicator to excel,infectious_tb_detection_rate_percent,lin
"Infectious TB, detection rate (%) - DOTS only","The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rjGHot8B6YSt3kPYEG8nANA,Download indicator to excel,infectious_tb_detection_rate_percent___dots_only,lin
"Infectious TB, treatment (DOTS) completed (%)",Percentage of all patients with infectious TB detected by DOTS programme that have finished the treatment during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rewICFMTvBuer8UoJIK0yUg,Download indicator to excel,infectious_tb_treatment_dots_completed_percent,lin
TB programme (DOTS) population coverage (%),"Percentage of total population that has been covered by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rKfjGaPxqirPDe8gnTVKuIw,Download indicator to excel,tb_programme_dots_population_coverage_percent,lin
———————————————————————,Placeholder,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rMF2H57_Vd8TdobvtNhYuwg,Download indicator to excel,———————————————————————,lin
"All forms of TB, new cases per 100,000 - estimated","Estimated number of new TB cases (all forms) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rMsQHawTObBb6_U2ESjKXYw,Download indicator to excel,all_forms_of_tb_new_cases_per_100000___estimated,lin
"All forms of TB, existing cases per 100,000 - estimated","Estimated number of existing TB cases (all forms) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rZNoyaocUmUGuFyRgjJUpig,Download indicator to excel,all_forms_of_tb_existing_cases_per_100000___estimated,lin
"All forms of TB, deaths per 100,000 - estimated","Estimated number of deaths caused by TB (all forms) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rWM9yEzjpGJvcJlUAIm35tA,Download indicator to excel,all_forms_of_tb_deaths_per_100000___estimated,lin
"All forms of TB, new cases per 100,000 - reported","Reported number of new and relapsed TB cases (all forms) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rYICvtvVz28fVyQuG_ote2w,Download indicator to excel,all_forms_of_tb_new_cases_per_100000___reported,lin
"All forms of TB, number of new cases - estimated",Estimated number of new TB cases (all forms) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rhZayTbvH3ZLlSN64OuRYFg,Download indicator to excel,all_forms_of_tb_number_of_new_cases___estimated,log
"All forms of TB, number of existing cases - estimated",Estimated number of existing TB cases (all forms) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rOCGMcGcrZs-dfeTEC792ZQ,Download indicator to excel,all_forms_of_tb_number_of_existing_cases___estimated,log
"All forms of TB, number of deaths - estimated",Estimated number of deaths caused by TB (all forms) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rrQ_y5fqQPlznp5mJGXWr-A,Download indicator to excel,all_forms_of_tb_number_of_deaths___estimated,log
"All forms of TB, number of new cases - reported",Reported number of new and relapsed TB cases (all forms) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=r5UikGjnZlemlelKY0NX9Pg,Download indicator to excel,all_forms_of_tb_number_of_new_cases___reported,log
"All forms of TB, detection rate (%) ",The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=ru195-zJ0rsx5axPIvm_bRA,Download indicator to excel,all_forms_of_tb_detection_rate_percent_,lin
"All forms of TB, detection rate (%) - DOTS only","The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rutVwqgB14uRV_f2dRbqhUA,Download indicator to excel,all_forms_of_tb_detection_rate_percent___dots_only,lin
———————————————————————,Placeholder,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rj8WsGGNXkijP447qnY5RLg,Download indicator to excel,———————————————————————,lin
"TB with HIV+, new cases per 100,000 - estimated","Estimated number of new TB cases (with HIV+) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rRCxDI3hB9E9zvc8qSe11qg,Download indicator to excel,tb_with_hivplus_new_cases_per_100000___estimated,lin
"TB with HIV+, existing cases per 100,000 - estimated","Estimated number of existing TB cases (with HIV+) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rQV47xgPGa3qOPHoLiVon-w,Download indicator to excel,tb_with_hivplus_existing_cases_per_100000___estimated,lin
"TB with HIV+, deaths per 100,000 - estimated","Estimated number of deaths caused by TB (with HIV+) among 100,000 residents during the given year.",Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rUBCConMMLm9CxPXUGm325A,Download indicator to excel,tb_with_hivplus_deaths_per_100000___estimated,lin
"TB with HIV+, number of new cases - estimated",Estimated number of new TB cases (with HIV+) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rERPF4iYruK0DhAw_0tb5nA,Download indicator to excel,tb_with_hivplus_number_of_new_cases___estimated,log
"TB with HIV+, number of existing cases - estimated",Estimated number of existing TB cases (with HIV+) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=reiGJwoabnMOrPeFima_9ng,Download indicator to excel,tb_with_hivplus_number_of_existing_cases___estimated,log
"TB with HIV+, number of deaths - estimated",Estimated number of deaths caused by TB (with HIV+) during the given year.,Health,TB (tuberculosis),http://spreadsheets.google.com/pub?key=rFAkC0Ae7oXxrVqosJ4NWUA,Download indicator to excel,tb_with_hivplus_number_of_deaths___estimated,log
Bad teeth per child (12 yr),"The weighted average of the number of Decayed, Missing or Filled teeth among the 12 years old in a country (DMFT). It is meant to reflect the prevalence of caries in a population. ",Health,Teeth,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3Os9LVO_pRDA,Download indicator to excel,bad_teeth_per_child_12_yr,lin
DTP3 immunized (% of one-year-olds),"Percentage of 1 year old children who have received 3 doses of combined diphtheria, tetanus toxoid and pertussis vaccine during the year.",Health,Vaccine,http://spreadsheets.google.com/pub?key=txVTyScWObTBNuMmkNtLh1w,Download indicator to excel,dtp3_immunized_percent_of_one_year_olds,lin
HepB3 immunized (% of one-year-olds),Percentage of 1 year old children who have received 3 doses of hepatitis B3 vaccine during the year.,Health,Vaccine,http://spreadsheets.google.com/pub?key=t7pU8fR9_ZzRFIMF3FX47YQ,Download indicator to excel,hepb3_immunized_percent_of_one_year_olds,lin
Hib3 immunized (% of one-year-olds),Percentage of 1 year old children who have received 3 doses of Haemophilus influenzae type B vaccine during the year.,Health,Vaccine,http://spreadsheets.google.com/pub?key=thClNiXoQqfJDzTv0SYIHZg,Download indicator to excel,hib3_immunized_percent_of_one_year_olds,lin
MCV immunized (% of one-year-olds),"Percentage of 1 year old children who have received at least one dose of measles-containing vaccine in a given year. (Some countries for children below 2 years, depending on their policies.)",Health,Vaccine,http://spreadsheets.google.com/pub?key=pyj6tScZqmEenS18Yjl_SOQ,Download indicator to excel,mcv_immunized_percent_of_one_year_olds,lin
PAB immunized (% of newborns),Percentage of neonates in a given year that can be considered as having been protected against tetanus as a result of maternal immunization.,Health,Vaccine,http://spreadsheets.google.com/pub?key=tnvxVX8aOAl0dwDNujbELPQ,Download indicator to excel,pab_immunized_percent_of_newborns,lin
Broadband subscribers (total),"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",Infrastructure,Communication,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEpMTHBoMmNzcDVCNVRHWE5zSVJVRHc,Download indicator to excel,broadband_subscribers,lin
Broadband subscribers (per 100 people),"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",Infrastructure,Communication,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHdmMGVNNnV1SHBONDRTdTJzTVBKQXc,Download indicator to excel,broadband_subscribers_per_100_people,lin
Cell phones (total),The number of subscribers to a service providing access to the telephone network using cellular technology. ,Infrastructure,Communication,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhWLWtqNzljbWg4ZXV6M09JQXNGaUE,Download indicator to excel,cell_phones_total,lin
Cell phones (per 100 people),The number of subscribers per 100 people to a service providing access to the telephone network using cellular technology. ,Infrastructure,Communication,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdG1MSjEyS0h2QjRQZ3FXRVR2dVQyeFE,Download indicator to excel,cell_phones_per_100_people,lin
Fixed line and mobile phone subscribers (per 100 people),Fixes lines connect a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to the telephone network using cellular technology. ,Infrastructure,Communication,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcfLoOcU6GAfg,Download indicator to excel,fixed_line_and_mobile_phone_subscribers_per_100_people,log
Internet users (total),Internet users are people with access to the worldwide network.,Infrastructure,Communication,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdC1PcWJUZldDelFyQXdaOEtDUG9HSUE,Download indicator to excel,internet_users_total_number,lin
Internet users (per 100 people),Internet users are people with access to the worldwide network.,Infrastructure,Communication,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGwzSGV5OE9FOGhURlhTdEQtMW1TNkE,Download indicator to excel,internet_users_per_100_people,lin
Personal computers (total),Personal computers (total),Infrastructure,Communication,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfUXdC83YSzfw,Download indicator to excel,personal_computers_total,log
Personal computers (per 100 people),Personal computers (per 100 people),Infrastructure,Communication,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdFW4nUY4gQdA,Download indicator to excel,personal_computers_per_100_people,lin
"Improved sanitation, overall access (%)","The percentage of the total population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",Infrastructure,Sanitation,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE4tekJPYkR4WmJqYTRPWjc3OTl4WUE,Download indicator to excel,improved_sanitation_overall_access_percent,lin
"Improved sanitation, urban access (%)","The percentage of the urban population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",Infrastructure,Sanitation,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfLbPu48DrKfQ,Download indicator to excel,improved_sanitation_urban_access_percent,lin
"Improved sanitation, rural access (%)","The percentage of the rural population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",Infrastructure,Sanitation,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFNPMTE3d3FHTHdYaGFMXzJyNDBGd3c,Download indicator to excel,improved_sanitation_rural_access_percent,lin
"Roads, paved (% of total roads)","Roads, paved (% of total roads)",Infrastructure,Traffic,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBKd2V5VmxkYlJuUHAtOURzUkZzNEE,Download indicator to excel,roads_paved_percent_of_total_roads,lin
"Improved water source, overall access (%)","The percentage of the total population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",Infrastructure,Water,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd98lRwrU3gIg,Download indicator to excel,improved_water_source_overall_access_percent,lin
"Improved water source, urban access (%)","The percentage of the urban population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",Infrastructure,Water,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDlJNzNjcVc5Sm9memNuVHRzY1FsOXc,Download indicator to excel,improved_water_source_urban_access_percent,lin
