time,geo,gdp_per_cap,lex,pop,geo.name,geo.cat,geo.region
1995,srb,7012.19,71.83,10203932,Serbia,country,eur
1996,srb,7344.15,71.86,10248363,Serbia,country,eur
1997,srb,7914.32,71.89,10253548,Serbia,country,eur
1998,srb,8133.20,71.94,10227702,Serbia,country,eur
1999,srb,6302.01,71.99,10184152,Serbia,country,eur
2000,srb,6607.32,72.07,10133561,Serbia,country,eur
2001,srb,6939.81,72.17,10076784,Serbia,country,eur
2002,srb,7236.07,72.30,10013058,Serbia,country,eur
2003,srb,7436.23,72.46,9949713,Serbia,country,eur
2004,srb,8081.65,72.63,9895409,Serbia,country,eur
2005,srb,8609,72.82,9856152,Serbia,country,eur
2006,srb,8954.06,73.01,9835841,Serbia,country,eur
2007,srb,9475.92,73.19,9832994,Serbia,country,eur
2008,srb,9877.97,73.37,9841360,Serbia,country,eur
2009,srb,9570.54,73.53,9851440,Serbia,country,eur
2010,srb,9437.81,73.67,9856222,Serbia,country,eur
2011,srb,9502.94,73.80,9853969,Serbia,country,eur
2012,srb,9335.95,73.93,9846582,Serbia,country,eur
2013,srb,9522.78,74.05,9835010,Serbia,country,eur
2014,srb,9713.28,74.18,9821299,Serbia,country,eur
1990,scg,,,9935057,Serbia and Montenegro,country,
1991,scg,,,10210920,Serbia and Montenegro,country,
1992,scg,,,10448018,Serbia and Montenegro,country,
1993,scg,,,10562866,Serbia and Montenegro,country,
1994,scg,,,10684474,Serbia and Montenegro,country,
1995,scg,,,10862873,Serbia and Montenegro,country,
1996,scg,,,10995456,Serbia and Montenegro,country,
1997,scg,,,11029245,Serbia and Montenegro,country,
1998,scg,,,11003339,Serbia and Montenegro,country,
1999,scg,,,10891329,Serbia and Montenegro,country,
2000,scg,,,10850210,Serbia and Montenegro,country,
2001,scg,,,10858358,Serbia and Montenegro,country,
2002,scg,,,10831812,Serbia and Montenegro,country,
2003,scg,,,10823280,Serbia and Montenegro,country,
2004,scg,,,10825900,Serbia and Montenegro,country,
2005,scg,,,10829175,Serbia and Montenegro,country,
2006,scg,,,10832545,Serbia and Montenegro,country,
2007,scg,,,10835426,Serbia and Montenegro,country,
2008,scg,,,10837664,Serbia and Montenegro,country,
2009,scg,,,,Serbia and Montenegro,country,
2010,scg,,,,Serbia and Montenegro,country,
2011,scg,,,,Serbia and Montenegro,country,
2012,scg,,,,Serbia and Montenegro,country,
2013,scg,,,,Serbia and Montenegro,country,
2014,scg,,,,Serbia and Montenegro,country,
1990,_srbek,,,7897937,Serbia excluding Kosovo,country,
1991,_srbek,,,7595636,Serbia excluding Kosovo,country,
1992,_srbek,,,7604063,Serbia excluding Kosovo,country,
1993,_srbek,,,7614328,Serbia excluding Kosovo,country,
1994,_srbek,,,7622711,Serbia excluding Kosovo,country,
1995,_srbek,,,7628264,Serbia excluding Kosovo,country,
1996,_srbek,,,7622185,Serbia excluding Kosovo,country,
1997,_srbek,,,7598538,Serbia excluding Kosovo,country,
1998,_srbek,,,7567745,Serbia excluding Kosovo,country,
1999,_srbek,,,7540401,Serbia excluding Kosovo,country,
2000,_srbek,,,7516346,Serbia excluding Kosovo,country,
2001,_srbek,,,7503433,Serbia excluding Kosovo,country,
2002,_srbek,,,7500031,Serbia excluding Kosovo,country,
2003,_srbek,,,7480591,Serbia excluding Kosovo,country,
2004,_srbek,,,7463157,Serbia excluding Kosovo,country,
2005,_srbek,,,7440769,Serbia excluding Kosovo,country,
2006,_srbek,,,7431485,Serbia excluding Kosovo,country,
2007,_srbek,,,7438779,Serbia excluding Kosovo,country,
2008,_srbek,,,7445215,Serbia excluding Kosovo,country,
2009,_srbek,,,,Serbia excluding Kosovo,country,
2010,_srbek,,,,Serbia excluding Kosovo,country,
2011,_srbek,,,,Serbia excluding Kosovo,country,
2012,_srbek,,,,Serbia excluding Kosovo,country,
2013,_srbek,,,,Serbia excluding Kosovo,country,
2014,_srbek,,,,Serbia excluding Kosovo,country,
1990,syc,11946.77,70.84,71031,Seychelles,country,afr
1991,syc,12142.19,70.76,71800,Seychelles,country,afr
1992,syc,12849.44,70.71,72549,Seychelles,country,afr
1993,syc,13558.94,70.71,73285,Seychelles,country,afr
1994,syc,13128.04,70.77,74016,Seychelles,country,afr
1995,syc,13083.55,70.89,74755,Seychelles,country,afr
1996,syc,14287.00,71.05,75494,Seychelles,country,afr
1997,syc,15916.10,71.24,76235,Seychelles,country,afr
1998,syc,16738.33,71.42,76999,Seychelles,country,afr
1999,syc,16159.44,71.60,77810,Seychelles,country,afr
2000,syc,15230.39,71.77,78685,Seychelles,country,afr
2001,syc,14825.28,71.90,79634,Seychelles,country,afr
2002,syc,14933.96,72.02,80640,Seychelles,country,afr
2003,syc,14001.20,72.11,81660,Seychelles,country,afr
2004,syc,13523.14,72.19,82631,Seychelles,country,afr
2005,syc,14202.00,72.26,83513,Seychelles,country,afr
2006,syc,15216.81,72.32,84291,Seychelles,country,afr
2007,syc,16668.03,72.40,84975,Seychelles,country,afr
2008,syc,15994.53,72.49,85568,Seychelles,country,afr
2009,syc,15906.96,72.59,86079,Seychelles,country,afr
2010,syc,16341.86,72.72,86518,Seychelles,country,afr
2011,syc,16965.41,72.86,86879,Seychelles,country,afr
2012,syc,17237.46,73.02,87169,Seychelles,country,afr
2013,syc,17590.04,73.18,87417,Seychelles,country,afr
2014,syc,18068.98,73.35,87671,Seychelles,country,afr
1990,sle,1297.16,37.35,3981567,Sierra Leone,country,afr
1991,sle,1162.25,36.76,3995290,Sierra Leone,country,afr
1992,sle,1068.69,36.28,3979553,Sierra Leone,country,afr
1993,sle,1081.63,35.95,3946835,Sierra Leone,country,afr
1994,sle,1094.21,35.79,3915066,Sierra Leone,country,afr
1995,sle,968.99,35.82,3898363,Sierra Leone,country,afr
1996,sle,719.36,36.03,3898177,Sierra Leone,country,afr
1997,sle,574.64,36.40,3913681,Sierra Leone,country,afr
1998,sle,558.42,36.88,3953705,Sierra Leone,country,afr
1999,sle,510.42,37.46,4028260,Sierra Leone,country,afr
2000,sle,517.67,38.12,4143115,Sierra Leone,country,afr
2001,sle,578.72,38.86,4303850,Sierra Leone,country,afr
2002,sle,699.48,39.66,4505515,Sierra Leone,country,afr
2003,sle,723.62,40.5,4730020,Sierra Leone,country,afr
2004,sle,753.55,41.34,4952134,Sierra Leone,country,afr
2005,sle,790,42.15,5153435,Sierra Leone,country,afr
2006,sle,798.84,42.89,5327364,Sierra Leone,country,afr
2007,sle,838.79,43.53,5478289,Sierra Leone,country,afr
2008,sle,861.04,44.07,5612129,Sierra Leone,country,afr
2009,sle,866.75,44.50,5739293,Sierra Leone,country,afr
2010,sle,889.58,44.84,5867536,Sierra Leone,country,afr
2011,sle,919.13,45.11,5997486,Sierra Leone,country,afr
2012,sle,1072.95,45.33,6126450,Sierra Leone,country,afr
2013,sle,1224.97,45.56,6255163,Sierra Leone,country,afr
2014,sle,1363.51,45.79,6384066,Sierra Leone,country,afr
1990,sgp,23142.79,76.04,3016624,Singapore,country,asi
1991,sgp,23983.76,76.41,3099465,Singapore,country,asi
1992,sgp,24769.89,76.73,3190692,Singapore,country,asi
1993,sgp,27040.10,76.98,3287420,Singapore,country,asi
1994,sgp,29303.24,77.19,3385486,Singapore,country,asi
1995,sgp,30793.47,77.35,3481674,Singapore,country,asi
1996,sgp,31934.80,77.50,3576537,Singapore,country,asi
1997,sgp,33519.47,77.66,3670693,Singapore,country,asi
1998,sgp,31918.24,77.84,3761263,Singapore,country,asi
1999,sgp,33981.15,78.06,3844693,Singapore,country,asi
2000,sgp,36834.84,78.34,3919300,Singapore,country,asi
2001,sgp,34910.70,78.66,3980956,Singapore,country,asi
2002,sgp,36023.10,79.03,4032217,Singapore,country,asi
2003,sgp,37024.31,79.42,4086050,Singapore,country,asi
2004,sgp,39796.66,79.83,4160158,Singapore,country,asi
2005,sgp,41479,80.24,4265999,Singapore,country,asi
2006,sgp,43217.56,80.62,4409955,Singapore,country,asi
2007,sgp,44673.85,80.97,4584894,Singapore,country,asi
2008,sgp,44103.96,81.29,4772216,Singapore,country,asi
2009,sgp,42988.99,81.56,4945645,Singapore,country,asi
2010,sgp,48324.58,81.78,5086418,Singapore,country,asi
2011,sgp,49587.16,81.98,5187933,Singapore,country,asi
2012,sgp,49381.95,82.15,5256278,Singapore,country,asi
2013,sgp,49513.74,82.32,5300914,Singapore,country,asi
2014,sgp,51163.89,82.48,5336859,Singapore,country,asi
1990,svk,12007.54,70.83,5270072,Slovak Republic,country,eur
1991,svk,10215.84,70.9,5292792,Slovak Republic,country,eur
1992,svk,9498.46,71.38,5314849,Slovak Republic,country,eur
1993,svk,9636.51,71.9,5335519,Slovak Republic,country,eur
1994,svk,10195.81,72.36,5353767,Slovak Republic,country,eur
1995,svk,10759.83,72.29,5368894,Slovak Republic,country,eur
1996,svk,11482.62,72.77,5380807,Slovak Republic,country,eur
1997,svk,12126.23,72.71,5389895,Slovak Republic,country,eur
1998,svk,12564.34,72.62,5396548,Slovak Republic,country,eur
1999,svk,12600.77,72.99,5401350,Slovak Republic,country,eur
2000,svk,12689.75,73.19,5404845,Slovak Republic,country,eur
2001,svk,13098.91,73.62,5407045,Slovak Republic,country,eur
2002,svk,13638.77,73.81,5408162,Slovak Republic,country,eur
2003,svk,14207.56,73.85,5409182,Slovak Republic,country,eur
2004,svk,14977.86,74.26,5411339,Slovak Republic,country,eur
2005,svk,15881,74.2,5415496,Slovak Republic,country,eur
2006,svk,17175.13,74.46,5422122,Slovak Republic,country,eur
2007,svk,18969.71,74.52,5430974,Slovak Republic,country,eur
2008,svk,20044.24,74.88,5441304,Slovak Republic,country,eur
2009,svk,19006.84,74.89,5451968,Slovak Republic,country,eur
2010,svk,19794.74,75.02,5462119,Slovak Republic,country,eur
2011,svk,20382.43,75.14,5471502,Slovak Republic,country,eur
2012,svk,20780.98,75.27,5480332,Slovak Republic,country,eur
2013,svk,21054.15,75.39,5488775,Slovak Republic,country,eur
2014,svk,21602.18,75.52,5497156,Slovak Republic,country,eur
1990,svn,16645.76,73.86,1926701,Slovenia,country,eur
1991,svn,15100.59,73.5,1935302,Slovenia,country,eur
1992,svn,14214.71,73.64,1943919,Slovenia,country,eur
1993,svn,14560.02,73.52,1952220,Slovenia,country,eur
1994,svn,15279.58,73.96,1959752,Slovenia,country,eur
1995,svn,15857.28,74.67,1966205,Slovenia,country,eur
1996,svn,16392.54,75.11,1971488,Slovenia,country,eur
1997,svn,17161.10,75.13,1975755,Slovenia,country,eur
1998,svn,17747.88,75.26,1979261,Slovenia,country,eur
1999,svn,18663.39,75.64,1982378,Slovenia,country,eur
2000,svn,19399.68,76.11,1985406,Slovenia,country,eur
2001,svn,19966.89,76.38,1988385,Slovenia,country,eur
2002,svn,20660.01,76.66,1991319,Slovenia,country,eur
2003,svn,21203.46,76.55,1994426,Slovenia,country,eur
2004,svn,22113.22,77.28,1997959,Slovenia,country,eur
2005,svn,23003.99,77.6,2002084,Slovenia,country,eur
2006,svn,24279.52,78.24,2006903,Slovenia,country,eur
2007,svn,25878.75,78.15,2012345,Slovenia,country,eur
2008,svn,26755.74,78.41,2018172,Slovenia,country,eur
2009,svn,24389.87,78.92,2024040,Slovenia,country,eur
2010,svn,24515.97,79.12,2029680,Slovenia,country,eur
2011,svn,24624.30,79.29,2035012,Slovenia,country,eur
2012,svn,23986.85,79.44,2040057,Slovenia,country,eur
2013,svn,23447.03,79.59,2044766,Slovenia,country,eur
2014,svn,23743.65,79.74,2049112,Slovenia,country,eur
1990,slb,1870.12,56.66,309527,Solomon Islands,country,asi
1991,slb,1926.76,57.17,318371,Solomon Islands,country,asi
1992,slb,2109.89,57.78,327529,Solomon Islands,country,asi
1993,slb,2131.59,58.42,336960,Solomon Islands,country,asi
1994,slb,2261.80,59.05,346599,Solomon Islands,country,asi
1995,slb,2379.19,59.66,356404,Solomon Islands,country,asi
1996,slb,2350.19,60.27,366363,Solomon Islands,country,asi
1997,slb,2252.49,60.88,376511,Solomon Islands,country,asi
1998,slb,2230.06,61.51,386906,Solomon Islands,country,asi
1999,slb,2159.40,62.16,397627,Solomon Islands,country,asi
2000,slb,1802.02,62.80,408732,Solomon Islands,country,asi
2001,slb,1597.22,63.43,420232,Solomon Islands,country,asi
2002,slb,1530.49,64.03,432107,Solomon Islands,country,asi
2003,slb,1587.56,64.58,444344,Solomon Islands,country,asi
2004,slb,1671.75,65.07,456919,Solomon Islands,country,asi
2005,slb,1711.99,65.51,469805,Solomon Islands,country,asi
2006,slb,1739.52,65.89,483000,Solomon Islands,country,asi
2007,slb,1808.21,66.23,496490,Solomon Islands,country,asi
2008,slb,1892.28,66.52,510221,Solomon Islands,country,asi
2009,slb,1761.27,66.78,524125,Solomon Islands,country,asi
2010,slb,1820.62,67.02,538148,Solomon Islands,country,asi
2011,slb,1964.07,67.25,552267,Solomon Islands,country,asi
2012,slb,2024.23,67.46,566481,Solomon Islands,country,asi
2013,slb,2058.84,67.67,580791,Solomon Islands,country,asi
2014,slb,2088.79,67.88,595210,Solomon Islands,country,asi
1990,som,1106.42,45.40,6599249,Somalia,country,afr
1991,som,1030.37,45.28,6585079,Somalia,country,afr
1992,som,926.96,45.38,6543380,Somalia,country,afr
1993,som,933.05,45.74,6498410,Somalia,country,afr
1994,som,942.52,46.36,6484228,Somalia,country,afr
1995,som,952.50,47.17,6524697,Somalia,country,afr
1996,som,956.09,48.09,6628554,Somalia,country,afr
1997,som,930.59,48.99,6786636,Somalia,country,afr
1998,som,902.10,49.78,6982940,Somalia,country,afr
1999,som,891.91,50.42,7193120,Somalia,country,afr
2000,som,881.51,50.90,7399033,Somalia,country,afr
2001,som,868.91,51.24,7596920,Somalia,country,afr
2002,som,882.08,51.52,7791254,Somalia,country,afr
2003,som,895.72,51.79,7981955,Somalia,country,afr
2004,som,914.04,52.07,8170899,Somalia,country,afr
2005,som,932.96,52.38,8359859,Somalia,country,afr
2006,som,934.38,52.70,8547497,Somalia,country,afr
2007,som,938.25,53.04,8733493,Somalia,country,afr
2008,som,942.28,53.37,8922260,Somalia,country,afr
2009,som,945.83,53.71,9119848,Somalia,country,afr
2010,som,948.48,53,9330872,Somalia,country,afr
2011,som,949.76,50,9556873,Somalia,country,afr
2012,som,953.27,54,9797445,Somalia,country,afr
2013,som,,55.05,10052842,Somalia,country,afr
2014,som,,55.38,10322712,Somalia,country,afr
1990,_sol,,,,Somaliland,country,afr
1991,_sol,,,,Somaliland,country,afr
1992,_sol,,,,Somaliland,country,afr
1993,_sol,,,,Somaliland,country,afr
1994,_sol,,,,Somaliland,country,afr
1995,_sol,,,,Somaliland,country,afr
1996,_sol,,,,Somaliland,country,afr
1997,_sol,,,,Somaliland,country,afr
1998,_sol,,,,Somaliland,country,afr
1999,_sol,,,,Somaliland,country,afr
2000,_sol,,,,Somaliland,country,afr
2001,_sol,,,,Somaliland,country,afr
2002,_sol,,,,Somaliland,country,afr
2003,_sol,,,,Somaliland,country,afr
2004,_sol,,,,Somaliland,country,afr
2005,_sol,,,,Somaliland,country,afr
2006,_sol,,,,Somaliland,country,afr
2007,_sol,,,,Somaliland,country,afr
2008,_sol,,,,Somaliland,country,afr
2009,_sol,,,,Somaliland,country,afr
2010,_sol,,,,Somaliland,country,afr
2011,_sol,,,,Somaliland,country,afr
2012,_sol,,,,Somaliland,country,afr
2013,_sol,,,,Somaliland,country,afr
2014,_sol,,,,Somaliland,country,afr
1990,zaf,7786.87,62.09,36793907,South Africa,country,afr
1991,zaf,7545.40,62.27,37690924,South Africa,country,afr
1992,zaf,7225.06,62.31,38641823,South Africa,country,afr
1993,zaf,7159.99,62.18,39609488,South Africa,country,afr
1994,zaf,7236.90,61.88,40542036,South Africa,country,afr
1995,zaf,7304.20,61.37,41402400,South Africa,country,afr
1996,zaf,7454.41,60.61,42175740,South Africa,country,afr
1997,zaf,7479.18,59.62,42873355,South Africa,country,afr
1998,zaf,7339.95,58.46,43516225,South Africa,country,afr
1999,zaf,7333.69,57.19,44137342,South Africa,country,afr
2000,zaf,7454.44,55.89,44760380,South Africa,country,afr
2001,zaf,7520.71,54.64,45389577,South Africa,country,afr
2002,zaf,7710.94,53.52,46015405,South Africa,country,afr
2003,zaf,7863.74,52.62,46631364,South Africa,country,afr
2004,zaf,8154.73,51.98,47226670,South Africa,country,afr
2005,zaf,8477,51.67,47792787,South Africa,country,afr
2006,zaf,8857.04,51.73,48330914,South Africa,country,afr
2007,zaf,9160.53,52.13,48842462,South Africa,country,afr
2008,zaf,9385.98,52.77,49319363,South Africa,country,afr
2009,zaf,9139.38,53.61,49751503,South Africa,country,afr
2010,zaf,9322.16,54.54,50132817,South Africa,country,afr
2011,zaf,9530.26,55.46,50459978,South Africa,country,afr
2012,zaf,9657.25,56.27,50738255,South Africa,country,afr
2013,zaf,9814.12,56.91,50981076,South Africa,country,afr
2014,zaf,10022.52,57.36,51207132,South Africa,country,afr
1990,_sos,,,,South Ossetia,country,eur
1991,_sos,,,,South Ossetia,country,eur
1992,_sos,,,,South Ossetia,country,eur
1993,_sos,,,,South Ossetia,country,eur
1994,_sos,,,,South Ossetia,country,eur
1995,_sos,,,,South Ossetia,country,eur
1996,_sos,,,,South Ossetia,country,eur
1997,_sos,,,,South Ossetia,country,eur
1998,_sos,,,,South Ossetia,country,eur
1999,_sos,,,,South Ossetia,country,eur
2000,_sos,,,,South Ossetia,country,eur
2001,_sos,,,,South Ossetia,country,eur
2002,_sos,,,,South Ossetia,country,eur
2003,_sos,,,,South Ossetia,country,eur
2004,_sos,,,,South Ossetia,country,eur
2005,_sos,,,,South Ossetia,country,eur
2006,_sos,,,,South Ossetia,country,eur
2007,_sos,,,,South Ossetia,country,eur
2008,_sos,,,,South Ossetia,country,eur
2009,_sos,,,,South Ossetia,country,eur
2010,_sos,,,,South Ossetia,country,eur
2011,_sos,,,,South Ossetia,country,eur
2012,_sos,,,,South Ossetia,country,eur
2013,_sos,,,,South Ossetia,country,eur
2014,_sos,,,,South Ossetia,country,eur
1990,sds,1412.62,43.52,5420563,South Sudan,country,afr
1991,sds,1466.43,44.23,5556767,South Sudan,country,afr
1992,sds,1499.95,44.93,5701228,South Sudan,country,afr
1993,sds,1502.77,45.61,5852564,South Sudan,country,afr
1994,sds,1491.27,46.26,6008344,South Sudan,country,afr
1995,sds,1496.01,46.86,6166715,South Sudan,country,afr
1996,sds,1532.21,47.41,6327927,South Sudan,country,afr
1997,sds,1640.70,47.92,6492553,South Sudan,country,afr
1998,sds,1689.36,48.39,6659415,South Sudan,country,afr
1999,sds,1767.34,48.83,6827051,South Sudan,country,afr
2000,sds,1883.76,49.24,6994624,South Sudan,country,afr
2001,sds,1943.24,49.63,7161267,South Sudan,country,afr
2002,sds,2003.76,50.00,7327782,South Sudan,country,afr
2003,sds,2088.35,50.35,7497047,South Sudan,country,afr
2004,sds,2136.93,50.71,7673043,South Sudan,country,afr
2005,sds,2260.69,51.09,7858543,South Sudan,country,afr
2006,sds,2425.16,51.50,8054628,South Sudan,country,afr
2007,sds,2635.90,51.94,8260226,South Sudan,country,afr
2008,sds,2650.06,52.42,8473315,South Sudan,country,afr
2009,sds,2660.14,52.93,8940854,South Sudan,country,afr
2010,sds,2709.00,53.48,9415421,South Sudan,country,afr
2011,sds,3198.47,54.06,9897118,South Sudan,country,afr
2012,sds,1433.03,54.66,10386101,South Sudan,country,afr
2013,sds,1855.35,55.26,10881979,South Sudan,country,afr
2014,sds,2714.38,55.85,11384393,South Sudan,country,afr
1990,esp,18064.91,76.99,38889158,Spain,country,eur
1991,esp,18472.90,77.12,38979222,Spain,country,eur
1992,esp,18603.06,77.57,39086335,Spain,country,eur
1993,esp,18374.86,77.7,39203352,Spain,country,eur
1994,esp,18782.73,78.05,39318577,Spain,country,eur
1995,esp,19272.14,78.12,39426834,Spain,country,eur
1996,esp,19709.87,78.26,39519508,Spain,country,eur
1997,esp,20445.29,78.77,39608652,Spain,country,eur
1998,esp,21333.94,78.85,39734033,Spain,country,eur
1999,esp,22286.36,78.86,39948910,Spain,country,eur
2000,esp,23410.16,79.34,40288457,Spain,country,eur
2001,esp,24221.79,79.69,40767010,Spain,country,eur
2002,esp,24835.47,79.78,41364726,Spain,country,eur
2003,esp,25564.28,79.72,42039800,Spain,country,eur
2004,esp,26357.04,80.28,42732092,Spain,country,eur
2005,esp,27269.99,80.28,43395441,Spain,country,eur
2006,esp,27949.66,80.94,44017887,Spain,country,eur
2007,esp,28403.03,80.74,44604384,Spain,country,eur
2008,esp,28204.17,80.93,45146258,Spain,country,eur
2009,esp,26950.02,81.47,45638113,Spain,country,eur
2010,esp,26779.63,81.65,46076989,Spain,country,eur
2011,esp,26860.77,81.81,46454895,Spain,country,eur
2012,esp,26457.75,81.95,46771596,Spain,country,eur
2013,esp,26083.09,82.1,47042602,Spain,country,eur
2014,esp,26333.63,82.24,47290504,Spain,country,eur
1990,lka,2019.40,69.53,17337048,Sri Lanka,country,asi
1991,lka,2088.23,69.65,17542866,Sri Lanka,country,asi
1992,lka,2153.73,69.68,17740936,Sri Lanka,country,asi
1993,lka,2271.55,69.61,17925624,Sri Lanka,country,asi
1994,lka,2365.59,69.47,18089720,Sri Lanka,country,asi
1995,lka,2464.51,69.33,18229498,Sri Lanka,country,asi
1996,lka,2529.76,69.29,18340596,Sri Lanka,country,asi
1997,lka,2664.47,69.44,18428257,Sri Lanka,country,asi
1998,lka,2762.23,69.80,18510095,Sri Lanka,country,asi
1999,lka,2853.80,70.37,18610110,Sri Lanka,country,asi
2000,lka,2997.68,71.07,18745084,Sri Lanka,country,asi
2001,lka,2925.51,71.82,18921794,Sri Lanka,country,asi
2002,lka,3015.37,72.51,19134096,Sri Lanka,country,asi
2003,lka,3166.60,73.04,19369853,Sri Lanka,country,asi
2004,lka,3310.19,73.39,19610604,Sri Lanka,country,asi
2005,lka,3481,73.57,19842536,Sri Lanka,country,asi
2006,lka,3718.74,73.62,20062070,Sri Lanka,country,asi
2007,lka,3940.57,73.62,20272269,Sri Lanka,country,asi
2008,lka,4142.53,73.63,20473799,Sri Lanka,country,asi
2009,lka,4255.73,73.68,20669142,Sri Lanka,country,asi
2010,lka,4561.07,73.79,20859949,Sri Lanka,country,asi
2011,lka,4903.73,73.94,21045394,Sri Lanka,country,asi
2012,lka,5182.66,74.11,21223550,Sri Lanka,country,asi
2013,lka,5469.23,74.29,21393876,Sri Lanka,country,asi
2014,lka,5798.81,74.47,21555851,Sri Lanka,country,asi
1990,sdn,1405.31,55.52,21073606,Sudan,country,afr
1991,sdn,1458.84,55.69,21603126,Sudan,country,afr
1992,sdn,1492.19,55.88,22164751,Sudan,country,afr
1993,sdn,1494.99,56.08,22753100,Sudan,country,afr
1994,sdn,1483.56,56.30,23358732,Sudan,country,afr
1995,sdn,1488.26,56.53,23974432,Sudan,country,afr
1996,sdn,1524.28,56.79,24601180,Sudan,country,afr
1997,sdn,1632.21,57.05,25241197,Sudan,country,afr
1998,sdn,1680.61,57.34,25889911,Sudan,country,afr
1999,sdn,1758.19,57.65,26541630,Sudan,country,afr
2000,sdn,1874.01,57.97,27193105,Sudan,country,afr
2001,sdn,1933.18,58.33,27840967,Sudan,country,afr
2002,sdn,1993.39,58.71,28488328,Sudan,country,afr
2003,sdn,2077.54,59.11,29146386,Sudan,country,afr
2004,sdn,2125.87,59.52,29830604,Sudan,country,afr
2005,sdn,2249,59.93,30551777,Sudan,country,afr
2006,sdn,2387.38,60.31,31314098,Sudan,country,afr
2007,sdn,2524.53,60.67,32113409,Sudan,country,afr
2008,sdn,2535.41,60.98,32941836,Sudan,country,afr
2009,sdn,2598.92,61.25,33537455,Sudan,country,afr
2010,sdn,2597.12,61.49,34136520,Sudan,country,afr
2011,sdn,3131.29,61.69,34735288,Sudan,country,afr
2012,sdn,2917.61,61.87,35335982,Sudan,country,afr
2013,sdn,2876.58,62.05,35940905,Sudan,country,afr
2014,sdn,2875.19,62.23,36554335,Sudan,country,afr
1990,sur,5863.39,67.39,406890,Suriname,country,ame
1991,sur,5962.17,67.47,413011,Suriname,country,ame
1992,sur,5974.26,67.55,418828,Suriname,country,ame
1993,sur,5624.36,67.61,424455,Suriname,country,ame
1994,sur,5400.78,67.67,430102,Suriname,country,ame
1995,sur,5509.16,67.72,435920,Suriname,country,ame
1996,sur,5520.93,67.75,441896,Suriname,country,ame
1997,sur,5589.34,67.77,447957,Suriname,country,ame
1998,sur,5703.01,67.78,454124,Suriname,country,ame
1999,sur,5510.23,67.80,460419,Suriname,country,ame
2000,sur,5677.29,67.85,466846,Suriname,country,ame
2001,sur,5962.11,67.93,473431,Suriname,country,ame
2002,sur,6070.68,68.07,480132,Suriname,country,ame
2003,sur,6446.03,68.26,486800,Suriname,country,ame
2004,sur,6880.09,68.50,493236,Suriname,country,ame
2005,sur,7234.00,68.78,499294,Suriname,country,ame
2006,sur,7564.48,69.10,504913,Suriname,country,ame
2007,sur,7861.12,69.42,510136,Suriname,country,ame
2008,sur,8075.17,69.73,515066,Suriname,country,ame
2009,sur,8206.05,70.03,519861,Suriname,country,ame
2010,sur,8431.13,70.30,524636,Suriname,country,ame
2011,sur,8711.00,70.55,529419,Suriname,country,ame
2012,sur,8979.80,70.79,534175,Suriname,country,ame
2013,sur,9256.16,71.01,538882,Suriname,country,ame
2014,sur,9541.19,71.23,543497,Suriname,country,ame
1990,sjm,,,3544,Svalbard,country,eur
1991,sjm,,,3405,Svalbard,country,eur
1992,sjm,,,3309,Svalbard,country,eur
1993,sjm,,,3017,Svalbard,country,eur
1994,sjm,,,2977,Svalbard,country,eur
1995,sjm,,,2906,Svalbard,country,eur
1996,sjm,,,2844,Svalbard,country,eur
1997,sjm,,,2827,Svalbard,country,eur
1998,sjm,,,2596,Svalbard,country,eur
1999,sjm,,,2423,Svalbard,country,eur
2000,sjm,,,2376,Svalbard,country,eur
2001,sjm,,,2464,Svalbard,country,eur
2002,sjm,,,2529,Svalbard,country,eur
2003,sjm,,,2489,Svalbard,country,eur
2004,sjm,,,2375,Svalbard,country,eur
2005,sjm,,,2400,Svalbard,country,eur
2006,sjm,,,2319,Svalbard,country,eur
2007,sjm,,,2241,Svalbard,country,eur
2008,sjm,,,2165,Svalbard,country,eur
2009,sjm,,,,Svalbard,country,eur
2010,sjm,,,,Svalbard,country,eur
2011,sjm,,,,Svalbard,country,eur
2012,sjm,,,,Svalbard,country,eur
2013,sjm,,,,Svalbard,country,eur
2014,sjm,,,,Svalbard,country,eur
1990,swz,3722.54,59.45,862947,Swaziland,country,afr
1991,swz,3646.20,59.40,887467,Swaziland,country,afr
1992,swz,3553.02,59.08,908158,Swaziland,country,afr
1993,swz,3561.05,58.48,926420,Swaziland,country,afr
1994,swz,3660.88,57.61,944404,Swaziland,country,afr
1995,swz,3771.59,56.46,963591,Swaziland,country,afr
1996,swz,3821.05,55.06,984632,Swaziland,country,afr
1997,swz,3876.76,53.48,1006824,Swaziland,country,afr
1998,swz,3920.38,51.82,1028708,Swaziland,country,afr
1999,swz,3989.51,50.18,1048174,Swaziland,country,afr
2000,swz,4021.22,48.68,1063832,Swaziland,country,afr
2001,swz,4046.53,47.45,1075083,Swaziland,country,afr
2002,swz,4128.11,46.54,1082777,Swaziland,country,afr
2003,swz,4206.80,45.98,1088724,Swaziland,country,afr
2004,swz,4286.16,45.77,1095487,Swaziland,country,afr
2005,swz,4384,45.89,1104909,Swaziland,country,afr
2006,swz,4460.08,46.27,1117604,Swaziland,country,afr
2007,swz,5023.45,46.81,1133007,Swaziland,country,afr
2008,swz,5121.00,47.38,1150344,Swaziland,country,afr
2009,swz,5124.72,47.94,1168345,Swaziland,country,afr
2010,swz,5163.28,48.39,1186056,Swaziland,country,afr
2011,swz,5115.89,48.71,1203330,Swaziland,country,afr
2012,swz,4979.70,48.91,1220408,Swaziland,country,afr
