geo,maternal_mortality_ratio_per_100000_live_births,time
mar,601.1,1980
mar,310.0,1990
mar,240.0,1995
mar,200.0,2000
mar,160.0,2005
mar,130.0,2010
mar,120.0,2013
moz,411.4,1980
moz,1300.0,1990
moz,1100.0,1995
moz,870.0,2000
moz,680.0,2005
moz,540.0,2010
moz,480.0,2013
mmr,1052.0,1980
mmr,580.0,1990
mmr,470.0,1995
mmr,360.0,2000
mmr,260.0,2005
mmr,220.0,2010
mmr,200.0,2013
nam,396.6,1980
nam,320.0,1990
nam,280.0,1995
nam,270.0,2000
nam,250.0,2005
nam,160.0,2010
nam,130.0,2013
npl,864.7,1980
npl,790.0,1990
npl,580.0,1995
npl,430.0,2000
npl,310.0,2005
npl,220.0,2010
npl,190.0,2013
nld,410.0,1878
nld,400.0,1883
nld,360.0,1888
nld,300.0,1893
nld,250.0,1898
nld,240.0,1903
nld,240.0,1905
nld,250.0,1906
nld,230.0,1907
nld,250.0,1908
nld,220.0,1909
nld,250.0,1910
nld,240.0,1911
nld,240.0,1912
nld,210.0,1913
nld,210.0,1914
nld,250.0,1915
nld,260.0,1916
nld,250.0,1917
nld,300.0,1918
nld,340.0,1919
nld,240.0,1920
nld,231.0,1921
nld,249.0,1922
nld,232.0,1923
nld,239.0,1924
nld,264.0,1925
nld,285.0,1926
nld,290.0,1927
nld,334.0,1928
nld,333.0,1929
nld,333.0,1930
nld,320.0,1931
nld,300.0,1932
nld,317.0,1933
nld,318.0,1934
nld,293.0,1935
nld,302.0,1936
nld,257.0,1937
nld,268.0,1938
nld,247.0,1939
nld,235.0,1940
nld,192.0,1941
nld,195.0,1942
nld,195.0,1943
nld,229.0,1944
nld,194.0,1945
nld,149.0,1946
nld,140.0,1947
nld,122.0,1948
nld,109.0,1949
nld,105.0,1950
nld,85.3,1951
nld,75.9,1952
nld,78.2,1953
nld,69.8,1954
nld,61.0,1955
nld,66.0,1956
nld,61.3,1957
nld,42.5,1958
nld,51.3,1959
nld,38.4,1960
nld,37.7,1961
nld,33.6,1962
nld,33.5,1963
nld,33.8,1964
nld,25.1,1965
nld,20.8,1966
nld,26.4,1967
nld,21.5,1968
nld,20.8,1969
nld,15.8,1970
nld,12.4,1971
nld,11.4,1972
nld,11.7,1973
nld,11.6,1974
nld,9.9,1975
nld,9.5,1976
nld,9.5,1977
nld,10.1,1978
nld,10.1,1979
nld,9.5,1980
nld,11.0,1990
nld,11.0,1995
nld,15.0,2000
nld,10.0,2005
nld,7.0,2010
nld,6.0,2013
nzl,12.4,1980
nzl,18.0,1990
nzl,13.0,1995
nzl,12.0,2000
nzl,12.0,2005
nzl,12.0,2010
nzl,8.0,2013
nic,144.8,1980
nic,170.0,1990
nic,160.0,1995
nic,140.0,2000
nic,120.0,2005
nic,110.0,2010
nic,100.0,2013
ner,1083.0,1980
ner,1000.0,1990
ner,920.0,1995
ner,850.0,2000
ner,760.0,2005
ner,690.0,2010
ner,630.0,2013
nga,515.9,1980
nga,1200.0,1990
nga,1100.0,1995
nga,950.0,2000
nga,740.0,2005
nga,610.0,2010
nga,560.0,2013
nor,7.2,1980
nor,9.0,1990
nor,4.0,1995
nor,8.0,2000
nor,9.0,2005
nor,5.0,2010
nor,4.0,2013
omn,173.9,1980
omn,48.0,1990
omn,32.0,1995
omn,22.0,2000
omn,16.0,2005
omn,12.0,2010
omn,11.0,2013
pak,746.1,1980
pak,400.0,1990
pak,330.0,1995
pak,280.0,2000
pak,230.0,2005
pak,190.0,2010
pak,170.0,2013
pan,79.6,1980
pan,98.0,1990
pan,91.0,1995
pan,79.0,2000
pan,83.0,2005
pan,82.0,2010
pan,85.0,2013
png,585.1,1980
png,470.0,1990
png,370.0,1995
png,340.0,2000
png,280.0,2005
png,240.0,2010
png,220.0,2013
pry,184.9,1980
pry,130.0,1990
pry,130.0,1995
pry,120.0,2000
pry,130.0,2005
pry,110.0,2010
pry,110.0,2013
per,268.0,1980
per,250.0,1990
per,220.0,1995
per,160.0,2000
per,120.0,2005
per,100.0,2010
per,89.0,2013
phl,442.6,1980
phl,110.0,1990
phl,130.0,1995
phl,120.0,2000
phl,130.0,2005
phl,120.0,2010
phl,120.0,2013
pol,22.1,1980
pol,17.0,1990
pol,14.0,1995
pol,8.0,2000
pol,5.0,2005
pol,4.0,2010
pol,3.0,2013
prt,28.5,1980
prt,15.0,1990
prt,10.0,1995
prt,11.0,2000
prt,11.0,2005
prt,11.0,2010
prt,8.0,2013
pri,29.0,1990
pri,28.0,1995
pri,24.0,2000
pri,21.0,2005
pri,20.0,2010
pri,20.0,2013
qat,52.0,1980
qat,11.0,1990
qat,11.0,1995
qat,9.0,2000
qat,8.0,2005
qat,7.0,2010
qat,6.0,2013
rou,138.9,1980
rou,170.0,1990
rou,72.0,1995
rou,53.0,2000
rou,30.0,2005
rou,30.0,2010
rou,33.0,2013
rus,59.7,1980
rus,74.0,1990
rus,72.0,1995
rus,57.0,2000
rus,37.0,2005
rus,31.0,2010
rus,24.0,2013
rwa,755.0,1980
rwa,1400.0,1990
rwa,1400.0,1995
rwa,1000.0,2000
rwa,610.0,2005
rwa,390.0,2010
rwa,320.0,2013
lca,162.5,1980
lca,60.0,1990
lca,52.0,1995
lca,44.0,2000
lca,39.0,2005
lca,35.0,2010
lca,34.0,2013
vct,174.4,1980
vct,48.0,1990
vct,72.0,1995
vct,75.0,2000
vct,55.0,2005
vct,47.0,2010
vct,45.0,2013
wsm,246.1,1980
wsm,150.0,1990
wsm,110.0,1995
wsm,89.0,2000
wsm,73.0,2005
wsm,62.0,2010
wsm,58.0,2013
stp,607.4,1980
stp,410.0,1990
stp,360.0,1995
stp,300.0,2000
stp,260.0,2005
stp,230.0,2010
stp,210.0,2013
sau,134.8,1980
sau,41.0,1990
sau,31.0,1995
sau,24.0,2000
sau,19.0,2005
sau,16.0,2010
sau,16.0,2013
sen,670.1,1980
sen,530.0,1990
sen,510.0,1995
sen,480.0,2000
sen,420.0,2005
sen,360.0,2010
sen,320.0,2013
srb,15.0,1980
srb,18.0,1990
srb,20.0,1995
srb,7.0,2000
srb,8.0,2005
srb,14.0,2010
srb,16.0,2013
syc,50.0,1990
syc,114.3,2000
sle,1240.0,1980
sle,2300.0,1990
sle,2400.0,1995
sle,2200.0,2000
sle,1600.0,2005
sle,1200.0,2010
sle,1100.0,2013
sgp,17.9,1980
sgp,8.0,1990
sgp,8.0,1995
sgp,19.0,2000
sgp,10.0,2005
sgp,4.0,2010
sgp,6.0,2013
svk,19.0,1980
svk,15.0,1990
svk,10.0,1995
svk,12.0,2000
svk,6.0,2005
svk,7.0,2010
svk,7.0,2013
svn,30.5,1980
svn,11.0,1990
svn,11.0,1995
svn,12.0,2000
svn,15.0,2005
svn,8.0,2010
svn,7.0,2013
slb,718.6,1980
slb,320.0,1990
slb,250.0,1995
slb,210.0,2000
slb,170.0,2005
slb,140.0,2010
slb,130.0,2013
som,1061.0,1980
som,1300.0,1990
som,1300.0,1995
som,1200.0,2000
som,1100.0,2005
som,930.0,2010
som,850.0,2013
zaf,207.9,1980
zaf,150.0,1990
zaf,140.0,1995
zaf,150.0,2000
zaf,160.0,2005
zaf,140.0,2010
zaf,140.0,2013
esp,18.4,1980
esp,7.0,1990
esp,4.0,1995
esp,5.0,2000
esp,6.0,2005
esp,6.0,2010
esp,4.0,2013
lka,1721.0,1900
lka,1540.0,1901
lka,1627.0,1902
lka,1454.0,1903
lka,1391.0,1904
lka,1484.0,1905
lka,1686.0,1906
lka,1496.0,1907
lka,1534.0,1908
lka,1378.0,1909
lka,903.8,1910
lka,2327.0,1911
lka,2331.0,1912
lka,2029.0,1913
lka,2494.0,1914
lka,2330.0,1915
lka,2298.0,1916
lka,2045.0,1917
lka,2187.0,1918
lka,2270.0,1919
lka,1767.0,1920
lka,2100.0,1921
lka,2029.0,1922
lka,2156.0,1923
lka,1910.0,1924
lka,1850.0,1925
lka,1910.0,1926
lka,1750.0,1927
lka,1918.0,1928
lka,2036.0,1929
lka,2136.0,1930
lka,2080.0,1931
lka,1916.0,1932
lka,1857.0,1933
lka,2012.0,1934
lka,2680.0,1935
lka,2165.0,1936
lka,1992.0,1937
lka,2013.0,1938
lka,1824.0,1939
lka,1607.0,1940
lka,1532.0,1941
lka,1445.0,1942
lka,1335.0,1943
lka,1365.0,1944
lka,1694.0,1945
lka,1552.0,1946
lka,1056.0,1947
lka,826.2,1948
lka,654.6,1949
lka,555.4,1950
lka,577.1,1951
lka,579.8,1952
lka,485.0,1953
lka,456.7,1954
lka,405.2,1955
lka,376.5,1956
lka,370.8,1957
lka,385.5,1958
lka,338.7,1959
lka,302.5,1960
lka,260.9,1961
lka,295.9,1962
lka,245.2,1963
lka,278.5,1964
lka,239.3,1965
lka,221.9,1966
lka,170.5,1967
lka,179.3,1968
lka,153.2,1969
lka,144.9,1970
lka,138.3,1971
lka,130.1,1972
lka,118.9,1973
lka,108.6,1974
lka,99.4,1975
lka,98.0,1976
lka,91.9,1977
lka,86.1,1978
lka,86.1,1979
lka,91.9,1980
lka,49.0,1990
lka,71.0,1995
lka,55.0,2000
lka,41.0,2005
lka,32.0,2010
lka,29.0,2013
sdn,639.3,1980
sdn,720.0,1990
sdn,640.0,1995
sdn,540.0,2000
sdn,460.0,2005
sdn,390.0,2010
sdn,360.0,2013
sur,175.1,1980
sur,84.0,1990
sur,39.0,1995
sur,120.0,2000
sur,110.0,2005
sur,150.0,2010
sur,130.0,2013
swz,559.2,1980
swz,550.0,1990
swz,480.0,1995
swz,520.0,2000
swz,480.0,2005
swz,350.0,2010
swz,310.0,2013
swe,895.6,1800
swe,839.6,1801
swe,841.7,1802
swe,818.6,1803
swe,754.8,1804
swe,667.5,1805
swe,866.2,1806
swe,866.3,1807
swe,870.7,1808
swe,1008.0,1809
swe,887.0,1810
swe,896.8,1811
swe,828.8,1812
swe,738.7,1813
swe,764.8,1814
swe,746.1,1815
swe,691.4,1816
swe,751.3,1817
swe,757.2,1818
swe,740.7,1819
swe,757.9,1820
swe,754.8,1821
swe,780.4,1822
swe,706.3,1823
swe,570.7,1824
swe,565.2,1825
swe,618.8,1826
swe,645.6,1827
swe,705.8,1828
swe,721.7,1829
swe,658.4,1830
swe,627.7,1831
swe,569.8,1832
swe,593.2,1833
swe,574.7,1834
swe,514.6,1835
swe,543.1,1836
swe,547.5,1837
swe,467.1,1838
swe,507.9,1839
swe,610.2,1840
swe,622.6,1841
swe,669.5,1842
swe,459.9,1843
swe,426.0,1844
swe,430.3,1845
swe,494.5,1846
swe,441.6,1847
swe,415.5,1848
swe,471.9,1849
swe,467.4,1850
swe,472.7,1851
swe,453.3,1852
swe,421.9,1853
swe,445.4,1854
swe,441.5,1855
swe,352.8,1856
swe,370.3,1857
swe,509.9,1858
swe,528.1,1859
swe,488.1,1860
swe,514.1,1861
swe,560.1,1862
swe,566.0,1863
swe,597.0,1864
swe,595.8,1865
swe,511.7,1866
swe,496.0,1867
swe,498.5,1868
swe,591.4,1869
swe,648.4,1870
swe,569.4,1871
swe,468.6,1872
swe,556.0,1873
swe,907.3,1874
swe,673.7,1875
swe,618.1,1876
swe,493.9,1877
swe,429.1,1878
swe,443.7,1879
swe,476.7,1880
swe,488.7,1881
swe,372.3,1882
swe,412.4,1883
swe,355.3,1884
swe,436.2,1885
swe,372.5,1886
swe,443.8,1887
swe,343.7,1888
swe,315.0,1889
swe,303.9,1890
swe,336.5,1891
swe,367.2,1892
swe,369.7,1893
swe,299.1,1894
swe,277.1,1895
swe,246.4,1896
swe,256.4,1897
swe,206.6,1898
swe,248.7,1899
swe,188.2,1900
swe,226.0,1901
swe,222.8,1902
swe,227.8,1903
swe,213.4,1904
swe,245.9,1905
swe,237.9,1906
swe,298.3,1907
swe,212.4,1908
swe,250.2,1909
swe,254.4,1910
swe,266.2,1911
swe,232.6,1912
swe,227.3,1913
swe,260.3,1914
swe,290.3,1915
swe,266.3,1916
swe,245.7,1917
swe,257.7,1918
swe,320.3,1919
swe,400.7,1920
swe,269.3,1921
swe,251.4,1922
swe,231.9,1923
swe,238.4,1924
swe,263.4,1925
swe,294.1,1926
swe,277.6,1927
swe,330.0,1928
swe,379.1,1929
swe,348.1,1930
swe,367.8,1931
swe,344.2,1932
swe,307.0,1933
swe,332.6,1934
swe,256.1,1935
swe,314.8,1936
swe,309.8,1937
swe,239.5,1938
swe,226.9,1939
swe,216.1,1940
swe,204.6,1941
swe,156.2,1942
swe,154.7,1943
swe,157.8,1944
swe,133.0,1945
swe,95.8,1946
swe,87.0,1947
swe,75.0,1948
swe,66.8,1949
swe,61.5,1950
swe,86.2,1951
swe,59.0,1952
swe,61.7,1953
swe,54.2,1954
swe,49.4,1955
swe,35.2,1956
swe,36.4,1957
swe,30.3,1958
swe,23.9,1959
swe,38.2,1960
swe,21.1,1961
swe,13.0,1962
swe,26.6,1963
swe,19.6,1964
swe,13.8,1965
swe,10.5,1966
swe,14.0,1967
swe,8.8,1968
swe,10.2,1969
swe,9.4,1970
swe,8.3,1971
swe,5.9,1972
swe,5.7,1973
swe,4.0,1974
swe,4.4,1975
swe,5.8,1976
swe,7.3,1977
swe,6.3,1978
swe,6.3,1979
swe,5.8,1980
swe,6.0,1990
swe,5.0,1995
swe,5.0,2000
swe,4.0,2005
swe,5.0,2010
swe,4.0,2013
che,8.6,1980
che,8.0,1990
che,8.0,1995
che,7.0,2000
che,8.0,2005
che,8.0,2010
che,6.0,2013
syr,251.3,1980
syr,130.0,1990
syr,94.0,1995
syr,75.0,2000
syr,58.0,2005
syr,50.0,2010
syr,49.0,2013
twn,37.7,1980
twn,19.7,1990
twn,17.1,2000
tjk,127.5,1980
tjk,68.0,1990
tjk,120.0,1995
tjk,89.0,2000
tjk,59.0,2005
tjk,48.0,2010
tjk,44.0,2013
tza,603.2,1980
tza,910.0,1990
tza,890.0,1995
tza,770.0,2000
tza,610.0,2005
tza,460.0,2010
tza,410.0,2013
tha,115.4,1980
tha,42.0,1990
tha,37.0,1995
tha,40.0,2000
tha,34.0,2005
tha,28.0,2010
tha,26.0,2013
tls,1446.0,1980
tls,1200.0,1990
tls,1000.0,1995
tls,680.0,2000
tls,500.0,2005
tls,330.0,2010
tls,270.0,2013
tgo,600.4,1980
tgo,660.0,1990
tgo,660.0,1995
tgo,580.0,2000
tgo,510.0,2005
tgo,480.0,2010
tgo,450.0,2013
ton,358.7,1980
ton,71.0,1990
ton,89.0,1995
ton,91.0,2000
ton,100.0,2005
ton,120.0,2010
ton,120.0,2013
tto,68.1,1980
tto,89.0,1990
tto,91.0,1995
tto,59.0,2000
tto,58.0,2005
tto,82.0,2010
tto,84.0,2013
tun,294.2,1980
tun,91.0,1990
tun,81.0,1995
tun,65.0,2000
tun,55.0,2005
tun,48.0,2010
tun,46.0,2013
tur,251.0,1980
tur,48.0,1990
tur,39.0,1995
tur,33.0,2000
tur,27.0,2005
tur,22.0,2010
tur,20.0,2013
tkm,76.7,1980
tkm,66.0,1990
tkm,79.0,1995
tkm,81.0,2000
tkm,76.0,2005
tkm,65.0,2010
tkm,61.0,2013
uga,435.3,1980
uga,780.0,1990
uga,740.0,1995
uga,650.0,2000
uga,510.0,2005
uga,410.0,2010
uga,360.0,2013
ukr,43.6,1980
ukr,49.0,1990
ukr,45.0,1995
ukr,35.0,2000
ukr,25.0,2005
ukr,29.0,2010
ukr,23.0,2013
are,41.1,1980
are,16.0,1990
are,13.0,1995
are,11.0,2000
are,8.0,2005
are,8.0,2010
are,8.0,2013
gbr,597.4,1847
gbr,611.8,1848
gbr,577.5,1849
gbr,548.0,1850
gbr,534.2,1851
gbr,520.3,1852
gbr,499.7,1853
gbr,474.3,1854
gbr,409.0,1855
gbr,445.4,1856
gbr,422.2,1857
gbr,472.0,1858
gbr,504.2,1859
gbr,473.2,1860
gbr,436.3,1861
gbr,428.4,1862
gbr,497.0,1863
gbr,544.7,1864
gbr,517.6,1865
gbr,474.7,1866
gbr,441.5,1867
gbr,443.0,1868
gbr,433.8,1869
gbr,490.8,1870
gbr,501.3,1871
gbr,467.1,1872
gbr,494.0,1873
gbr,689.4,1874
gbr,587.6,1875
gbr,467.9,1876
gbr,394.1,1877
gbr,377.3,1878
gbr,389.7,1879
gbr,408.6,1880
gbr,489.3,1881
gbr,512.2,1882
gbr,521.8,1883
gbr,487.8,1884
gbr,512.3,1885
gbr,431.5,1886
gbr,472.1,1887
gbr,480.4,1888
gbr,417.1,1889
gbr,498.4,1890
gbr,529.3,1891
gbr,574.9,1892
gbr,627.6,1893
gbr,532.4,1894
gbr,460.2,1895
gbr,491.9,1896
gbr,459.4,1897
gbr,437.3,1898
gbr,464.7,1899
gbr,474.4,1900
gbr,472.7,1901
gbr,455.5,1902
gbr,422.0,1903
gbr,397.2,1904
gbr,435.8,1905
gbr,419.3,1906
gbr,401.7,1907
gbr,376.6,1908
gbr,391.0,1909
gbr,382.0,1910
gbr,409.7,1911
gbr,416.7,1912
gbr,419.1,1913
gbr,439.9,1914
gbr,441.7,1915
gbr,431.3,1916
gbr,414.4,1917
gbr,420.3,1918
gbr,461.6,1919
gbr,455.7,1920
gbr,422.3,1921
gbr,415.6,1922
gbr,414.6,1923
gbr,414.5,1924
gbr,434.6,1925
gbr,441.3,1926
gbr,440.9,1927
gbr,474.7,1928
gbr,465.0,1929
gbr,472.4,1930
gbr,420.0,1931
gbr,433.6,1932
gbr,452.8,1933
gbr,464.2,1934
gbr,457.8,1935
gbr,421.3,1936
gbr,367.4,1937
gbr,356.1,1938
gbr,340.4,1939
gbr,298.6,1940
gbr,316.2,1941
gbr,276.2,1942
gbr,253.7,1943
gbr,209.3,1944
gbr,196.0,1945
gbr,155.5,1946
gbr,129.4,1947
gbr,111.0,1948
gbr,103.0,1949
gbr,91.4,1950
gbr,76.0,1951
gbr,67.0,1952
gbr,71.0,1953
gbr,65.0,1954
gbr,60.6,1955
gbr,53.4,1956
gbr,46.0,1957
gbr,44.3,1958
gbr,38.7,1959
gbr,39.5,1960
gbr,33.8,1961
gbr,35.6,1962
gbr,28.5,1963
gbr,25.9,1964
gbr,26.9,1965
gbr,26.1,1966
gbr,20.9,1967
gbr,23.4,1968
gbr,18.9,1969
gbr,18.0,1970
gbr,16.8,1971
gbr,15.4,1972
gbr,14.4,1973
gbr,13.3,1974
gbr,13.2,1975
gbr,13.0,1976
gbr,12.5,1977
gbr,11.7,1978
gbr,11.7,1979
gbr,10.3,1980
gbr,10.0,1990
gbr,11.0,1995
gbr,11.0,2000
gbr,12.0,2005
gbr,11.0,2010
gbr,8.0,2013
usa,850.0,1900
usa,800.0,1901
usa,740.0,1902
usa,700.0,1903
usa,790.0,1904
usa,800.0,1905
usa,710.0,1906
usa,720.0,1907
usa,670.0,1908
usa,700.0,1909
usa,690.0,1910
usa,700.0,1911
usa,650.0,1912
usa,680.0,1913
usa,710.0,1914
usa,608.0,1915
usa,622.0,1916
usa,662.0,1917
usa,916.0,1918
usa,737.0,1919
usa,799.0,1920
usa,682.0,1921
usa,664.0,1922
usa,665.0,1923
usa,656.0,1924
usa,647.0,1925
usa,656.0,1926
usa,647.0,1927
usa,692.0,1928
usa,695.0,1929
usa,673.0,1930
usa,661.0,1931
usa,633.0,1932
usa,619.0,1933
usa,593.0,1934
usa,582.0,1935
usa,568.0,1936
usa,489.0,1937
usa,435.0,1938
usa,404.0,1939
usa,376.0,1940
usa,317.0,1941
usa,259.0,1942
usa,245.0,1943
usa,228.0,1944
usa,207.0,1945
usa,157.0,1946
usa,135.0,1947
usa,117.0,1948
usa,90.0,1949
usa,83.0,1950
usa,75.0,1951
usa,68.0,1952
usa,61.0,1953
usa,52.4,1954
usa,47.0,1955
usa,40.9,1956
usa,41.0,1957
usa,37.6,1958
usa,37.4,1959
usa,37.1,1960
usa,36.9,1961
usa,35.2,1962
usa,35.8,1963
usa,33.3,1964
usa,31.6,1965
usa,29.1,1966
usa,28.0,1967
usa,24.5,1968
usa,22.2,1969
usa,20.8,1970
usa,19.7,1971
usa,17.6,1972
usa,16.2,1973
usa,14.2,1974
usa,13.2,1975
usa,12.4,1976
usa,11.4,1977
usa,10.5,1978
usa,10.5,1979
usa,12.2,1980
usa,12.0,1990
usa,11.0,1995
usa,13.0,2000
usa,17.0,2005
usa,27.0,2010
usa,28.0,2013
ury,54.9,1980
ury,42.0,1990
ury,34.0,1995
ury,35.0,2000
ury,32.0,2005
ury,23.0,2010
ury,14.0,2013
uzb,72.1,1980
uzb,66.0,1990
uzb,54.0,1995
uzb,48.0,2000
uzb,44.0,2005
uzb,40.0,2010
uzb,36.0,2013
vut,509.3,1980
vut,170.0,1990
vut,140.0,1995
vut,120.0,2000
vut,100.0,2005
vut,90.0,2010
vut,86.0,2013
ven,73.9,1980
ven,93.0,1990
ven,98.0,1995
ven,91.0,2000
ven,94.0,2005
ven,110.0,2010
ven,110.0,2013
pse,181.4,1980
pse,96.0,1990
pse,71.0,1995
pse,59.0,2000
pse,59.0,2005
pse,53.0,2010
pse,47.0,2013
vnm,335.8,1980
vnm,140.0,1990
vnm,110.0,1995
vnm,82.0,2000
vnm,60.0,2005
vnm,51.0,2010
vnm,49.0,2013
yem,808.1,1980
yem,460.0,1990
yem,420.0,1995
yem,370.0,2000
yem,330.0,2005
yem,290.0,2010
yem,270.0,2013
zmb,598.8,1980
zmb,580.0,1990
zmb,630.0,1995
zmb,610.0,2000
zmb,430.0,2005
zmb,320.0,2010
zmb,280.0,2013
zwe,218.6,1980
zwe,520.0,1990
zwe,550.0,1995
zwe,680.0,2000
zwe,740.0,2005
zwe,610.0,2010
zwe,470.0,2013
ssd,1800.0,1990
ssd,1500.0,1995
ssd,1200.0,2000
ssd,1000.0,2005
ssd,830.0,2010
ssd,730.0,2013
