geo,co2_emissions_tonnes_per_person,time
cod,0.01462,1945
cod,0.02627,1946
cod,0.02732,1947
cod,0.0311,1948
cod,0.03938,1949
cod,0.1216,1950
cod,0.1406,1951
cod,0.1642,1952
cod,0.1765,1953
cod,0.2124,1954
cod,0.2497,1955
cod,0.2286,1956
cod,0.2339,1957
cod,0.2006,1958
cod,0.1804,1959
cod,0.151,1960
cod,0.1495,1961
cod,0.1344,1962
cod,0.1382,1963
cod,0.1158,1964
cod,0.1409,1965
cod,0.1333,1966
cod,0.1233,1967
cod,0.1761,1968
cod,0.1854,1969
cod,0.1339,1970
cod,0.1421,1971
cod,0.141,1972
cod,0.145,1973
cod,0.1487,1974
cod,0.1389,1975
cod,0.1422,1976
cod,0.1409,1977
cod,0.1388,1978
cod,0.143,1979
cod,0.1296,1980
cod,0.1359,1981
cod,0.1076,1982
cod,0.1372,1983
cod,0.1314,1984
cod,0.1173,1985
cod,0.1057,1986
cod,0.117,1987
cod,0.1183,1988
cod,0.1251,1989
cod,0.1118,1990
cod,0.09918,1991
cod,0.09175,1992
cod,0.08301,1993
cod,0.05812,1994
cod,0.06731,1995
cod,0.07172,1996
cod,0.0631,1997
cod,0.05348,1998
cod,0.04641,1999
cod,0.03317,2000
cod,0.03071,2001
cod,0.02941,2002
cod,0.03138,2003
cod,0.03472,2004
cod,0.03876,2005
cod,0.04089,2006
cod,0.04284,2007
cod,0.04513,2008
cod,0.04238,2009
cod,0.04608,2010
cog,0.1892,1959
cog,0.2207,1960
cog,0.2574,1961
cog,0.2232,1962
cog,0.214,1963
cog,0.2376,1964
cog,0.2122,1965
cog,0.2587,1966
cog,0.2636,1967
cog,0.3581,1968
cog,0.3875,1969
cog,0.4284,1970
cog,0.4983,1971
cog,0.4678,1972
cog,0.8345,1973
cog,1.077,1974
cog,0.7075,1975
cog,0.7716,1976
cog,0.2913,1977
cog,0.1901,1978
cog,0.1994,1979
cog,0.2263,1980
cog,0.2554,1981
cog,0.7055,1982
cog,0.5824,1983
cog,0.5639,1984
cog,0.6149,1985
cog,0.4984,1986
cog,0.6014,1987
cog,0.6628,1988
cog,0.6482,1989
cog,0.4973,1990
cog,0.5155,1991
cog,0.6242,1992
cog,0.5964,1993
cog,0.8081,1994
cog,0.5729,1995
cog,0.6107,1996
cog,0.8105,1997
cog,0.2614,1998
cog,0.2688,1999
cog,0.3344,2000
cog,0.2682,2001
cog,0.2152,2002
cog,0.3225,2003
cog,0.3426,2004
cog,0.412,2005
cog,0.3688,2006
cog,0.3853,2007
cog,0.3842,2008
cog,0.4782,2009
cog,0.5015,2010
cri,0.2961,1950
cri,0.3135,1951
cri,0.3791,1952
cri,0.4088,1953
cri,0.3723,1954
cri,0.3084,1955
cri,0.4148,1956
cri,0.3832,1957
cri,0.3589,1958
cri,0.2987,1959
cri,0.3683,1960
cri,0.3557,1961
cri,0.3844,1962
cri,0.4059,1963
cri,0.4403,1964
cri,0.5352,1965
cri,0.609,1966
cri,0.5215,1967
cri,0.6005,1968
cri,0.6467,1969
cri,0.6869,1970
cri,0.8198,1971
cri,0.9239,1972
cri,1.048,1973
cri,0.9536,1974
cri,0.995,1975
cri,0.9927,1976
cri,1.211,1977
cri,1.318,1978
cri,1.226,1979
cri,1.051,1980
cri,0.9344,1981
cri,0.8421,1982
cri,0.8262,1983
cri,0.7644,1984
cri,0.8418,1985
cri,0.9426,1986
cri,0.9707,1987
cri,1.008,1988
cri,0.9935,1989
cri,0.9626,1990
cri,1.06,1991
cri,1.176,1992
cri,1.197,1993
cri,1.557,1994
cri,1.403,1995
cri,1.335,1996
cri,1.367,1997
cri,1.421,1998
cri,1.441,1999
cri,1.397,2000
cri,1.439,2001
cri,1.549,2002
cri,1.593,2003
cri,1.636,2004
cri,1.645,2005
cri,1.697,2006
cri,1.925,2007
cri,1.912,2008
cri,1.703,2009
cri,1.668,2010
civ,0.1471,1958
civ,0.1557,1959
civ,0.127,1960
civ,0.1466,1961
civ,0.1494,1962
civ,0.1526,1963
civ,0.1794,1964
civ,0.2652,1965
civ,0.2812,1966
civ,0.3109,1967
civ,0.3538,1968
civ,0.4018,1969
civ,0.4509,1970
civ,0.4785,1971
civ,0.51,1972
civ,0.5191,1973
civ,0.5506,1974
civ,0.5894,1975
civ,0.5593,1976
civ,0.5466,1977
civ,0.6203,1978
civ,0.6672,1979
civ,0.732,1980
civ,0.5026,1981
civ,0.6581,1982
civ,0.4998,1983
civ,0.5356,1984
civ,0.6981,1985
civ,0.5475,1986
civ,0.6801,1987
civ,0.7832,1988
civ,0.7042,1989
civ,0.4631,1990
civ,0.4353,1991
civ,0.3455,1992
civ,0.4264,1993
civ,0.3684,1994
civ,0.4859,1995
civ,0.5552,1996
civ,0.5276,1997
civ,0.4353,1998
civ,0.3858,1999
civ,0.4095,2000
civ,0.4573,2001
civ,0.4241,2002
civ,0.3128,2003
civ,0.4322,2004
civ,0.4342,2005
civ,0.3818,2006
civ,0.3691,2007
civ,0.3619,2008
civ,0.3026,2009
civ,0.2941,2010
hrv,3.655,1992
hrv,3.549,1993
hrv,3.622,1994
hrv,3.772,1995
hrv,3.976,1996
hrv,4.171,1997
hrv,4.455,1998
hrv,4.513,1999
hrv,4.36,2000
hrv,4.622,2001
hrv,4.898,2002
hrv,5.282,2003
hrv,5.179,2004
hrv,5.201,2005
hrv,5.227,2006
hrv,5.51,2007
hrv,5.288,2008
hrv,4.886,2009
hrv,4.742,2010
cub,0.01661,1941
cub,0.01793,1942
cub,0.01765,1943
cub,0.01815,1944
cub,0.0223,1945
cub,0.03347,1946
cub,0.03701,1947
cub,0.0348,1948
cub,0.03404,1949
cub,0.9476,1950
cub,1.07,1951
cub,1.018,1952
cub,0.9834,1953
cub,0.9275,1954
cub,1.038,1955
cub,0.8799,1956
cub,2.053,1957
cub,2.62,1958
cub,2.24,1959
cub,1.92,1960
cub,1.673,1961
cub,1.904,1962
cub,1.714,1963
cub,1.838,1964
cub,1.839,1965
cub,1.875,1966
cub,1.908,1967
cub,1.909,1968
cub,2.018,1969
cub,2.146,1970
cub,2.214,1971
cub,2.308,1972
cub,2.445,1973
cub,2.464,1974
cub,2.873,1975
cub,2.858,1976
cub,3.058,1977
cub,3.167,1978
cub,3.251,1979
cub,3.2,1980
cub,3.32,1981
cub,3.488,1982
cub,3.1,1983
cub,3.26,1984
cub,3.235,1985
cub,3.305,1986
cub,3.31,1987
cub,3.437,1988
cub,3.412,1989
cub,3.154,1990
cub,2.781,1991
cub,2.921,1992
cub,2.719,1993
cub,2.968,1994
cub,2.354,1995
cub,2.462,1996
cub,2.238,1997
cub,2.216,1998
cub,2.283,1999
cub,2.345,2000
cub,2.285,2001
cub,2.334,2002
cub,2.274,2003
cub,2.225,2004
cub,2.311,2005
cub,2.433,2006
cub,2.372,2007
cub,2.702,2008
cub,2.655,2009
cub,3.407,2010
cyp,0.5418,1950
cyp,0.5642,1951
cyp,0.6224,1952
cyp,0.7141,1953
cyp,0.8512,1954
cyp,0.851,1955
cyp,1.25,1956
cyp,1.488,1957
cyp,1.371,1958
cyp,1.468,1959
cyp,1.549,1960
cyp,1.501,1961
cyp,1.568,1962
cyp,1.706,1963
cyp,1.73,1964
cyp,1.981,1965
cyp,2.123,1966
cyp,2.306,1967
cyp,2.714,1968
cyp,2.758,1969
cyp,2.778,1970
cyp,3.035,1971
cyp,3.829,1972
cyp,3.936,1973
cyp,2.996,1974
cyp,3.047,1975
cyp,3.746,1976
cyp,4.01,1977
cyp,4.171,1978
cyp,4.415,1979
cyp,4.68,1980
cyp,4.421,1981
cyp,4.484,1982
cyp,4.464,1983
cyp,4.561,1984
cyp,4.408,1985
cyp,4.977,1986
cyp,5.697,1987
cyp,5.606,1988
cyp,5.78,1989
cyp,6.069,1990
cyp,6.053,1991
cyp,6.59,1992
cyp,6.699,1993
cyp,6.732,1994
cyp,6.49,1995
cyp,6.6,1996
cyp,6.607,1997
cyp,7.038,1998
cyp,6.997,1999
cyp,7.261,2000
cyp,7.12,2001
cyp,7.166,2002
cyp,7.762,2003
cyp,7.219,2004
cyp,7.265,2005
cyp,7.429,2006
cyp,7.709,2007
cyp,7.943,2008
cyp,7.465,2009
cyp,6.984,2010
dnk,0.09746,1843
dnk,0.1115,1844
dnk,0.1462,1845
dnk,0.1574,1846
dnk,0.1184,1847
dnk,0.212,1848
dnk,0.1828,1849
dnk,0.2275,1850
dnk,0.2054,1851
dnk,0.2172,1852
dnk,0.2315,1853
dnk,0.2921,1854
dnk,0.286,1855
dnk,0.4026,1856
dnk,0.4062,1857
dnk,0.2972,1858
dnk,0.3746,1859
dnk,0.32,1860
dnk,0.457,1861
dnk,0.3901,1862
dnk,0.4289,1863
dnk,0.3652,1864
dnk,0.5646,1865
dnk,0.5175,1866
dnk,0.5001,1867
dnk,0.586,1868
dnk,0.5056,1869
dnk,0.6059,1870
dnk,0.6243,1871
dnk,0.5945,1872
dnk,0.595,1873
dnk,0.6361,1874
dnk,0.7397,1875
dnk,0.7742,1876
dnk,0.7555,1877
dnk,0.7089,1878
dnk,0.7923,1879
dnk,0.8951,1880
dnk,0.9389,1881
dnk,0.998,1882
dnk,1.138,1883
dnk,1.12,1884
dnk,1.161,1885
dnk,1.099,1886
dnk,1.115,1887
dnk,1.243,1888
dnk,1.316,1889
dnk,1.252,1890
dnk,1.336,1891
dnk,1.363,1892
dnk,1.28,1893
dnk,1.438,1894
dnk,1.472,1895
dnk,1.777,1896
dnk,1.88,1897
dnk,1.925,1898
dnk,2.077,1899
dnk,2.012,1900
dnk,2.068,1901
dnk,2.1,1902
dnk,2.16,1903
dnk,2.306,1904
dnk,2.219,1905
dnk,2.389,1906
dnk,2.104,1907
dnk,2.578,1908
dnk,2.816,1909
dnk,2.552,1910
dnk,2.686,1911
dnk,3.149,1912
dnk,3.196,1913
dnk,3.238,1914
dnk,3.424,1915
dnk,3.306,1916
dnk,2.377,1917
dnk,2.743,1918
dnk,2.574,1919
dnk,2.22,1920
dnk,2.069,1921
dnk,2.907,1922
dnk,3.139,1923
dnk,3.644,1924
dnk,3.132,1925
dnk,3.035,1926
dnk,3.838,1927
dnk,3.594,1928
dnk,4.303,1929
dnk,3.902,1930
dnk,4.016,1931
dnk,3.73,1932
dnk,3.684,1933
dnk,3.998,1934
dnk,4.131,1935
dnk,4.243,1936
dnk,4.35,1937
dnk,3.877,1938
dnk,4.288,1939
dnk,3.871,1940
dnk,4.508,1941
dnk,4.224,1942
dnk,5.227,1943
dnk,5.077,1944
dnk,3.474,1945
dnk,4.306,1946
dnk,5.179,1947
dnk,4.078,1948
dnk,3.994,1949
dnk,5.156,1950
dnk,5.093,1951
dnk,5.275,1952
dnk,5.292,1953
dnk,5.805,1954
dnk,6.103,1955
dnk,5.91,1956
dnk,5.546,1957
dnk,5.931,1958
dnk,5.728,1959
dnk,6.502,1960
dnk,6.879,1961
dnk,7.944,1962
dnk,8.688,1963
dnk,9.145,1964
dnk,9.316,1965
dnk,10.45,1966
dnk,10.16,1967
dnk,10.96,1968
dnk,12.13,1969
dnk,12.6,1970
dnk,11.51,1971
dnk,11.95,1972
dnk,11.8,1973
dnk,10.92,1974
dnk,10.99,1975
dnk,11.81,1976
dnk,12.07,1977
dnk,11.9,1978
dnk,12.24,1979
dnk,11.75,1980
dnk,10.06,1981
dnk,10.44,1982
dnk,9.759,1983
dnk,9.89,1984
dnk,11.69,1985
dnk,11.45,1986
dnk,11.36,1987
dnk,10.71,1988
dnk,9.508,1989
dnk,9.675,1990
dnk,11.87,1991
dnk,10.5,1992
dnk,11.01,1993
dnk,11.71,1994
dnk,10.54,1995
dnk,13.05,1996
dnk,10.81,1997
dnk,10.58,1998
dnk,9.572,1999
dnk,8.85,2000
dnk,9.154,2001
dnk,9.173,2002
dnk,10.35,2003
dnk,9.369,2004
dnk,8.69,2005
dnk,10.11,2006
dnk,9.188,2007
dnk,8.542,2008
dnk,8.054,2009
dnk,8.342,2010
dnk,7.43,2011
dnk,6.561,2012
dji,0.1774,1950
dji,0.4044,1951
dji,0.3947,1952
dji,0.4401,1953
dji,0.4828,1954
dji,0.5225,1955
dji,0.4063,1956
dji,0.5903,1957
dji,0.6164,1958
dji,0.4542,1959
dji,0.4752,1960
dji,0.4897,1961
dji,0.4983,1962
dji,0.646,1963
dji,0.7721,1964
dji,1.037,1965
dji,1.117,1966
dji,0.6604,1967
dji,0.8502,1968
dji,0.5556,1969
dji,0.8621,1970
dji,0.9406,1971
dji,1.05,1972
dji,0.9313,1973
dji,0.9399,1974
dji,0.8841,1975
dji,0.8071,1976
dji,0.7327,1977
dji,0.6806,1978
dji,1.133,1979
dji,1.024,1980
dji,0.8486,1981
dji,0.9571,1982
dji,0.9354,1983
dji,0.9252,1984
dji,0.9275,1985
dji,0.8946,1986
dji,0.8531,1987
dji,0.7321,1988
dji,0.7609,1989
dji,0.7108,1990
dji,0.6871,1991
dji,0.697,1992
dji,0.7108,1993
dji,0.6996,1994
dji,0.6847,1995
dji,0.6771,1996
dji,0.6609,1997
dji,0.5961,1998
dji,0.6235,1999
dji,0.5511,2000
dji,0.5136,2001
dji,0.5222,2002
dji,0.522,2003
dji,0.5774,2004
dji,0.5851,2005
dji,0.5921,2006
dji,0.5809,2007
dji,0.6128,2008
dji,0.6096,2009
dji,0.6065,2010
dma,0.07091,1951
dma,0.1402,1952
dma,0.06925,1953
dma,0.06829,1954
dma,0.06721,1955
dma,0.06601,1956
dma,0.06475,1957
dma,0.1269,1958
dma,0.1867,1959
dma,0.1833,1960
dma,0.1802,1961
dma,0.1775,1962
dma,0.2331,1963
dma,0.2295,1964
dma,0.2255,1965
dma,0.2212,1966
dma,0.3251,1967
dma,0.3187,1968
dma,0.2611,1969
dma,0.3611,1970
dma,0.3586,1971
dma,0.3578,1972
dma,0.3577,1973
dma,0.4085,1974
dma,0.4069,1975
dma,0.4038,1976
dma,0.3496,1977
dma,0.3457,1978
dma,0.4405,1979
dma,0.4869,1980
dma,0.4865,1981
dma,0.5366,1982
dma,0.5396,1983
dma,0.5929,1984
dma,0.6473,1985
dma,0.6528,1986
dma,0.6587,1987
dma,0.7667,1988
dma,0.8235,1989
dma,0.8272,1990
dma,0.8281,1991
dma,0.8267,1992
dma,0.8757,1993
dma,0.9764,1994
dma,1.13,1995
dma,1.03,1996
dma,1.139,1997
dma,1.093,1998
dma,1.152,1999
dma,1.474,2000
dma,1.637,2001
dma,1.481,2002
dma,1.643,2003
dma,1.592,2004
dma,1.649,2005
dma,1.601,2006
dma,2.197,2007
dma,1.883,2008
dma,1.889,2009
dma,2.002,2010
ecu,0.0147,1917
ecu,0.01458,1918
ecu,0.01447,1919
ecu,0.01434,1920
ecu,0.01422,1921
ecu,0.0141,1922
ecu,0.01998,1923
ecu,0.02378,1924
ecu,0.03735,1925
ecu,0.04873,1926
ecu,0.1238,1927
ecu,0.2474,1928
ecu,0.3119,1929
ecu,0.3489,1930
ecu,0.3841,1931
ecu,0.347,1932
ecu,0.3465,1933
ecu,0.3427,1934
ecu,0.3573,1935
ecu,0.3897,1936
ecu,0.4244,1937
ecu,0.4375,1938
ecu,0.4439,1939
ecu,0.4416,1940
ecu,0.2872,1941
ecu,0.4087,1942
ecu,0.3998,1943
ecu,0.4894,1944
ecu,0.4417,1945
ecu,0.3868,1946
ecu,0.3946,1947
ecu,0.4266,1948
ecu,0.4194,1949
ecu,0.2187,1950
ecu,0.2026,1951
ecu,0.2508,1952
ecu,0.2243,1953
ecu,0.2565,1954
ecu,0.3105,1955
ecu,0.3271,1956
ecu,0.2778,1957
ecu,0.3156,1958
ecu,0.3,1959
ecu,0.3973,1960
ecu,0.3602,1961
ecu,0.3327,1962
ecu,0.3706,1963
ecu,0.4294,1964
ecu,0.4425,1965
ecu,0.4564,1966
ecu,0.4745,1967
ecu,0.5537,1968
ecu,0.6197,1969
ecu,0.7171,1970
ecu,0.6868,1971
ecu,0.7255,1972
ecu,0.807,1973
ecu,0.9075,1974
ecu,1.066,1975
ecu,1.141,1976
ecu,1.023,1977
ecu,1.385,1978
ecu,1.572,1979
ecu,1.689,1980
ecu,2.041,1981
ecu,2.295,1982
ecu,2.266,1983
ecu,2.399,1984
ecu,2.137,1985
ecu,1.638,1986
ecu,1.581,1987
ecu,1.764,1988
ecu,2.021,1989
ecu,1.641,1990
ecu,1.571,1991
ecu,2.079,1992
ecu,2.208,1993
ecu,1.22,1994
ecu,2.004,1995
ecu,2.062,1996
ecu,1.552,1997
ecu,1.859,1998
ecu,1.751,1999
ecu,1.696,2000
ecu,1.868,2001
ecu,1.934,2002
ecu,2.042,2003
ecu,2.169,2004
ecu,2.227,2005
ecu,2.176,2006
ecu,2.221,2007
ecu,2.111,2008
ecu,2.137,2009
ecu,2.256,2010
ecu,2.281,2011
ecu,2.347,2012
egy,0.000929,1911
egy,0.007033,1912
egy,0.003321,1913
egy,0.02497,1914
egy,0.007319,1915
egy,0.01412,1916
egy,0.03264,1917
egy,0.06596,1918
egy,0.05174,1919
egy,0.0336,1920
egy,0.04082,1921
egy,0.03809,1922
egy,0.03311,1923
egy,0.03464,1924
egy,0.03787,1925
egy,0.03581,1926
egy,0.03769,1927
egy,0.05675,1928
egy,0.05942,1929
egy,0.06477,1930
egy,0.06287,1931
egy,0.05853,1932
egy,0.05275,1933
egy,0.04911,1934
egy,0.04384,1935
egy,0.04211,1936
egy,0.03917,1937
egy,0.04924,1938
egy,0.1228,1939
egy,0.1645,1940
egy,0.2113,1941
egy,0.2019,1942
egy,0.2127,1943
egy,0.2225,1944
egy,0.2189,1945
egy,0.209,1946
egy,0.2151,1947
egy,0.2951,1948
egy,0.3526,1949
egy,0.4762,1950
egy,0.4794,1951
egy,0.4823,1952
egy,0.4653,1953
egy,0.4907,1954
egy,0.4361,1955
egy,0.3968,1956
egy,0.4631,1957
egy,0.5177,1958
egy,0.4682,1959
egy,0.5753,1960
egy,0.5964,1961
egy,0.6323,1962
egy,0.7141,1963
egy,0.824,1964
egy,0.8699,1965
egy,0.8151,1966
egy,0.5888,1967
egy,0.6686,1968
egy,0.5612,1969
egy,0.6036,1970
egy,0.6271,1971
egy,0.6788,1972
egy,0.6195,1973
egy,0.6654,1974
egy,0.7749,1975
egy,0.8406,1976
egy,0.9023,1977
egy,0.9159,1978
egy,0.9778,1979
egy,1.006,1980
egy,1.108,1981
egy,1.199,1982
egy,1.182,1983
egy,1.291,1984
egy,1.262,1985
egy,1.437,1986
egy,1.407,1987
egy,1.369,1988
egy,1.297,1989
egy,1.336,1990
egy,1.358,1991
egy,1.377,1992
egy,1.552,1993
egy,1.398,1994
egy,1.542,1995
egy,1.616,1996
egy,1.685,1997
egy,1.872,1998
egy,1.887,1999
egy,2.089,2000
egy,1.821,2001
egy,1.812,2002
egy,2.069,2003
egy,2.071,2004
egy,2.253,2005
egy,2.363,2006
egy,2.5,2007
egy,2.512,2008
egy,2.482,2009
egy,2.524,2010
egy,2.487,2011
egy,2.561,2012
slv,0.1217,1950
slv,0.1443,1951
slv,0.1706,1952
slv,0.1798,1953
slv,0.1975,1954
slv,0.19,1955
slv,0.2121,1956
slv,0.2341,1957
slv,0.2281,1958
slv,0.2246,1959
slv,0.2235,1960
slv,0.2039,1961
slv,0.2199,1962
slv,0.3693,1963
slv,0.3916,1964
slv,0.3209,1965
slv,0.3905,1966
slv,0.3368,1967
slv,0.3565,1968
slv,0.3277,1969
slv,0.3827,1970
slv,0.3937,1971
slv,0.4265,1972
slv,0.4876,1973
slv,0.4769,1974
slv,0.4983,1975
slv,0.5114,1976
slv,0.5186,1977
slv,0.5316,1978
slv,0.5221,1979
slv,0.4583,1980
slv,0.3876,1981
slv,0.3683,1982
slv,0.3911,1983
slv,0.3257,1984
slv,0.3978,1985
slv,0.3935,1986
slv,0.478,1987
slv,0.4762,1988
slv,0.4923,1989
slv,0.4909,1990
slv,0.5967,1991
slv,0.6235,1992
slv,0.6967,1993
slv,0.782,1994
slv,0.9209,1995
slv,0.8452,1996
slv,0.9865,1997
slv,0.9887,1998
slv,0.964,1999
slv,0.9666,2000
slv,0.9969,2001
slv,1.008,2002
slv,1.091,2003
slv,1.056,2004
slv,1.067,2005
slv,1.127,2006
slv,1.13,2007
slv,1.068,2008
slv,1.051,2009
slv,1.009,2010
gnq,0.04877,1950
gnq,0.04781,1951
gnq,0.04726,1952
gnq,0.04691,1953
gnq,0.1243,1954
gnq,0.1543,1955
gnq,0.1529,1956
gnq,0.1361,1957
gnq,0.1941,1958
gnq,0.1915,1959
gnq,0.08726,1960
gnq,0.08624,1961
gnq,0.08529,1962
gnq,0.09834,1963
gnq,0.09695,1964
gnq,0.1089,1965
gnq,0.09317,1966
gnq,0.09087,1967
gnq,0.1016,1968
gnq,0.1507,1969
gnq,0.126,1970
gnq,0.2316,1971
gnq,0.3201,1972
gnq,0.1118,1973
gnq,0.2057,1974
gnq,0.2616,1975
gnq,0.2728,1976
gnq,0.2828,1977
gnq,0.3234,1978
gnq,0.2898,1979
gnq,0.266,1980
gnq,0.2994,1981
gnq,0.2925,1982
gnq,0.229,1983
gnq,0.2747,1984
gnq,0.2111,1985
gnq,0.2458,1986
gnq,0.2905,1987
gnq,0.3023,1988
gnq,0.3238,1989
gnq,0.3236,1990
gnq,0.5217,1991
gnq,0.541,1992
gnq,0.2481,1993
gnq,0.08567,1994
gnq,0.2983,1995
gnq,0.2566,1996
gnq,0.6208,1997
gnq,0.3456,1998
gnq,0.9385,1999
gnq,0.8737,2000
gnq,5.761,2001
gnq,8.981,2002
gnq,10.52,2003
gnq,8.847,2004
gnq,7.753,2005
gnq,7.594,2006
gnq,7.448,2007
gnq,6.798,2008
gnq,6.783,2009
gnq,6.68,2010
eri,0.01486,1939
eri,0.007333,1940
eri,0.003618,1941
eri,0.01071,1942
eri,0.0141,1943
eri,0.01739,1944
eri,0.05754,1994
eri,0.09245,1995
eri,0.1068,1996
eri,0.1583,1997
eri,0.1722,1998
eri,0.1751,1999
eri,0.166,2000
eri,0.1654,2001
eri,0.1522,2002
eri,0.1751,2003
eri,0.1783,2004
eri,0.1708,2005
eri,0.1208,2006
eri,0.1207,2007
eri,0.08375,2008
eri,0.1007,2009
eri,0.09771,2010
est,0.03667,1928
est,0.0323,1929
est,0.02401,1930
est,0.02379,1931
est,0.01571,1932
est,0.01557,1933
est,0.01543,1934
est,0.01911,1935
est,0.02651,1936
est,0.03377,1937
est,0.0409,1938
est,0.03684,1939
est,15.06,1992
est,11.85,1993
est,12.05,1994
est,11.2,1995
est,12.64,1996
est,12.5,1997
est,11.87,1998
est,11.08,1999
est,11.07,2000
est,11.44,2001
est,11.01,2002
est,12.61,2003
est,12.77,2004
est,12.47,2005
est,12.04,2006
est,14.03,2007
est,13.03,2008
est,10.99,2009
est,13.67,2010
eth,0.0006775,1941
eth,0.000668,1942
eth,0.0006586,1943
eth,0.0002046,1948
eth,0.0002017,1949
eth,0.004774,1950
eth,0.003318,1951
eth,0.005169,1952
eth,0.009391,1953
eth,0.01363,1954
eth,0.0112,1955
eth,0.01169,1956
eth,0.01527,1957
eth,0.01478,1958
eth,0.0153,1959
eth,0.01561,1960
eth,0.01477,1961
eth,0.01675,1962
eth,0.0174,1963
eth,0.01638,1964
eth,0.02533,1965
eth,0.03157,1966
eth,0.0401,1967
eth,0.06285,1968
eth,0.05917,1969
eth,0.0571,1970
eth,0.06218,1971
eth,0.04595,1972
eth,0.05563,1973
eth,0.05383,1974
eth,0.03671,1975
eth,0.03515,1976
eth,0.03093,1977
eth,0.03999,1978
eth,0.05314,1979
eth,0.05144,1980
eth,0.05144,1981
eth,0.03969,1982
eth,0.0479,1983
eth,0.04186,1984
eth,0.04418,1985
eth,0.05221,1986
eth,0.05893,1987
eth,0.05908,1988
eth,0.06047,1989
eth,0.06243,1990
eth,0.05969,1991
eth,0.05734,1992
eth,0.05661,1993
eth,0.05386,1994
eth,0.03773,1995
eth,0.06345,1996
eth,0.07069,1997
eth,0.08085,1998
eth,0.07945,1999
eth,0.0889,2000
eth,0.06401,2001
eth,0.0649,2002
eth,0.06988,2003
eth,0.0723,2004
eth,0.06804,2005
eth,0.07131,2006
eth,0.0761,2007
eth,0.08017,2008
eth,0.08202,2009
eth,0.07828,2010
fro,1.28,1950
fro,1.288,1951
fro,1.76,1952
fro,2.691,1953
fro,2.44,1954
fro,3.105,1955
fro,3.519,1956
fro,2.908,1957
fro,3.523,1958
fro,2.926,1959
fro,1.709,1960
fro,3.267,1961
fro,3.332,1962
fro,3.502,1963
fro,3.363,1964
fro,3.728,1965
fro,3.784,1966
fro,4.527,1967
fro,4.862,1968
fro,5.576,1969
fro,6.659,1970
fro,6.688,1971
fro,5.973,1972
fro,6.382,1973
fro,7.515,1974
fro,8.621,1975
fro,8.082,1976
fro,9.859,1977
fro,9.571,1978
fro,11.37,1979
fro,9.857,1980
fro,10.16,1981
fro,10.46,1982
fro,10.99,1983
fro,11.1,1984
fro,11.36,1985
fro,10.65,1986
fro,10.65,1987
fro,11.15,1988
fro,12.16,1989
fro,13.11,1990
fro,12.64,1991
fro,14.25,1992
fro,15.74,1993
fro,14.16,1994
fro,16.61,1995
fro,14.7,1996
fro,14.42,1997
fro,14.88,1998
fro,14.81,1999
fro,15.55,2000
fro,17.08,2001
fro,16.25,2002
fro,16.37,2003
fro,16.61,2004
fro,15.88,2005
fro,15.81,2006
fro,15.93,2007
fro,14.79,2008
fro,13.72,2009
fro,14.6,2010
fji,0.4187,1950
fji,0.4456,1951
fji,0.5173,1952
fji,0.5366,1953
fji,0.4859,1954
fji,0.5145,1955
fji,0.5621,1956
fji,0.4624,1957
fji,0.4779,1958
fji,0.5205,1959
fji,0.494,1960
fji,0.4143,1961
fji,0.548,1962
fji,0.5548,1963
fji,0.9442,1964
fji,0.743,1965
fji,0.6774,1966
fji,0.7289,1967
fji,0.7937,1968
fji,0.8489,1969
fji,1.0,1970
fji,1.035,1971
fji,1.067,1972
fji,1.138,1973
fji,1.187,1974
fji,1.081,1975
fji,0.8237,1976
fji,1.281,1977
fji,1.167,1978
fji,1.351,1979
fji,1.252,1980
fji,1.662,1981
fji,1.256,1982
fji,1.043,1983
fji,0.8323,1984
fji,0.814,1985
fji,0.842,1986
fji,0.6605,1987
fji,0.7661,1988
fji,0.8706,1989
fji,1.123,1990
fji,0.9176,1991
fji,0.9704,1992
fji,1.01,1993
fji,1.068,1994
fji,1.12,1995
fji,1.14,1996
fji,0.9292,1997
fji,0.8792,1998
fji,0.9951,1999
fji,1.066,2000
fji,1.368,2001
fji,1.024,2002
fji,1.054,2003
fji,1.383,2004
fji,1.658,2005
fji,1.643,2006
fji,1.44,2007
fji,1.278,2008
fji,0.9938,2009
fji,1.5,2010
fin,0.0211,1860
fin,0.04181,1861
fin,0.04134,1862
fin,0.04292,1863
fin,0.02629,1864
fin,0.03401,1865
fin,0.03786,1866
fin,0.03404,1867
fin,0.04955,1868
fin,0.04018,1869
fin,0.05226,1870
fin,0.06364,1871
fin,0.05039,1872
fin,0.04764,1873
fin,0.06656,1874
fin,0.04441,1875
fin,0.04945,1876
fin,0.05808,1877
fin,0.06472,1878
fin,0.03823,1879
fin,0.04836,1880
fin,0.04778,1881
fin,0.05767,1882
fin,0.05509,1883
fin,0.06608,1884
fin,0.1002,1885
fin,0.0577,1886
fin,0.05681,1887
fin,0.0527,1888
fin,0.06921,1889
fin,0.08841,1890
fin,0.0919,1891
fin,0.07929,1892
fin,0.07997,1893
fin,0.08761,1894
fin,0.09451,1895
fin,0.1181,1896
fin,0.2028,1897
fin,0.1884,1898
fin,0.2809,1899
fin,0.2273,1900
fin,0.1581,1901
fin,0.1488,1902
fin,0.1897,1903
fin,0.1931,1904
fin,0.2124,1905
fin,0.2209,1906
fin,0.3145,1907
fin,0.4921,1908
fin,0.4427,1909
fin,0.363,1910
