geo,storm_affected_annual_number,time
dji,0,2004
dji,0,2005
dji,0,2006
dji,0,2007
dji,0,2008
dma,0,1970
dma,0,1971
dma,0,1972
dma,0,1973
dma,0,1974
dma,0,1975
dma,0,1976
dma,0,1977
dma,0,1978
dma,72140,1979
dma,0,1980
dma,0,1981
dma,0,1982
dma,0,1983
dma,10000,1984
dma,0,1985
dma,0,1986
dma,0,1987
dma,0,1988
dma,710,1989
dma,0,1990
dma,0,1991
dma,0,1992
dma,0,1993
dma,0,1994
dma,5003,1995
dma,0,1996
dma,0,1997
dma,0,1998
dma,715,1999
dma,0,2000
dma,178,2001
dma,0,2002
dma,0,2003
dma,0,2004
dma,0,2005
dma,0,2006
dma,7532,2007
dma,0,2008
dom,0,1970
dom,0,1971
dom,0,1972
dom,0,1973
dom,0,1974
dom,0,1975
dom,0,1976
dom,0,1977
dom,0,1978
dom,1555000,1979
dom,7,1980
dom,0,1981
dom,0,1982
dom,0,1983
dom,0,1984
dom,0,1985
dom,2012,1986
dom,3,1987
dom,0,1988
dom,0,1989
dom,0,1990
dom,0,1991
dom,0,1992
dom,0,1993
dom,0,1994
dom,2841,1995
dom,25020,1996
dom,0,1997
dom,975900,1998
dom,0,1999
dom,0,2000
dom,3,2001
dom,0,2002
dom,10010,2003
dom,14270,2004
dom,1009,2005
dom,0,2006
dom,143100,2007
dom,17020,2008
deu_east,0,1970
deu_east,0,1971
deu_east,0,1972
deu_east,0,1973
deu_east,0,1974
deu_east,0,1975
deu_east,0,1976
deu_east,0,1977
deu_east,0,1978
deu_east,0,1979
deu_east,0,1980
deu_east,0,1981
deu_east,0,1982
deu_east,0,1983
deu_east,0,1984
deu_east,0,1985
deu_east,0,1986
deu_east,0,1987
deu_east,0,1988
deu_east,0,1989
deu_east,0,1990
deu_east,0,1991
deu_east,0,1992
deu_east,0,1993
deu_east,0,1994
deu_east,0,1995
deu_east,0,1996
deu_east,0,1997
deu_east,0,1998
deu_east,0,1999
deu_east,0,2000
deu_east,0,2001
deu_east,0,2002
deu_east,0,2003
deu_east,0,2004
deu_east,0,2005
deu_east,0,2006
deu_east,0,2007
deu_east,0,2008
tls,0,1970
tls,0,1971
tls,0,1972
tls,0,1973
tls,0,1974
tls,0,1975
tls,0,1976
tls,0,1977
tls,0,1978
tls,0,1979
tls,0,1980
tls,0,1981
tls,0,1982
tls,0,1983
tls,0,1984
tls,0,1985
tls,0,1986
tls,0,1987
tls,0,1988
tls,0,1989
tls,0,1990
tls,0,1991
tls,0,1992
tls,0,1993
tls,0,1994
tls,0,1995
tls,0,1996
tls,0,1997
tls,0,1998
tls,0,1999
tls,0,2000
tls,0,2001
tls,0,2002
tls,0,2003
tls,0,2004
tls,0,2005
tls,8730,2006
tls,0,2007
tls,0,2008
egy,0,1970
egy,0,1971
egy,0,1972
egy,0,1973
egy,0,1974
egy,0,1975
egy,0,1976
egy,0,1977
egy,0,1978
egy,15000,1979
egy,0,1980
egy,0,1981
egy,0,1982
egy,0,1983
egy,0,1984
egy,0,1985
egy,0,1986
egy,41,1987
egy,0,1988
egy,0,1989
egy,0,1990
egy,0,1991
egy,0,1992
egy,0,1993
egy,0,1994
egy,0,1995
egy,0,1996
egy,78,1997
egy,0,1998
egy,0,1999
egy,0,2000
egy,0,2001
egy,0,2002
egy,0,2003
egy,55,2004
egy,0,2005
egy,0,2006
egy,0,2007
egy,0,2008
slv,0,1970
slv,0,1971
slv,0,1972
slv,0,1973
slv,0,1974
slv,0,1975
slv,0,1976
slv,0,1977
slv,0,1978
slv,0,1979
slv,0,1980
slv,0,1981
slv,0,1982
slv,0,1983
slv,0,1984
slv,0,1985
slv,0,1986
slv,0,1987
slv,0,1988
slv,0,1989
slv,0,1990
slv,0,1991
slv,0,1992
slv,0,1993
slv,0,1994
slv,0,1995
slv,12,1996
slv,2004,1997
slv,84480,1998
slv,0,1999
slv,101,2000
slv,0,2001
slv,500,2002
slv,0,2003
slv,0,2004
slv,72210,2005
slv,0,2006
slv,2800,2007
slv,0,2008
eri,0,1970
eri,0,1971
eri,0,1972
eri,0,1973
eri,0,1974
eri,0,1975
eri,0,1976
eri,0,1977
eri,0,1978
eri,0,1979
eri,0,1980
eri,0,1981
eri,0,1982
eri,0,1983
eri,0,1984
eri,0,1985
eri,0,1986
eri,0,1987
eri,0,1988
eri,0,1989
eri,0,1990
eri,0,1991
eri,0,1992
eri,15680,1993
eri,0,1994
eri,0,1995
eri,0,1996
eri,0,1997
eri,0,1998
eri,0,1999
eri,0,2000
eri,0,2001
eri,0,2002
eri,0,2003
eri,0,2004
eri,0,2005
eri,0,2006
eri,0,2007
eri,0,2008
est,0,1970
est,0,1971
est,0,1972
est,0,1973
est,0,1974
est,0,1975
est,0,1976
est,0,1977
est,0,1978
est,0,1979
est,0,1980
est,0,1981
est,0,1982
est,0,1983
est,0,1984
est,0,1985
est,0,1986
est,0,1987
est,0,1988
est,0,1989
est,0,1990
est,0,1991
est,0,1992
est,0,1993
est,0,1994
est,0,1995
est,0,1996
est,0,1997
est,0,1998
est,0,1999
est,0,2000
est,0,2001
est,0,2002
est,0,2003
est,0,2004
est,100,2005
est,0,2006
est,0,2007
est,0,2008
fji,0,1970
fji,0,1971
fji,120000,1972
fji,6209,1973
fji,0,1974
fji,23000,1975
fji,0,1976
fji,0,1977
fji,0,1978
fji,35950,1979
fji,35270,1980
fji,4700,1981
fji,0,1982
fji,211200,1983
fji,0,1984
fji,122000,1985
fji,3001,1986
fji,3370,1987
fji,0,1988
fji,0,1989
fji,6000,1990
fji,0,1991
fji,2001,1992
fji,160000,1993
fji,0,1994
fji,0,1995
fji,0,1996
fji,3525,1997
fji,0,1998
fji,1784,1999
fji,0,2000
fji,1,2001
fji,0,2002
fji,30020,2003
fji,5016,2004
fji,0,2005
fji,168,2006
fji,70,2007
fji,7,2008
fin,0,1970
fin,0,1971
fin,0,1972
fin,0,1973
fin,0,1974
fin,0,1975
fin,0,1976
fin,0,1977
fin,0,1978
fin,0,1979
fin,0,1980
fin,0,1981
fin,0,1982
fin,0,1983
fin,0,1984
fin,0,1985
fin,0,1986
fin,0,1987
fin,0,1988
fin,0,1989
fin,0,1990
fin,0,1991
fin,0,1992
fin,0,1993
fin,0,1994
fin,0,1995
fin,0,1996
fin,0,1997
fin,0,1998
fin,0,1999
fin,0,2000
fin,0,2001
fin,0,2002
fin,0,2003
fin,0,2004
fin,0,2005
fin,0,2006
fin,0,2007
fin,0,2008
fra,0,1970
fra,0,1971
fra,0,1972
fra,0,1973
fra,0,1974
fra,0,1975
fra,0,1976
fra,0,1977
fra,0,1978
fra,0,1979
fra,0,1980
fra,0,1981
fra,12,1982
fra,11,1983
fra,4,1984
fra,0,1985
fra,0,1986
fra,4,1987
fra,0,1988
fra,9,1989
fra,43,1990
fra,0,1991
fra,2048,1992
fra,1732,1993
fra,0,1994
fra,5016,1995
fra,1,1996
fra,0,1997
fra,696,1998
fra,3500000,1999
fra,213,2000
fra,434,2001
fra,258,2002
fra,76,2003
fra,11,2004
fra,0,2005
fra,607,2006
fra,905,2007
fra,2709,2008
pyf,0,1970
pyf,0,1971
pyf,0,1972
pyf,0,1973
pyf,0,1974
pyf,0,1975
pyf,0,1976
pyf,0,1977
pyf,0,1978
pyf,0,1979
pyf,0,1980
pyf,0,1981
pyf,0,1982
pyf,5057,1983
pyf,0,1984
pyf,0,1985
pyf,0,1986
pyf,0,1987
pyf,0,1988
pyf,0,1989
pyf,0,1990
pyf,0,1991
pyf,0,1992
pyf,0,1993
pyf,0,1994
pyf,0,1995
pyf,0,1996
pyf,0,1997
pyf,0,1998
pyf,0,1999
pyf,0,2000
pyf,0,2001
pyf,0,2002
pyf,0,2003
pyf,0,2004
pyf,0,2005
pyf,0,2006
pyf,0,2007
pyf,0,2008
gmb,0,1970
gmb,0,1971
gmb,0,1972
gmb,0,1973
gmb,0,1974
gmb,0,1975
gmb,0,1976
gmb,0,1977
gmb,0,1978
gmb,0,1979
gmb,0,1980
gmb,0,1981
gmb,0,1982
gmb,0,1983
gmb,0,1984
gmb,0,1985
gmb,0,1986
gmb,0,1987
gmb,0,1988
gmb,0,1989
gmb,0,1990
gmb,0,1991
gmb,0,1992
gmb,0,1993
gmb,0,1994
gmb,0,1995
gmb,0,1996
gmb,0,1997
gmb,0,1998
gmb,0,1999
gmb,0,2000
gmb,0,2001
gmb,0,2002
gmb,8022,2003
gmb,6139,2004
gmb,0,2005
gmb,0,2006
gmb,0,2007
gmb,300,2008
geo,0,1970
geo,0,1971
geo,0,1972
geo,0,1973
geo,0,1974
geo,0,1975
geo,0,1976
geo,0,1977
geo,0,1978
geo,0,1979
geo,0,1980
geo,0,1981
geo,0,1982
geo,0,1983
geo,0,1984
geo,0,1985
geo,0,1986
geo,0,1987
geo,0,1988
geo,0,1989
geo,0,1990
geo,0,1991
geo,0,1992
geo,0,1993
geo,0,1994
geo,0,1995
geo,0,1996
geo,0,1997
geo,0,1998
geo,0,1999
geo,0,2000
geo,900,2001
geo,0,2002
geo,0,2003
geo,0,2004
geo,0,2005
geo,0,2006
geo,0,2007
geo,0,2008
deu,0,1970
deu,0,1971
deu,0,1972
deu,0,1973
deu,0,1974
deu,0,1975
deu,0,1976
deu,0,1977
deu,0,1978
deu,0,1979
deu,0,1980
deu,0,1981
deu,0,1982
deu,0,1983
deu,0,1984
deu,0,1985
deu,0,1986
deu,0,1987
deu,0,1988
deu,0,1989
deu,64,1990
deu,0,1991
deu,0,1992
deu,6,1993
deu,11,1994
deu,30000,1995
deu,0,1996
deu,0,1997
deu,18,1998
deu,18,1999
deu,0,2000
deu,6,2001
deu,41,2002
deu,15,2003
deu,2,2004
deu,4,2005
deu,311,2006
deu,148,2007
deu,5,2008
grc,0,1970
grc,0,1971
grc,0,1972
grc,0,1973
grc,0,1974
grc,0,1975
grc,0,1976
grc,0,1977
grc,0,1978
grc,0,1979
grc,0,1980
grc,0,1981
grc,0,1982
grc,0,1983
grc,0,1984
grc,0,1985
grc,0,1986
grc,48,1987
grc,0,1988
grc,0,1989
grc,3,1990
grc,0,1991
grc,0,1992
grc,0,1993
grc,0,1994
grc,0,1995
grc,0,1996
grc,0,1997
grc,0,1998
grc,0,1999
grc,0,2000
grc,0,2001
grc,14,2002
grc,0,2003
grc,0,2004
grc,0,2005
grc,603,2006
grc,0,2007
grc,0,2008
grd,0,1970
grd,0,1971
grd,0,1972
grd,0,1973
grd,0,1974
grd,0,1975
grd,0,1976
grd,0,1977
grd,0,1978
grd,0,1979
grd,0,1980
grd,0,1981
grd,0,1982
grd,0,1983
grd,0,1984
grd,0,1985
grd,0,1986
grd,0,1987
grd,0,1988
grd,0,1989
grd,1000,1990
grd,0,1991
grd,0,1992
grd,0,1993
grd,0,1994
grd,0,1995
grd,0,1996
grd,0,1997
grd,0,1998
grd,210,1999
grd,0,2000
grd,0,2001
grd,0,2002
grd,0,2003
grd,60040,2004
grd,1651,2005
grd,0,2006
grd,0,2007
grd,0,2008
glp,0,1970
glp,0,1971
glp,0,1972
glp,0,1973
glp,0,1974
glp,0,1975
glp,0,1976
glp,0,1977
glp,0,1978
glp,0,1979
glp,0,1980
glp,0,1981
glp,0,1982
glp,0,1983
glp,0,1984
glp,0,1985
glp,0,1986
glp,0,1987
glp,0,1988
glp,11090,1989
glp,0,1990
glp,0,1991
glp,0,1992
glp,0,1993
glp,0,1994
glp,0,1995
glp,0,1996
glp,0,1997
glp,0,1998
glp,903,1999
glp,0,2000
glp,0,2001
glp,0,2002
glp,0,2003
glp,0,2004
glp,0,2005
glp,0,2006
glp,0,2007
glp,0,2008
gum,0,1970
gum,0,1971
gum,0,1972
gum,0,1973
gum,0,1974
gum,0,1975
gum,9,1976
gum,0,1977
gum,0,1978
gum,0,1979
gum,0,1980
gum,0,1981
gum,0,1982
gum,0,1983
gum,0,1984
gum,0,1985
gum,0,1986
gum,502,1987
gum,0,1988
gum,0,1989
gum,0,1990
gum,0,1991
gum,5543,1992
gum,0,1993
gum,0,1994
gum,0,1995
gum,0,1996
gum,6420,1997
gum,0,1998
gum,0,1999
gum,0,2000
gum,0,2001
gum,15140,2002
gum,0,2003
gum,504,2004
gum,0,2005
gum,0,2006
gum,0,2007
gum,0,2008
gtm,0,1970
gtm,0,1971
gtm,0,1972
gtm,0,1973
gtm,0,1974
gtm,0,1975
gtm,0,1976
gtm,0,1977
gtm,0,1978
gtm,0,1979
gtm,0,1980
gtm,0,1981
gtm,0,1982
gtm,0,1983
gtm,0,1984
gtm,0,1985
gtm,0,1986
gtm,0,1987
gtm,0,1988
gtm,0,1989
gtm,0,1990
gtm,0,1991
gtm,0,1992
gtm,0,1993
gtm,0,1994
gtm,0,1995
gtm,0,1996
gtm,0,1997
gtm,106100,1998
gtm,0,1999
gtm,0,2000
gtm,6454,2001
gtm,1502,2002
gtm,0,2003
gtm,0,2004
gtm,476800,2005
gtm,0,2006
gtm,3905,2007
gtm,17,2008
gin,0,1970
gin,0,1971
gin,0,1972
gin,0,1973
gin,0,1974
gin,0,1975
gin,0,1976
gin,0,1977
gin,0,1978
gin,0,1979
gin,0,1980
gin,0,1981
gin,0,1982
gin,0,1983
gin,0,1984
gin,0,1985
gin,0,1986
gin,0,1987
gin,0,1988
gin,0,1989
gin,0,1990
gin,0,1991
gin,0,1992
gin,0,1993
gin,0,1994
gin,0,1995
gin,0,1996
gin,0,1997
gin,0,1998
gin,0,1999
gin,4,2000
gin,0,2001
gin,0,2002
gin,0,2003
gin,0,2004
gin,0,2005
gin,0,2006
gin,0,2007
gin,0,2008
gnb,0,1970
gnb,0,1971
gnb,0,1972
gnb,0,1973
gnb,0,1974
gnb,0,1975
gnb,0,1976
gnb,0,1977
gnb,0,1978
gnb,0,1979
gnb,0,1980
gnb,0,1981
gnb,0,1982
gnb,0,1983
gnb,0,1984
gnb,0,1985
gnb,0,1986
gnb,3704,1987
gnb,0,1988
gnb,0,1989
gnb,0,1990
gnb,0,1991
gnb,0,1992
gnb,1722,1993
gnb,0,1994
gnb,0,1995
gnb,0,1996
gnb,0,1997
gnb,0,1998
gnb,0,1999
gnb,0,2000
gnb,0,2001
gnb,0,2002
gnb,0,2003
gnb,0,2004
gnb,0,2005
gnb,0,2006
gnb,0,2007
gnb,0,2008
hti,0,1970
hti,0,1971
hti,0,1972
hti,0,1973
hti,0,1974
hti,0,1975
hti,0,1976
hti,0,1977
hti,0,1978
hti,1118,1979
hti,1165000,1980
hti,0,1981
hti,0,1982
hti,0,1983
hti,0,1984
hti,0,1985
hti,0,1986
hti,0,1987
hti,870100,1988
hti,0,1989
hti,0,1990
hti,0,1991
hti,0,1992
hti,0,1993
hti,1588000,1994
hti,0,1995
hti,181,1996
hti,0,1997
hti,12220,1998
hti,0,1999
hti,0,2000
hti,0,2001
hti,254,2002
hti,181,2003
hti,324900,2004
hti,28050,2005
hti,15000,2006
hti,115200,2007
hti,247000,2008
hnd,0,1970
hnd,0,1971
hnd,0,1972
hnd,0,1973
hnd,608000,1974
hnd,0,1975
hnd,0,1976
hnd,0,1977
hnd,7500,1978
hnd,0,1979
hnd,0,1980
hnd,0,1981
hnd,20130,1982
hnd,0,1983
hnd,0,1984
hnd,0,1985
hnd,0,1986
hnd,0,1987
hnd,12,1988
hnd,0,1989
hnd,0,1990
hnd,0,1991
hnd,0,1992
hnd,0,1993
hnd,0,1994
hnd,40,1995
hnd,1,1996
hnd,0,1997
hnd,2127000,1998
hnd,0,1999
hnd,0,2000
hnd,86340,2001
hnd,0,2002
hnd,0,2003
hnd,0,2004
hnd,103900,2005
hnd,0,2006
hnd,19500,2007
hnd,0,2008
hkg,0,1970
hkg,1601,1971
hkg,0,1972
hkg,277,1973
hkg,2401,1974
hkg,2059,1975
hkg,2530,1976
hkg,129,1977
hkg,2907,1978
hkg,12600,1979
hkg,370,1980
hkg,0,1981
hkg,905,1982
hkg,2584,1983
hkg,0,1984
hkg,614,1985
hkg,46,1986
hkg,0,1987
hkg,104,1988
hkg,1664,1989
hkg,0,1990
hkg,204,1991
hkg,442,1992
hkg,1326,1993
hkg,0,1994
hkg,0,1995
hkg,0,1996
hkg,256,1997
hkg,0,1998
hkg,495,1999
hkg,0,2000
hkg,0,2001
hkg,0,2002
hkg,3537,2003
hkg,0,2004
hkg,0,2005
hkg,0,2006
hkg,0,2007
hkg,209,2008
hun,0,1970
hun,0,1971
hun,0,1972
hun,0,1973
hun,0,1974
hun,0,1975
hun,0,1976
hun,0,1977
hun,0,1978
hun,0,1979
hun,0,1980
hun,0,1981
hun,0,1982
hun,0,1983
hun,4,1984
hun,0,1985
hun,0,1986
hun,0,1987
hun,0,1988
hun,0,1989
hun,0,1990
hun,0,1991
hun,0,1992
hun,0,1993
hun,0,1994
hun,0,1995
hun,0,1996
hun,0,1997
hun,0,1998
hun,40,1999
hun,0,2000
hun,0,2001
hun,0,2002
hun,7,2003
hun,0,2004
hun,4,2005
hun,305,2006
hun,0,2007
hun,0,2008
ind,2000,1970
ind,6910000,1971
ind,4530000,1972
ind,0,1973
ind,25120,1974
ind,2501,1975
ind,600300,1976
ind,14490000,1977
ind,4011,1978
ind,1606000,1979
ind,153,1980
ind,132500,1981
ind,5301000,1982
ind,1558000,1983
ind,1336000,1984
ind,105200,1985
ind,3300000,1986
ind,80170,1987
ind,1900000,1988
ind,3700000,1989
ind,4102000,1990
ind,25120,1991
ind,185,1992
ind,72690,1993
ind,428800,1994
ind,12220,1995
ind,9179000,1996
ind,25,1997
ind,4665000,1998
ind,13880000,1999
ind,30000,2000
ind,27100,2001
ind,15390,2002
ind,531500,2003
ind,0,2004
ind,68670,2005
ind,150500,2006
ind,0,2007
ind,0,2008
idn,0,1970
idn,0,1971
idn,0,1972
idn,1650,1973
idn,2010,1974
idn,0,1975
idn,25,1976
idn,3061,1977
idn,0,1978
idn,0,1979
idn,800,1980
idn,0,1981
idn,125,1982
idn,0,1983
idn,0,1984
idn,10000,1985
idn,0,1986
idn,0,1987
idn,0,1988
idn,0,1989
idn,0,1990
idn,0,1991
idn,0,1992
idn,0,1993
idn,0,1994
idn,0,1995
idn,0,1996
idn,0,1997
idn,0,1998
idn,0,1999
idn,0,2000
idn,0,2001
idn,0,2002
idn,0,2003
idn,3719,2004
idn,0,2005
idn,0,2006
idn,0,2007
idn,0,2008
irn,0,1970
irn,0,1971
irn,60,1972
irn,0,1973
irn,0,1974
irn,14,1975
irn,0,1976
irn,0,1977
irn,0,1978
irn,0,1979
irn,0,1980
irn,200,1981
irn,0,1982
irn,0,1983
irn,0,1984
irn,0,1985
irn,0,1986
irn,0,1987
irn,0,1988
irn,0,1989
irn,0,1990
irn,22,1991
irn,3700,1992
irn,0,1993
irn,0,1994
irn,0,1995
irn,94,1996
irn,0,1997
irn,0,1998
irn,0,1999
irn,5503,2000
irn,0,2001
irn,0,2002
irn,0,2003
irn,2500,2004
irn,8000,2005
irn,0,2006
irn,160000,2007
irn,28,2008
irl,0,1970
irl,0,1971
irl,0,1972
irl,0,1973
irl,0,1974
irl,0,1975
irl,0,1976
irl,0,1977
irl,0,1978
irl,0,1979
irl,0,1980
irl,0,1981
irl,0,1982
irl,10,1983
irl,0,1984
irl,0,1985
irl,11,1986
irl,0,1987
irl,0,1988
irl,0,1989
irl,2,1990
irl,0,1991
irl,0,1992
irl,0,1993
irl,0,1994
irl,0,1995
irl,2,1996
irl,0,1997
irl,2,1998
irl,8,1999
irl,1,2000
irl,0,2001
irl,0,2002
irl,0,2003
irl,200,2004
irl,0,2005
irl,0,2006
irl,0,2007
irl,0,2008
isr,0,1970
isr,0,1971
isr,0,1972
isr,0,1973
isr,0,1974
isr,0,1975
isr,0,1976
isr,0,1977
isr,0,1978
isr,0,1979
isr,0,1980
isr,0,1981
isr,0,1982
isr,0,1983
isr,0,1984
isr,0,1985
isr,0,1986
isr,0,1987
isr,0,1988
isr,0,1989
isr,0,1990
isr,5,1991
isr,0,1992
isr,0,1993
isr,0,1994
isr,0,1995
isr,0,1996
isr,0,1997
isr,0,1998
isr,0,1999
isr,413,2000
isr,0,2001
isr,0,2002
isr,0,2003
isr,0,2004
isr,0,2005
isr,0,2006
isr,0,2007
isr,0,2008
ita,235,1970
ita,0,1971
ita,0,1972
ita,5038,1973
ita,0,1974
ita,0,1975
ita,0,1976
ita,0,1977
ita,20,1978
ita,0,1979
ita,0,1980
ita,0,1981
ita,0,1982
ita,0,1983
ita,0,1984
ita,0,1985
ita,0,1986
ita,33,1987
ita,0,1988
ita,0,1989
ita,6,1990
ita,0,1991
ita,0,1992
ita,1008,1993
ita,103,1994
ita,0,1995
ita,0,1996
ita,22,1997
ita,0,1998
ita,0,1999
ita,0,2000
ita,0,2001
ita,0,2002
ita,0,2003
ita,0,2004
ita,0,2005
ita,1,2006
ita,0,2007
ita,0,2008
jam,0,1970
jam,0,1971
jam,0,1972
jam,2516,1973
jam,0,1974
jam,0,1975
jam,0,1976
jam,0,1977
jam,0,1978
jam,0,1979
jam,30020,1980
jam,0,1981
jam,0,1982
jam,0,1983
jam,0,1984
jam,307,1985
jam,0,1986
jam,0,1987
jam,810000,1988
jam,0,1989
jam,0,1990
jam,0,1991
jam,0,1992
jam,0,1993
jam,4,1994
jam,0,1995
jam,800,1996
jam,0,1997
jam,0,1998
jam,0,1999
jam,0,2000
jam,201,2001
jam,1504,2002
jam,0,2003
jam,350100,2004
jam,10400,2005
jam,0,2006
jam,33190,2007
jam,4013,2008
jpn,0,1970
jpn,135,1971
jpn,50,1972
jpn,101,1973
jpn,334,1974
jpn,243,1975
jpn,325300,1976
jpn,13080,1977
jpn,3106,1978
jpn,71,1979
jpn,17040,1980
jpn,82760,1981
jpn,148500,1982
jpn,253,1983
jpn,0,1984
jpn,30250,1985
jpn,2375,1986
jpn,65020,1987
jpn,0,1988
jpn,15,1989
jpn,147800,1990
jpn,91230,1991
jpn,445,1992
jpn,30580,1993
jpn,130,1994
jpn,503,1995
jpn,5744,1996
jpn,67010,1997
jpn,49900,1998
jpn,27360,1999
jpn,193100,2000
jpn,9910,2001
jpn,100800,2002
jpn,2424,2003
jpn,331300,2004
jpn,273200,2005
jpn,12920,2006
jpn,41010,2007
jpn,0,2008
jor,0,1970
jor,0,1971
jor,0,1972
jor,0,1973
jor,0,1974
jor,0,1975
jor,0,1976
jor,0,1977
jor,0,1978
jor,0,1979
jor,0,1980
jor,0,1981
jor,0,1982
jor,0,1983
jor,0,1984
jor,0,1985
jor,0,1986
jor,0,1987
jor,0,1988
jor,0,1989
jor,0,1990
jor,2,1991
jor,0,1992
jor,0,1993
jor,0,1994
jor,0,1995
jor,0,1996
jor,0,1997
jor,0,1998
jor,0,1999
jor,209,2000
jor,0,2001
jor,30,2002
jor,0,2003
jor,0,2004
jor,0,2005
jor,0,2006
jor,0,2007
jor,0,2008
kaz,0,1970
kaz,0,1971
kaz,0,1972
kaz,0,1973
kaz,0,1974
kaz,0,1975
kaz,0,1976
kaz,0,1977
kaz,0,1978
kaz,0,1979
kaz,0,1980
kaz,0,1981
kaz,0,1982
kaz,0,1983
kaz,0,1984
kaz,0,1985
kaz,0,1986
kaz,0,1987
kaz,0,1988
kaz,0,1989
kaz,0,1990
kaz,0,1991
kaz,0,1992
kaz,0,1993
kaz,0,1994
kaz,112,1995
kaz,0,1996
kaz,0,1997
kaz,0,1998
kaz,0,1999
kaz,0,2000
kaz,0,2001
kaz,0,2002
kaz,0,2003
kaz,0,2004
kaz,0,2005
kaz,0,2006
kaz,0,2007
kaz,0,2008
ken,0,1970
ken,0,1971
ken,0,1972
ken,0,1973
ken,0,1974
ken,0,1975
ken,0,1976
ken,0,1977
ken,0,1978
ken,0,1979
ken,0,1980
ken,0,1981
ken,0,1982
ken,0,1983
ken,0,1984
ken,0,1985
ken,0,1986
ken,0,1987
ken,50,1988
ken,0,1989
ken,0,1990
ken,0,1991
ken,0,1992
ken,0,1993
ken,0,1994
ken,0,1995
ken,0,1996
ken,0,1997
ken,0,1998
ken,0,1999
ken,0,2000
ken,0,2001
ken,0,2002
ken,0,2003
ken,0,2004
ken,0,2005
ken,0,2006
ken,0,2007
ken,0,2008
kir,0,1970
kir,0,1971
kir,703,1972
kir,0,1973
kir,0,1974
kir,0,1975
kir,0,1976
kir,0,1977
kir,0,1978
kir,0,1979
kir,0,1980
kir,0,1981
kir,0,1982
kir,0,1983
kir,0,1984
kir,0,1985
kir,0,1986
kir,0,1987
kir,0,1988
kir,0,1989
kir,0,1990
kir,0,1991
kir,0,1992
kir,0,1993
kir,0,1994
kir,0,1995
kir,0,1996
kir,0,1997
kir,0,1998
kir,0,1999
kir,0,2000
kir,0,2001
kir,0,2002
kir,0,2003
kir,0,2004
kir,0,2005
kir,0,2006
kir,0,2007
kir,0,2008
kor,2539,1970
kor,159,1971
kor,0,1972
kor,0,1973
kor,0,1974
kor,0,1975
kor,0,1976
kor,0,1977
kor,4000,1978
kor,35120,1979
kor,20180,1980
kor,14370,1981
kor,5110,1982
kor,0,1983
kor,0,1984
kor,77,1985
kor,6729,1986
kor,56620,1987
kor,0,1988
kor,75300,1989
kor,27,1990
kor,20820,1991
kor,433,1992
kor,8662,1993
kor,116,1994
kor,5233,1995
kor,0,1996
kor,0,1997
kor,4479,1998
kor,518,1999
kor,744,2000
kor,311,2001
kor,88830,2002
kor,80130,2003
kor,2936,2004
kor,1111,2005
kor,0,2006
kor,622,2007
kor,0,2008
prk,0,1970
prk,0,1971
prk,0,1972
prk,0,1973
prk,0,1974
prk,0,1975
prk,0,1976
prk,0,1977
prk,0,1978
prk,0,1979
prk,0,1980
prk,0,1981
prk,0,1982
prk,0,1983
prk,0,1984
prk,0,1985
prk,0,1986
prk,0,1987
prk,0,1988
prk,0,1989
prk,0,1990
prk,0,1991
prk,0,1992
prk,2506,1993
prk,0,1994
prk,0,1995
prk,0,1996
prk,0,1997
prk,0,1998
prk,0,1999
prk,627200,2000
prk,0,2001
prk,7404,2002
prk,0,2003
prk,0,2004
prk,0,2005
prk,0,2006
prk,1649,2007
prk,0,2008
kgz,0,1970
kgz,0,1971
kgz,0,1972
kgz,0,1973
kgz,0,1974
kgz,0,1975
kgz,0,1976
kgz,0,1977
kgz,0,1978
kgz,0,1979
kgz,0,1980
kgz,0,1981
kgz,0,1982
kgz,0,1983
kgz,0,1984
kgz,0,1985
kgz,0,1986
kgz,0,1987
kgz,0,1988
kgz,0,1989
kgz,0,1990
kgz,0,1991
kgz,0,1992
kgz,0,1993
kgz,0,1994
kgz,0,1995
kgz,0,1996
kgz,0,1997
kgz,0,1998
kgz,0,1999
kgz,0,2000
kgz,0,2001
kgz,0,2002
kgz,0,2003
kgz,0,2004
kgz,0,2005
kgz,9079,2006
kgz,0,2007
kgz,0,2008
lao,0,1970
lao,0,1971
lao,0,1972
lao,0,1973
lao,0,1974
lao,0,1975
lao,0,1976
lao,0,1977
lao,0,1978
lao,0,1979
lao,0,1980
lao,0,1981
lao,0,1982
lao,0,1983
lao,0,1984
lao,0,1985
lao,0,1986
lao,0,1987
lao,0,1988
lao,0,1989
lao,0,1990
lao,38320,1991
lao,268900,1992
lao,128,1993
lao,0,1994
lao,1000000,1995
lao,0,1996
lao,0,1997
lao,0,1998
lao,0,1999
lao,0,2000
lao,0,2001
lao,0,2002
lao,0,2003
lao,0,2004
lao,0,2005
lao,0,2006
lao,0,2007
lao,0,2008
lva,0,1970
lva,0,1971
lva,0,1972
lva,0,1973
lva,0,1974
lva,0,1975
lva,0,1976
lva,0,1977
lva,0,1978
lva,0,1979
lva,0,1980
lva,0,1981
lva,0,1982
lva,0,1983
lva,0,1984
lva,0,1985
lva,0,1986
lva,0,1987
lva,0,1988
lva,0,1989
lva,0,1990
lva,0,1991
lva,0,1992
lva,0,1993
lva,0,1994
lva,0,1995
lva,0,1996
lva,0,1997
lva,0,1998
lva,6,1999
