energy_use_total,geo,time
1718000,alb,1971
1942000,alb,1972
1752000,alb,1973
1826000,alb,1974
1988000,alb,1975
2190000,alb,1976
2322000,alb,1977
2594000,alb,1978
2262000,alb,1979
3072000,alb,1980
2697000,alb,1981
2692000,alb,1982
2844000,alb,1983
2957000,alb,1984
2717000,alb,1985
2913000,alb,1986
2842000,alb,1987
2915000,alb,1988
2893000,alb,1989
2673000,alb,1990
1871000,alb,1991
1358000,alb,1992
1331000,alb,1993
1417000,alb,1994
1331000,alb,1995
1421000,alb,1996
1213000,alb,1997
1309000,alb,1998
1762000,alb,1999
1780000,alb,2000
1801000,alb,2001
2006000,alb,2002
2005000,alb,2003
2204000,alb,2004
2206000,alb,2005
2092000,alb,2006
2050000,alb,2007
2086000,alb,2008
2085000,alb,2009
2077000,alb,2010
3467000,dza,1971
4023000,dza,1972
4825000,dza,1973
5189000,dza,1974
5524000,dza,1975
6304000,dza,1976
7055000,dza,1977
8686000,dza,1978
11000000,dza,1979
11210000,dza,1980
12190000,dza,1981
15870000,dza,1982
17150000,dza,1983
17000000,dza,1984
17750000,dza,1985
20050000,dza,1986
19800000,dza,1987
20900000,dza,1988
20720000,dza,1989
22190000,dza,1990
23480000,dza,1991
24130000,dza,1992
24130000,dza,1993
23260000,dza,1994
24110000,dza,1995
23490000,dza,1996
24070000,dza,1997
24910000,dza,1998
26600000,dza,1999
27020000,dza,2000
27090000,dza,2001
28800000,dza,2002
30720000,dza,2003
31000000,dza,2004
32370000,dza,2005
34690000,dza,2006
36820000,dza,2007
37440000,dza,2008
40750000,dza,2009
40370000,dza,2010
3851000,ago,1971
4146000,ago,1972
4131000,ago,1973
4220000,ago,1974
4121000,ago,1975
4073000,ago,1976
4015000,ago,1977
4417000,ago,1978
4478000,ago,1979
4563000,ago,1980
4593000,ago,1981
4531000,ago,1982
4657000,ago,1983
4705000,ago,1984
4990000,ago,1985
5048000,ago,1986
5170000,ago,1987
5379000,ago,1988
5499000,ago,1989
5883000,ago,1990
6024000,ago,1991
6058000,ago,1992
6274000,ago,1993
6359000,ago,1994
6399000,ago,1995
6630000,ago,1996
6821000,ago,1997
6856000,ago,1998
7247000,ago,1999
7499000,ago,2000
7883000,ago,2001
8304000,ago,2002
9003000,ago,2003
9766000,ago,2004
9375000,ago,2005
10200000,ago,2006
10970000,ago,2007
11860000,ago,2008
12600000,ago,2009
13670000,ago,2010
98830,atg,1990
135000,atg,2004
137000,atg,2005
143000,atg,2006
146000,atg,2007
33650000,arg,1971
34200000,arg,1972
35600000,arg,1973
36300000,arg,1974
35950000,arg,1975
37190000,arg,1976
38200000,arg,1977
38900000,arg,1978
41110000,arg,1979
41820000,arg,1980
40840000,arg,1981
41070000,arg,1982
41800000,arg,1983
43330000,arg,1984
41340000,arg,1985
43880000,arg,1986
46270000,arg,1987
47860000,arg,1988
46510000,arg,1989
46070000,arg,1990
47490000,arg,1991
49960000,arg,1992
49930000,arg,1993
53440000,arg,1994
54040000,arg,1995
55600000,arg,1996
58530000,arg,1997
60080000,arg,1998
60420000,arg,1999
60950000,arg,2000
57840000,arg,2001
55390000,arg,2002
59050000,arg,2003
67300000,arg,2004
66970000,arg,2005
73130000,arg,2006
73670000,arg,2007
76660000,arg,2008
74530000,arg,2009
74630000,arg,2010
7697000,arm,1990
8112000,arm,1991
4117000,arm,1992
2179000,arm,1993
1366000,arm,1994
1632000,arm,1995
1769000,arm,1996
1849000,arm,1997
1884000,arm,1998
1821000,arm,1999
2003000,arm,2000
1998000,arm,2001
1868000,arm,2002
1970000,arm,2003
2083000,arm,2004
2505000,arm,2005
2546000,arm,2006
2845000,arm,2007
2997000,arm,2008
2601000,arm,2009
2445000,arm,2010
31480000,aus,1960
32660000,aus,1961
34080000,aus,1962
35960000,aus,1963
37400000,aus,1964
39440000,aus,1965
41320000,aus,1966
43570000,aus,1967
45200000,aus,1968
46510000,aus,1969
50820000,aus,1970
51610000,aus,1971
53170000,aus,1972
57060000,aus,1973
58930000,aus,1974
60380000,aus,1975
61830000,aus,1976
66290000,aus,1977
66470000,aus,1978
67980000,aus,1979
69600000,aus,1980
70080000,aus,1981
73120000,aus,1982
70100000,aus,1983
72300000,aus,1984
72820000,aus,1985
74010000,aus,1986
77500000,aus,1987
78870000,aus,1988
84040000,aus,1989
86230000,aus,1990
85160000,aus,1991
86730000,aus,1992
91170000,aus,1993
91260000,aus,1994
92560000,aus,1995
98950000,aus,1996
101300000,aus,1997
103900000,aus,1998
106200000,aus,1999
108100000,aus,2000
105800000,aus,2001
109500000,aus,2002
110900000,aus,2003
111000000,aus,2004
114200000,aus,2005
116000000,aus,2006
119800000,aus,2007
124200000,aus,2008
126000000,aus,2009
124700000,aus,2010
119800000,aus,2011
10900000,aut,1960
11010000,aut,1961
11950000,aut,1962
13090000,aut,1963
13400000,aut,1964
13460000,aut,1965
13930000,aut,1966
14170000,aut,1967
15170000,aut,1968
16230000,aut,1969
18060000,aut,1970
18820000,aut,1971
19820000,aut,1972
21480000,aut,1973
20750000,aut,1974
20120000,aut,1975
21690000,aut,1976
21170000,aut,1977
21880000,aut,1978
23700000,aut,1979
23150000,aut,1980
21930000,aut,1981
21440000,aut,1982
21500000,aut,1983
22330000,aut,1984
23090000,aut,1985
23180000,aut,1986
24050000,aut,1987
24310000,aut,1988
23920000,aut,1989
24840000,aut,1990
26440000,aut,1991
25410000,aut,1992
25700000,aut,1993
25630000,aut,1994
26770000,aut,1995
28450000,aut,1996
28240000,aut,1997
28720000,aut,1998
28650000,aut,1999
28560000,aut,2000
30180000,aut,2001
30450000,aut,2002
32220000,aut,2003
32690000,aut,2004
33760000,aut,2005
33780000,aut,2006
33390000,aut,2007
33550000,aut,2008
31760000,aut,2009
33840000,aut,2010
32620000,aut,2011
26150000,aze,1990
24340000,aze,1991
20680000,aze,1992
17450000,aze,1993
15920000,aze,1994
12750000,aze,1995
11780000,aze,1996
11250000,aze,1997
11960000,aze,1998
10990000,aze,1999
11430000,aze,2000
11360000,aze,2001
11420000,aze,2002
11980000,aze,2003
12730000,aze,2004
13850000,aze,2005
13480000,aze,2006
12120000,aze,2007
13280000,aze,2008
11680000,aze,2009
11840000,aze,2010
645300,bhs,1990
664000,bhs,2004
696000,bhs,2005
706000,bhs,2006
709000,bhs,2007
1409000,bhr,1971
1368000,bhr,1972
2035000,bhr,1973
2269000,bhr,1974
2133000,bhr,1975
2720000,bhr,1976
2483000,bhr,1977
2537000,bhr,1978
3021000,bhr,1979
2805000,bhr,1980
3103000,bhr,1981
3501000,bhr,1982
3371000,bhr,1983
3595000,bhr,1984
4159000,bhr,1985
3554000,bhr,1986
3516000,bhr,1987
4077000,bhr,1988
4166000,bhr,1989
4350000,bhr,1990
4042000,bhr,1991
4324000,bhr,1992
4656000,bhr,1993
4948000,bhr,1994
4930000,bhr,1995
4965000,bhr,1996
5414000,bhr,1997
5815000,bhr,1998
5654000,bhr,1999
5865000,bhr,2000
6069000,bhr,2001
6433000,bhr,2002
6752000,bhr,2003
6970000,bhr,2004
7500000,bhr,2005
8271000,bhr,2006
8754000,bhr,2007
9245000,bhr,2008
9469000,bhr,2009
9784000,bhr,2010
5686000,bgd,1971
5873000,bgd,1972
6353000,bgd,1973
6562000,bgd,1974
6727000,bgd,1975
7155000,bgd,1976
7325000,bgd,1977
7576000,bgd,1978
7876000,bgd,1979
8402000,bgd,1980
8574000,bgd,1981
9057000,bgd,1982
9274000,bgd,1983
9409000,bgd,1984
9950000,bgd,1985
10650000,bgd,1986
10490000,bgd,1987
11530000,bgd,1988
12100000,bgd,1989
12740000,bgd,1990
12560000,bgd,1991
13250000,bgd,1992
13990000,bgd,1993
14610000,bgd,1994
15900000,bgd,1995
15990000,bgd,1996
16710000,bgd,1997
17400000,bgd,1998
17650000,bgd,1999
18610000,bgd,2000
20220000,bgd,2001
20770000,bgd,2002
21710000,bgd,2003
22540000,bgd,2004
23840000,bgd,2005
25300000,bgd,2006
26370000,bgd,2007
27790000,bgd,2008
29420000,bgd,2009
31050000,bgd,2010
322000,brb,1990
375000,brb,2004
390000,brb,2005
398000,brb,2006
401000,brb,2007
45550000,blr,1990
44330000,blr,1991
36990000,blr,1992
31500000,blr,1993
26750000,blr,1994
24750000,blr,1995
25410000,blr,1996
25350000,blr,1997
24820000,blr,1998
24170000,blr,1999
24680000,blr,2000
24770000,blr,2001
25250000,blr,2002
26000000,blr,2003
26880000,blr,2004
26870000,blr,2005
28630000,blr,2006
28060000,blr,2007
28150000,blr,2008
26760000,blr,2009
27730000,blr,2010
23060000,bel,1960
23610000,bel,1961
25910000,bel,1962
28270000,bel,1963
28340000,bel,1964
29490000,bel,1965
29070000,bel,1966
30500000,bel,1967
34530000,bel,1968
37400000,bel,1969
39930000,bel,1970
39660000,bel,1971
43450000,bel,1972
45990000,bel,1973
45120000,bel,1974
42320000,bel,1975
45380000,bel,1976
45120000,bel,1977
47500000,bel,1978
49010000,bel,1979
46770000,bel,1980
43530000,bel,1981
41470000,bel,1982
40960000,bel,1983
42730000,bel,1984
44100000,bel,1985
45700000,bel,1986
46670000,bel,1987
47240000,bel,1988
47690000,bel,1989
48280000,bel,1990
50580000,bel,1991
51160000,bel,1992
49960000,bel,1993
52860000,bel,1994
53770000,bel,1995
56740000,bel,1996
56810000,bel,1997
57750000,bel,1998
58180000,bel,1999
58510000,bel,2000
58360000,bel,2001
56360000,bel,2002
59240000,bel,2003
58890000,bel,2004
58680000,bel,2005
58110000,bel,2006
57030000,bel,2007
58580000,bel,2008
57100000,bel,2009
60860000,bel,2010
55950000,bel,2011
106200,blz,1990
155000,blz,2004
161000,blz,2005
172000,blz,2006
178000,blz,2007
1105000,ben,1971
1157000,ben,1972
1182000,ben,1973
1208000,ben,1974
1244000,ben,1975
1206000,ben,1976
1248000,ben,1977
1297000,ben,1978
1320000,ben,1979
1353000,ben,1980
1350000,ben,1981
1397000,ben,1982
1436000,ben,1983
1471000,ben,1984
1543000,ben,1985
1557000,ben,1986
1579000,ben,1987
1620000,ben,1988
1629000,ben,1989
1661000,ben,1990
1687000,ben,1991
1728000,ben,1992
1769000,ben,1993
1807000,ben,1994
1847000,ben,1995
2151000,ben,1996
2231000,ben,1997
2201000,ben,1998
2296000,ben,1999
1983000,ben,2000
2109000,ben,2001
2272000,ben,2002
2398000,ben,2003
2492000,ben,2004
2500000,ben,2005
2950000,ben,2006
3207000,ben,2007
3280000,ben,2008
3440000,ben,2009
3653000,ben,2010
55970,btn,1990
180000,btn,2004
204000,btn,2005
211000,btn,2006
244000,btn,2007
1021000,bol,1971
1128000,bol,1972
1193000,bol,1973
1278000,bol,1974
1481000,bol,1975
1622000,bol,1976
1734000,bol,1977
1880000,bol,1978
2070000,bol,1979
2444000,bol,1980
2566000,bol,1981
2698000,bol,1982
2559000,bol,1983
2552000,bol,1984
2520000,bol,1985
2382000,bol,1986
2207000,bol,1987
2306000,bol,1988
2457000,bol,1989
2611000,bol,1990
2691000,bol,1991
2850000,bol,1992
2999000,bol,1993
3307000,bol,1994
3718000,bol,1995
4125000,bol,1996
4521000,bol,1997
4715000,bol,1998
4477000,bol,1999
3737000,bol,2000
2903000,bol,2001
3527000,bol,2002
3687000,bol,2003
3622000,bol,2004
5174000,bol,2005
6412000,bol,2006
5371000,bol,2007
5943000,bol,2008
6204000,bol,2009
7322000,bol,2010
7018000,bih,1990
6317000,bih,1991
4449000,bih,1992
3706000,bih,1993
1435000,bih,1994
1494000,bih,1995
1745000,bih,1996
2694000,bih,1997
3349000,bih,1998
3314000,bih,1999
4346000,bih,2000
4201000,bih,2001
4407000,bih,2002
4400000,bih,2003
4811000,bih,2004
5042000,bih,2005
5301000,bih,2006
5305000,bih,2007
5954000,bih,2008
6034000,bih,2009
6405000,bih,2010
776000,bwa,1981
813900,bwa,1982
821900,bwa,1983
837000,bwa,1984
885300,bwa,1985
970300,bwa,1986
965600,bwa,1987
1136000,bwa,1988
1215000,bwa,1989
1261000,bwa,1990
1283000,bwa,1991
1478000,bwa,1992
1483000,bwa,1993
1461000,bwa,1994
1495000,bwa,1995
1452000,bwa,1996
1523000,bwa,1997
1726000,bwa,1998
1782000,bwa,1999
1836000,bwa,2000
1868000,bwa,2001
1916000,bwa,2002
1907000,bwa,2003
1857000,bwa,2004
1928000,bwa,2005
1956000,bwa,2006
2033000,bwa,2007
2152000,bwa,2008
2022000,bwa,2009
2263000,bwa,2010
69770000,bra,1971
74810000,bra,1972
81970000,bra,1973
87250000,bra,1974
91130000,bra,1975
95580000,bra,1976
98850000,bra,1977
105100000,bra,1978
111800000,bra,1979
113900000,bra,1980
109200000,bra,1981
111000000,bra,1982
113800000,bra,1983
121100000,bra,1984
129400000,bra,1985
135400000,bra,1986
140700000,bra,1987
142600000,bra,1988
145400000,bra,1989
140200000,bra,1990
142900000,bra,1991
144400000,bra,1992
148000000,bra,1993
155800000,bra,1994
161100000,bra,1995
169700000,bra,1996
178300000,bra,1997
182600000,bra,1998
186700000,bra,1999
187400000,bra,2000
190700000,bra,2001
195700000,bra,2002
198900000,bra,2003
209900000,bra,2004
215200000,bra,2005
222700000,bra,2006
235400000,bra,2007
248300000,bra,2008
240300000,bra,2009
265600000,bra,2010
177300,brn,1971
176400,brn,1972
344400,brn,1973
593800,brn,1974
740400,brn,1975
976200,brn,1976
1055000,brn,1977
986400,brn,1978
1027000,brn,1979
1351000,brn,1980
1300000,brn,1981
1398000,brn,1982
1477000,brn,1983
1700000,brn,1984
1782000,brn,1985
1631000,brn,1986
1673000,brn,1987
1366000,brn,1988
1582000,brn,1989
1762000,brn,1990
1999000,brn,1991
2148000,brn,1992
2072000,brn,1993
1942000,brn,1994
2312000,brn,1995
2320000,brn,1996
2394000,brn,1997
2384000,brn,1998
2429000,brn,1999
2454000,brn,2000
2280000,brn,2001
2225000,brn,2002
2579000,brn,2003
2381000,brn,2004
2301000,brn,2005
3253000,brn,2006
3320000,brn,2007
3629000,brn,2008
3123000,brn,2009
3314000,brn,2010
19020000,bgr,1971
19410000,bgr,1972
20500000,bgr,1973
21380000,bgr,1974
23240000,bgr,1975
24350000,bgr,1976
26010000,bgr,1977
27190000,bgr,1978
28250000,bgr,1979
28390000,bgr,1980
28320000,bgr,1981
29510000,bgr,1982
30130000,bgr,1983
30350000,bgr,1984
30640000,bgr,1985
30910000,bgr,1986
30600000,bgr,1987
31330000,bgr,1988
30420000,bgr,1989
28560000,bgr,1990
22090000,bgr,1991
20580000,bgr,1992
22040000,bgr,1993
21300000,bgr,1994
23140000,bgr,1995
22990000,bgr,1996
20830000,bgr,1997
20040000,bgr,1998
18290000,bgr,1999
18680000,bgr,2000
19490000,bgr,2001
19010000,bgr,2002
19500000,bgr,2003
18870000,bgr,2004
19950000,bgr,2005
20510000,bgr,2006
20120000,bgr,2007
19790000,bgr,2008
17490000,bgr,2009
17860000,bgr,2010
2837000,khm,1995
2967000,khm,1996
3015000,khm,1997
3432000,khm,1998
3436000,khm,1999
3412000,khm,2000
3430000,khm,2001
3994000,khm,2002
4115000,khm,2003
3389000,khm,2004
3436000,khm,2005
3429000,khm,2006
3482000,khm,2007
3514000,khm,2008
4907000,khm,2009
5024000,khm,2010
2695000,cmr,1971
2755000,cmr,1972
2816000,cmr,1973
2893000,cmr,1974
3036000,cmr,1975
3081000,cmr,1976
3297000,cmr,1977
3405000,cmr,1978
3534000,cmr,1979
3655000,cmr,1980
3837000,cmr,1981
4014000,cmr,1982
4156000,cmr,1983
4291000,cmr,1984
4458000,cmr,1985
4524000,cmr,1986
4608000,cmr,1987
4755000,cmr,1988
4930000,cmr,1989
4981000,cmr,1990
5029000,cmr,1991
5084000,cmr,1992
5260000,cmr,1993
5402000,cmr,1994
5497000,cmr,1995
5634000,cmr,1996
5836000,cmr,1997
6004000,cmr,1998
6051000,cmr,1999
6310000,cmr,2000
6384000,cmr,2001
6518000,cmr,2002
6766000,cmr,2003
6959000,cmr,2004
6981000,cmr,2005
6723000,cmr,2006
6340000,cmr,2007
6395000,cmr,2008
6914000,cmr,2009
7109000,cmr,2010
76130000,can,1960
78710000,can,1961
82860000,can,1962
89020000,can,1963
94760000,can,1964
101400000,can,1965
105700000,can,1966
113400000,can,1967
121800000,can,1968
128100000,can,1969
138100000,can,1970
141400000,can,1971
152500000,can,1972
159300000,can,1973
161700000,can,1974
165900000,can,1975
171000000,can,1976
176300000,can,1977
181200000,can,1978
190300000,can,1979
192600000,can,1980
187800000,can,1981
180500000,can,1982
179500000,can,1983
188700000,can,1984
193000000,can,1985
196300000,can,1986
202900000,can,1987
211300000,can,1988
217200000,can,1989
208500000,can,1990
208200000,can,1991
213300000,can,1992
220300000,can,1993
228100000,can,1994
230800000,can,1995
236100000,can,1996
238900000,can,1997
237100000,can,1998
244300000,can,1999
251400000,can,2000
247900000,can,2001
248200000,can,2002
262000000,can,2003
267600000,can,2004
272200000,can,2005
268300000,can,2006
271700000,can,2007
264700000,can,2008
250700000,can,2009
251800000,can,2010
256100000,can,2011
29050,cpv,1990
89000,cpv,2004
99000,cpv,2005
102000,cpv,2006
103000,cpv,2007
8704000,chl,1971
8838000,chl,1972
8500000,chl,1973
8439000,chl,1974
7632000,chl,1975
8082000,chl,1976
8376000,chl,1977
8674000,chl,1978
9173000,chl,1979
9478000,chl,1980
9629000,chl,1981
8830000,chl,1982
9129000,chl,1983
9605000,chl,1984
9583000,chl,1985
10010000,chl,1986
10330000,chl,1987
11700000,chl,1988
13110000,chl,1989
14010000,chl,1990
14330000,chl,1991
15490000,chl,1992
15880000,chl,1993
17070000,chl,1994
18340000,chl,1995
20320000,chl,1996
22750000,chl,1997
23560000,chl,1998
25030000,chl,1999
25170000,chl,2000
24700000,chl,2001
25570000,chl,2002
25830000,chl,2003
27510000,chl,2004
28350000,chl,2005
29510000,chl,2006
30560000,chl,2007
30310000,chl,2008
29480000,chl,2009
30920000,chl,2010
32410000,chl,2011
390500000,chn,1971
410400000,chn,1972
425600000,chn,1973
436500000,chn,1974
481700000,chn,1975
497900000,chn,1976
542000000,chn,1977
590500000,chn,1978
600300000,chn,1979
598300000,chn,1980
593900000,chn,1981
612400000,chn,1982
636800000,chn,1983
675300000,chn,1984
692400000,chn,1985
716500000,chn,1986
753200000,chn,1987
794400000,chn,1988
810800000,chn,1989
872100000,chn,1990
856300000,chn,1991
885000000,chn,1992
936300000,chn,1993
979000000,chn,1994
1046000000,chn,1995
1084000000,chn,1996
1120000000,chn,1997
1142000000,chn,1998
1132000000,chn,1999
1183000000,chn,2000
1202000000,chn,2001
1266000000,chn,2002
1440000000,chn,2003
1623000000,chn,2004
1750000000,chn,2005
1912000000,chn,2006
2015000000,chn,2007
2086000000,chn,2008
2249000000,chn,2009
2417000000,chn,2010
13850000,col,1971
13860000,col,1972
13950000,col,1973
14770000,col,1974
15440000,col,1975
16050000,col,1976
16530000,col,1977
16460000,col,1978
16070000,col,1979
17710000,col,1980
17940000,col,1981
18450000,col,1982
19050000,col,1983
19690000,col,1984
19990000,col,1985
21760000,col,1986
22500000,col,1987
23180000,col,1988
23370000,col,1989
24220000,col,1990
24490000,col,1991
25050000,col,1992
26200000,col,1993
27120000,col,1994
27600000,col,1995
28270000,col,1996
27430000,col,1997
28730000,col,1998
25690000,col,1999
25810000,col,2000
25710000,col,2001
25200000,col,2002
25740000,col,2003
26000000,col,2004
27080000,col,2005
28570000,col,2006
27920000,col,2007
29210000,col,2008
30820000,col,2009
32240000,col,2010
17850,com,1990
34000,com,2004
37000,com,2005
42000,com,2006
41000,com,2007
6679000,cod,1971
6852000,cod,1972
7091000,cod,1973
7284000,cod,1974
7471000,cod,1975
7587000,cod,1976
7825000,cod,1977
8043000,cod,1978
8394000,cod,1979
8466000,cod,1980
8881000,cod,1981
8894000,cod,1982
9473000,cod,1983
9954000,cod,1984
9953000,cod,1985
10150000,cod,1986
10560000,cod,1987
10950000,cod,1988
11230000,cod,1989
11800000,cod,1990
12040000,cod,1991
12260000,cod,1992
12480000,cod,1993
12530000,cod,1994
13080000,cod,1995
13490000,cod,1996
13720000,cod,1997
14050000,cod,1998
14320000,cod,1999
16680000,cod,2000
17240000,cod,2001
17840000,cod,2002
18500000,cod,2003
19230000,cod,2004
19970000,cod,2005
20710000,cod,2006
21450000,cod,2007
22240000,cod,2008
22920000,cod,2009
23760000,cod,2010
508500,cog,1971
526700,cog,1972
532600,cog,1973
543000,cog,1974
553000,cog,1975
605800,cog,1976
576400,cog,1977
598700,cog,1978
598200,cog,1979
619800,cog,1980
638900,cog,1981
678500,cog,1982
754600,cog,1983
732200,cog,1984
763400,cog,1985
751200,cog,1986
764500,cog,1987
736600,cog,1988
769300,cog,1989
775700,cog,1990
796800,cog,1991
798400,cog,1992
807500,cog,1993
728500,cog,1994
775100,cog,1995
758200,cog,1996
724500,cog,1997
727300,cog,1998
700900,cog,1999
814200,cog,2000
883500,cog,2001
868400,cog,2002
999100,cog,2003
1020000,cog,2004
1083000,cog,2005
1154000,cog,2006
1209000,cog,2007
1260000,cog,2008
1416000,cog,2009
1469000,cog,2010
1134000,cri,1971
1185000,cri,1972
1258000,cri,1973
1236000,cri,1974
1308000,cri,1975
1315000,cri,1976
1452000,cri,1977
1546000,cri,1978
1584000,cri,1979
1527000,cri,1980
1446000,cri,1981
1413000,cri,1982
1389000,cri,1983
1592000,cri,1984
1668000,cri,1985
1701000,cri,1986
1798000,cri,1987
1814000,cri,1988
1947000,cri,1989
2027000,cri,1990
2115000,cri,1991
2635000,cri,1992
2345000,cri,1993
2304000,cri,1994
2348000,cri,1995
2359000,cri,1996
2384000,cri,1997
2384000,cri,1998
2629000,cri,1999
2958000,cri,2000
2980000,cri,2001
3167000,cri,2002
3397000,cri,2003
3880000,cri,2004
3866000,cri,2005
4183000,cri,2006
4510000,cri,2007
4588000,cri,2008
4563000,cri,2009
4649000,cri,2010
2455000,civ,1971
5144000,civ,1972
5171000,civ,1973
5228000,civ,1974
5317000,civ,1975
5481000,civ,1976
5474000,civ,1977
5627000,civ,1978
5593000,civ,1979
5570000,civ,1980
5475000,civ,1981
5375000,civ,1982
5203000,civ,1983
5179000,civ,1984
5263000,civ,1985
5559000,civ,1986
5546000,civ,1987
5502000,civ,1988
5541000,civ,1989
5370000,civ,1990
5385000,civ,1991
5629000,civ,1992
5686000,civ,1993
5709000,civ,1994
5607000,civ,1995
6128000,civ,1996
6175000,civ,1997
6087000,civ,1998
7101000,civ,1999
6734000,civ,2000
6483000,civ,2001
6946000,civ,2002
6578000,civ,2003
9302000,civ,2004
9634000,civ,2005
9537000,civ,2006
10230000,civ,2007
10280000,civ,2008
9452000,civ,2009
9572000,civ,2010
8994000,hrv,1990
7287000,hrv,1991
6708000,hrv,1992
6907000,hrv,1993
6861000,hrv,1994
7032000,hrv,1995
7221000,hrv,1996
7782000,hrv,1997
8038000,hrv,1998
7951000,hrv,1999
7772000,hrv,2000
7932000,hrv,2001
8239000,hrv,2002
8793000,hrv,2003
8815000,hrv,2004
8887000,hrv,2005
8933000,hrv,2006
9306000,hrv,2007
9060000,hrv,2008
8688000,hrv,2009
8535000,hrv,2010
10740000,cub,1971
10370000,cub,1972
11070000,cub,1973
11730000,cub,1974
12020000,cub,1975
12610000,cub,1976
13680000,cub,1977
14470000,cub,1978
14880000,cub,1979
14980000,cub,1980
15040000,cub,1981
15250000,cub,1982
16060000,cub,1983
15730000,cub,1984
15620000,cub,1985
15580000,cub,1986
16210000,cub,1987
17010000,cub,1988
18610000,cub,1989
17690000,cub,1990
14730000,cub,1991
12990000,cub,1992
10860000,cub,1993
11130000,cub,1994
11050000,cub,1995
12000000,cub,1996
12310000,cub,1997
11550000,cub,1998
12010000,cub,1999
12860000,cub,2000
12590000,cub,2001
11730000,cub,2002
11660000,cub,2003
11310000,cub,2004
10760000,cub,2005
10850000,cub,2006
10140000,cub,2007
10510000,cub,2008
11690000,cub,2009
10980000,cub,2010
587200,cyp,1971
746500,cyp,1972
782000,cyp,1973
594000,cyp,1974
564800,cyp,1975
656500,cyp,1976
715000,cyp,1977
756400,cyp,1978
821600,cyp,1979
864600,cyp,1980
849100,cyp,1981
863100,cyp,1982
895700,cyp,1983
926000,cyp,1984
919600,cyp,1985
1040000,cyp,1986
1183000,cyp,1987
1209000,cyp,1988
1259000,cyp,1989
1361000,cyp,1990
1389000,cyp,1991
1567000,cyp,1992
1682000,cyp,1993
1970000,cyp,1994
1746000,cyp,1995
1937000,cyp,1996
1898000,cyp,1997
1976000,cyp,1998
1986000,cyp,1999
2137000,cyp,2000
2114000,cyp,2001
2143000,cyp,2002
2332000,cyp,2003
2183000,cyp,2004
2220000,cyp,2005
2309000,cyp,2006
2437000,cyp,2007
2586000,cyp,2008
2537000,cyp,2009
2445000,cyp,2010
45380000,cze,1971
45530000,cze,1972
45160000,cze,1973
41880000,cze,1974
43670000,cze,1975
44940000,cze,1976
48010000,cze,1977
45330000,cze,1978
48400000,cze,1979
46950000,cze,1980
47050000,cze,1981
47790000,cze,1982
47960000,cze,1983
48970000,cze,1984
49240000,cze,1985
50040000,cze,1986
51500000,cze,1987
50480000,cze,1988
49080000,cze,1989
49570000,cze,1990
44810000,cze,1991
43560000,cze,1992
42240000,cze,1993
40930000,cze,1994
41490000,cze,1995
42810000,cze,1996
43080000,cze,1997
41700000,cze,1998
39030000,cze,1999
40990000,cze,2000
42080000,cze,2001
42540000,cze,2002
44410000,cze,2003
45510000,cze,2004
44940000,cze,2005
45900000,cze,2006
45850000,cze,2007
44870000,cze,2008
42070000,cze,2009
44110000,cze,2010
42900000,cze,2011
8806000,dnk,1960
9331000,dnk,1961
10670000,dnk,1962
11720000,dnk,1963
12280000,dnk,1964
13430000,dnk,1965
14720000,dnk,1966
14800000,dnk,1967
15590000,dnk,1968
18100000,dnk,1969
19570000,dnk,1970
18510000,dnk,1971
19260000,dnk,1972
18990000,dnk,1973
17610000,dnk,1974
17470000,dnk,1975
19000000,dnk,1976
19490000,dnk,1977
19880000,dnk,1978
20570000,dnk,1979
19140000,dnk,1980
17320000,dnk,1981
17520000,dnk,1982
16540000,dnk,1983
17140000,dnk,1984
19300000,dnk,1985
19580000,dnk,1986
19580000,dnk,1987
18680000,dnk,1988
17520000,dnk,1989
17360000,dnk,1990
19250000,dnk,1991
18420000,dnk,1992
18920000,dnk,1993
19570000,dnk,1994
19390000,dnk,1995
21950000,dnk,1996
20340000,dnk,1997
20010000,dnk,1998
19170000,dnk,1999
18630000,dnk,2000
19200000,dnk,2001
19000000,dnk,2002
20090000,dnk,2003
19430000,dnk,2004
18890000,dnk,2005
20250000,dnk,2006
19760000,dnk,2007
19200000,dnk,2008
18350000,dnk,2009
19250000,dnk,2010
17510000,dnk,2011
130100,dji,1990
133000,dji,2004
139000,dji,2005
143000,dji,2006
143000,dji,2007
21170,dma,1990
39000,dma,2004
41000,dma,2005
42000,dma,2006
43000,dma,2007
2341000,dom,1971
2729000,dom,1972
2867000,dom,1973
3016000,dom,1974
3081000,dom,1975
3184000,dom,1976
3258000,dom,1977
3341000,dom,1978
3471000,dom,1979
3435000,dom,1980
3553000,dom,1981
3629000,dom,1982
4022000,dom,1983
4284000,dom,1984
3643000,dom,1985
3798000,dom,1986
4294000,dom,1987
4058000,dom,1988
3963000,dom,1989
4101000,dom,1990
4126000,dom,1991
4878000,dom,1992
4972000,dom,1993
5629000,dom,1994
5894000,dom,1995
6140000,dom,1996
6792000,dom,1997
7251000,dom,1998
7434000,dom,1999
7807000,dom,2000
7920000,dom,2001
8124000,dom,2002
8080000,dom,2003
7292000,dom,2004
7673000,dom,2005
8152000,dom,2006
8348000,dom,2007
8191000,dom,2008
8091000,dom,2009
8339000,dom,2010
2297000,ecu,1971
2405000,ecu,1972
2402000,ecu,1973
2943000,ecu,1974
3266000,ecu,1975
3609000,ecu,1976
4262000,ecu,1977
