gdppercapita_us_inflation_adjusted,geo,time
11040.0,gbr,1964
11280.0,gbr,1965
11440.0,gbr,1966
11650.0,gbr,1967
12050.0,gbr,1968
12250.0,gbr,1969
13040.0,gbr,1970
13250.0,gbr,1971
13680.0,gbr,1972
14650.0,gbr,1973
14400.0,gbr,1974
14300.0,gbr,1975
14710.0,gbr,1976
15060.0,gbr,1977
15570.0,gbr,1978
15990.0,gbr,1979
15620.0,gbr,1980
15410.0,gbr,1981
15730.0,gbr,1982
16300.0,gbr,1983
16710.0,gbr,1984
17270.0,gbr,1985
17920.0,gbr,1986
18700.0,gbr,1987
19600.0,gbr,1988
19990.0,gbr,1989
20090.0,gbr,1990
19750.0,gbr,1991
19720.0,gbr,1992
20110.0,gbr,1993
20920.0,gbr,1994
21500.0,gbr,1995
22060.0,gbr,1996
22730.0,gbr,1997
23460.0,gbr,1998
24130.0,gbr,1999
25060.0,gbr,2000
25690.0,gbr,2001
26210.0,gbr,2002
27110.0,gbr,2003
27750.0,gbr,2004
28350.0,gbr,2005
28910.0,gbr,2006
29770.0,gbr,2007
29290.0,gbr,2008
27930.0,gbr,2009
28240.0,gbr,2010
28270.0,gbr,2011
13720.0,usa,1960
13810.0,usa,1961
14430.0,usa,1962
14850.0,usa,1963
15490.0,usa,1964
16280.0,usa,1965
17140.0,usa,1966
17370.0,usa,1967
18030.0,usa,1968
18410.0,usa,1969
18230.0,usa,1970
18620.0,usa,1971
19440.0,usa,1972
20390.0,usa,1973
20100.0,usa,1974
19870.0,usa,1975
20750.0,usa,1976
21490.0,usa,1977
22460.0,usa,1978
22910.0,usa,1979
22630.0,usa,1980
22980.0,usa,1981
22310.0,usa,1982
23110.0,usa,1983
24550.0,usa,1984
25340.0,usa,1985
25970.0,usa,1986
26550.0,usa,1987
27390.0,usa,1988
28100.0,usa,1989
28300.0,usa,1990
27850.0,usa,1991
28400.0,usa,1992
28830.0,usa,1993
29660.0,usa,1994
30050.0,usa,1995
30830.0,usa,1996
31830.0,usa,1997
32850.0,usa,1998
34050.0,usa,1999
35080.0,usa,2000
35120.0,usa,2001
35430.0,usa,2002
36020.0,usa,2003
36930.0,usa,2004
37720.0,usa,2005
38350.0,usa,2006
38710.0,usa,2007
38210.0,usa,2008
36540.0,usa,2009
37330.0,usa,2010
37690.0,usa,2011
4182.0,ury,1960
4231.0,ury,1961
4113.0,ury,1962
4071.0,ury,1963
4123.0,ury,1964
4121.0,ury,1965
4204.0,ury,1966
4010.0,ury,1967
4049.0,ury,1968
4256.0,ury,1969
4332.0,ury,1970
4308.0,ury,1971
4246.0,ury,1972
4257.0,ury,1973
4377.0,ury,1974
4634.0,ury,1975
4798.0,ury,1976
4841.0,ury,1977
5068.0,ury,1978
5345.0,ury,1979
5619.0,ury,1980
5669.0,ury,1981
5083.0,ury,1982
4531.0,ury,1983
4450.0,ury,1984
4487.0,ury,1985
4851.0,ury,1986
5206.0,ury,1987
5250.0,ury,1988
5274.0,ury,1989
5254.0,ury,1990
5402.0,ury,1991
5788.0,ury,1992
5899.0,ury,1993
6282.0,ury,1994
6147.0,ury,1995
6465.0,ury,1996
6973.0,ury,1997
7249.0,ury,1998
7076.0,ury,1999
6914.0,ury,2000
6633.0,ury,2001
6120.0,ury,2002
6179.0,ury,2003
6492.0,ury,2004
6967.0,ury,2005
7234.0,ury,2006
7685.0,ury,2007
8212.0,ury,2008
8383.0,ury,2009
9097.0,ury,2010
9581.0,ury,2011
643.4,uzb,1987
685.4,uzb,1988
690.0,uzb,1989
684.7,uzb,1990
667.0,uzb,1991
578.6,uzb,1992
552.5,uzb,1993
513.6,uzb,1994
499.9,uzb,1995
498.8,uzb,1996
514.9,uzb,1997
528.5,uzb,1998
545.3,uzb,1999
558.2,uzb,2000
574.4,uzb,2001
590.1,uzb,2002
607.7,uzb,2003
647.0,uzb,2004
684.3,uzb,2005
725.3,uzb,2006
783.0,uzb,2007
839.9,uzb,2008
892.7,uzb,2009
941.7,uzb,2010
992.8,uzb,2011
1242.0,vut,1979
1071.0,vut,1980
1089.0,vut,1981
1177.0,vut,1982
1309.0,vut,1983
1403.0,vut,1984
1385.0,vut,1985
1351.0,vut,1986
1283.0,vut,1987
1231.0,vut,1988
1220.0,vut,1989
1327.0,vut,1990
1331.0,vut,1991
1326.0,vut,1992
1298.0,vut,1993
1378.0,vut,1994
1358.0,vut,1995
1362.0,vut,1996
1403.0,vut,1997
1438.0,vut,1998
1417.0,vut,1999
1470.0,vut,2000
1385.0,vut,2001
1290.0,vut,2002
1302.0,vut,2003
1323.0,vut,2004
1356.0,vut,2005
1418.0,vut,2006
1472.0,vut,2007
1524.0,vut,2008
1538.0,vut,2009
1522.0,vut,2010
1523.0,vut,2011
5437.0,ven,1960
5403.0,ven,1961
5650.0,ven,1962
5660.0,ven,1963
6070.0,ven,1964
6108.0,ven,1965
5997.0,ven,1966
5969.0,ven,1967
6204.0,ven,1968
6048.0,ven,1969
6303.0,ven,1970
6184.0,ven,1971
6054.0,ven,1972
6266.0,ven,1973
6177.0,ven,1974
6138.0,ven,1975
6383.0,ven,1976
6548.0,ven,1977
6473.0,ven,1978
6308.0,ven,1979
5841.0,ven,1980
5620.0,ven,1981
5340.0,ven,1982
4992.0,ven,1983
4923.0,ven,1984
4801.0,ven,1985
4981.0,ven,1986
5031.0,ven,1987
5195.0,ven,1988
4637.0,ven,1989
4823.0,ven,1990
5176.0,ven,1991
5367.0,ven,1992
5264.0,ven,1993
5030.0,ven,1994
5120.0,ven,1995
5005.0,ven,1996
5218.0,ven,1997
5132.0,ven,1998
4734.0,ven,1999
4819.0,ven,2000
4891.0,ven,2001
4377.0,ven,2002
3966.0,ven,2003
4610.0,ven,2004
5000.0,ven,2005
5401.0,ven,2006
5778.0,ven,2007
5984.0,ven,2008
5701.0,ven,2009
5528.0,ven,2010
5672.0,ven,2011
1229.0,pse,1994
1246.0,pse,1995
1226.0,pse,1996
1320.0,pse,1997
1429.0,pse,1998
1501.0,pse,1999
1369.0,pse,2000
1127.0,pse,2001
978.6,pse,2002
1003.0,pse,2003
1029.0,pse,2004
1056.0,pse,2005
198.5,vnm,1984
202.0,vnm,1985
202.8,vnm,1986
205.0,vnm,1987
210.4,vnm,1988
220.6,vnm,1989
227.5,vnm,1990
236.7,vnm,1991
252.6,vnm,1992
268.3,vnm,1993
287.1,vnm,1994
309.4,vnm,1995
332.9,vnm,1996
354.5,vnm,1997
369.2,vnm,1998
381.1,vnm,1999
401.5,vnm,2000
423.8,vnm,2001
448.6,vnm,2002
476.0,vnm,2003
506.9,vnm,2004
543.4,vnm,2005
581.6,vnm,2006
624.0,vnm,2007
656.3,vnm,2008
684.0,vnm,2009
722.8,vnm,2010
757.4,vnm,2011
464.8,yem,1990
470.8,yem,1991
484.3,yem,1992
479.1,yem,1993
488.0,yem,1994
494.6,yem,1995
499.0,yem,1996
508.4,yem,1997
523.1,yem,1998
527.4,yem,1999
543.7,yem,2000
547.6,yem,2001
552.1,yem,2002
555.4,yem,2003
560.0,yem,2004
573.5,yem,2005
573.9,yem,2006
575.2,yem,2007
578.3,yem,2008
582.6,yem,2009
608.6,yem,2010
528.4,yem,2011
547.4,zmb,1960
538.9,zmb,1961
510.1,zmb,1962
511.2,zmb,1963
556.5,zmb,1964
629.6,zmb,1965
576.5,zmb,1966
603.3,zmb,1967
592.1,zmb,1968
571.0,zmb,1969
579.3,zmb,1970
559.8,zmb,1971
591.0,zmb,1972
565.7,zmb,1973
582.0,zmb,1974
549.9,zmb,1975
565.0,zmb,1976
521.8,zmb,1977
507.8,zmb,1978
476.6,zmb,1979
475.3,zmb,1980
488.3,zmb,1981
459.3,zmb,1982
436.0,zmb,1983
420.8,zmb,1984
414.4,zmb,1985
404.7,zmb,1986
403.1,zmb,1987
415.8,zmb,1988
400.0,zmb,1989
387.3,zmb,1990
377.2,zmb,1991
361.5,zmb,1992
376.7,zmb,1993
335.7,zmb,1994
317.9,zmb,1995
331.0,zmb,1996
332.6,zmb,1997
317.6,zmb,1998
316.0,zmb,1999
318.9,zmb,2000
326.6,zmb,2001
329.7,zmb,2002
338.9,zmb,2003
349.1,zmb,2004
359.1,zmb,2005
372.1,zmb,2006
385.1,zmb,2007
396.3,zmb,2008
410.3,zmb,2009
434.7,zmb,2010
443.9,zmb,2011
389.0,zwe,1960
400.3,zwe,1961
392.9,zwe,1962
403.9,zwe,1963
386.5,zwe,1964
392.4,zwe,1965
385.6,zwe,1966
404.6,zwe,1967
399.4,zwe,1968
434.6,zwe,1969
515.2,zwe,1970
542.5,zwe,1971
567.9,zwe,1972
563.0,zwe,1973
580.2,zwe,1974
550.3,zwe,1975
535.2,zwe,1976
482.8,zwe,1977
454.8,zwe,1978
454.1,zwe,1979
501.3,zwe,1980
543.0,zwe,1981
535.9,zwe,1982
523.1,zwe,1983
493.4,zwe,1984
507.8,zwe,1985
499.7,zwe,1986
487.7,zwe,1987
507.0,zwe,1988
516.7,zwe,1989
537.0,zwe,1990
552.0,zwe,1991
490.5,zwe,1992
485.1,zwe,1993
519.5,zwe,1994
510.8,zwe,1995
553.9,zwe,1996
559.5,zwe,1997
567.5,zwe,1998
556.3,zwe,1999
534.8,zwe,2000
539.7,zwe,2001
490.4,zwe,2002
406.9,zwe,2003
383.7,zwe,2004
362.6,zwe,2005
351.2,zwe,2006
339.7,zwe,2007
280.3,zwe,2008
296.5,zwe,2009
322.6,zwe,2010
347.7,zwe,2011
