yearly_co2_emissions_1000_tonnes,geo,time
13820.0,dnk,1930
14330.0,dnk,1931
13440.0,dnk,1932
13380.0,dnk,1933
14660.0,dnk,1934
15260.0,dnk,1935
15790.0,dnk,1936
16310.0,dnk,1937
14640.0,dnk,1938
16320.0,dnk,1939
14840.0,dnk,1940
17410.0,dnk,1941
16490.0,dnk,1942
20640.0,dnk,1943
20300.0,dnk,1944
14050.0,dnk,1945
17660.0,dnk,1946
21470.0,dnk,1947
17090.0,dnk,1948
16900.0,dnk,1949
22010.0,dnk,1950
21940.0,dnk,1951
22920.0,dnk,1952
23170.0,dnk,1953
25600.0,dnk,1954
27090.0,dnk,1955
26400.0,dnk,1956
24920.0,dnk,1957
26810.0,dnk,1958
26060.0,dnk,1959
29780.0,dnk,1960
31730.0,dnk,1961
36920.0,dnk,1962
40700.0,dnk,1963
43190.0,dnk,1964
44330.0,dnk,1965
50120.0,dnk,1966
49070.0,dnk,1967
53320.0,dnk,1968
59400.0,dnk,1969
62100.0,dnk,1970
57060.0,dnk,1971
59590.0,dnk,1972
59190.0,dnk,1973
55020.0,dnk,1974
55630.0,dnk,1975
59970.0,dnk,1976
61480.0,dnk,1977
60780.0,dnk,1978
62650.0,dnk,1979
60210.0,dnk,1980
51560.0,dnk,1981
53460.0,dnk,1982
49960.0,dnk,1983
50590.0,dnk,1984
59760.0,dnk,1985
58560.0,dnk,1986
58100.0,dnk,1987
54850.0,dnk,1988
48780.0,dnk,1989
49740.0,dnk,1990
61210.0,dnk,1991
54310.0,dnk,1992
57150.0,dnk,1993
61050.0,dnk,1994
55140.0,dnk,1995
68600.0,dnk,1996
57050.0,dnk,1997
56060.0,dnk,1998
50930.0,dnk,1999
47260.0,dnk,2000
49030.0,dnk,2001
49260.0,dnk,2002
55730.0,dnk,2003
50590.0,dnk,2004
47090.0,dnk,2005
55000.0,dnk,2006
50250.0,dnk,2007
46960.0,dnk,2008
44500.0,dnk,2009
46300.0,dnk,2010
41410.0,dnk,2011
36690.0,dnk,2012
11.0,dji,1950
25.67,dji,1951
25.67,dji,1952
29.33,dji,1953
33.0,dji,1954
36.67,dji,1955
29.33,dji,1956
44.0,dji,1957
47.67,dji,1958
36.67,dji,1959
40.33,dji,1960
44.0,dji,1961
47.67,dji,1962
66.0,dji,1963
84.33,dji,1964
121.0,dji,1965
139.3,dji,1966
88.0,dji,1967
121.0,dji,1968
84.33,dji,1969
139.3,dji,1970
161.3,dji,1971
190.7,dji,1972
179.7,dji,1973
194.3,dji,1974
198.0,dji,1975
198.0,dji,1976
198.0,dji,1977
201.7,dji,1978
363.0,dji,1979
348.3,dji,1980
300.7,dji,1981
348.3,dji,1982
348.3,dji,1983
355.7,dji,1984
374.0,dji,1985
385.0,dji,1986
396.0,dji,1987
366.7,dji,1988
407.0,dji,1989
399.7,dji,1990
399.7,dji,1991
414.3,dji,1992
429.0,dji,1993
429.0,dji,1994
429.0,dji,1995
436.3,dji,1996
440.0,dji,1997
410.7,dji,1998
443.7,dji,1999
403.3,dji,2000
385.0,dji,2001
399.7,dji,2002
407.0,dji,2003
458.3,dji,2004
473.0,dji,2005
487.7,dji,2006
487.7,dji,2007
524.3,dji,2008
531.7,dji,2009
539.0,dji,2010
3.667,dma,1951
7.333,dma,1952
3.667,dma,1953
3.667,dma,1954
3.667,dma,1955
3.667,dma,1956
3.667,dma,1957
7.333,dma,1958
11.0,dma,1959
11.0,dma,1960
11.0,dma,1961
11.0,dma,1962
14.67,dma,1963
14.67,dma,1964
14.67,dma,1965
14.67,dma,1966
22.0,dma,1967
22.0,dma,1968
18.33,dma,1969
25.67,dma,1970
25.67,dma,1971
25.67,dma,1972
25.67,dma,1973
29.33,dma,1974
29.33,dma,1975
29.33,dma,1976
25.67,dma,1977
25.67,dma,1978
33.0,dma,1979
36.67,dma,1980
36.67,dma,1981
40.33,dma,1982
40.33,dma,1983
44.0,dma,1984
47.67,dma,1985
47.67,dma,1986
47.67,dma,1987
55.0,dma,1988
58.67,dma,1989
58.67,dma,1990
58.67,dma,1991
58.67,dma,1992
62.33,dma,1993
69.67,dma,1994
80.67,dma,1995
73.33,dma,1996
80.67,dma,1997
77.0,dma,1998
80.67,dma,1999
102.7,dma,2000
113.7,dma,2001
102.7,dma,2002
113.7,dma,2003
110.0,dma,2004
113.7,dma,2005
110.0,dma,2006
150.3,dma,2007
128.3,dma,2008
128.3,dma,2009
135.7,dma,2010
7.333,dom,1947
22.0,dom,1948
25.67,dom,1949
348.3,dom,1950
359.3,dom,1951
594.0,dom,1952
619.7,dom,1953
627.0,dom,1954
916.7,dom,1955
986.3,dom,1956
1034.0,dom,1957
1067.0,dom,1958
1115.0,dom,1959
1041.0,dom,1960
1030.0,dom,1961
1243.0,dom,1962
1250.0,dom,1963
1749.0,dom,1964
1547.0,dom,1965
1672.0,dom,1966
1569.0,dom,1967
2350.0,dom,1968
2655.0,dom,1969
3109.0,dom,1970
3524.0,dom,1971
4675.0,dom,1972
5966.0,dom,1973
6417.0,dom,1974
6340.0,dom,1975
6332.0,dom,1976
5614.0,dom,1977
5449.0,dom,1978
6809.0,dom,1979
6457.0,dom,1980
6167.0,dom,1981
6340.0,dom,1982
7913.0,dom,1983
7443.0,dom,1984
7293.0,dom,1985
8180.0,dom,1986
9753.0,dom,1987
9834.0,dom,1988
10370.0,dom,1989
9570.0,dom,1990
10130.0,dom,1991
11210.0,dom,1992
11940.0,dom,1993
12680.0,dom,1994
16100.0,dom,1995
17540.0,dom,1996
18240.0,dom,1997
18680.0,dom,1998
18870.0,dom,1999
20120.0,dom,2000
20230.0,dom,2001
21500.0,dom,2002
21890.0,dom,2003
18780.0,dom,2004
19650.0,dom,2005
20690.0,dom,2006
21430.0,dom,2007
21020.0,dom,2008
20320.0,dom,2009
20960.0,dom,2010
25.67,ecu,1917
25.67,ecu,1918
25.67,ecu,1919
25.67,ecu,1920
25.67,ecu,1921
25.67,ecu,1922
36.67,ecu,1923
44.0,ecu,1924
69.67,ecu,1925
91.67,ecu,1926
234.7,ecu,1927
473.0,ecu,1928
601.3,ecu,1929
678.3,ecu,1930
766.3,ecu,1931
711.3,ecu,1932
726.0,ecu,1933
733.3,ecu,1934
784.7,ecu,1935
876.3,ecu,1936
975.3,ecu,1937
1030.0,ecu,1938
1071.0,ecu,1939
1089.0,ecu,1940
729.7,ecu,1941
1052.0,ecu,1942
1056.0,ecu,1943
1327.0,ecu,1944
1228.0,ecu,1945
1104.0,ecu,1946
1159.0,ecu,1947
1287.0,ecu,1948
1302.0,ecu,1949
740.7,ecu,1950
704.0,ecu,1951
894.7,ecu,1952
821.3,ecu,1953
964.3,ecu,1954
1199.0,ecu,1955
1298.0,ecu,1956
1133.0,ecu,1957
1324.0,ecu,1958
1294.0,ecu,1959
1764.0,ecu,1960
1646.0,ecu,1961
1566.0,ecu,1962
1797.0,ecu,1963
2145.0,ecu,1964
2277.0,ecu,1965
2420.0,ecu,1966
2592.0,ecu,1967
3117.0,ecu,1968
3593.0,ecu,1969
4283.0,ecu,1970
4224.0,ecu,1971
4594.0,ecu,1972
5262.0,ecu,1973
6090.0,ecu,1974
7363.0,ecu,1975
8111.0,ecu,1976
7484.0,ecu,1977
10420.0,ecu,1978
12170.0,ecu,1979
13440.0,ecu,1980
16690.0,ecu,1981
19290.0,ecu,1982
19550.0,ecu,1983
21260.0,ecu,1984
19430.0,ecu,1985
15280.0,ecu,1986
15110.0,ecu,1987
17270.0,ecu,1988
20270.0,ecu,1989
16830.0,ecu,1990
16490.0,ecu,1991
22300.0,ecu,1992
24190.0,ecu,1993
13640.0,ecu,1994
22810.0,ecu,1995
23890.0,ecu,1996
18270.0,ecu,1997
22230.0,ecu,1998
21270.0,ecu,1999
20940.0,ecu,2000
23440.0,ecu,2001
24690.0,ecu,2002
26520.0,ecu,2003
28660.0,ecu,2004
29910.0,ecu,2005
29690.0,ecu,2006
30760.0,ecu,2007
29670.0,ecu,2008
30470.0,ecu,2009
32630.0,ecu,2010
33450.0,ecu,2011
34880.0,ecu,2012
11.0,egy,1911
84.33,egy,1912
40.33,egy,1913
308.0,egy,1914
91.67,egy,1915
179.7,egy,1916
421.7,egy,1917
865.3,egy,1918
689.3,egy,1919
454.7,egy,1920
561.0,egy,1921
531.7,egy,1922
469.3,egy,1923
498.7,egy,1924
553.7,egy,1925
531.7,egy,1926
568.3,egy,1927
869.0,egy,1928
924.0,egy,1929
1023.0,egy,1930
1008.0,egy,1931
953.3,egy,1932
872.7,egy,1933
825.0,egy,1934
748.0,egy,1935
729.7,egy,1936
689.3,egy,1937
880.0,egy,1938
2229.0,egy,1939
3032.0,egy,1940
3956.0,egy,1941
3839.0,egy,1942
4107.0,egy,1943
4363.0,egy,1944
4360.0,egy,1945
4228.0,egy,1946
4418.0,egy,1947
6156.0,egy,1948
7469.0,egy,1949
10240.0,egy,1950
10570.0,egy,1951
10900.0,egy,1952
10790.0,egy,1953
11680.0,egy,1954
10660.0,egy,1955
9955.0,egy,1956
11930.0,egy,1957
13700.0,egy,1958
12720.0,egy,1959
16050.0,egy,1960
17090.0,egy,1961
18590.0,egy,1962
21550.0,egy,1963
25520.0,egy,1964
27640.0,egy,1965
26560.0,egy,1966
19680.0,egy,1967
22900.0,egy,1968
19690.0,egy,1969
21680.0,egy,1970
23040.0,egy,1971
25510.0,egy,1972
23790.0,egy,1973
26120.0,egy,1974
31100.0,egy,1975
34490.0,egy,1976
37860.0,egy,1977
39310.0,egy,1978
42940.0,egy,1979
45240.0,egy,1980
50970.0,egy,1981
56520.0,egy,1982
57090.0,egy,1983
63830.0,egy,1984
63930.0,egy,1985
74560.0,egy,1986
74800.0,egy,1987
74520.0,egy,1988
72170.0,egy,1989
75940.0,egy,1990
78710.0,egy,1991
81260.0,egy,1992
93150.0,egy,1993
85300.0,egy,1994
95710.0,egy,1995
102000.0,egy,1996
108200.0,egy,1997
122200.0,egy,1998
125400.0,egy,1999
141300.0,egy,2000
125400.0,egy,2001
127200.0,egy,2002
148000.0,egy,2003
150900.0,egy,2004
167200.0,egy,2005
178600.0,egy,2006
192400.0,egy,2007
196800.0,egy,2008
197900.0,egy,2009
204800.0,egy,2010
205300.0,egy,2011
215000.0,egy,2012
267.7,slv,1950
322.7,slv,1951
388.7,slv,1952
418.0,slv,1953
469.3,slv,1954
462.0,slv,1955
528.0,slv,1956
597.7,slv,1957
597.7,slv,1958
605.0,slv,1959
619.7,slv,1960
583.0,slv,1961
649.0,slv,1962
1126.0,slv,1963
1232.0,slv,1964
1041.0,slv,1965
1305.0,slv,1966
1159.0,slv,1967
1261.0,slv,1968
1192.0,slv,1969
1430.0,slv,1970
1511.0,slv,1971
1679.0,slv,1972
1969.0,slv,1973
1973.0,slv,1974
2108.0,slv,1975
2211.0,slv,1976
2288.0,slv,1977
2391.0,slv,1978
2391.0,slv,1979
2134.0,slv,1980
1833.0,slv,1981
1767.0,slv,1982
1903.0,slv,1983
1606.0,slv,1984
1987.0,slv,1985
1991.0,slv,1986
2449.0,slv,1987
2471.0,slv,1988
2589.0,slv,1989
2618.0,slv,1990
3230.0,slv,1991
3428.0,slv,1992
3890.0,slv,1993
4429.0,slv,1994
5280.0,slv,1995
4895.0,slv,1996
5760.0,slv,1997
5812.0,slv,1998
5698.0,slv,1999
5742.0,slv,2000
5947.0,slv,2001
6039.0,slv,2002
6552.0,slv,2003
6365.0,slv,2004
6453.0,slv,2005
6846.0,slv,2006
6897.0,slv,2007
6545.0,slv,2008
6475.0,slv,2009
6248.0,slv,2010
11.0,gnq,1950
11.0,gnq,1951
11.0,gnq,1952
11.0,gnq,1953
29.33,gnq,1954
36.67,gnq,1955
36.67,gnq,1956
33.0,gnq,1957
47.67,gnq,1958
47.67,gnq,1959
22.0,gnq,1960
22.0,gnq,1961
22.0,gnq,1962
25.67,gnq,1963
25.67,gnq,1964
29.33,gnq,1965
25.67,gnq,1966
25.67,gnq,1967
29.33,gnq,1968
44.0,gnq,1969
36.67,gnq,1970
66.0,gnq,1971
88.0,gnq,1972
29.33,gnq,1973
51.33,gnq,1974
62.33,gnq,1975
62.33,gnq,1976
62.33,gnq,1977
69.67,gnq,1978
62.33,gnq,1979
58.67,gnq,1980
69.67,gnq,1981
73.33,gnq,1982
62.33,gnq,1983
80.67,gnq,1984
66.0,gnq,1985
80.67,gnq,1986
99.0,gnq,1987
106.3,gnq,1988
117.3,gnq,1989
121.0,gnq,1990
201.7,gnq,1991
216.3,gnq,1992
102.7,gnq,1993
36.67,gnq,1994
132.0,gnq,1995
117.3,gnq,1996
293.3,gnq,1997
168.7,gnq,1998
473.0,gnq,1999
454.7,gnq,2000
3095.0,gnq,2001
4979.0,gnq,2002
6017.0,gnq,2003
5218.0,gnq,2004
4712.0,gnq,2005
4752.0,gnq,2006
4796.0,gnq,2007
4503.0,gnq,2008
4620.0,gnq,2009
4679.0,gnq,2010
14.67,eri,1939
7.333,eri,1940
3.667,eri,1941
11.0,eri,1942
14.67,eri,1943
18.33,eri,1944
183.3,eri,1994
297.0,eri,1995
348.3,eri,1996
528.0,eri,1997
590.3,eri,1998
619.7,eri,1999
608.7,eri,2000
630.7,eri,2001
605.0,eri,2002
726.0,eri,2003
770.0,eri,2004
766.3,eri,2005
561.0,eri,2006
579.3,eri,2007
414.3,eri,2008
513.3,eri,2009
513.3,eri,2010
33.0,est,1928
29.33,est,1929
22.0,est,1930
22.0,est,1931
14.67,est,1932
14.67,est,1933
14.67,est,1934
18.33,est,1935
25.67,est,1936
33.0,est,1937
40.33,est,1938
36.67,est,1939
23010.0,est,1992
17750.0,est,1993
17680.0,est,1994
16130.0,est,1995
17940.0,est,1996
17540.0,est,1997
16510.0,est,1998
15290.0,est,1999
15180.0,est,2000
15590.0,est,2001
14930.0,est,2002
17050.0,est,2003
17220.0,est,2004
16780.0,est,2005
16190.0,est,2006
18840.0,est,2007
17490.0,est,2008
14740.0,est,2009
18340.0,est,2010
11.0,eth,1941
11.0,eth,1942
11.0,eth,1943
3.667,eth,1948
3.667,eth,1949
88.0,eth,1950
62.33,eth,1951
99.0,eth,1952
183.3,eth,1953
271.3,eth,1954
227.3,eth,1955
242.0,eth,1956
322.7,eth,1957
319.0,eth,1958
337.3,eth,1959
352.0,eth,1960
341.0,eth,1961
396.0,eth,1962
421.7,eth,1963
407.0,eth,1964
645.3,eth,1965
825.0,eth,1966
1074.0,eth,1967
1727.0,eth,1968
1668.0,eth,1969
1654.0,eth,1970
1852.0,eth,1971
1408.0,eth,1972
1753.0,eth,1973
1738.0,eth,1974
1210.0,eth,1975
1177.0,eth,1976
1049.0,eth,1977
1371.0,eth,1978
1848.0,eth,1979
1822.0,eth,1980
1866.0,eth,1981
1481.0,eth,1982
1844.0,eth,1983
1665.0,eth,1984
1815.0,eth,1985
2215.0,eth,1986
2581.0,eth,1987
2673.0,eth,1988
2827.0,eth,1989
3018.0,eth,1990
2985.0,eth,1991
2966.0,eth,1992
3029.0,eth,1993
2977.0,eth,1994
2152.0,eth,1995
3729.0,eth,1996
4275.0,eth,1997
5027.0,eth,1998
5075.0,eth,1999
5830.0,eth,2000
4308.0,eth,2001
4481.0,eth,2002
4946.0,eth,2003
5243.0,eth,2004
5053.0,eth,2005
5419.0,eth,2006
5914.0,eth,2007
6369.0,eth,2008
6659.0,eth,2009
6494.0,eth,2010
40.33,fro,1950
40.33,fro,1951
55.0,fro,1952
84.33,fro,1953
77.0,fro,1954
99.0,fro,1955
113.7,fro,1956
95.33,fro,1957
117.3,fro,1958
99.0,fro,1959
58.67,fro,1960
113.7,fro,1961
117.3,fro,1962
124.7,fro,1963
121.0,fro,1964
135.7,fro,1965
139.3,fro,1966
168.7,fro,1967
183.3,fro,1968
212.7,fro,1969
256.7,fro,1970
260.3,fro,1971
234.7,fro,1972
253.0,fro,1973
300.7,fro,1974
348.3,fro,1975
330.0,fro,1976
407.0,fro,1977
399.7,fro,1978
480.3,fro,1979
421.7,fro,1980
440.0,fro,1981
458.3,fro,1982
487.7,fro,1983
498.7,fro,1984
517.0,fro,1985
491.3,fro,1986
498.7,fro,1987
528.0,fro,1988
579.3,fro,1989
623.3,fro,1990
594.0,fro,1991
656.3,fro,1992
707.7,fro,1993
623.3,fro,1994
722.3,fro,1995
638.0,fro,1996
630.7,fro,1997
660.0,fro,1998
667.3,fro,1999
711.3,fro,2000
792.0,fro,2001
762.7,fro,2002
777.3,fro,2003
795.7,fro,2004
766.3,fro,2005
766.3,fro,2006
773.7,fro,2007
718.7,fro,2008
667.3,fro,2009
711.3,fro,2010
275.0,flk,1950
355.7,flk,1951
253.0,flk,1952
102.7,flk,1953
293.3,flk,1954
300.7,flk,1955
311.7,flk,1956
311.7,flk,1957
366.7,flk,1958
102.7,flk,1959
194.3,flk,1960
154.0,flk,1961
47.67,flk,1962
47.67,flk,1963
11.0,flk,1964
11.0,flk,1965
11.0,flk,1966
18.33,flk,1967
11.0,flk,1970
11.0,flk,1971
11.0,flk,1972
14.67,flk,1973
14.67,flk,1974
14.67,flk,1975
14.67,flk,1976
14.67,flk,1977
14.67,flk,1978
14.67,flk,1979
14.67,flk,1980
25.67,flk,1981
22.0,flk,1982
22.0,flk,1983
25.67,flk,1984
29.33,flk,1985
33.0,flk,1986
36.67,flk,1987
40.33,flk,1988
40.33,flk,1989
36.67,flk,1990
36.67,flk,1991
36.67,flk,1992
36.67,flk,1993
36.67,flk,1994
40.33,flk,1995
44.0,flk,1996
47.67,flk,1997
36.67,flk,1998
36.67,flk,1999
36.67,flk,2000
44.0,flk,2001
44.0,flk,2002
47.67,flk,2003
51.33,flk,2004
51.33,flk,2005
58.67,flk,2006
58.67,flk,2007
58.67,flk,2008
58.67,flk,2009
58.67,flk,2010
121.0,fji,1950
132.0,fji,1951
157.7,fji,1952
168.7,fji,1953
157.7,fji,1954
172.3,fji,1955
194.3,fji,1956
165.0,fji,1957
176.0,fji,1958
198.0,fji,1959
194.3,fji,1960
168.7,fji,1961
231.0,fji,1962
242.0,fji,1963
425.3,fji,1964
344.7,fji,1965
322.7,fji,1966
355.7,fji,1967
396.0,fji,1968
432.7,fji,1969
520.7,fji,1970
550.0,fji,1971
579.3,fji,1972
630.7,fji,1973
671.0,fji,1974
623.3,fji,1975
484.0,fji,1976
766.3,fji,1977
711.3,fji,1978
839.7,fji,1979
795.7,fji,1980
1082.0,fji,1981
839.7,fji,1982
715.0,fji,1983
583.0,fji,1984
579.3,fji,1985
605.0,fji,1986
476.7,fji,1987
553.7,fji,1988
630.7,fji,1989
817.7,fji,1990
674.7,fji,1991
722.3,fji,1992
762.7,fji,1993
817.7,fji,1994
869.0,fji,1995
894.7,fji,1996
737.0,fji,1997
704.0,fji,1998
803.0,fji,1999
865.3,fji,2000
1115.0,fji,2001
836.0,fji,2002
861.7,fji,2003
1133.0,fji,2004
1364.0,fji,2005
1360.0,fji,2006
1203.0,fji,2007
1078.0,fji,2008
847.0,fji,2009
1291.0,fji,2010
36.67,fin,1860
73.33,fin,1861
73.33,fin,1862
77.0,fin,1863
47.67,fin,1864
62.33,fin,1865
69.67,fin,1866
62.33,fin,1867
88.0,fin,1868
69.67,fin,1869
91.67,fin,1870
113.7,fin,1871
91.67,fin,1872
88.0,fin,1873
124.7,fin,1874
84.33,fin,1875
95.33,fin,1876
113.7,fin,1877
128.3,fin,1878
77.0,fin,1879
99.0,fin,1880
99.0,fin,1881
121.0,fin,1882
117.3,fin,1883
143.0,fin,1884
220.0,fin,1885
128.3,fin,1886
128.3,fin,1887
121.0,fin,1888
161.3,fin,1889
209.0,fin,1890
220.0,fin,1891
194.3,fin,1892
194.3,fin,1893
220.0,fin,1894
234.7,fin,1895
297.0,fin,1896
517.0,fin,1897
487.7,fin,1898
737.0,fin,1899
601.3,fin,1900
421.7,fin,1901
399.7,fin,1902
513.3,fin,1903
528.0,fin,1904
586.7,fin,1905
616.0,fin,1906
887.3,fin,1907
1408.0,fin,1908
1283.0,fin,1909
1063.0,fin,1910
1316.0,fin,1911
1485.0,fin,1912
1665.0,fin,1913
689.3,fin,1914
106.3,fin,1915
179.7,fin,1916
121.0,fin,1917
73.33,fin,1918
238.3,fin,1919
275.0,fin,1920
282.3,fin,1921
711.3,fin,1922
1478.0,fin,1923
1745.0,fin,1924
1712.0,fin,1925
1599.0,fin,1926
2853.0,fin,1927
3131.0,fin,1928
3355.0,fin,1929
2651.0,fin,1930
3014.0,fin,1931
3025.0,fin,1932
3227.0,fin,1933
3956.0,fin,1934
3520.0,fin,1935
4968.0,fin,1936
6787.0,fin,1937
5702.0,fin,1938
4877.0,fin,1939
2317.0,fin,1940
3249.0,fin,1941
2812.0,fin,1942
3949.0,fin,1943
2728.0,fin,1944
641.7,fin,1945
3285.0,fin,1946
5456.0,fin,1947
8466.0,fin,1948
4939.0,fin,1949
6552.0,fin,1950
7986.0,fin,1951
8664.0,fin,1952
7575.0,fin,1953
9163.0,fin,1954
10940.0,fin,1955
12180.0,fin,1956
12250.0,fin,1957
10620.0,fin,1958
13570.0,fin,1959
15100.0,fin,1960
14940.0,fin,1961
16810.0,fin,1962
19360.0,fin,1963
22850.0,fin,1964
25330.0,fin,1965
29520.0,fin,1966
28610.0,fin,1967
33310.0,fin,1968
37930.0,fin,1969
40390.0,fin,1970
40580.0,fin,1971
44160.0,fin,1972
49380.0,fin,1973
46680.0,fin,1974
46100.0,fin,1975
51270.0,fin,1976
50220.0,fin,1977
51910.0,fin,1978
54330.0,fin,1979
58240.0,fin,1980
51510.0,fin,1981
43080.0,fin,1982
41570.0,fin,1983
42250.0,fin,1984
49660.0,fin,1985
53320.0,fin,1986
57650.0,fin,1987
52180.0,fin,1988
52580.0,fin,1989
51740.0,fin,1990
53740.0,fin,1991
47850.0,fin,1992
50560.0,fin,1993
57490.0,fin,1994
52820.0,fin,1995
61280.0,fin,1996
59990.0,fin,1997
56980.0,fin,1998
55420.0,fin,1999
52140.0,fin,2000
56420.0,fin,2001
61070.0,fin,2002
68880.0,fin,2003
67090.0,fin,2004
54640.0,fin,2005
66190.0,fin,2006
63980.0,fin,2007
56590.0,fin,2008
53160.0,fin,2009
61840.0,fin,2010
53270.0,fin,2011
47870.0,fin,2012
2240.0,fra,1802
2178.0,fra,1804
2123.0,fra,1810
2053.0,fra,1811
2218.0,fra,1812
2050.0,fra,1813
2094.0,fra,1814
2343.0,fra,1815
2501.0,fra,1816
2662.0,fra,1817
2383.0,fra,1818
2559.0,fra,1819
2904.0,fra,1820
3014.0,fra,1821
3172.0,fra,1822
3172.0,fra,1823
3520.0,fra,1824
3960.0,fra,1825
4092.0,fra,1826
5914.0,fra,1827
6248.0,fra,1828
6079.0,fra,1829
6556.0,fra,1830
6057.0,fra,1831
6684.0,fra,1832
7253.0,fra,1833
8928.0,fra,1834
9266.0,fra,1835
10640.0,fra,1836
11360.0,fra,1837
11880.0,fra,1838
11580.0,fra,1839
11810.0,fra,1840
13830.0,fra,1841
14540.0,fra,1842
14560.0,fra,1843
15270.0,fra,1844
17850.0,fra,1845
18540.0,fra,1846
20860.0,fra,1847
16700.0,fra,1848
17400.0,fra,1849
19630.0,fra,1850
20050.0,fra,1851
21590.0,fra,1852
25360.0,fra,1853
29230.0,fra,1854
33100.0,fra,1855
34660.0,fra,1856
35310.0,fra,1857
34620.0,fra,1858
35020.0,fra,1859
38160.0,fra,1860
41270.0,fra,1861
43560.0,fra,1862
44220.0,fra,1863
46860.0,fra,1864
49340.0,fra,1865
53600.0,fra,1866
54320.0,fra,1867
55570.0,fra,1868
56980.0,fra,1869
50570.0,fra,1870
50300.0,fra,1871
60970.0,fra,1872
65900.0,fra,1873
62690.0,fra,1874
65310.0,fra,1875
65410.0,fra,1876
63970.0,fra,1877
65270.0,fra,1878
67550.0,fra,1879
76200.0,fra,1880
78040.0,fra,1881
82370.0,fra,1882
86380.0,fra,1883
82970.0,fra,1884
79770.0,fra,1885
79130.0,fra,1886
83350.0,fra,1887
86720.0,fra,1888
88860.0,fra,1889
97890.0,fra,1890
98050.0,fra,1891
98190.0,fra,1892
96400.0,fra,1893
102000.0,fra,1894
102800.0,fra,1895
106400.0,fra,1896
111300.0,fra,1897
115100.0,fra,1898
120400.0,fra,1899
129400.0,fra,1900
125100.0,fra,1901
117700.0,fra,1902
129400.0,fra,1903
126100.0,fra,1904
127500.0,fra,1905
136700.0,fra,1906
145700.0,fra,1907
146800.0,fra,1908
150200.0,fra,1909
150700.0,fra,1910
157000.0,fra,1911
158700.0,fra,1912
171200.0,fra,1913
118400.0,fra,1914
103300.0,fra,1915
109800.0,fra,1916
121700.0,fra,1917
108500.0,fra,1918
116200.0,fra,1919
151900.0,fra,1920
138000.0,fra,1921
163300.0,fra,1922
184300.0,fra,1923
206800.0,fra,1924
214000.0,fra,1925
213900.0,fra,1926
213200.0,fra,1927
211800.0,fra,1928
234500.0,fra,1929
237800.0,fra,1930
217700.0,fra,1931
191900.0,fra,1932
199600.0,fra,1933
201500.0,fra,1934
195500.0,fra,1935
198200.0,fra,1936
217900.0,fra,1937
201900.0,fra,1938
194800.0,fra,1939
137800.0,fra,1940
120000.0,fra,1941
122600.0,fra,1942
125300.0,fra,1943
80050.0,fra,1944
107200.0,fra,1945
165400.0,fra,1946
183800.0,fra,1947
196700.0,fra,1948
229200.0,fra,1949
202500.0,fra,1950
228900.0,fra,1951
227200.0,fra,1952
214700.0,fra,1953
226600.0,fra,1954
239200.0,fra,1955
268700.0,fra,1956
277800.0,fra,1957
266400.0,fra,1958
262100.0,fra,1959
271200.0,fra,1960
281200.0,fra,1961
298700.0,fra,1962
334000.0,fra,1963
345300.0,fra,1964
351800.0,fra,1965
347200.0,fra,1966
372000.0,fra,1967
384600.0,fra,1968
413200.0,fra,1969
439000.0,fra,1970
462400.0,fra,1971
480700.0,fra,1972
516600.0,fra,1973
499000.0,fra,1974
446900.0,fra,1975
505600.0,fra,1976
480800.0,fra,1977
505800.0,fra,1978
529100.0,fra,1979
505300.0,fra,1980
454700.0,fra,1981
436900.0,fra,1982
422600.0,fra,1983
405300.0,fra,1984
400800.0,fra,1985
385600.0,fra,1986
377500.0,fra,1987
372200.0,fra,1988
390600.0,fra,1989
399000.0,fra,1990
427600.0,fra,1991
397000.0,fra,1992
389100.0,fra,1993
369400.0,fra,1994
393300.0,fra,1995
408100.0,fra,1996
379500.0,fra,1997
409100.0,fra,1998
371300.0,fra,1999
365500.0,fra,2000
385800.0,fra,2001
380800.0,fra,2002
387600.0,fra,2003
390100.0,fra,2004
392000.0,fra,2005
382500.0,fra,2006
375800.0,fra,2007
372500.0,fra,2008
356900.0,fra,2009
361200.0,fra,2010
339300.0,fra,2011
343600.0,fra,2012
7.333,guf,1950
11.0,guf,1951
11.0,guf,1952
11.0,guf,1953
14.67,guf,1954
14.67,guf,1955
14.67,guf,1956
14.67,guf,1957
18.33,guf,1958
22.0,guf,1959
22.0,guf,1960
22.0,guf,1961
22.0,guf,1962
25.67,guf,1963
29.33,guf,1964
36.67,guf,1965
44.0,guf,1966
69.67,guf,1967
84.33,guf,1968
84.33,guf,1969
102.7,guf,1970
102.7,guf,1971
102.7,guf,1972
117.3,guf,1973
102.7,guf,1974
117.3,guf,1975
275.0,guf,1976
341.0,guf,1977
330.0,guf,1978
546.3,guf,1979
374.0,guf,1980
326.3,guf,1981
363.0,guf,1982
385.0,guf,1983
355.7,guf,1984
366.7,guf,1985
366.7,guf,1986
418.0,guf,1987
517.0,guf,1988
671.0,guf,1989
814.0,guf,1990
839.7,guf,1991
880.0,guf,1992
876.3,guf,1993
894.7,guf,1994
909.3,guf,1995
905.7,guf,1996
898.3,guf,1997
839.7,guf,1998
671.0,guf,1999
572.0,guf,2000
630.7,guf,2001
561.0,guf,2002
733.3,guf,2003
696.7,guf,2004
660.0,guf,2005
575.7,guf,2006
678.3,guf,2007
