geo,population_total,time
gnq,365500,1989
gnq,377400,1990
gnq,390400,1991
gnq,404100,1992
gnq,418400,1993
gnq,433200,1994
gnq,448300,1995
gnq,463800,1996
gnq,479800,1997
gnq,496300,1998
gnq,513300,1999
gnq,530900,2000
gnq,549000,2001
gnq,567700,2002
gnq,586800,2003
gnq,606200,2004
gnq,625900,2005
gnq,645700,2006
gnq,665800,2007
gnq,686200,2008
gnq,707200,2009
gnq,728700,2010
gnq,750900,2011
gnq,773700,2012
gnq,797100,2013
gnq,820900,2014
gnq,845100,2015
eri,205000,1800
eri,205000,1810
eri,212400,1820
eri,234700,1830
eri,267800,1840
eri,305700,1850
eri,348800,1860
eri,397900,1870
eri,453500,1880
eri,516900,1890
eri,589700,1900
eri,672400,1910
eri,767200,1920
eri,875500,1930
eri,999100,1940
eri,1142000,1950
eri,1163000,1951
eri,1185000,1952
eri,1208000,1953
eri,1233000,1954
eri,1259000,1955
eri,1286000,1956
eri,1315000,1957
eri,1344000,1958
eri,1375000,1959
eri,1408000,1960
eri,1441000,1961
eri,1476000,1962
eri,1513000,1963
eri,1550000,1964
eri,1589000,1965
eri,1629000,1966
eri,1671000,1967
eri,1714000,1968
eri,1759000,1969
eri,1805000,1970
eri,1854000,1971
eri,1905000,1972
eri,1958000,1973
eri,2013000,1974
eri,2070000,1975
eri,2129000,1976
eri,2189000,1977
eri,2251000,1978
eri,2316000,1979
eri,2384000,1980
eri,2454000,1981
eri,2525000,1982
eri,2599000,1983
eri,2676000,1984
eri,2756000,1985
eri,2843000,1986
eri,2934000,1987
eri,3020000,1988
eri,3091000,1989
eri,3139000,1990
eri,3161000,1991
eri,3161000,1992
eri,3151000,1993
eri,3148000,1994
eri,3164000,1995
eri,3203000,1996
eri,3261000,1997
eri,3337000,1998
eri,3430000,1999
eri,3535000,2000
eri,3655000,2001
eri,3789000,2002
eri,3928000,2003
eri,4065000,2004
eri,4191000,2005
eri,4304000,2006
eri,4406000,2007
eri,4501000,2008
eri,4594000,2009
eri,4690000,2010
eri,4790000,2011
eri,4892000,2012
eri,4999000,2013
eri,5110000,2014
eri,5228000,2015
eri_a_eth,21590000,1950
eri_a_eth,21940000,1951
eri_a_eth,22300000,1952
eri_a_eth,22690000,1953
eri_a_eth,23080000,1954
eri_a_eth,23490000,1955
eri_a_eth,23920000,1956
eri_a_eth,24360000,1957
eri_a_eth,24820000,1958
eri_a_eth,25300000,1959
eri_a_eth,25790000,1960
eri_a_eth,26290000,1961
eri_a_eth,26820000,1962
eri_a_eth,27360000,1963
eri_a_eth,27920000,1964
eri_a_eth,28490000,1965
eri_a_eth,29080000,1966
eri_a_eth,29690000,1967
eri_a_eth,30320000,1968
eri_a_eth,30970000,1969
eri_a_eth,31640000,1970
eri_a_eth,32320000,1971
eri_a_eth,33040000,1972
eri_a_eth,33800000,1973
eri_a_eth,34590000,1974
eri_a_eth,35420000,1975
eri_a_eth,36270000,1976
eri_a_eth,37060000,1977
eri_a_eth,37700000,1978
eri_a_eth,38190000,1979
eri_a_eth,38830000,1980
eri_a_eth,39670000,1981
eri_a_eth,40770000,1982
eri_a_eth,41830000,1983
eri_a_eth,42740000,1984
eri_a_eth,43610000,1985
eri_a_eth,44630000,1986
eri_a_eth,46000000,1987
eri_a_eth,47630000,1988
eri_a_eth,49390000,1989
eri_a_eth,51390000,1990
eri_a_eth,53510000,1991
eri_a_eth,55510000,1992
eri_a_eth,57240000,1993
eri_a_eth,58820000,1994
eri_a_eth,60490000,1995
eri_a_eth,62210000,1996
eri_a_eth,63920000,1997
eri_a_eth,65640000,1998
eri_a_eth,67350000,1999
eri_a_eth,69030000,2000
eri_a_eth,70690000,2001
eri_a_eth,72380000,2002
eri_a_eth,74120000,2003
eri_a_eth,75890000,2004
eri_a_eth,77720000,2005
eri_a_eth,79560000,2006
eri_a_eth,81420000,2007
eri_a_eth,83280000,2008
est,334100,1800
est,334100,1810
est,342400,1820
est,366800,1830
est,402000,1840
est,440700,1850
est,482900,1860
est,529200,1870
est,579700,1880
est,634900,1890
est,695800,1900
est,762300,1910
est,835400,1920
est,915700,1930
est,1004000,1940
est,1101000,1950
est,1113000,1951
est,1125000,1952
est,1137000,1953
est,1148000,1954
est,1159000,1955
est,1170000,1956
est,1181000,1957
est,1192000,1958
est,1204000,1959
est,1217000,1960
est,1231000,1961
est,1245000,1962
est,1260000,1963
est,1275000,1964
est,1290000,1965
est,1305000,1966
est,1319000,1967
est,1333000,1968
est,1347000,1969
est,1360000,1970
est,1373000,1971
est,1386000,1972
est,1398000,1973
est,1410000,1974
est,1422000,1975
est,1433000,1976
est,1444000,1977
est,1454000,1978
est,1464000,1979
est,1474000,1980
est,1484000,1981
est,1493000,1982
est,1501000,1983
est,1511000,1984
est,1522000,1985
est,1536000,1986
est,1551000,1987
est,1564000,1988
est,1570000,1989
est,1565000,1990
est,1548000,1991
est,1521000,1992
est,1488000,1993
est,1457000,1994
est,1433000,1995
est,1418000,1996
est,1410000,1997
est,1406000,1998
est,1404000,1999
est,1399000,2000
est,1392000,2001
est,1383000,2002
est,1373000,2003
est,1364000,2004
est,1356000,2005
est,1349000,2006
est,1344000,2007
est,1340000,2008
est,1336000,2009
est,1332000,2010
est,1328000,2011
est,1324000,2012
est,1320000,2013
est,1316000,2014
est,1313000,2015
eth,2949000,1800
eth,2949000,1810
eth,3063000,1820
eth,3408000,1830
eth,3924000,1840
eth,4518000,1850
eth,5188000,1860
eth,5957000,1870
eth,6831000,1880
eth,7832000,1890
eth,8993000,1900
eth,10320000,1910
eth,11860000,1920
eth,13650000,1930
eth,15720000,1940
eth,18130000,1950
eth,18470000,1951
eth,18820000,1952
eth,19180000,1953
eth,19560000,1954
eth,19950000,1955
eth,20350000,1956
eth,20760000,1957
eth,21200000,1958
eth,21660000,1959
eth,22150000,1960
eth,22670000,1961
eth,23220000,1962
eth,23800000,1963
eth,24400000,1964
eth,25010000,1965
eth,25640000,1966
eth,26280000,1967
eth,26950000,1968
eth,27650000,1969
eth,28410000,1970
eth,29250000,1971
eth,30140000,1972
eth,31030000,1973
eth,31860000,1974
eth,32570000,1975
eth,33140000,1976
eth,33610000,1977
eth,34050000,1978
eth,34570000,1979
eth,35240000,1980
eth,36090000,1981
eth,37110000,1982
eth,38260000,1983
eth,39490000,1984
eth,40780000,1985
eth,42100000,1986
eth,43470000,1987
eth,44910000,1988
eth,46430000,1989
eth,48060000,1990
eth,49780000,1991
eth,51600000,1992
eth,53480000,1993
eth,55370000,1994
eth,57240000,1995
eth,59080000,1996
eth,60890000,1997
eth,62710000,1998
eth,64550000,1999
eth,66440000,2000
eth,68390000,2001
eth,70390000,2002
eth,72430000,2003
eth,74510000,2004
eth,76610000,2005
eth,78740000,2006
eth,80890000,2007
eth,83080000,2008
eth,85300000,2009
eth,87560000,2010
eth,89860000,2011
eth,92190000,2012
eth,94560000,2013
eth,96960000,2014
eth,99390000,2015
fro,13540,1800
fro,13540,1810
fro,13770,1820
fro,14460,1830
fro,15430,1840
fro,16460,1850
fro,17580,1860
fro,18770,1870
fro,20040,1880
fro,21390,1890
fro,22840,1900
fro,24390,1910
fro,26040,1920
fro,27780,1930
fro,29650,1940
fro,31500,1950
fro,31290,1951
fro,31220,1952
fro,31290,1953
fro,31500,1954
fro,31820,1955
fro,32230,1956
fro,32720,1957
fro,33240,1958
fro,33760,1959
fro,34270,1960
fro,34730,1961
fro,35150,1962
fro,35550,1963
fro,35950,1964
fro,36360,1965
fro,36800,1966
fro,37260,1967
fro,37720,1968
fro,38160,1969
fro,38590,1970
fro,38980,1971
fro,39360,1972
fro,39730,1973
fro,40120,1974
fro,40530,1975
fro,40970,1976
fro,41450,1977
fro,41950,1978
fro,42470,1979
fro,43010,1980
fro,43560,1981
fro,44100,1982
fro,44660,1983
fro,45240,1984
fro,45840,1985
fro,46500,1986
fro,47190,1987
fro,47790,1988
fro,48100,1989
fro,48030,1990
fro,47490,1991
fro,46570,1992
fro,45500,1993
fro,44600,1994
fro,44100,1995
fro,44080,1996
fro,44470,1997
fro,45130,1998
fro,45850,1999
fro,46490,2000
fro,47010,2001
fro,47450,2002
fro,47810,2003
fro,48100,2004
fro,48340,2005
fro,48500,2006
fro,48600,2007
fro,48630,2008
fro,48610,2009
fro,48570,2010
fro,48490,2011
fro,48390,2012
fro,48290,2013
fro,48220,2014
fro,48200,2015
flk,100,1800
flk,100,1810
flk,100,1820
flk,100,1830
flk,100,1840
flk,109,1850
flk,139,1860
flk,191,1870
flk,259,1880
flk,352,1890
flk,482,1900
flk,657,1910
flk,899,1920
flk,1227,1930
flk,1676,1940
flk,2261,1950
flk,2247,1951
flk,2235,1952
flk,2224,1953
flk,2213,1954
flk,2202,1955
flk,2191,1956
flk,2180,1957
flk,2168,1958
flk,2156,1959
flk,2144,1960
flk,2131,1961
flk,2117,1962
flk,2104,1963
flk,2089,1964
flk,2074,1965
flk,2058,1966
flk,2041,1967
flk,2024,1968
flk,2008,1969
flk,1991,1970
flk,1975,1971
flk,1960,1972
flk,1946,1973
flk,1932,1974
flk,1917,1975
flk,1903,1976
flk,1889,1977
flk,1877,1978
flk,1866,1979
flk,1856,1980
flk,1850,1981
flk,1846,1982
flk,1845,1983
flk,1849,1984
flk,1856,1985
flk,1867,1986
flk,1881,1987
flk,1905,1988
flk,1941,1989
flk,1993,1990
flk,2062,1991
flk,2144,1992
flk,2239,1993
flk,2338,1994
flk,2439,1995
flk,2541,1996
flk,2641,1997
flk,2737,1998
flk,2818,1999
flk,2881,2000
flk,2924,2001
flk,2947,2002
flk,2954,2003
flk,2951,2004
flk,2942,2005
flk,2927,2006
flk,2907,2007
flk,2885,2008
flk,2867,2009
flk,2856,2010
flk,2855,2011
flk,2863,2012
flk,2877,2013
flk,2891,2014
flk,2903,2015
fji,130500,1800
fji,132700,1810
fji,134900,1820
fji,137100,1830
fji,138400,1840
fji,137100,1850
fji,133700,1860
fji,130500,1870
fji,126800,1880
fji,122100,1890
fji,121900,1900
fji,137800,1910
fji,155300,1920
fji,180500,1930
fji,220900,1940
fji,289000,1950
fji,296200,1951
fji,304800,1952
fji,314400,1953
fji,324500,1954
fji,335000,1955
fji,345700,1956
fji,356800,1957
fji,368300,1958
fji,380500,1959
fji,393400,1960
fji,407200,1961
fji,421600,1962
fji,436200,1963
fji,450500,1964
fji,463900,1965
fji,476300,1966
fji,487900,1967
fji,498900,1968
fji,509700,1969
fji,520500,1970
fji,531600,1971
fji,542800,1972
fji,554100,1973
fji,565400,1974
fji,576600,1975
fji,587500,1976
fji,598300,1977
fji,609300,1978
fji,621500,1979
fji,635300,1980
fji,651000,1981
fji,668200,1982
fji,685400,1983
fji,700400,1984
fji,711700,1985
fji,718500,1986
fji,721700,1987
fji,722900,1988
fji,724600,1989
fji,728600,1990
fji,735500,1991
fji,744500,1992
fji,755000,1993
fji,765700,1994
fji,775500,1995
fji,784500,1996
fji,792900,1997
fji,800300,1998
fji,806500,1999
fji,811200,2000
fji,814200,2001
fji,815700,2002
fji,816600,2003
fji,818400,2004
fji,821800,2005
fji,827400,2006
fji,834700,2007
fji,843200,2008
fji,851900,2009
fji,860000,2010
fji,867300,2011
fji,874200,2012
fji,880500,2013
fji,886400,2014
fji,892100,2015
fin,977700,1800
fin,1071000,1810
fin,1191000,1820
fin,1328000,1830
fin,1467000,1840
fin,1608000,1850
fin,1734000,1860
fin,1847000,1870
fin,2048000,1880
fin,2358000,1890
fin,2633000,1900
fin,2930000,1910
fin,3141000,1920
fin,3451000,1930
fin,3696000,1940
fin,4008000,1950
fin,4050000,1951
fin,4095000,1952
fin,4142000,1953
fin,4190000,1954
fin,4235000,1955
fin,4279000,1956
fin,4320000,1957
fin,4359000,1958
fin,4395000,1959
fin,4430000,1960
fin,4463000,1961
fin,4495000,1962
fin,4523000,1963
fin,4546000,1964
fin,4565000,1965
fin,4577000,1966
fin,4584000,1967
fin,4589000,1968
fin,4596000,1969
fin,4607000,1970
fin,4623000,1971
fin,4645000,1972
fin,4669000,1973
fin,4692000,1974
fin,4711000,1975
fin,4727000,1976
fin,4739000,1977
fin,4750000,1978
fin,4763000,1979
fin,4779000,1980
fin,4801000,1981
fin,4826000,1982
fin,4853000,1983
fin,4879000,1984
fin,4902000,1985
fin,4921000,1986
fin,4937000,1987
fin,4952000,1988
fin,4968000,1989
fin,4987000,1990
fin,5009000,1991
fin,5035000,1992
fin,5061000,1993
fin,5086000,1994
fin,5108000,1995
fin,5126000,1996
fin,5141000,1997
fin,5153000,1998
fin,5165000,1999
fin,5176000,2000
fin,5188000,2001
fin,5201000,2002
fin,5214000,2003
fin,5229000,2004
fin,5246000,2005
fin,5267000,2006
fin,5289000,2007
fin,5314000,2008
fin,5340000,2009
fin,5368000,2010
fin,5396000,2011
fin,5425000,2012
fin,5453000,2013
fin,5480000,2014
fin,5503000,2015
fra,29360000,1800
fra,30290000,1810
fra,31550000,1820
fra,33170000,1830
fra,34850000,1840
fra,36280000,1850
fra,37460000,1860
fra,38170000,1870
fra,39010000,1880
fra,40020000,1890
fra,40630000,1900
fra,41290000,1910
fra,39070000,1920
fra,41660000,1930
fra,40930000,1940
fra,41880000,1950
fra,42070000,1951
fra,42370000,1952
fra,42720000,1953
fra,43120000,1954
fra,43530000,1955
fra,43950000,1956
fra,44380000,1957
fra,44830000,1958
fra,45320000,1959
fra,45870000,1960
fra,46470000,1961
fra,47120000,1962
fra,47780000,1963
fra,48400000,1964
fra,48950000,1965
fra,49410000,1966
fra,49790000,1967
fra,50130000,1968
fra,50470000,1969
fra,50840000,1970
fra,51270000,1971
fra,51740000,1972
fra,52210000,1973
fra,52650000,1974
fra,53010000,1975
fra,53290000,1976
fra,53510000,1977
fra,53690000,1978
fra,53860000,1979
fra,54050000,1980
fra,54280000,1981
fra,54530000,1982
fra,54800000,1983
fra,55080000,1984
fra,55380000,1985
fra,55690000,1986
fra,56010000,1987
fra,56330000,1988
fra,56640000,1989
fra,56940000,1990
fra,57230000,1991
fra,57500000,1992
fra,57750000,1993
fra,57990000,1994
fra,58220000,1995
fra,58440000,1996
fra,58650000,1997
fra,58870000,1998
fra,59110000,1999
fra,59390000,2000
fra,59710000,2001
fra,60080000,2002
fra,60460000,2003
fra,60860000,2004
fra,61240000,2005
fra,61610000,2006
fra,61970000,2007
fra,62310000,2008
fra,62640000,2009
fra,62960000,2010
fra,63270000,2011
fra,63560000,2012
fra,63840000,2013
fra,64120000,2014
fra,64400000,2015
guf,9899,1800
guf,9899,1810
guf,10090,1820
guf,10660,1830
guf,11460,1840
guf,12320,1850
guf,13240,1860
guf,14220,1870
guf,15270,1880
guf,16400,1890
guf,17620,1900
guf,18920,1910
guf,20340,1920
guf,21870,1930
guf,23520,1940
guf,25480,1950
guf,26250,1951
guf,26900,1952
guf,27460,1953
guf,27980,1954
guf,28500,1955
guf,29030,1956
guf,29620,1957
guf,30300,1958
guf,31100,1959
guf,32030,1960
guf,33130,1961
guf,34380,1962
guf,35770,1963
guf,37280,1964
guf,38900,1965
guf,40620,1966
guf,42440,1967
guf,44310,1968
guf,46160,1969
guf,47930,1970
guf,49620,1971
guf,51270,1972
guf,52880,1973
guf,54520,1974
guf,56220,1975
guf,58000,1976
guf,59880,1977
guf,61940,1978
guf,64280,1979
guf,66980,1980
guf,70020,1981
guf,73420,1982
guf,77230,1983
guf,81560,1984
guf,86440,1985
guf,91940,1986
guf,97980,1987
guf,104200,1988
guf,110300,1989
guf,115800,1990
guf,120700,1991
guf,125100,1992
guf,129200,1993
guf,133200,1994
guf,137400,1995
guf,141800,1996
guf,146300,1997
guf,151200,1998
guf,156800,1999
guf,163200,2000
guf,170500,2001
guf,178800,2002
guf,187400,2003
guf,195800,2004
guf,203500,2005
guf,210300,2006
guf,216400,2007
guf,222000,2008
guf,227700,2009
guf,233800,2010
guf,240300,2011
guf,247200,2012
guf,254300,2013
guf,261500,2014
guf,268600,2015
pyf,62530,1800
pyf,63320,1810
pyf,64120,1820
pyf,64930,1830
pyf,64870,1840
pyf,61060,1850
pyf,53750,1860
pyf,46420,1870
pyf,40040,1880
pyf,34530,1890
pyf,30690,1900
pyf,31910,1910
pyf,34200,1920
pyf,38810,1930
pyf,47670,1940
pyf,60270,1950
pyf,62080,1951
pyf,63870,1952
pyf,65590,1953
pyf,67250,1954
pyf,68850,1955
pyf,70430,1956
pyf,72060,1957
pyf,73820,1958
pyf,75800,1959
pyf,78080,1960
pyf,80710,1961
pyf,83650,1962
pyf,86840,1963
pyf,90130,1964
pyf,93440,1965
pyf,96730,1966
pyf,100000,1967
pyf,103400,1968
pyf,106900,1969
pyf,110500,1970
pyf,114300,1971
pyf,118300,1972
pyf,122400,1973
pyf,126500,1974
pyf,130600,1975
pyf,134700,1976
pyf,138900,1977
pyf,143000,1978
pyf,147300,1979
pyf,151700,1980
pyf,156200,1981
pyf,160900,1982
pyf,165600,1983
pyf,170400,1984
pyf,175200,1985
pyf,180100,1986
pyf,185000,1987
pyf,189700,1988
pyf,194200,1989
pyf,198400,1990
pyf,202000,1991
pyf,205300,1992
pyf,208300,1993
pyf,211600,1994
pyf,215200,1995
pyf,219300,1996
pyf,223700,1997
pyf,228400,1998
pyf,233000,1999
pyf,237300,2000
pyf,241300,2001
pyf,245000,2002
pyf,248500,2003
pyf,251800,2004
pyf,254900,2005
pyf,257700,2006
pyf,260400,2007
pyf,262900,2008
pyf,265400,2009
pyf,268100,2010
pyf,270900,2011
pyf,273800,2012
pyf,276800,2013
pyf,279800,2014
pyf,282800,2015
gab,158200,1800
gab,158200,1810
gab,161800,1820
gab,172200,1830
gab,187300,1840
gab,203600,1850
gab,221700,1860
gab,241500,1870
gab,262800,1880
gab,286100,1890
gab,311600,1900
gab,339200,1910
gab,369200,1920
gab,401400,1930
gab,436400,1940
gab,473300,1950
gab,475900,1951
gab,477700,1952
gab,479200,1953
gab,480800,1954
gab,482600,1955
gab,484800,1956
gab,487500,1957
gab,490900,1958
gab,494800,1959
gab,499200,1960
gab,504200,1961
gab,509800,1962
gab,516300,1963
gab,523800,1964
gab,532500,1965
gab,542600,1966
gab,553800,1967
gab,565900,1968
gab,578100,1969
gab,590100,1970
gab,601700,1971
gab,613100,1972
gab,624600,1973
gab,636700,1974
gab,649700,1975
gab,663800,1976
gab,678800,1977
gab,694700,1978
gab,711500,1979
gab,729200,1980
gab,747600,1981
gab,766900,1982
gab,787000,1983
gab,808100,1984
gab,830100,1985
gab,853000,1986
gab,876900,1987
gab,901500,1988
gab,926600,1989
gab,952300,1990
gab,978300,1991
gab,1005000,1992
gab,1031000,1993
gab,1059000,1994
gab,1086000,1995
gab,1115000,1996
gab,1144000,1997
gab,1173000,1998
gab,1202000,1999
gab,1232000,2000
gab,1260000,2001
gab,1289000,2002
gab,1318000,2003
gab,1348000,2004
gab,1378000,2005
gab,1409000,2006
gab,1441000,2007
gab,1474000,2008
gab,1507000,2009
gab,1542000,2010
gab,1577000,2011
gab,1613000,2012
gab,1650000,2013
gab,1688000,2014
gab,1725000,2015
gmb,103300,1800
gmb,103300,1810
gmb,105300,1820
gmb,111400,1830
gmb,119900,1840
gmb,129200,1850
gmb,139200,1860
gmb,149900,1870
gmb,161400,1880
gmb,173800,1890
gmb,187300,1900
gmb,201700,1910
gmb,217300,1920
gmb,234000,1930
gmb,252100,1940
gmb,271400,1950
gmb,272700,1951
gmb,276800,1952
gmb,283500,1953
gmb,292700,1954
gmb,304000,1955
gmb,316900,1956
gmb,330600,1957
gmb,344300,1958
gmb,357000,1959
gmb,367900,1960
gmb,376700,1961
gmb,383500,1962
gmb,389100,1963
gmb,394600,1964
gmb,400900,1965
gmb,408200,1966
gmb,416300,1967
gmb,425500,1968
gmb,435800,1969
gmb,447300,1970
gmb,460200,1971
gmb,474500,1972
gmb,489900,1973
gmb,505500,1974
gmb,521100,1975
gmb,536400,1976
gmb,551800,1977
gmb,567800,1978
gmb,585200,1979
gmb,604400,1980
gmb,625400,1981
gmb,648200,1982
gmb,673200,1983
gmb,701100,1984
gmb,732100,1985
gmb,766600,1986
gmb,804100,1987
gmb,843100,1988
gmb,881100,1989
gmb,916800,1990
gmb,949500,1991
gmb,979700,1992
gmb,1008000,1993
gmb,1037000,1994
gmb,1066000,1995
gmb,1096000,1996
gmb,1127000,1997
gmb,1159000,1998
gmb,1193000,1999
gmb,1229000,2000
gmb,1267000,2001
gmb,1308000,2002
gmb,1350000,2003
gmb,1395000,2004
gmb,1441000,2005
gmb,1488000,2006
gmb,1536000,2007
gmb,1587000,2008
gmb,1639000,2009
gmb,1693000,2010
gmb,1749000,2011
gmb,1807000,2012
gmb,1867000,2013
gmb,1928000,2014
gmb,1991000,2015
geo,1072000,1800
geo,1072000,1810
geo,1099000,1820
geo,1177000,1830
geo,1290000,1840
geo,1413000,1850
geo,1548000,1860
geo,1696000,1870
geo,1857000,1880
geo,2034000,1890
geo,2228000,1900
geo,2440000,1910
geo,2673000,1920
geo,2930000,1930
geo,3211000,1940
geo,3527000,1950
geo,3585000,1951
geo,3646000,1952
geo,3710000,1953
geo,3775000,1954
geo,3839000,1955
geo,3904000,1956
geo,3967000,1957
geo,4031000,1958
geo,4095000,1959
geo,4160000,1960
geo,4226000,1961
geo,4292000,1962
geo,4357000,1963
geo,4420000,1964
geo,4477000,1965
geo,4530000,1966
geo,4578000,1967
geo,4622000,1968
geo,4665000,1969
geo,4707000,1970
geo,4750000,1971
geo,4791000,1972
geo,4833000,1973
geo,4872000,1974
geo,4908000,1975
geo,4942000,1976
geo,4974000,1977
geo,5005000,1978
geo,5037000,1979
geo,5073000,1980
geo,5112000,1981
geo,5152000,1982
geo,5194000,1983
geo,5239000,1984
geo,5287000,1985
geo,5340000,1986
geo,5395000,1987
geo,5442000,1988
geo,5467000,1989
geo,5460000,1990
geo,5418000,1991
geo,5346000,1992
geo,5253000,1993
geo,5156000,1994
geo,5067000,1995
geo,4990000,1996
geo,4921000,1997
geo,4860000,1998
geo,4802000,1999
geo,4744000,2000
geo,4686000,2001
geo,4630000,2002
geo,4576000,2003
geo,4524000,2004
geo,4475000,2005
geo,4429000,2006
geo,4386000,2007
geo,4343000,2008
geo,4299000,2009
geo,4250000,2010
geo,4196000,2011
geo,4139000,2012
geo,4083000,2013
geo,4035000,2014
geo,4000000,2015
deu,22890000,1800
deu,23880000,1810
deu,25510000,1820
deu,28020000,1830
deu,31020000,1840
deu,33660000,1850
deu,36380000,1860
deu,39700000,1870
deu,43580000,1880
deu,48210000,1890
deu,55290000,1900
deu,64060000,1910
deu,62280000,1920
deu,66440000,1930
deu,71240000,1940
deu,69790000,1950
deu,70110000,1951
deu,70420000,1952
deu,70720000,1953
deu,71020000,1954
deu,71310000,1955
deu,71620000,1956
deu,71960000,1957
deu,72320000,1958
deu,72720000,1959
deu,73180000,1960
deu,73690000,1961
deu,74240000,1962
deu,74820000,1963
deu,75410000,1964
deu,75990000,1965
deu,76560000,1966
deu,77110000,1967
deu,77610000,1968
deu,78040000,1969
deu,78370000,1970
deu,78580000,1971
deu,78700000,1972
deu,78730000,1973
deu,78710000,1974
deu,78670000,1975
deu,78600000,1976
deu,78520000,1977
deu,78430000,1978
deu,78310000,1979
deu,78160000,1980
deu,77990000,1981
deu,77810000,1982
deu,77660000,1983
deu,77570000,1984
deu,77570000,1985
deu,77670000,1986
deu,77860000,1987
deu,78150000,1988
deu,78510000,1989
deu,78960000,1990
deu,79480000,1991
deu,80080000,1992
deu,80680000,1993
deu,81210000,1994
deu,81610000,1995
deu,81870000,1996
deu,81990000,1997
deu,82010000,1998
deu,81970000,1999
deu,81900000,2000
deu,81810000,2001
deu,81700000,2002
deu,81570000,2003
deu,81420000,2004
deu,81250000,2005
deu,81060000,2006
deu,80850000,2007
deu,80670000,2008
deu,80520000,2009
deu,80440000,2010
deu,80420000,2011
deu,80480000,2012
deu,80570000,2013
deu,80650000,2014
deu,80690000,2015
gha,2016000,1800
gha,2016000,1810
gha,1991000,1820
gha,1921000,1830
gha,1829000,1840
gha,1742000,1850
gha,1659000,1860
gha,1625000,1870
gha,1678000,1880
gha,1781000,1890
gha,1891000,1900
gha,2008000,1910
gha,2420000,1920
gha,3080000,1930
gha,3918000,1940
gha,4981000,1950
gha,5068000,1951
gha,5191000,1952
gha,5339000,1953
gha,5504000,1954
gha,5680000,1955
gha,5864000,1956
gha,6052000,1957
gha,6246000,1958
gha,6445000,1959
gha,6652000,1960
gha,6867000,1961
gha,7085000,1962
gha,7303000,1963
gha,7513000,1964
gha,7711000,1965
gha,7891000,1966
gha,8057000,1967
gha,8221000,1968
gha,8397000,1969
gha,8597000,1970
gha,8827000,1971
gha,9084000,1972
gha,9350000,1973
gha,9604000,1974
gha,9831000,1975
gha,10020000,1976
gha,10190000,1977
gha,10350000,1978
gha,10550000,1979
gha,10800000,1980
gha,11120000,1981
gha,11490000,1982
gha,11900000,1983
gha,12310000,1984
gha,12720000,1985
gha,13100000,1986
gha,13480000,1987
gha,13850000,1988
gha,14230000,1989
gha,14630000,1990
gha,15040000,1991
gha,15470000,1992
gha,15910000,1993
gha,16340000,1994
gha,16760000,1995
gha,17170000,1996
gha,17570000,1997
gha,17970000,1998
gha,18380000,1999
gha,18820000,2000
gha,19290000,2001
gha,19790000,2002
gha,20310000,2003
gha,20840000,2004
gha,21390000,2005
gha,21950000,2006
gha,22530000,2007
gha,23120000,2008
gha,23710000,2009
gha,24320000,2010
gha,24930000,2011
gha,25540000,2012
gha,26160000,2013
gha,26790000,2014
gha,27410000,2015
gib,9873,1800
gib,9873,1810
gib,10020,1820
gib,10450,1830
gib,11050,1840
gib,11690,1850
gib,12370,1860
gib,13080,1870
gib,13830,1880
gib,14630,1890
gib,15470,1900
gib,16360,1910
gib,17310,1920
gib,18310,1930
gib,19370,1940
gib,20500,1950
gib,20640,1951
gib,20770,1952
gib,20880,1953
gib,20960,1954
gib,21020,1955
gib,21070,1956
gib,21130,1957
gib,21210,1958
gib,21340,1959
gib,21530,1960
gib,21800,1961
gib,22130,1962
gib,22510,1963
gib,22890,1964
gib,23260,1965
gib,23590,1966
gib,23900,1967
gib,24180,1968
gib,24440,1969
gib,24660,1970
gib,24840,1971
gib,24990,1972
gib,25120,1973
gib,25270,1974
gib,25440,1975
gib,25670,1976
gib,25920,1977
gib,26180,1978
gib,26410,1979
gib,26570,1980
gib,26650,1981
gib,26670,1982
gib,26650,1983
gib,26620,1984
gib,26610,1985
gib,26620,1986
gib,26650,1987
gib,26700,1988
gib,26760,1989
gib,26830,1990
gib,26920,1991
gib,27040,1992
gib,27150,1993
gib,27240,1994
gib,27280,1995
gib,27280,1996
gib,27250,1997
gib,27210,1998
gib,27230,1999
gib,27350,2000
gib,27580,2001
gib,27900,2002
gib,28290,2003
gib,28690,2004
gib,29080,2005
gib,29440,2006
gib,29770,2007
gib,30090,2008
gib,30410,2009
gib,30730,2010
gib,31070,2011
gib,31400,2012
gib,31720,2013
gib,32000,2014
gib,32220,2015
grc,2151000,1800
grc,2231000,1810
grc,2348000,1820
grc,2538000,1830
grc,2782000,1840
grc,3049000,1850
grc,3333000,1860
grc,3655000,1870
grc,4024000,1880
grc,4441000,1890
grc,4883000,1900
grc,5242000,1910
grc,5640000,1920
grc,6253000,1930
grc,7149000,1940
grc,7566000,1950
grc,7635000,1951
grc,7706000,1952
grc,7779000,1953
grc,7856000,1954
grc,7935000,1955
grc,8016000,1956
grc,8097000,1957
grc,8175000,1958
grc,8247000,1959
grc,8311000,1960
grc,8366000,1961
grc,8412000,1962
grc,8453000,1963
grc,8492000,1964
grc,8534000,1965
grc,8581000,1966
grc,8631000,1967
grc,8682000,1968
grc,8732000,1969
grc,8779000,1970
grc,8819000,1971
grc,8856000,1972
grc,8897000,1973
grc,8953000,1974
grc,9030000,1975
grc,9133000,1976
grc,9256000,1977
