old_version_of_income_per_person_version_8,geo,time
1753.0,cyp,1913
2921.0,cyp,1950
6324.0,cyp,1970
7126.0,cyp,1971
7625.0,cyp,1972
7846.0,cyp,1973
7689.0,cyp,1974
6454.0,cyp,1975
7681.0,cyp,1976
8898.0,cyp,1977
9539.0,cyp,1978
10410.0,cyp,1979
10900.0,cyp,1980
11100.0,cyp,1981
11660.0,cyp,1982
12130.0,cyp,1983
13020.0,cyp,1984
13470.0,cyp,1985
13820.0,cyp,1986
14630.0,cyp,1987
15680.0,cyp,1988
16700.0,cyp,1989
17570.0,cyp,1990
17240.0,cyp,1991
18360.0,cyp,1992
18040.0,cyp,1993
18700.0,cyp,1994
20180.0,cyp,1995
20230.0,cyp,1996
20410.0,cyp,1997
21170.0,cyp,1998
21950.0,cyp,1999
22820.0,cyp,2000
23470.0,cyp,2001
23680.0,cyp,2002
23770.0,cyp,2003
24210.0,cyp,2004
24470.0,cyp,2005
24910.0,cyp,2006
25770.0,cyp,2007
26350.0,cyp,2008
25640.0,cyp,2009
1623.0,cze,1800
1623.0,cze,1820
2062.0,cze,1850
2225.0,cze,1870
2877.0,cze,1890
3305.0,cze,1900
3805.0,cze,1910
4005.0,cze,1913
3695.0,cze,1920
3984.0,cze,1921
3834.0,cze,1922
4110.0,cze,1923
4497.0,cze,1924
4981.0,cze,1925
4922.0,cze,1926
5259.0,cze,1927
5690.0,cze,1928
5815.0,cze,1929
5592.0,cze,1930
5368.0,cze,1931
5122.0,cze,1932
4877.0,cze,1933
4669.0,cze,1934
4606.0,cze,1935
4967.0,cze,1936
5507.0,cze,1937
5903.0,cze,1948
6230.0,cze,1949
6691.0,cze,1950
6735.0,cze,1951
6876.0,cze,1952
6774.0,cze,1953
6979.0,cze,1954
7496.0,cze,1955
7856.0,cze,1956
8256.0,cze,1957
8811.0,cze,1958
9136.0,cze,1959
9764.0,cze,1960
10060.0,cze,1961
10140.0,cze,1962
9881.0,cze,1963
10270.0,cze,1964
10570.0,cze,1965
10970.0,cze,1966
11400.0,cze,1967
11890.0,cze,1968
12140.0,cze,1969
12360.0,cze,1970
12730.0,cze,1971
13110.0,cze,1972
13460.0,cze,1973
13840.0,cze,1974
14140.0,cze,1975
14260.0,cze,1976
14800.0,cze,1977
14880.0,cze,1978
14920.0,cze,1979
15260.0,cze,1980
15120.0,cze,1981
15380.0,cze,1982
15570.0,cze,1983
15900.0,cze,1984
15990.0,cze,1985
16260.0,cze,1986
16310.0,cze,1987
16640.0,cze,1988
16760.0,cze,1989
16270.0,cze,1990
14380.0,cze,1991
14300.0,cze,1992
14300.0,cze,1993
14620.0,cze,1994
15490.0,cze,1995
16140.0,cze,1996
16050.0,cze,1997
15960.0,cze,1998
16210.0,cze,1999
16820.0,cze,2000
17260.0,cze,2001
17600.0,cze,2002
18240.0,cze,2003
19060.0,cze,2004
20280.0,cze,2005
21590.0,cze,2006
22790.0,cze,2007
23120.0,cze,2008
21970.0,cze,2009
1447.0,dnk,1700
1715.0,dnk,1800
1775.0,dnk,1820
1840.0,dnk,1821
1849.0,dnk,1822
1822.0,dnk,1823
1851.0,dnk,1824
1842.0,dnk,1825
1845.0,dnk,1826
1880.0,dnk,1827
1890.0,dnk,1828
1845.0,dnk,1829
1853.0,dnk,1830
1837.0,dnk,1831
1887.0,dnk,1832
1862.0,dnk,1833
1947.0,dnk,1834
1919.0,dnk,1835
1905.0,dnk,1836
1939.0,dnk,1837
1937.0,dnk,1838
1944.0,dnk,1839
1990.0,dnk,1840
1970.0,dnk,1841
1961.0,dnk,1842
2056.0,dnk,1843
2128.0,dnk,1844
2161.0,dnk,1845
2186.0,dnk,1846
2156.0,dnk,1847
2247.0,dnk,1848
2357.0,dnk,1849
2463.0,dnk,1850
2316.0,dnk,1851
2372.0,dnk,1852
2358.0,dnk,1853
2343.0,dnk,1854
2568.0,dnk,1855
2391.0,dnk,1856
2399.0,dnk,1857
2352.0,dnk,1858
2478.0,dnk,1859
2426.0,dnk,1860
2435.0,dnk,1861
2479.0,dnk,1862
2605.0,dnk,1863
2554.0,dnk,1864
2613.0,dnk,1865
2591.0,dnk,1866
2564.0,dnk,1867
2582.0,dnk,1868
2704.0,dnk,1869
2792.0,dnk,1870
2777.0,dnk,1871
2908.0,dnk,1872
2866.0,dnk,1873
2921.0,dnk,1874
2943.0,dnk,1875
2969.0,dnk,1876
2851.0,dnk,1877
2929.0,dnk,1878
2994.0,dnk,1879
3040.0,dnk,1880
3042.0,dnk,1881
3122.0,dnk,1882
3204.0,dnk,1883
3185.0,dnk,1884
3169.0,dnk,1885
3255.0,dnk,1886
3337.0,dnk,1887
3329.0,dnk,1888
3344.0,dnk,1889
3516.0,dnk,1890
3561.0,dnk,1891
3620.0,dnk,1892
3663.0,dnk,1893
3703.0,dnk,1894
3860.0,dnk,1895
3952.0,dnk,1896
3990.0,dnk,1897
3999.0,dnk,1898
4114.0,dnk,1899
4204.0,dnk,1900
4326.0,dnk,1901
4377.0,dnk,1902
4585.0,dnk,1903
4634.0,dnk,1904
4663.0,dnk,1905
4741.0,dnk,1906
4858.0,dnk,1907
4950.0,dnk,1908
5076.0,dnk,1909
5163.0,dnk,1910
5374.0,dnk,1911
5312.0,dnk,1912
5452.0,dnk,1913
5728.0,dnk,1914
5265.0,dnk,1915
5423.0,dnk,1916
5040.0,dnk,1917
4820.0,dnk,1918
5379.0,dnk,1919
5563.0,dnk,1920
5332.0,dnk,1921
5806.0,dnk,1922
6353.0,dnk,1923
6310.0,dnk,1924
6101.0,dnk,1925
6407.0,dnk,1926
6491.0,dnk,1927
6669.0,dnk,1928
7073.0,dnk,1929
7443.0,dnk,1930
7468.0,dnk,1931
7204.0,dnk,1932
7373.0,dnk,1933
7528.0,dnk,1934
7636.0,dnk,1935
7769.0,dnk,1936
7899.0,dnk,1937
8030.0,dnk,1938
8351.0,dnk,1939
7130.0,dnk,1940
6374.0,dnk,1941
6450.0,dnk,1942
7079.0,dnk,1943
7725.0,dnk,1944
7060.0,dnk,1945
8050.0,dnk,1946
8410.0,dnk,1947
8547.0,dnk,1948
9050.0,dnk,1949
9675.0,dnk,1950
9666.0,dnk,1951
9692.0,dnk,1952
10160.0,dnk,1953
10270.0,dnk,1954
10310.0,dnk,1955
10370.0,dnk,1956
11100.0,dnk,1957
11280.0,dnk,1958
12040.0,dnk,1959
12280.0,dnk,1960
12980.0,dnk,1961
13580.0,dnk,1962
13560.0,dnk,1963
14720.0,dnk,1964
15260.0,dnk,1965
15550.0,dnk,1966
15940.0,dnk,1967
16490.0,dnk,1968
17460.0,dnk,1969
17680.0,dnk,1970
18020.0,dnk,1971
18870.0,dnk,1972
19430.0,dnk,1973
19160.0,dnk,1974
18980.0,dnk,1975
20160.0,dnk,1976
20420.0,dnk,1977
20660.0,dnk,1978
21340.0,dnk,1979
21220.0,dnk,1980
21040.0,dnk,1981
21690.0,dnk,1982
22250.0,dnk,1983
23240.0,dnk,1984
24230.0,dnk,1985
25070.0,dnk,1986
25120.0,dnk,1987
25400.0,dnk,1988
25450.0,dnk,1989
25710.0,dnk,1990
25980.0,dnk,1991
26410.0,dnk,1992
26300.0,dnk,1993
27660.0,dnk,1994
28360.0,dnk,1995
29000.0,dnk,1996
29800.0,dnk,1997
30340.0,dnk,1998
31010.0,dnk,1999
32020.0,dnk,2000
32130.0,dnk,2001
32170.0,dnk,2002
32170.0,dnk,2003
32740.0,dnk,2004
33630.0,dnk,2005
34660.0,dnk,2006
35120.0,dnk,2007
34640.0,dnk,2008
32670.0,dnk,2009
380.7,dji,1800
380.7,dji,1820
588.3,dji,1913
2576.0,dji,1950
2655.0,dji,1951
2670.0,dji,1952
2705.0,dji,1953
2787.0,dji,1954
2803.0,dji,1955
2837.0,dji,1956
2865.0,dji,1957
2860.0,dji,1958
2940.0,dji,1959
3043.0,dji,1960
3063.0,dji,1961
3021.0,dji,1962
3047.0,dji,1963
3020.0,dji,1964
3014.0,dji,1965
3026.0,dji,1966
3020.0,dji,1967
3000.0,dji,1968
2993.0,dji,1969
3554.0,dji,1970
3679.0,dji,1971
3694.0,dji,1972
3754.0,dji,1973
3573.0,dji,1974
3548.0,dji,1975
3701.0,dji,1976
3082.0,dji,1977
2962.0,dji,1978
2899.0,dji,1979
2854.0,dji,1980
2875.0,dji,1981
2879.0,dji,1982
2822.0,dji,1983
3095.0,dji,1984
3021.0,dji,1985
2949.0,dji,1986
2880.0,dji,1987
2743.0,dji,1988
2581.0,dji,1989
2487.0,dji,1990
2439.0,dji,1991
2377.0,dji,1992
2232.0,dji,1993
2159.0,dji,1994
2052.0,dji,1995
1927.0,dji,1996
1895.0,dji,1997
1876.0,dji,1998
1901.0,dji,1999
1894.0,dji,2000
1899.0,dji,2001
1908.0,dji,2002
1932.0,dji,2003
1943.0,dji,2004
1964.0,dji,2005
2008.0,dji,2006
2059.0,dji,2007
2126.0,dji,2008
2177.0,dji,2009
688.1,dma,1800
688.1,dma,1820
1270.0,dma,1913
2194.0,dma,1950
2748.0,dma,1970
2923.0,dma,1971
3119.0,dma,1972
3356.0,dma,1973
3540.0,dma,1974
3603.0,dma,1975
3794.0,dma,1976
3827.0,dma,1977
4206.0,dma,1978
3380.0,dma,1979
3831.0,dma,1980
4281.0,dma,1981
4464.0,dma,1982
4611.0,dma,1983
4900.0,dma,1984
5004.0,dma,1985
5404.0,dma,1986
5871.0,dma,1987
6438.0,dma,1988
6460.0,dma,1989
6841.0,dma,1990
6867.0,dma,1991
7151.0,dma,1992
7127.0,dma,1993
7221.0,dma,1994
7359.0,dma,1995
7618.0,dma,1996
7812.0,dma,1997
8067.0,dma,1998
8127.0,dma,1999
8189.0,dma,2000
7892.0,dma,2001
7586.0,dma,2002
7760.0,dma,2003
8270.0,dma,2004
8576.0,dma,2005
8935.0,dma,2006
9110.0,dma,2007
9350.0,dma,2008
9322.0,dma,2009
426.3,dom,1800
426.3,dom,1820
696.1,dom,1913
1224.0,dom,1950
1331.0,dom,1951
1398.0,dom,1952
1338.0,dom,1953
1371.0,dom,1954
1410.0,dom,1955
1502.0,dom,1956
1544.0,dom,1957
1573.0,dom,1958
1530.0,dom,1959
1553.0,dom,1960
1468.0,dom,1961
1662.0,dom,1962
1713.0,dom,1963
1769.0,dom,1964
1501.0,dom,1965
1650.0,dom,1966
1654.0,dom,1967
1608.0,dom,1968
1732.0,dom,1969
1861.0,dom,1970
2002.0,dom,1971
2190.0,dom,1972
2390.0,dom,1973
2464.0,dom,1974
2517.0,dom,1975
2621.0,dom,1976
2682.0,dom,1977
2679.0,dom,1978
2729.0,dom,1979
2827.0,dom,1980
2876.0,dom,1981
2861.0,dom,1982
2921.0,dom,1983
2865.0,dom,1984
2733.0,dom,1985
2755.0,dom,1986
2900.0,dom,1987
2859.0,dom,1988
3158.0,dom,1989
2948.0,dom,1990
2915.0,dom,1991
3044.0,dom,1992
3052.0,dom,1993
3132.0,dom,1994
3218.0,dom,1995
3393.0,dom,1996
3614.0,dom,1997
3815.0,dom,1998
4055.0,dom,1999
4350.0,dom,2000
4438.0,dom,2001
4564.0,dom,2002
4621.0,dom,2003
4839.0,dom,2004
5173.0,dom,2005
5644.0,dom,2006
6035.0,dom,2007
6262.0,dom,2008
6388.0,dom,2009
1085.0,ecu,1800
1085.0,ecu,1820
2280.0,ecu,1939
2378.0,ecu,1940
2319.0,ecu,1941
2384.0,ecu,1942
2620.0,ecu,1943
2585.0,ecu,1944
2531.0,ecu,1945
2761.0,ecu,1946
2980.0,ecu,1947
3297.0,ecu,1948
3263.0,ecu,1949
3266.0,ecu,1950
3217.0,ecu,1951
3522.0,ecu,1952
3504.0,ecu,1953
3688.0,ecu,1954
3684.0,ecu,1955
3718.0,ecu,1956
3781.0,ecu,1957
3785.0,ecu,1958
3877.0,ecu,1959
4012.0,ecu,1960
3995.0,ecu,1961
4086.0,ecu,1962
4068.0,ecu,1963
4227.0,ecu,1964
4498.0,ecu,1965
4481.0,ecu,1966
4579.0,ecu,1967
4690.0,ecu,1968
4802.0,ecu,1969
4989.0,ecu,1970
5123.0,ecu,1971
5281.0,ecu,1972
5769.0,ecu,1973
5931.0,ecu,1974
6065.0,ecu,1975
6464.0,ecu,1976
6680.0,ecu,1977
6944.0,ecu,1978
7118.0,ecu,1979
7240.0,ecu,1980
7331.0,ecu,1981
7214.0,ecu,1982
6876.0,ecu,1983
6969.0,ecu,1984
7076.0,ecu,1985
7097.0,ecu,1986
6482.0,ecu,1987
6992.0,ecu,1988
6826.0,ecu,1989
6842.0,ecu,1990
7042.0,ecu,1991
7104.0,ecu,1992
7107.0,ecu,1993
7269.0,ecu,1994
7336.0,ecu,1995
7332.0,ecu,1996
7429.0,ecu,1997
7319.0,ecu,1998
6671.0,ecu,1999
5616.0,ecu,2000
5812.0,ecu,2001
5773.0,ecu,2002
5911.0,ecu,2003
6311.0,ecu,2004
6533.0,ecu,2005
6679.0,ecu,2006
6721.0,ecu,2007
7108.0,ecu,2008
7035.0,ecu,2009
749.0,egy,1700
748.8,egy,1800
748.7,egy,1820
1023.0,egy,1870
1421.0,egy,1913
1434.0,egy,1950
1426.0,egy,1951
1419.0,egy,1952
1410.0,egy,1953
1402.0,egy,1954
1394.0,egy,1955
1427.0,egy,1956
1459.0,egy,1957
1493.0,egy,1958
1527.0,egy,1959
1563.0,egy,1960
1625.0,egy,1961
1693.0,egy,1962
1766.0,egy,1963
1839.0,egy,1964
1913.0,egy,1965
1879.0,egy,1966
1815.0,egy,1967
1806.0,egy,1968
1894.0,egy,1969
1977.0,egy,1970
2023.0,egy,1971
2024.0,egy,1972
2040.0,egy,1973
2075.0,egy,1974
2240.0,egy,1975
2532.0,egy,1976
2785.0,egy,1977
2907.0,egy,1978
3042.0,egy,1979
3262.0,egy,1980
3272.0,egy,1981
3504.0,egy,1982
3660.0,egy,1983
3767.0,egy,1984
3895.0,egy,1985
3878.0,egy,1986
3885.0,egy,1987
3957.0,egy,1988
3984.0,egy,1989
3976.0,egy,1990
3753.0,egy,1991
3795.0,egy,1992
3774.0,egy,1993
3842.0,egy,1994
3935.0,egy,1995
4043.0,egy,1996
4173.0,egy,1997
4317.0,egy,1998
4483.0,egy,1999
4629.0,egy,2000
4698.0,egy,2001
4755.0,egy,2002
4814.0,egy,2003
4920.0,egy,2004
5049.0,egy,2005
5296.0,egy,2006
5494.0,egy,2007
5763.0,egy,2008
5914.0,egy,2009
804.3,slv,1800
804.3,slv,1820
1834.0,slv,1920
1808.0,slv,1921
1869.0,slv,1922
1916.0,slv,1923
2001.0,slv,1924
1820.0,slv,1925
2103.0,slv,1926
1821.0,slv,1927
2074.0,slv,1928
2048.0,slv,1929
2056.0,slv,1930
1817.0,slv,1931
1619.0,slv,1932
1814.0,slv,1933
1848.0,slv,1934
2008.0,slv,1935
1938.0,slv,1936
2095.0,slv,1937
1922.0,slv,1938
2037.0,slv,1939
2185.0,slv,1940
2112.0,slv,1941
2254.0,slv,1942
2429.0,slv,1943
2264.0,slv,1944
2146.0,slv,1945
2155.0,slv,1946
2680.0,slv,1947
3358.0,slv,1948
3000.0,slv,1949
2928.0,slv,1950
2911.0,slv,1951
3048.0,slv,1952
3178.0,slv,1953
3126.0,slv,1954
3195.0,slv,1955
3347.0,slv,1956
3422.0,slv,1957
3392.0,slv,1958
3438.0,slv,1959
3469.0,slv,1960
3479.0,slv,1961
3777.0,slv,1962
3817.0,slv,1963
4048.0,slv,1964
4132.0,slv,1965
4272.0,slv,1966
4359.0,slv,1967
4346.0,slv,1968
4339.0,slv,1969
4301.0,slv,1970
4371.0,slv,1971
4520.0,slv,1972
4607.0,slv,1973
4791.0,slv,1974
4925.0,slv,1975
4981.0,slv,1976
5139.0,slv,1977
5340.0,slv,1978
5124.0,slv,1979
4630.0,slv,1980
4299.0,slv,1981
4098.0,slv,1982
4083.0,slv,1983
4114.0,slv,1984
4141.0,slv,1985
4109.0,slv,1986
4140.0,slv,1987
4143.0,slv,1988
4114.0,slv,1989
4167.0,slv,1990
4213.0,slv,1991
4444.0,slv,1992
4645.0,slv,1993
4836.0,slv,1994
5042.0,slv,1995
5038.0,slv,1996
5155.0,slv,1997
5249.0,slv,1998
5326.0,slv,1999
5341.0,slv,2000
5332.0,slv,2001
5352.0,slv,2002
5350.0,slv,2003
5350.0,slv,2004
5403.0,slv,2005
5592.0,slv,2006
5794.0,slv,2007
5895.0,slv,2008
5647.0,slv,2009
379.1,gnq,1800
379.1,gnq,1820
361.5,gnq,1913
354.8,gnq,1950
368.5,gnq,1951
375.6,gnq,1952
385.6,gnq,1953
401.1,gnq,1954
407.3,gnq,1955
418.3,gnq,1956
426.1,gnq,1957
433.5,gnq,1958
451.6,gnq,1959
490.5,gnq,1960
530.0,gnq,1961
582.8,gnq,1962
661.4,gnq,1963
752.3,gnq,1964
844.9,gnq,1965
869.2,gnq,1966
915.6,gnq,1967
935.8,gnq,1968
896.4,gnq,1969
860.4,gnq,1970
779.6,gnq,1971
672.4,gnq,1972
700.1,gnq,1973
741.5,gnq,1974
850.5,gnq,1975
954.2,gnq,1976
958.6,gnq,1977
1034.0,gnq,1978
1013.0,gnq,1979
970.5,gnq,1980
935.9,gnq,1981
927.8,gnq,1982
917.1,gnq,1983
1104.0,gnq,1984
920.9,gnq,1985
936.1,gnq,1986
966.9,gnq,1987
1010.0,gnq,1988
1025.0,gnq,1989
1028.0,gnq,1990
1048.0,gnq,1991
1132.0,gnq,1992
1173.0,gnq,1993
1201.0,gnq,1994
1338.0,gnq,1995
1685.0,gnq,1996
2814.0,gnq,1997
3349.0,gnq,1998
4623.0,gnq,1999
5240.0,gnq,2000
7192.0,gnq,2001
7703.0,gnq,2002
8914.0,gnq,2003
11490.0,gnq,2004
12000.0,gnq,2005
11810.0,gnq,2006
13930.0,gnq,2007
14990.0,gnq,2008
15340.0,gnq,2009
584.0,eri,1800
584.0,eri,1820
381.1,eri,1913
321.6,eri,1950
325.3,eri,1951
328.9,eri,1952
342.1,eri,1953
336.2,eri,1954
348.0,eri,1955
353.1,eri,1956
344.2,eri,1957
349.0,eri,1958
351.8,eri,1959
362.8,eri,1960
373.3,eri,1961
381.0,eri,1962
422.9,eri,1963
434.9,eri,1964
451.2,eri,1965
459.1,eri,1966
468.8,eri,1967
466.9,eri,1968
473.9,eri,1969
490.4,eri,1970
500.3,eri,1971
514.3,eri,1972
519.5,eri,1973
513.8,eri,1974
502.7,eri,1975
503.6,eri,1976
505.8,eri,1977
491.9,eri,1978
517.1,eri,1979
534.4,eri,1980
531.0,eri,1981
524.9,eri,1982
536.5,eri,1983
513.9,eri,1984
472.4,eri,1985
491.5,eri,1986
521.1,eri,1987
512.6,eri,1988
501.9,eri,1989
476.6,eri,1990
526.1,eri,1991
582.9,eri,1992
658.7,eri,1993
795.0,eri,1994
806.5,eri,1995
866.1,eri,1996
913.5,eri,1997
905.3,eri,1998
877.6,eri,1999
741.6,eri,2000
775.2,eri,2001
765.4,eri,2002
713.6,eri,2003
694.4,eri,2004
685.0,eri,2005
636.3,eri,2006
624.3,eri,2007
545.8,eri,2008
548.4,eri,2009
906.4,est,1800
925.5,est,1820
2063.0,est,1913
4042.0,est,1950
8313.0,est,1973
10390.0,est,1990
9409.0,est,1991
8246.0,est,1992
7733.0,est,1993
7734.0,est,1994
8199.0,est,1995
8680.0,est,1996
9690.0,est,1997
10280.0,est,1998
10360.0,est,1999
11240.0,est,2000
12050.0,est,2001
13010.0,est,2002
13770.0,est,2003
15010.0,est,2004
16650.0,est,2005
18350.0,est,2006
19710.0,est,2007
18990.0,est,2008
16350.0,est,2009
619.2,eth,1800
619.2,eth,1820
415.1,eth,1913
354.1,eth,1950
358.1,eth,1951
362.1,eth,1952
376.6,eth,1953
370.1,eth,1954
383.2,eth,1955
388.8,eth,1956
378.9,eth,1957
384.2,eth,1958
387.3,eth,1959
399.4,eth,1960
410.9,eth,1961
419.5,eth,1962
465.6,eth,1963
478.8,eth,1964
496.7,eth,1965
505.5,eth,1966
516.1,eth,1967
514.0,eth,1968
521.8,eth,1969
539.9,eth,1970
550.8,eth,1971
566.2,eth,1972
571.9,eth,1973
565.6,eth,1974
553.4,eth,1975
554.5,eth,1976
556.8,eth,1977
541.5,eth,1978
569.3,eth,1979
588.4,eth,1980
584.6,eth,1981
577.9,eth,1982
590.6,eth,1983
565.8,eth,1984
520.0,eth,1985
541.2,eth,1986
573.7,eth,1987
564.4,eth,1988
552.6,eth,1989
524.7,eth,1990
489.8,eth,1991
421.4,eth,1992
462.4,eth,1993
460.1,eth,1994
471.4,eth,1995
512.8,eth,1996
515.9,eth,1997
481.5,eth,1998
496.9,eth,1999
512.4,eth,2000
537.4,eth,2001
530.1,eth,2002
498.4,eth,2003
549.6,eth,2004
591.0,eth,2005
642.3,eth,2006
699.6,eth,2007
757.9,eth,2008
812.2,eth,2009
39500.0,fro,2005
26100.0,flk,2005
472.1,fji,1800
472.1,fji,1820
638.3,fji,1913
2036.0,fji,1960
2038.0,fji,1961
2039.0,fji,1962
2097.0,fji,1963
2130.0,fji,1964
2013.0,fji,1965
1961.0,fji,1966
2170.0,fji,1967
2291.0,fji,1968
2301.0,fji,1969
2539.0,fji,1970
2658.0,fji,1971
2798.0,fji,1972
3059.0,fji,1973
3077.0,fji,1974
3033.0,fji,1975
3059.0,fji,1976
3183.0,fji,1977
3184.0,fji,1978
3504.0,fji,1979
3375.0,fji,1980
3503.0,fji,1981
3209.0,fji,1982
3006.0,fji,1983
3189.0,fji,1984
2995.0,fji,1985
3198.0,fji,1986
2975.0,fji,1987
3000.0,fji,1988
3218.0,fji,1989
3410.0,fji,1992
3452.0,fji,1993
3580.0,fji,1994
3625.0,fji,1995
3760.0,fji,1996
3644.0,fji,1997
3661.0,fji,1998
3952.0,fji,1999
3856.0,fji,2000
3906.0,fji,2001
4004.0,fji,2002
4019.0,fji,2003
4206.0,fji,2004
4209.0,fji,2005
4249.0,fji,2006
4192.0,fji,2007
4153.0,fji,2008
4016.0,fji,2009
876.2,fin,1700
1038.0,fin,1800
1073.0,fin,1820
1252.0,fin,1850
1318.0,fin,1860
1316.0,fin,1861
1232.0,fin,1862
1316.0,fin,1863
1331.0,fin,1864
1308.0,fin,1865
1317.0,fin,1866
1217.0,fin,1867
1379.0,fin,1868
1514.0,fin,1869
1566.0,fin,1870
1549.0,fin,1871
1574.0,fin,1872
1640.0,fin,1873
1655.0,fin,1874
1665.0,fin,1875
1731.0,fin,1876
1665.0,fin,1877
1612.0,fin,1878
1604.0,fin,1879
1587.0,fin,1880
1526.0,fin,1881
1653.0,fin,1882
1690.0,fin,1883
1676.0,fin,1884
1692.0,fin,1885
1753.0,fin,1886
1753.0,fin,1887
1790.0,fin,1888
1823.0,fin,1889
1898.0,fin,1890
1856.0,fin,1891
1759.0,fin,1892
1843.0,fin,1893
1923.0,fin,1894
2051.0,fin,1895
2158.0,fin,1896
2232.0,fin,1897
2293.0,fin,1898
2209.0,fin,1899
2293.0,fin,1900
2249.0,fin,1901
2187.0,fin,1902
2317.0,fin,1903
2379.0,fin,1904
2394.0,fin,1905
2466.0,fin,1906
2521.0,fin,1907
2514.0,fin,1908
2590.0,fin,1909
2620.0,fin,1910
2665.0,fin,1911
2780.0,fin,1912
2901.0,fin,1913
2750.0,fin,1914
2586.0,fin,1915
2602.0,fin,1916
2173.0,fin,1917
1883.0,fin,1918
2279.0,fin,1919
2536.0,fin,1920
2590.0,fin,1921
2828.0,fin,1922
3005.0,fin,1923
3057.0,fin,1924
3200.0,fin,1925
3287.0,fin,1926
3514.0,fin,1927
3721.0,fin,1928
3734.0,fin,1929
3664.0,fin,1930
3547.0,fin,1931
3504.0,fin,1932
3713.0,fin,1933
4107.0,fin,1934
4250.0,fin,1935
4506.0,fin,1936
4729.0,fin,1937
4933.0,fin,1938
4683.0,fin,1939
4426.0,fin,1940
4566.0,fin,1941
4573.0,fin,1942
5081.0,fin,1943
5064.0,fin,1944
4741.0,fin,1945
5062.0,fin,1946
5108.0,fin,1947
5439.0,fin,1948
5694.0,fin,1949
5846.0,fin,1950
6283.0,fin,1951
6425.0,fin,1952
6393.0,fin,1953
6874.0,fin,1954
7142.0,fin,1955
7278.0,fin,1956
7545.0,fin,1957
7524.0,fin,1958
7908.0,fin,1959
8563.0,fin,1960
9151.0,fin,1961
9372.0,fin,1962
9612.0,fin,1963
10040.0,fin,1964
10540.0,fin,1965
10750.0,fin,1966
10920.0,fin,1967
11120.0,fin,1968
12200.0,fin,1969
13160.0,fin,1970
13420.0,fin,1971
14360.0,fin,1972
15240.0,fin,1973
15610.0,fin,1974
15720.0,fin,1975
15610.0,fin,1976
15610.0,fin,1977
15890.0,fin,1978
16950.0,fin,1979
17800.0,fin,1980
18050.0,fin,1981
18530.0,fin,1982
18920.0,fin,1983
19390.0,fin,1984
19960.0,fin,1985
20370.0,fin,1986
21140.0,fin,1987
22110.0,fin,1988
23290.0,fin,1989
23180.0,fin,1990
21580.0,fin,1991
20650.0,fin,1992
20290.0,fin,1993
21010.0,fin,1994
21650.0,fin,1995
22400.0,fin,1996
23720.0,fin,1997
25000.0,fin,1998
25920.0,fin,1999
27170.0,fin,2000
27830.0,fin,2001
28200.0,fin,2002
28650.0,fin,2003
29650.0,fin,2004
30470.0,fin,2005
31680.0,fin,2006
33100.0,fin,2007
33340.0,fin,2008
30600.0,fin,2009
1209.0,fra,1700
1573.0,fra,1800
1632.0,fra,1820
1733.0,fra,1821
1604.0,fra,1822
1595.0,fra,1823
1555.0,fra,1824
1563.0,fra,1825
1608.0,fra,1826
1616.0,fra,1827
1513.0,fra,1828
1595.0,fra,1829
1563.0,fra,1830
1549.0,fra,1831
1658.0,fra,1832
1654.0,fra,1833
1631.0,fra,1834
1713.0,fra,1835
1742.0,fra,1836
1760.0,fra,1837
1795.0,fra,1838
1763.0,fra,1839
1894.0,fra,1840
1837.0,fra,1841
1798.0,fra,1842
1863.0,fra,1843
1914.0,fra,1844
1979.0,fra,1845
2100.0,fra,1846
2286.0,fra,1847
1780.0,fra,1848
1773.0,fra,1849
1859.0,fra,1850
1824.0,fra,1851
2060.0,fra,1852
2286.0,fra,1853
2560.0,fra,1854
2695.0,fra,1855
2793.0,fra,1856
2692.0,fra,1857
2509.0,fra,1858
2510.0,fra,1859
2669.0,fra,1860
2721.0,fra,1861
2814.0,fra,1862
2889.0,fra,1863
2935.0,fra,1864
2880.0,fra,1865
2997.0,fra,1866
2948.0,fra,1867
3148.0,fra,1868
2951.0,fra,1869
2847.0,fra,1870
2978.0,fra,1871
3135.0,fra,1872
3091.0,fra,1873
3219.0,fra,1874
3152.0,fra,1875
3112.0,fra,1876
3097.0,fra,1877
2923.0,fra,1878
2892.0,fra,1879
3065.0,fra,1880
3260.0,fra,1881
3370.0,fra,1882
3222.0,fra,1883
3053.0,fra,1884
2962.0,fra,1885
2923.0,fra,1886
2946.0,fra,1887
3014.0,fra,1888
3022.0,fra,1889
3133.0,fra,1890
3166.0,fra,1891
3232.0,fra,1892
3109.0,fra,1893
3411.0,fra,1894
3340.0,fra,1895
3445.0,fra,1896
3344.0,fra,1897
3540.0,fra,1898
3663.0,fra,1899
3709.0,fra,1900
3524.0,fra,1901
3479.0,fra,1902
3592.0,fra,1903
3661.0,fra,1904
3751.0,fra,1905
3696.0,fra,1906
3992.0,fra,1907
3975.0,fra,1908
4099.0,fra,1909
3899.0,fra,1910
4294.0,fra,1911
4648.0,fra,1912
4607.0,fra,1913
3862.0,fra,1914
3399.0,fra,1915
3895.0,fra,1916
3857.0,fra,1917
3304.0,fra,1918
3643.0,fra,1919
3891.0,fra,1920
3695.0,fra,1921
4428.0,fra,1922
4633.0,fra,1923
5138.0,fra,1924
5169.0,fra,1925
5342.0,fra,1926
5229.0,fra,1927
5534.0,fra,1928
6000.0,fra,1929
5788.0,fra,1930
