geo,sex_ratio_all_age_groups,time
gab,102.1,2050
gmb,94.95,1950
gmb,95.3,1955
gmb,95.81,1960
gmb,96.23,1965
gmb,96.56,1970
gmb,96.91,1975
gmb,97.19,1980
gmb,97.46,1985
gmb,97.75,1990
gmb,97.99,1995
gmb,98.18,2000
gmb,98.31,2005
gmb,98.41,2010
gmb,98.46,2015
gmb,98.47,2020
gmb,98.45,2025
gmb,98.42,2030
gmb,98.38,2035
gmb,98.32,2040
gmb,98.26,2045
gmb,98.17,2050
geo,85.85,1950
geo,86.31,1955
geo,87.12,1960
geo,88.01,1965
geo,88.57,1970
geo,88.59,1975
geo,88.42,1980
geo,89.48,1985
geo,90.58,1990
geo,90.45,1995
geo,89.91,2000
geo,89.46,2005
geo,88.69,2010
geo,88.59,2015
geo,88.76,2020
geo,89.05,2025
geo,89.26,2030
geo,89.48,2035
geo,89.86,2040
geo,90.47,2045
geo,91.32,2050
deu,85.39,1950
deu,86.28,1955
deu,86.95,1960
deu,88.96,1965
deu,89.57,1970
deu,90.24,1975
deu,90.8,1980
deu,91.22,1985
deu,93.16,1990
deu,94.73,1995
deu,95.38,2000
deu,95.71,2005
deu,96.3,2010
deu,96.63,2015
deu,96.75,2020
deu,96.73,2025
deu,96.6,2030
deu,96.4,2035
deu,96.13,2040
deu,95.8,2045
deu,95.53,2050
gha,102.2,1950
gha,102.1,1955
gha,102.0,1960
gha,102.0,1965
gha,101.9,1970
gha,102.0,1975
gha,102.0,1980
gha,102.1,1985
gha,102.2,1990
gha,102.4,1995
gha,102.6,2000
gha,102.7,2005
gha,102.8,2010
gha,102.8,2015
gha,102.8,2020
gha,102.8,2025
gha,102.8,2030
gha,102.7,2035
gha,102.6,2040
gha,102.5,2045
gha,102.3,2050
grc,95.05,1950
grc,95.39,1955
grc,95.33,1960
grc,94.65,1965
grc,95.36,1970
grc,96.03,1975
grc,96.42,1980
grc,96.82,1985
grc,97.14,1990
grc,97.54,1995
grc,97.94,2000
grc,98.07,2005
grc,98.35,2010
grc,98.34,2015
grc,98.48,2020
grc,98.69,2025
grc,98.92,2030
grc,99.1,2035
grc,99.24,2040
grc,99.31,2045
grc,99.38,2050
grd,84.68,1950
grd,85.3,1955
grd,86.58,1960
grd,88.56,1965
grd,89.8,1970
grd,91.39,1975
grd,93.49,1980
grd,95.13,1985
grd,97.46,1990
grd,97.8,1995
grd,98.29,2000
grd,99.32,2005
grd,100.2,2010
grd,101.0,2015
grd,101.6,2020
grd,102.1,2025
grd,102.4,2030
grd,102.6,2035
grd,102.7,2040
grd,102.7,2045
grd,102.7,2050
glp,92.66,1950
glp,95.04,1955
glp,96.36,1960
glp,96.79,1965
glp,96.44,1970
glp,95.77,1975
glp,95.94,1980
glp,95.67,1985
glp,95.62,1990
glp,94.15,1995
glp,92.73,2000
glp,92.98,2005
glp,91.89,2010
glp,90.94,2015
glp,90.18,2020
glp,89.56,2025
glp,88.99,2030
glp,88.45,2035
glp,87.96,2040
glp,87.59,2045
glp,87.36,2050
gum,210.7,1950
gum,171.5,1955
gum,140.5,1960
gum,132.8,1965
gum,125.4,1970
gum,116.8,1975
gum,108.8,1980
gum,111.5,1985
gum,114.0,1990
gum,108.8,1995
gum,104.5,2000
gum,104.0,2005
gum,103.5,2010
gum,103.0,2015
gum,102.6,2020
gum,102.1,2025
gum,101.8,2030
gum,101.4,2035
gum,101.0,2040
gum,100.7,2045
gum,100.5,2050
gtm,102.1,1950
gtm,102.5,1955
gtm,102.6,1960
gtm,102.6,1965
gtm,102.5,1970
gtm,102.4,1975
gtm,102.3,1980
gtm,102.0,1985
gtm,101.7,1990
gtm,98.88,1995
gtm,96.52,2000
gtm,95.29,2005
gtm,95.06,2010
gtm,95.29,2015
gtm,95.44,2020
gtm,95.54,2025
gtm,95.58,2030
gtm,95.59,2035
gtm,95.56,2040
gtm,95.51,2045
gtm,95.44,2050
gin,99.47,1950
gin,99.03,1955
gin,99.01,1960
gin,99.33,1965
gin,99.81,1970
gin,100.4,1975
gin,100.9,1980
gin,101.3,1985
gin,101.6,1990
gin,101.8,1995
gin,101.9,2000
gin,102.0,2005
gin,102.0,2010
gin,102.1,2015
gin,102.2,2020
gin,102.3,2025
gin,102.3,2030
gin,102.3,2035
gin,102.2,2040
gin,102.1,2045
gin,102.0,2050
gnb,97.9,1950
gnb,97.72,1955
gnb,97.57,1960
gnb,97.51,1965
gnb,97.42,1970
gnb,97.56,1975
gnb,97.59,1980
gnb,97.69,1985
gnb,97.78,1990
gnb,97.89,1995
gnb,98.02,2000
gnb,98.09,2005
gnb,98.19,2010
gnb,98.31,2015
gnb,98.41,2020
gnb,98.49,2025
gnb,98.55,2030
gnb,98.59,2035
gnb,98.6,2040
gnb,98.59,2045
gnb,98.54,2050
guy,95.33,1950
guy,95.18,1955
guy,95.7,1960
guy,99.5,1965
guy,98.8,1970
guy,98.49,1975
guy,98.19,1980
guy,96.63,1985
guy,94.92,1990
guy,94.59,1995
guy,94.25,2000
guy,103.1,2005
guy,105.6,2010
guy,104.8,2015
guy,104.0,2020
guy,103.2,2025
guy,102.5,2030
guy,101.7,2035
guy,101.1,2040
guy,100.6,2045
guy,100.2,2050
hti,95.3,1950
hti,95.86,1955
hti,96.53,1960
hti,96.96,1965
hti,97.06,1970
hti,96.86,1975
hti,96.87,1980
hti,97.0,1985
hti,97.35,1990
hti,97.63,1995
hti,97.66,2000
hti,97.47,2005
hti,97.65,2010
hti,97.74,2015
hti,97.81,2020
hti,97.9,2025
hti,97.95,2030
hti,97.96,2035
hti,97.93,2040
hti,97.84,2045
hti,97.66,2050
hnd,101.2,1950
hnd,101.4,1955
hnd,101.3,1960
hnd,101.1,1965
hnd,101.0,1970
hnd,100.9,1975
hnd,100.9,1980
hnd,100.7,1985
hnd,100.5,1990
hnd,100.3,1995
hnd,99.78,2000
hnd,99.48,2005
hnd,99.92,2010
hnd,100.1,2015
hnd,100.3,2020
hnd,100.4,2025
hnd,100.4,2030
hnd,100.4,2035
hnd,100.4,2040
hnd,100.3,2045
hnd,100.2,2050
hun,92.62,1950
hun,93.41,1955
hun,93.19,1960
hun,93.44,1965
hun,94.09,1970
hun,94.21,1975
hun,93.99,1980
hun,93.25,1985
hun,92.43,1990
hun,91.48,1995
hun,90.76,2000
hun,90.44,2005
hun,90.37,2010
hun,90.5,2015
hun,90.75,2020
hun,91.04,2025
hun,91.33,2030
hun,91.63,2035
hun,92.05,2040
hun,92.58,2045
hun,93.05,2050
isl,98.62,1950
isl,102.6,1955
isl,102.3,1960
isl,102.1,1965
isl,102.3,1970
isl,102.1,1975
isl,101.7,1980
isl,101.2,1985
isl,100.8,1990
isl,100.5,1995
isl,100.3,2000
isl,100.8,2005
isl,105.9,2010
isl,108.0,2015
isl,108.9,2020
isl,109.0,2025
isl,108.7,2030
isl,108.3,2035
isl,107.7,2040
isl,107.1,2045
isl,106.5,2050
ind,108.0,1950
ind,108.4,1955
ind,108.7,1960
ind,108.9,1965
ind,108.9,1970
ind,108.9,1975
ind,108.5,1980
ind,108.3,1985
ind,108.2,1990
ind,108.0,1995
ind,107.6,2000
ind,107.2,2005
ind,106.8,2010
ind,106.4,2015
ind,106.0,2020
ind,105.6,2025
ind,105.1,2030
ind,104.7,2035
ind,104.3,2040
ind,103.9,2045
ind,103.5,2050
idn,98.43,1950
idn,98.89,1955
idn,99.29,1960
idn,99.68,1965
idn,100.0,1970
idn,100.3,1975
idn,100.5,1980
idn,100.5,1985
idn,100.4,1990
idn,100.3,1995
idn,100.1,2000
idn,99.83,2005
idn,99.66,2010
idn,99.5,2015
idn,99.4,2020
idn,99.22,2025
idn,98.99,2030
idn,98.7,2035
idn,98.35,2040
idn,98.05,2045
idn,97.81,2050
irn,103.1,1950
irn,103.3,1955
irn,103.5,1960
irn,103.8,1965
irn,104.2,1970
irn,104.5,1975
irn,104.7,1980
irn,105.4,1985
irn,106.2,1990
irn,103.5,1995
irn,103.6,2000
irn,103.9,2005
irn,103.3,2010
irn,102.9,2015
irn,102.4,2020
irn,102.0,2025
irn,101.5,2030
irn,101.1,2035
irn,100.6,2040
irn,100.1,2045
irn,99.68,2050
irq,99.49,1950
irq,100.2,1955
irq,101.4,1960
irq,102.7,1965
irq,103.6,1970
irq,104.1,1975
irq,103.9,1980
irq,103.1,1985
irq,101.7,1990
irq,101.0,1995
irq,101.7,2000
irq,102.4,2005
irq,102.3,2010
irq,102.6,2015
irq,102.9,2020
irq,102.9,2025
irq,102.9,2030
irq,102.8,2035
irq,102.6,2040
irq,102.4,2045
irq,102.2,2050
irl,103.6,1950
irl,102.0,1955
irl,101.0,1960
irl,101.1,1965
irl,101.0,1970
irl,100.3,1975
irl,101.1,1980
irl,100.8,1985
irl,99.76,1990
irl,98.66,1995
irl,98.83,2000
irl,99.94,2005
irl,100.4,2010
irl,100.6,2015
irl,100.6,2020
irl,100.6,2025
irl,100.4,2030
irl,100.3,2035
irl,100.1,2040
irl,100.0,2045
irl,99.89,2050
isr,105.8,1950
isr,103.3,1955
isr,103.0,1960
isr,102.3,1965
isr,101.7,1970
isr,100.4,1975
isr,99.88,1980
isr,99.58,1985
isr,99.2,1990
isr,97.33,1995
isr,97.52,2000
isr,97.99,2005
isr,98.48,2010
isr,99.03,2015
isr,99.55,2020
isr,99.96,2025
isr,100.3,2030
isr,100.5,2035
isr,100.7,2040
isr,100.9,2045
isr,101.0,2050
ita,94.86,1950
ita,94.6,1955
ita,94.12,1960
ita,94.23,1965
ita,94.5,1970
ita,94.43,1975
ita,94.04,1980
ita,94.25,1985
ita,94.0,1990
ita,93.64,1995
ita,93.61,2000
ita,94.28,2005
ita,94.83,2010
ita,95.2,2015
ita,95.47,2020
ita,95.71,2025
ita,95.9,2030
ita,96.04,2035
ita,96.13,2040
ita,96.16,2045
ita,96.18,2050
jam,94.74,1950
jam,94.73,1955
jam,92.56,1960
jam,91.48,1965
jam,95.3,1970
jam,95.69,1975
jam,97.3,1980
jam,98.24,1985
jam,96.48,1990
jam,97.09,1995
jam,97.19,2000
jam,95.98,2005
jam,95.86,2010
jam,95.79,2015
jam,95.71,2020
jam,95.56,2025
jam,95.34,2030
jam,95.1,2035
jam,94.92,2040
jam,94.89,2045
jam,95.08,2050
jpn,96.27,1950
jpn,96.59,1955
jpn,96.51,1960
jpn,96.45,1965
jpn,96.37,1970
jpn,96.88,1975
jpn,96.81,1980
jpn,96.66,1985
jpn,96.29,1990
jpn,96.17,1995
jpn,95.75,2000
jpn,95.31,2005
jpn,94.89,2010
jpn,94.47,2015
jpn,93.99,2020
jpn,93.53,2025
jpn,93.12,2030
jpn,92.78,2035
jpn,92.54,2040
jpn,92.45,2045
jpn,92.42,2050
jor,107.9,1950
jor,107.8,1955
jor,107.7,1960
jor,106.6,1965
jor,105.6,1970
jor,104.7,1975
jor,107.3,1980
jor,109.4,1985
jor,108.8,1990
jor,109.5,1995
jor,107.2,2000
jor,106.0,2005
jor,105.2,2010
jor,104.8,2015
jor,104.4,2020
jor,104.0,2025
jor,103.6,2030
jor,103.2,2035
jor,102.8,2040
jor,102.3,2045
jor,101.9,2050
kaz,93.77,1950
kaz,93.09,1955
kaz,92.86,1960
kaz,92.92,1965
kaz,92.94,1970
kaz,93.12,1975
kaz,92.92,1980
kaz,93.19,1985
kaz,93.88,1990
kaz,93.5,1995
kaz,92.13,2000
kaz,91.53,2005
kaz,90.8,2010
kaz,90.36,2015
kaz,90.15,2020
kaz,90.05,2025
kaz,90.05,2030
kaz,90.2,2035
kaz,90.57,2040
kaz,91.08,2045
kaz,91.61,2050
ken,101.7,1950
ken,101.1,1955
ken,100.6,1960
ken,99.98,1965
ken,99.53,1970
ken,99.26,1975
ken,99.2,1980
ken,99.26,1985
ken,99.26,1990
ken,99.22,1995
ken,99.28,2000
ken,99.72,2005
ken,100.0,2010
ken,100.3,2015
ken,100.4,2020
ken,100.5,2025
ken,100.6,2030
ken,100.6,2035
ken,100.7,2040
ken,100.6,2045
ken,100.5,2050
kwt,146.4,1950
kwt,150.5,1955
kwt,166.8,1960
kwt,157.0,1965
kwt,130.9,1970
kwt,120.7,1975
kwt,134.2,1980
kwt,131.5,1985
kwt,131.6,1990
kwt,150.9,1995
kwt,155.1,2000
kwt,152.0,2005
kwt,146.1,2010
kwt,143.0,2015
kwt,140.3,2020
kwt,137.9,2025
kwt,135.5,2030
kwt,133.0,2035
kwt,130.4,2040
kwt,127.8,2045
kwt,125.2,2050
kgz,90.96,1950
kgz,89.85,1955
kgz,90.25,1960
kgz,90.99,1965
kgz,91.56,1970
kgz,93.47,1975
kgz,94.15,1980
kgz,94.56,1985
kgz,95.72,1990
kgz,96.88,1995
kgz,97.25,2000
kgz,97.3,2005
kgz,97.43,2010
kgz,97.53,2015
kgz,97.56,2020
kgz,97.47,2025
kgz,97.3,2030
kgz,97.15,2035
kgz,97.05,2040
kgz,97.02,2045
kgz,97.01,2050
lao,97.11,1950
lao,96.76,1955
lao,96.78,1960
lao,97.08,1965
lao,97.56,1970
lao,98.16,1975
lao,98.73,1980
lao,99.39,1985
lao,100.1,1990
lao,99.85,1995
lao,100.0,2000
lao,99.19,2005
lao,99.7,2010
lao,100.1,2015
lao,100.4,2020
lao,100.5,2025
lao,100.6,2030
lao,100.7,2035
lao,100.6,2040
lao,100.5,2045
lao,100.4,2050
lva,76.17,1950
lva,78.19,1955
lva,78.25,1960
lva,82.19,1965
lva,84.18,1970
lva,85.06,1975
lva,85.24,1980
lva,85.84,1985
lva,86.93,1990
lva,85.64,1995
lva,84.98,2000
lva,85.2,2005
lva,85.59,2010
lva,86.23,2015
lva,87.01,2020
lva,87.79,2025
lva,88.44,2030
lva,88.97,2035
lva,89.45,2040
lva,89.96,2045
lva,90.6,2050
lbn,101.3,1950
lbn,101.3,1955
lbn,101.2,1960
lbn,101.5,1965
lbn,101.5,1970
lbn,101.4,1975
lbn,98.27,1980
lbn,96.58,1985
lbn,95.01,1990
lbn,97.0,1995
lbn,96.04,2000
lbn,96.07,2005
lbn,95.89,2010
lbn,95.8,2015
lbn,95.74,2020
lbn,95.74,2025
lbn,95.77,2030
lbn,95.81,2035
lbn,95.85,2040
lbn,96.01,2045
lbn,96.23,2050
lso,88.33,1950
lso,88.23,1955
lso,87.03,1960
lso,85.44,1965
lso,85.95,1970
lso,85.74,1975
lso,85.63,1980
lso,86.13,1985
lso,86.56,1990
lso,87.47,1995
lso,87.89,2000
lso,88.55,2005
lso,89.65,2010
lso,91.01,2015
lso,92.39,2020
lso,93.6,2025
lso,94.47,2030
lso,95.06,2035
lso,95.46,2040
lso,95.64,2045
lso,95.49,2050
lbr,98.0,1950
lbr,97.54,1955
lbr,97.29,1960
lbr,97.16,1965
lbr,97.11,1970
lbr,97.08,1975
lbr,97.17,1980
lbr,97.3,1985
lbr,97.42,1990
lbr,97.69,1995
lbr,98.03,2000
lbr,98.44,2005
lbr,98.84,2010
lbr,99.16,2015
lbr,99.41,2020
lbr,99.58,2025
lbr,99.69,2030
lbr,99.75,2035
lbr,99.79,2040
lbr,99.79,2045
lbr,99.75,2050
lby,106.5,1950
lby,104.3,1955
lby,105.3,1960
lby,107.8,1965
lby,110.2,1970
lby,112.7,1975
lby,114.8,1980
lby,113.5,1985
lby,111.6,1990
lby,110.2,1995
lby,108.9,2000
lby,107.8,2005
lby,106.8,2010
lby,106.0,2015
lby,105.2,2020
lby,104.5,2025
lby,103.7,2030
lby,102.9,2035
lby,102.2,2040
lby,101.5,2045
lby,100.9,2050
ltu,82.16,1950
ltu,83.97,1955
ltu,84.86,1960
ltu,87.18,1965
ltu,88.42,1970
ltu,89.0,1975
ltu,88.92,1980
ltu,89.04,1985
ltu,89.77,1990
ltu,89.04,1995
ltu,87.96,2000
ltu,87.39,2005
ltu,88.11,2010
ltu,88.52,2015
ltu,88.9,2020
ltu,89.27,2025
ltu,89.57,2030
ltu,89.72,2035
ltu,89.87,2040
ltu,90.12,2045
ltu,90.46,2050
lux,100.0,1950
lux,100.7,1955
lux,97.48,1960
lux,96.67,1965
lux,96.28,1970
lux,98.47,1975
lux,95.74,1980
lux,94.64,1985
lux,95.82,1990
lux,96.31,1995
lux,97.0,2000
lux,97.87,2005
lux,98.55,2010
lux,99.12,2015
lux,99.56,2020
lux,99.88,2025
lux,100.0,2030
lux,100.0,2035
lux,99.91,2040
lux,99.81,2045
lux,99.79,2050
mdg,105.9,1950
mdg,105.1,1955
mdg,104.3,1960
mdg,103.5,1965
mdg,102.8,1970
mdg,102.1,1975
mdg,101.4,1980
mdg,100.8,1985
mdg,100.3,1990
mdg,99.81,1995
mdg,99.43,2000
mdg,99.23,2005
mdg,99.16,2010
mdg,99.17,2015
mdg,99.17,2020
mdg,99.14,2025
mdg,99.06,2030
mdg,98.96,2035
mdg,98.84,2040
mdg,98.7,2045
mdg,98.56,2050
mwi,93.18,1950
mwi,92.61,1955
mwi,92.46,1960
mwi,92.51,1965
mwi,92.68,1970
mwi,93.07,1975
mwi,93.81,1980
mwi,94.92,1985
mwi,96.65,1990
mwi,97.61,1995
mwi,98.11,2000
mwi,98.37,2005
mwi,98.89,2010
mwi,99.43,2015
mwi,99.93,2020
mwi,100.5,2025
mwi,100.9,2030
mwi,101.4,2035
mwi,101.9,2040
mwi,102.3,2045
mwi,102.5,2050
mys,106.0,1950
mys,104.0,1955
mys,103.4,1960
mys,102.9,1965
mys,101.9,1970
mys,101.3,1975
mys,101.4,1980
mys,101.5,1985
mys,103.0,1990
mys,103.3,1995
mys,103.5,2000
mys,103.3,2005
mys,103.1,2010
mys,102.8,2015
mys,102.4,2020
mys,102.1,2025
mys,101.7,2030
mys,101.4,2035
mys,101.1,2040
mys,100.8,2045
mys,100.6,2050
mdv,117.0,1950
mdv,115.4,1955
mdv,114.1,1960
mdv,113.1,1965
mdv,112.2,1970
mdv,111.6,1975
mdv,110.8,1980
mdv,107.6,1985
mdv,104.7,1990
mdv,104.0,1995
mdv,103.1,2000
mdv,102.5,2005
mdv,101.9,2010
mdv,101.4,2015
mdv,101.0,2020
mdv,100.7,2025
mdv,100.4,2030
mdv,100.1,2035
mdv,99.8,2040
mdv,99.45,2045
mdv,99.08,2050
mli,105.0,1950
mli,104.2,1955
mli,103.5,1960
mli,102.8,1965
mli,102.0,1970
mli,101.4,1975
mli,100.4,1980
mli,99.49,1985
mli,98.66,1990
mli,98.05,1995
mli,97.56,2000
mli,97.47,2005
mli,97.59,2010
mli,97.86,2015
mli,98.16,2020
mli,98.45,2025
mli,98.7,2030
mli,98.91,2035
mli,99.06,2040
mli,99.15,2045
mli,99.16,2050
mlt,97.47,1950
mlt,93.83,1955
mlt,93.79,1960
mlt,93.04,1965
mlt,93.13,1970
mlt,93.38,1975
mlt,94.81,1980
mlt,96.72,1985
mlt,97.49,1990
mlt,98.17,1995
mlt,98.28,2000
mlt,98.78,2005
mlt,99.33,2010
mlt,99.77,2015
mlt,100.1,2020
mlt,100.2,2025
mlt,100.2,2030
mlt,100.0,2035
mlt,99.88,2040
mlt,99.76,2045
mlt,99.68,2050
mtq,91.38,1950
mtq,92.33,1955
mtq,96.11,1960
mtq,93.06,1965
mtq,96.08,1970
mtq,93.92,1975
mtq,94.12,1980
mtq,93.8,1985
mtq,93.42,1990
mtq,91.66,1995
mtq,89.86,2000
mtq,88.12,2005
mtq,88.38,2010
mtq,88.6,2015
mtq,88.81,2020
mtq,89.04,2025
mtq,89.26,2030
mtq,89.48,2035
mtq,89.76,2040
mtq,90.17,2045
mtq,90.79,2050
mrt,96.75,1950
mrt,97.96,1955
mrt,98.94,1960
mrt,99.67,1965
mrt,100.2,1970
mrt,100.4,1975
mrt,100.8,1980
mrt,100.9,1985
mrt,101.0,1990
mrt,101.3,1995
mrt,101.9,2000
mrt,102.6,2005
mrt,102.9,2010
mrt,103.0,2015
mrt,102.9,2020
mrt,102.8,2025
mrt,102.6,2030
mrt,102.3,2035
mrt,102.1,2040
mrt,101.8,2045
mrt,101.6,2050
mus,99.19,1950
mus,99.18,1955
mus,99.42,1960
mus,100.0,1965
mus,100.1,1970
mus,97.44,1975
mus,97.29,1980
mus,98.57,1985
mus,99.51,1990
mus,99.42,1995
mus,98.99,2000
mus,98.61,2005
mus,98.1,2010
mus,97.44,2015
mus,96.79,2020
mus,96.17,2025
mus,95.58,2030
mus,95.0,2035
mus,94.46,2040
mus,94.06,2045
mus,93.89,2050
myt,119.7,1950
myt,117.9,1955
myt,116.3,1960
myt,114.5,1965
myt,111.2,1970
myt,108.4,1975
myt,106.3,1980
myt,106.5,1985
myt,104.4,1990
myt,102.6,1995
myt,101.6,2000
myt,100.8,2005
myt,100.2,2010
myt,99.67,2015
myt,99.2,2020
myt,98.77,2025
myt,98.37,2030
myt,97.96,2035
myt,97.55,2040
myt,97.14,2045
myt,96.72,2050
mex,98.92,1950
mex,99.12,1955
mex,99.32,1960
mex,99.45,1965
mex,99.58,1970
mex,99.57,1975
mex,99.39,1980
mex,98.65,1985
mex,98.32,1990
mex,98.15,1995
mex,98.08,2000
mex,97.42,2005
mex,96.95,2010
mex,96.83,2015
mex,96.75,2020
mex,96.47,2025
mex,96.14,2030
mex,95.77,2035
mex,95.36,2040
mex,94.94,2045
mex,94.53,2050
fsm,135.1,1950
fsm,124.0,1955
fsm,114.6,1960
fsm,112.0,1965
fsm,109.7,1970
fsm,107.3,1975
fsm,104.4,1980
fsm,105.9,1985
fsm,107.0,1990
fsm,104.4,1995
fsm,100.4,2000
fsm,98.53,2005
fsm,98.12,2010
fsm,97.85,2015
fsm,97.56,2020
fsm,97.21,2025
fsm,96.83,2030
fsm,96.42,2035
fsm,96.0,2040
fsm,95.61,2045
fsm,95.28,2050
fsm,106.1,1950
fsm,106.1,1955
fsm,106.2,1960
fsm,106.3,1965
fsm,106.4,1970
fsm,107.0,1975
fsm,104.5,1980
fsm,104.9,1985
fsm,104.7,1990
fsm,104.5,1995
fsm,102.5,2000
fsm,103.2,2005
fsm,104.0,2010
fsm,104.7,2015
fsm,105.1,2020
fsm,105.4,2025
fsm,105.7,2030
fsm,105.9,2035
fsm,106.1,2040
fsm,106.3,2045
fsm,106.4,2050
mng,95.94,1950
mng,96.82,1955
mng,97.66,1960
mng,98.47,1965
mng,99.22,1970
mng,99.9,1975
mng,100.5,1980
mng,101.0,1985
mng,99.59,1990
mng,100.0,1995
mng,98.26,2000
mng,98.06,2005
mng,97.8,2010
mng,97.65,2015
mng,97.56,2020
mng,97.5,2025
mng,97.39,2030
mng,97.21,2035
mng,97.0,2040
mng,96.82,2045
mng,96.67,2050
mne,91.02,1950
mne,92.64,1955
mne,94.28,1960
mne,95.12,1965
mne,95.7,1970
mne,97.17,1975
mne,98.34,1980
mne,98.67,1985
mne,97.44,1990
mne,100.6,1995
mne,103.3,2000
mne,97.01,2005
mne,96.8,2010
mne,96.65,2015
mne,96.92,2020
mne,97.2,2025
mne,97.48,2030
mne,97.78,2035
mne,98.08,2040
mne,98.43,2045
mne,98.84,2050
mar,100.2,1950
mar,100.1,1955
mar,99.97,1960
mar,99.92,1965
mar,100.5,1970
mar,99.87,1975
mar,100.1,1980
mar,99.91,1985
mar,99.48,1990
mar,98.85,1995
mar,97.86,2000
mar,96.91,2005
mar,96.44,2010
mar,96.16,2015
mar,95.91,2020
mar,95.66,2025
mar,95.36,2030
mar,95.03,2035
mar,94.72,2040
mar,94.53,2045
mar,94.49,2050
moz,95.6,1950
moz,95.53,1955
moz,95.54,1960
moz,95.61,1965
moz,95.69,1970
moz,95.83,1975
moz,95.71,1980
moz,95.12,1985
moz,91.56,1990
moz,91.25,1995
moz,92.47,2000
moz,93.67,2005
moz,94.94,2010
moz,96.22,2015
moz,97.37,2020
moz,98.36,2025
moz,99.2,2030
moz,99.94,2035
moz,100.6,2040
moz,101.2,2045
moz,101.6,2050
mmr,98.33,1950
mmr,98.16,1955
mmr,98.08,1960
mmr,97.98,1965
mmr,97.89,1970
mmr,97.83,1975
mmr,97.77,1980
mmr,97.75,1985
mmr,97.53,1990
mmr,97.42,1995
mmr,97.42,2000
mmr,96.06,2005
mmr,95.43,2010
mmr,95.31,2015
mmr,95.22,2020
mmr,95.09,2025
mmr,94.92,2030
mmr,94.75,2035
mmr,94.6,2040
mmr,94.5,2045
mmr,94.43,2050
nam,98.65,1950
nam,97.73,1955
nam,97.37,1960
nam,97.3,1965
nam,97.35,1970
nam,97.41,1975
nam,95.08,1980
nam,94.27,1985
nam,95.41,1990
nam,95.56,1995
nam,95.95,2000
nam,96.68,2005
nam,97.38,2010
nam,98.17,2015
nam,99.03,2020
nam,99.79,2025
nam,100.4,2030
nam,100.9,2035
nam,101.2,2040
nam,101.3,2045
nam,101.3,2050
npl,111.3,1950
npl,110.3,1955
npl,108.5,1960
npl,107.1,1965
npl,105.6,1970
npl,105.5,1975
npl,105.3,1980
npl,104.4,1985
npl,103.5,1990
npl,100.4,1995
npl,99.63,2000
npl,98.89,2005
npl,98.64,2010
npl,98.41,2015
npl,98.02,2020
npl,97.67,2025
npl,97.34,2030
npl,97.02,2035
npl,96.69,2040
npl,96.36,2045
npl,96.01,2050
nld,99.37,1950
nld,99.28,1955
nld,99.2,1960
nld,99.58,1965
nld,99.64,1970
nld,99.16,1975
nld,98.5,1980
nld,97.86,1985
nld,97.74,1990
nld,97.84,1995
nld,97.9,2000
nld,97.87,2005
nld,98.39,2010
nld,98.72,2015
nld,98.86,2020
nld,98.86,2025
nld,98.76,2030
nld,98.65,2035
nld,98.61,2040
nld,98.69,2045
nld,98.91,2050
ant,93.79,1950
ant,95.14,1955
ant,96.95,1960
ant,97.48,1965
ant,97.75,1970
ant,97.98,1975
ant,93.25,1980
ant,92.55,1985
ant,91.98,1990
ant,91.21,1995
ant,89.42,2000
ant,87.18,2005
ant,86.43,2010
ant,86.05,2015
ant,86.08,2020
ant,85.97,2025
ant,85.79,2030
ant,85.62,2035
ant,85.55,2040
ant,85.61,2045
ant,85.86,2050
ncl,111.2,1950
ncl,111.2,1955
ncl,111.4,1960
ncl,110.8,1965
ncl,109.4,1970
ncl,108.5,1975
ncl,106.1,1980
ncl,104.5,1985
ncl,104.5,1990
ncl,105.0,1995
ncl,103.2,2000
ncl,101.6,2005
ncl,100.5,2010
ncl,99.71,2015
ncl,99.15,2020
ncl,98.62,2025
ncl,98.12,2030
ncl,97.66,2035
ncl,97.26,2040
ncl,96.94,2045
ncl,96.69,2050
nzl,101.1,1950
nzl,101.3,1955
nzl,101.0,1960
nzl,100.6,1965
nzl,99.91,1970
nzl,99.58,1975
nzl,98.91,1980
nzl,98.79,1985
nzl,97.48,1990
nzl,97.47,1995
nzl,96.78,2000
nzl,97.25,2005
nzl,97.68,2010
nzl,98.01,2015
nzl,98.24,2020
nzl,98.42,2025
nzl,98.53,2030
nzl,98.58,2035
nzl,98.64,2040
nzl,98.77,2045
nzl,98.99,2050
nic,98.9,1950
nic,99.13,1955
nic,99.58,1960
nic,99.88,1965
nic,99.91,1970
nic,100.4,1975
nic,100.4,1980
nic,100.1,1985
nic,99.55,1990
nic,99.24,1995
nic,99.13,2000
nic,98.66,2005
nic,97.96,2010
nic,97.81,2015
nic,97.61,2020
nic,97.4,2025
nic,97.14,2030
nic,96.83,2035
nic,96.48,2040
nic,96.11,2045
nic,95.72,2050
ner,88.45,1950
ner,91.54,1955
ner,93.39,1960
ner,95.34,1965
ner,97.06,1970
ner,98.38,1975
ner,99.41,1980
ner,98.18,1985
ner,97.33,1990
ner,98.38,1995
ner,99.81,2000
ner,100.1,2005
ner,100.4,2010
ner,100.6,2015
ner,100.9,2020
ner,101.1,2025
ner,101.2,2030
ner,101.3,2035
ner,101.4,2040
ner,101.4,2045
ner,101.4,2050
nga,96.22,1950
nga,96.62,1955
nga,96.98,1960
nga,97.31,1965
nga,97.58,1970
nga,97.87,1975
