geo,natural_gas_production_per_person,time
sau,2.448,2006
sau,2.426,2007
sau,2.496,2008
syr,0.006559,1983
syr,0.01078,1984
syr,0.01231,1985
syr,0.03003,1986
syr,0.02855,1987
syr,0.06525,1988
syr,0.1034,1989
syr,0.1101,1990
syr,0.1243,1991
syr,0.125,1992
syr,0.1204,1993
syr,0.1272,1994
syr,0.1562,1995
syr,0.1621,1996
syr,0.2449,1997
syr,0.3088,1998
syr,0.308,1999
syr,0.3031,2000
syr,0.2707,2001
syr,0.3211,2002
syr,0.3156,2003
syr,0.3193,2004
syr,0.2679,2005
syr,0.2703,2006
syr,0.2621,2007
syr,0.2498,2008
tha,0.004944,1981
tha,0.02474,1982
tha,0.02862,1983
tha,0.04201,1984
tha,0.05435,1985
tha,0.06245,1986
tha,0.08597,1987
tha,0.1051,1988
tha,0.09892,1989
tha,0.1063,1990
tha,0.1301,1991
tha,0.1369,1992
tha,0.1522,1993
tha,0.1661,1994
tha,0.1737,1995
tha,0.1984,1996
tha,0.2416,1997
tha,0.2596,1998
tha,0.2818,1999
tha,0.2945,2000
tha,0.2835,2001
tha,0.2941,2002
tha,0.3096,2003
tha,0.3158,2004
tha,0.3322,2005
tha,0.3387,2006
tha,0.3595,2007
tha,0.3965,2008
tto,1.721,1970
tto,1.666,1971
tto,1.698,1972
tto,1.615,1973
tto,1.46,1974
tto,1.311,1975
tto,1.455,1976
tto,1.681,1977
tto,1.975,1978
tto,2.122,1979
tto,2.277,1980
tto,2.363,1981
tto,2.855,1982
tto,3.139,1983
tto,3.225,1984
tto,3.177,1985
tto,3.313,1986
tto,3.401,1987
tto,3.806,1988
tto,3.836,1989
tto,3.959,1990
tto,4.306,1991
tto,4.531,1992
tto,4.499,1993
tto,4.812,1994
tto,4.759,1995
tto,5.534,1996
tto,5.844,1997
tto,6.873,1998
tto,9.381,1999
tto,11.31,2000
tto,12.31,2001
tto,14.13,2002
tto,20.37,2003
tto,22.66,2004
tto,25.35,2005
tto,30.77,2006
tto,33.22,2007
tto,33.77,2008
tkm,20.91,1985
tkm,20.76,1986
tkm,21.04,1987
tkm,20.59,1988
tkm,20.49,1989
tkm,19.5,1990
tkm,18.26,1991
tkm,12.72,1992
tkm,13.52,1993
tkm,7.235,1994
tkm,6.413,1995
tkm,6.852,1996
tkm,3.302,1997
tkm,2.49,1998
tkm,4.188,1999
tkm,8.472,2000
tkm,9.077,2001
tkm,9.293,2002
tkm,10.08,2003
tkm,9.764,2004
tkm,10.36,2005
tkm,10.77,2006
tkm,11.46,2007
tkm,11.36,2008
ukr,0.6856,1985
ukr,0.6328,1986
ukr,0.5661,1987
ukr,0.5132,1988
ukr,0.4871,1989
ukr,0.4434,1990
ukr,0.3842,1991
ukr,0.3298,1992
ukr,0.3014,1993
ukr,0.2871,1994
ukr,0.2893,1995
ukr,0.2949,1996
ukr,0.3019,1997
ukr,0.2931,1998
ukr,0.2981,1999
ukr,0.2972,2000
ukr,0.3073,2001
ukr,0.3166,2002
ukr,0.3305,2003
ukr,0.3518,2004
ukr,0.3601,2005
ukr,0.3673,2006
ukr,0.371,2007
ukr,0.3654,2008
are,3.008,1970
are,4.595,1971
are,3.996,1972
are,3.991,1973
are,3.451,1974
are,2.859,1975
are,2.92,1976
are,5.134,1977
are,6.599,1978
are,6.22,1979
are,6.766,1980
are,7.247,1981
are,7.103,1982
are,5.717,1983
are,6.885,1984
are,7.583,1985
are,7.994,1986
are,8.548,1987
are,8.494,1988
are,9.67,1989
are,9.278,1990
are,10.71,1991
are,9.739,1992
are,9.884,1993
are,11.32,1994
are,12.95,1995
are,13.73,1996
are,14.5,1997
are,14.55,1998
are,14.86,1999
are,14.58,2000
are,16.8,2001
are,15.97,2002
are,16.22,2003
are,16.51,2004
are,16.78,2005
are,16.96,2006
are,17.18,2007
are,16.85,2008
gbr,0.1692,1970
gbr,0.2799,1971
gbr,0.4026,1972
gbr,0.4361,1973
gbr,0.5258,1974
gbr,0.5476,1975
gbr,0.58,1976
gbr,0.6063,1977
gbr,0.5807,1978
gbr,0.5858,1979
gbr,0.556,1980
gbr,0.5541,1981
gbr,0.5636,1982
gbr,0.5807,1983
gbr,0.5669,1984
gbr,0.6307,1985
gbr,0.661,1986
gbr,0.6898,1987
gbr,0.6622,1988
gbr,0.6467,1989
gbr,0.7119,1990
gbr,0.7903,1991
gbr,0.8009,1992
gbr,0.939,1993
gbr,0.9993,1994
gbr,1.091,1995
gbr,1.292,1996
gbr,1.314,1997
gbr,1.375,1998
gbr,1.504,1999
gbr,1.639,2000
gbr,1.595,2001
gbr,1.556,2002
gbr,1.541,2003
gbr,1.439,2004
gbr,1.313,2005
gbr,1.187,2006
gbr,1.067,2007
gbr,1.028,2008
usa,2.663,1970
usa,2.704,1971
usa,2.666,1972
usa,2.638,1973
usa,2.499,1974
usa,2.292,1975
usa,2.251,1976
usa,2.239,1977
usa,2.206,1978
usa,2.248,1979
usa,2.203,1980
usa,2.159,1981
usa,1.988,1982
usa,1.785,1983
usa,1.92,1984
usa,1.794,1985
usa,1.732,1986
usa,1.778,1987
usa,1.81,1988
usa,1.818,1989
usa,1.846,1990
usa,1.812,1991
usa,1.802,1992
usa,1.799,1993
usa,1.851,1994
usa,1.804,1995
usa,1.808,1996
usa,1.791,1997
usa,1.79,1998
usa,1.745,1999
usa,1.755,2000
usa,1.783,2001
usa,1.703,2002
usa,1.709,2003
usa,1.642,2004
usa,1.583,2005
usa,1.606,2006
usa,1.642,2007
usa,1.754,2008
uzb,1.543,1985
uzb,1.675,1986
uzb,1.681,1987
uzb,1.65,1988
uzb,1.664,1989
uzb,1.611,1990
uzb,1.614,1991
uzb,1.613,1992
uzb,1.664,1993
uzb,1.711,1994
uzb,1.731,1995
uzb,1.718,1996
uzb,1.769,1997
uzb,1.861,1998
uzb,1.858,1999
uzb,1.856,2000
uzb,1.859,2001
uzb,1.828,2002
uzb,1.802,2003
uzb,1.846,2004
uzb,1.81,2005
uzb,1.796,2006
uzb,1.915,2007
uzb,1.979,2008
ven,0.645,1970
ven,0.603,1971
ven,0.5804,1972
ven,0.6923,1973
ven,0.7086,1974
ven,0.6678,1975
ven,0.802,1976
ven,0.8481,1977
ven,0.8296,1978
ven,0.9017,1979
ven,0.9023,1980
ven,0.8833,1981
ven,0.9151,1982
ven,0.8751,1983
ven,0.9411,1984
ven,0.9174,1985
ven,0.9838,1986
ven,0.934,1987
ven,0.9318,1988
ven,0.9328,1989
ven,1.023,1990
ven,0.9955,1991
ven,0.9601,1992
ven,1.014,1993
ven,1.051,1994
ven,1.148,1995
ven,1.218,1996
ven,1.24,1997
ven,1.278,1998
ven,1.065,1999
ven,1.068,2000
ven,1.114,2001
ven,1.053,2002
ven,0.9208,2003
ven,1.022,2004
ven,0.9725,2005
ven,1.101,2006
ven,1.107,2007
ven,1.072,2008
vnm,0.001027,1983
vnm,0.0008679,1984
vnm,0.000947,1991
vnm,0.002702,1992
vnm,0.003158,1993
vnm,0.003102,1994
vnm,0.001776,1995
vnm,0.003443,1996
vnm,0.006285,1997
vnm,0.01051,1998
vnm,0.01498,1999
vnm,0.01821,2000
vnm,0.0225,2001
vnm,0.0267,2002
vnm,0.02612,2003
vnm,0.04529,2004
vnm,0.07423,2005
vnm,0.07238,2006
vnm,0.07473,2007
vnm,0.08302,2008
