geo,time,gapminder_gini
cub,1943,37.1
cub,1944,37
cub,1945,36.9
cub,1946,36.8
cub,1947,36.7
cub,1948,36.6
cub,1949,36.5
cub,1950,36.5
cub,1951,36.5
cub,1952,36.5
cub,1953,36.5
cub,1954,36.5
cub,1955,36.5
cub,1956,36.5
cub,1957,36.5
cub,1958,36.5
cub,1959,36.5
cub,1960,36.5
cub,1961,36.5
cub,1962,36.6
cub,1963,36.6
cub,1964,36.6
cub,1965,36.6
cub,1966,36.6
cub,1967,36.6
cub,1968,36.6
cub,1969,36.6
cub,1970,36.6
cub,1971,36.6
cub,1972,36.6
cub,1973,36.6
cub,1974,36.7
cub,1975,36.7
cub,1976,36.7
cub,1977,36.7
cub,1978,36.7
cub,1979,36.7
cub,1980,36.7
cub,1981,36.7
cub,1982,36.7
cub,1983,36.7
cub,1984,36.7
cub,1985,36.7
cub,1986,36.7
cub,1987,36.8
cub,1988,36.8
cub,1989,36.8
cub,1990,36.8
cub,1991,36.8
cub,1992,36.8
cub,1993,36.8
cub,1994,36.8
cub,1995,36.8
cub,1996,36.8
cub,1997,36.8
cub,1998,36.8
cub,1999,36.9
cub,2000,36.9
cub,2001,36.9
cub,2002,36.9
cub,2003,36.9
cub,2004,36.9
cub,2005,36.9
cub,2006,36.9
cub,2007,36.9
cub,2008,36.9
cub,2009,36.9
cub,2010,36.9
cub,2011,37
cub,2012,37
cub,2013,37
cub,2014,37
cub,2015,37
cyp,1800,29
cyp,1801,29.2
cyp,1802,29.3
cyp,1803,29.5
cyp,1804,29.6
cyp,1805,29.8
cyp,1806,29.9
cyp,1807,30.1
cyp,1808,30.2
cyp,1809,30.4
cyp,1810,30.5
cyp,1811,30.7
cyp,1812,30.8
cyp,1813,31
cyp,1814,31.1
cyp,1815,31.3
cyp,1816,31.5
cyp,1817,31.6
cyp,1818,31.8
cyp,1819,31.9
cyp,1820,32.1
cyp,1821,32.2
cyp,1822,32.4
cyp,1823,32.5
cyp,1824,32.7
cyp,1825,32.8
cyp,1826,33
cyp,1827,33.1
cyp,1828,33.3
cyp,1829,33.4
cyp,1830,33.6
cyp,1831,33.7
cyp,1832,33.9
cyp,1833,34.1
cyp,1834,34.2
cyp,1835,34.4
cyp,1836,34.5
cyp,1837,34.7
cyp,1838,34.8
cyp,1839,35
cyp,1840,35.1
cyp,1841,35.3
cyp,1842,35.4
cyp,1843,35.6
cyp,1844,35.7
cyp,1845,35.9
cyp,1846,36
cyp,1847,36.2
cyp,1848,36.4
cyp,1849,36.5
cyp,1850,36.7
cyp,1851,36.8
cyp,1852,37
cyp,1853,37.1
cyp,1854,37.3
cyp,1855,37.4
cyp,1856,37.6
cyp,1857,37.7
cyp,1858,37.9
cyp,1859,38
cyp,1860,38.2
cyp,1861,38.3
cyp,1862,38.5
cyp,1863,38.6
cyp,1864,38.8
cyp,1865,39
cyp,1866,39.1
cyp,1867,39.3
cyp,1868,39.4
cyp,1869,39.6
cyp,1870,39.7
cyp,1871,39.9
cyp,1872,40
cyp,1873,40.2
cyp,1874,40.3
cyp,1875,40.5
cyp,1876,40.6
cyp,1877,40.8
cyp,1878,40.9
cyp,1879,41.1
cyp,1880,41.3
cyp,1881,41.4
cyp,1882,41.6
cyp,1883,41.7
cyp,1884,41.9
cyp,1885,42
cyp,1886,42.2
cyp,1887,42.3
cyp,1888,42.5
cyp,1889,42.6
cyp,1890,42.8
cyp,1891,42.7
cyp,1892,42.7
cyp,1893,42.6
cyp,1894,42.6
cyp,1895,42.6
cyp,1896,42.5
cyp,1897,42.5
cyp,1898,42.4
cyp,1899,42.4
cyp,1900,42.3
cyp,1901,42.3
cyp,1902,42.2
cyp,1903,42.2
cyp,1904,42.1
cyp,1905,42.1
cyp,1906,42
cyp,1907,42
cyp,1908,42
cyp,1909,41.9
cyp,1910,41.9
cyp,1911,41.8
cyp,1912,41.8
cyp,1913,41.7
cyp,1914,41.7
cyp,1915,41.6
cyp,1916,41.6
cyp,1917,41.5
cyp,1918,41.5
cyp,1919,41.4
cyp,1920,41.4
cyp,1921,41.4
cyp,1922,41.3
cyp,1923,41.3
cyp,1924,41.2
cyp,1925,41.2
cyp,1926,41.1
cyp,1927,41.1
cyp,1928,41
cyp,1929,41
cyp,1930,40.9
cyp,1931,40.9
cyp,1932,40.8
cyp,1933,40.8
cyp,1934,40.8
cyp,1935,40.7
cyp,1936,40.7
cyp,1937,40.6
cyp,1938,40.6
cyp,1939,40.5
cyp,1940,40.5
cyp,1941,40.4
cyp,1942,40.4
cyp,1943,40.3
cyp,1944,40.3
cyp,1945,40.2
cyp,1946,40.2
cyp,1947,40.1
cyp,1948,40.1
cyp,1949,40.1
cyp,1950,40
cyp,1951,39.7
cyp,1952,39.5
cyp,1953,39.2
cyp,1954,38.9
cyp,1955,38.6
cyp,1956,38.4
cyp,1957,38.1
cyp,1958,37.8
cyp,1959,37.5
cyp,1960,37.3
cyp,1961,37
cyp,1962,36.7
cyp,1963,36.4
cyp,1964,36.2
cyp,1965,35.9
cyp,1966,35.6
cyp,1967,35.3
cyp,1968,35.1
cyp,1969,34.8
cyp,1970,34.5
cyp,1971,34.2
cyp,1972,34
cyp,1973,33.7
cyp,1974,33.4
cyp,1975,33.1
cyp,1976,32.9
cyp,1977,32.6
cyp,1978,32.3
cyp,1979,32
cyp,1980,31.8
cyp,1981,31.5
cyp,1982,31.2
cyp,1983,30.9
cyp,1984,30.7
cyp,1985,30.4
cyp,1986,30.1
cyp,1987,29.8
cyp,1988,29.6
cyp,1989,29.3
cyp,1990,29
cyp,1991,28.7
cyp,1992,28.3
cyp,1993,28
cyp,1994,27.7
cyp,1995,27.3
cyp,1996,27
cyp,1997,27.9
cyp,1998,28.9
cyp,1999,28.9
cyp,2000,29.8
cyp,2001,29
cyp,2002,29.5
cyp,2003,27
cyp,2004,29.1
cyp,2005,28.7
cyp,2006,28.8
cyp,2007,29.8
cyp,2008,29
cyp,2009,29.5
cyp,2010,30.1
cyp,2011,29.2
cyp,2012,31
cyp,2013,32.4
cyp,2014,32.4
cyp,2015,32.4
cze,1800,34.9
cze,1801,34.9
cze,1802,34.9
cze,1803,34.9
cze,1804,34.9
cze,1805,34.9
cze,1806,34.9
cze,1807,34.9
cze,1808,34.9
cze,1809,34.9
cze,1810,34.9
cze,1811,34.9
cze,1812,34.9
cze,1813,34.9
cze,1814,34.9
cze,1815,34.9
cze,1816,34.9
cze,1817,34.9
cze,1818,34.9
cze,1819,34.9
cze,1820,34.9
cze,1821,35.4
cze,1822,35.8
cze,1823,36.3
cze,1824,36.7
cze,1825,37.2
cze,1826,37.6
cze,1827,38.1
cze,1828,38.6
cze,1829,39
cze,1830,39.5
cze,1831,39.9
cze,1832,40.4
cze,1833,40.8
cze,1834,41.3
cze,1835,41.7
cze,1836,42.2
cze,1837,42.6
cze,1838,43.1
cze,1839,43.6
cze,1840,44
cze,1841,44.5
cze,1842,44.9
cze,1843,45.4
cze,1844,45.8
cze,1845,46.3
cze,1846,46.7
cze,1847,47.2
cze,1848,47.7
cze,1849,48.1
cze,1850,48.6
cze,1851,48.9
cze,1852,49.2
cze,1853,49.4
cze,1854,49.7
cze,1855,50
cze,1856,50.3
cze,1857,50.6
cze,1858,50.9
cze,1859,51.2
cze,1860,51.5
cze,1861,51.8
cze,1862,52.1
cze,1863,52.4
cze,1864,52.7
cze,1865,52.9
cze,1866,53.2
cze,1867,53.5
cze,1868,53.8
cze,1869,54.1
cze,1870,54.4
cze,1871,53.8
cze,1872,53.2
cze,1873,52.6
cze,1874,51.9
cze,1875,51.3
cze,1876,50.7
cze,1877,50.1
cze,1878,49.5
cze,1879,48.9
cze,1880,48.3
cze,1881,47.7
cze,1882,47
cze,1883,46.4
cze,1884,45.8
cze,1885,45.2
cze,1886,44.6
cze,1887,44
cze,1888,43.4
cze,1889,42.7
cze,1890,42.1
cze,1891,42
cze,1892,41.8
cze,1893,41.6
cze,1894,41.4
cze,1895,41.2
cze,1896,41
cze,1897,40.9
cze,1898,40.7
cze,1899,40.5
cze,1900,40.3
cze,1901,40.1
cze,1902,40
cze,1903,39.8
cze,1904,39.6
cze,1905,39.4
cze,1906,39.2
cze,1907,39.1
cze,1908,38.9
cze,1909,38.7
cze,1910,38.5
cze,1911,38.6
cze,1912,38.8
cze,1913,38.9
cze,1914,39
cze,1915,39.2
cze,1916,39.3
cze,1917,39.4
cze,1918,39.6
cze,1919,39.7
cze,1920,39.8
cze,1921,40
cze,1922,40.1
cze,1923,40.2
cze,1924,40.4
cze,1925,40.5
cze,1926,40.6
cze,1927,40.8
cze,1928,40.9
cze,1929,41
cze,1930,41
cze,1931,41
cze,1932,40.9
cze,1933,40.9
cze,1934,40.9
cze,1935,40.8
cze,1936,40.8
cze,1937,40.8
cze,1938,40.7
cze,1939,40.7
cze,1940,40.7
cze,1941,40.6
cze,1942,40.6
cze,1943,40.6
cze,1944,40.5
cze,1945,40.5
cze,1946,40.5
cze,1947,40.4
cze,1948,40.4
cze,1949,40.4
cze,1950,40.3
cze,1951,23.9
cze,1952,24.5
cze,1953,25.1
cze,1954,25.7
cze,1955,26.2
cze,1956,26.8
cze,1957,27.4
cze,1958,28
cze,1959,28.6
cze,1960,29.2
cze,1961,28.7
cze,1962,28.3
cze,1963,27.8
cze,1964,27.4
cze,1965,26.9
cze,1966,26.5
cze,1967,26
cze,1968,25.6
cze,1969,25.2
cze,1970,24.7
cze,1971,24.3
cze,1972,23.8
cze,1973,23.4
cze,1974,22.9
cze,1975,22.5
cze,1976,22
cze,1977,21.6
cze,1978,21.1
cze,1979,20.7
cze,1980,20.2
cze,1981,19.8
cze,1982,18.5
cze,1983,20.1
cze,1984,22.2
cze,1985,25.1
cze,1986,23.1
cze,1987,20.5
cze,1988,19.4
cze,1989,25.9
cze,1990,25.1
cze,1991,25.6
cze,1992,23.2
cze,1993,26.6
cze,1994,25
cze,1995,26.9
cze,1996,25.7
cze,1997,25.5
cze,1998,26
cze,1999,26.6
cze,2000,31.3
cze,2001,25.2
cze,2002,26
cze,2003,25.3
cze,2004,26.8
cze,2005,26
cze,2006,25.3
cze,2007,25.3
cze,2008,24.7
cze,2009,25.1
cze,2010,24.9
cze,2011,25.2
cze,2012,24.9
cze,2013,24.6
cze,2014,24.6
cze,2015,24.6
deu,1800,53
deu,1801,53
deu,1802,53
deu,1803,53
deu,1804,53
deu,1805,53
deu,1806,53
deu,1807,53
deu,1808,53
deu,1809,53
deu,1810,53
deu,1811,53
deu,1812,53
deu,1813,53
deu,1814,53
deu,1815,53
deu,1816,53
deu,1817,53
deu,1818,53
deu,1819,53
deu,1820,53
deu,1821,52.7
deu,1822,52.4
deu,1823,52.1
deu,1824,51.8
deu,1825,51.5
deu,1826,51.1
deu,1827,50.8
deu,1828,50.5
deu,1829,50.2
deu,1830,49.9
deu,1831,49.6
deu,1832,49.3
deu,1833,49
deu,1834,48.7
deu,1835,48.4
deu,1836,48
deu,1837,47.7
deu,1838,47.4
deu,1839,47.1
deu,1840,46.8
deu,1841,46.5
deu,1842,46.2
deu,1843,45.9
deu,1844,45.6
deu,1845,45.3
deu,1846,45
deu,1847,44.6
deu,1848,44.3
deu,1849,44
deu,1850,43.7
deu,1851,43.8
deu,1852,43.8
deu,1853,43.9
deu,1854,44
deu,1855,44
deu,1856,44.1
deu,1857,44.2
deu,1858,44.2
deu,1859,44.3
deu,1860,44.3
deu,1861,44.4
deu,1862,44.5
deu,1863,44.5
deu,1864,44.6
deu,1865,44.7
deu,1866,44.7
deu,1867,44.8
deu,1868,44.8
deu,1869,44.9
deu,1870,45
deu,1871,44.7
deu,1872,44.5
deu,1873,44.3
deu,1874,44
deu,1875,43.8
deu,1876,43.6
deu,1877,43.4
deu,1878,43.1
deu,1879,42.9
deu,1880,42.7
deu,1881,42.4
deu,1882,42.2
deu,1883,42
deu,1884,41.7
deu,1885,41.5
deu,1886,41.3
deu,1887,41
deu,1888,40.8
deu,1889,40.6
deu,1890,40.3
deu,1891,40.5
deu,1892,40.7
deu,1893,40.9
deu,1894,41
deu,1895,41.2
deu,1896,41.4
deu,1897,41.5
deu,1898,41.7
deu,1899,41.9
deu,1900,42
deu,1901,42.2
deu,1902,42.4
deu,1903,42.5
deu,1904,42.7
deu,1905,42.9
deu,1906,43.1
deu,1907,43.2
deu,1908,43.4
deu,1909,43.6
deu,1910,43.7
deu,1911,43.8
deu,1912,43.9
deu,1913,44.1
deu,1914,44.2
deu,1915,44.3
deu,1916,44.4
deu,1917,44.5
deu,1918,44.6
deu,1919,44.7
deu,1920,44.8
deu,1921,44.9
deu,1922,45
deu,1923,45.1
deu,1924,45.3
deu,1925,45.4
deu,1926,45.5
deu,1927,45.6
deu,1928,45.7
deu,1929,45.8
deu,1930,45.8
deu,1931,45.9
deu,1932,45.9
deu,1933,46
deu,1934,46
deu,1935,46
deu,1936,46.1
deu,1937,46.1
deu,1938,46.1
deu,1939,46.2
deu,1940,46.2
deu,1941,46.3
deu,1942,46.3
deu,1943,46.3
deu,1944,46.4
deu,1945,46.4
deu,1946,46.5
deu,1947,46.5
deu,1948,46.5
deu,1949,46.6
deu,1950,46.6
deu,1951,45.2
deu,1952,43.8
deu,1953,42.3
deu,1954,40.9
deu,1955,39.5
deu,1956,39.4
deu,1957,39.3
deu,1958,39.2
deu,1959,39.1
deu,1960,39.1
deu,1961,40.3
deu,1962,41.4
deu,1963,42.6
deu,1964,43.8
deu,1965,45
deu,1966,41.4
deu,1967,37.8
deu,1968,34.3
deu,1969,30.7
deu,1970,27.1
deu,1971,26.8
deu,1972,26.6
deu,1973,26.3
deu,1974,32.1
deu,1975,37.9
deu,1976,24.4
deu,1977,25.2
deu,1978,26
deu,1979,26.5
deu,1980,37.9
deu,1981,33.8
deu,1982,29.7
deu,1983,25.6
deu,1984,25.8
deu,1985,25.1
deu,1986,28.3
deu,1987,29.5
deu,1988,28.9
deu,1989,27
deu,1990,25.6
deu,1991,26.9
deu,1992,26.3
deu,1993,26.2
deu,1994,26.8
deu,1995,26.6
deu,1996,26
deu,1997,25.9
deu,1998,25.9
deu,1999,25.9
deu,2000,26.4
deu,2001,27
deu,2002,28
deu,2003,28.2
deu,2004,28.5
deu,2005,26.1
deu,2006,26.8
deu,2007,30.4
deu,2008,30.2
deu,2009,29.1
deu,2010,29.3
deu,2011,29
deu,2012,28.3
deu,2013,29.7
deu,2014,29.7
deu,2015,29.7
dji,1800,41.5
dji,1801,41.5
dji,1802,41.6
dji,1803,41.6
dji,1804,41.7
dji,1805,41.7
dji,1806,41.8
dji,1807,41.8
dji,1808,41.9
dji,1809,41.9
dji,1810,42
dji,1811,42
dji,1812,42.1
dji,1813,42.1
dji,1814,42.2
dji,1815,42.2
dji,1816,42.3
dji,1817,42.3
dji,1818,42.4
dji,1819,42.4
dji,1820,42.5
dji,1821,42.5
dji,1822,42.6
dji,1823,42.7
dji,1824,42.7
dji,1825,42.8
dji,1826,42.8
dji,1827,42.9
dji,1828,42.9
dji,1829,43
dji,1830,43
dji,1831,43.1
dji,1832,43.1
dji,1833,43.2
dji,1834,43.2
dji,1835,43.3
dji,1836,43.3
dji,1837,43.4
dji,1838,43.4
dji,1839,43.5
dji,1840,43.5
dji,1841,43.6
dji,1842,43.6
dji,1843,43.7
dji,1844,43.7
dji,1845,43.8
dji,1846,43.9
dji,1847,43.9
dji,1848,44
dji,1849,44
dji,1850,44.1
dji,1851,44.1
dji,1852,44.2
dji,1853,44.2
dji,1854,44.3
dji,1855,44.3
dji,1856,44.4
dji,1857,44.4
dji,1858,44.5
dji,1859,44.5
dji,1860,44.6
dji,1861,44.6
dji,1862,44.7
dji,1863,44.7
dji,1864,44.8
dji,1865,44.8
dji,1866,44.9
dji,1867,45
dji,1868,45
dji,1869,45.1
dji,1870,45.1
dji,1871,45.2
dji,1872,45.2
dji,1873,45.3
dji,1874,45.3
dji,1875,45.4
dji,1876,45.4
dji,1877,45.5
dji,1878,45.5
dji,1879,45.6
dji,1880,45.6
dji,1881,45.7
dji,1882,45.7
dji,1883,45.8
dji,1884,45.8
dji,1885,45.9
dji,1886,45.9
dji,1887,46
dji,1888,46
dji,1889,46.1
dji,1890,46.2
dji,1891,46.1
dji,1892,46
dji,1893,45.9
dji,1894,45.8
dji,1895,45.7
dji,1896,45.6
dji,1897,45.5
dji,1898,45.4
dji,1899,45.3
dji,1900,45.2
dji,1901,45.2
dji,1902,45.1
dji,1903,45
dji,1904,44.9
dji,1905,44.8
dji,1906,44.7
dji,1907,44.6
dji,1908,44.5
dji,1909,44.4
dji,1910,44.3
dji,1911,44.2
dji,1912,44.2
dji,1913,44.1
dji,1914,44
dji,1915,43.9
dji,1916,43.8
dji,1917,43.7
dji,1918,43.6
dji,1919,43.5
dji,1920,43.4
dji,1921,43.3
dji,1922,43.2
dji,1923,43.2
dji,1924,43.1
dji,1925,43
dji,1926,42.9
dji,1927,42.8
dji,1928,42.7
dji,1929,42.6
dji,1930,42.5
dji,1931,42.4
dji,1932,42.3
dji,1933,42.3
dji,1934,42.2
dji,1935,42.1
dji,1936,42
dji,1937,41.9
dji,1938,41.8
dji,1939,41.7
dji,1940,41.6
dji,1941,41.5
dji,1942,41.4
dji,1943,41.3
dji,1944,41.3
dji,1945,41.2
dji,1946,41.1
dji,1947,41
dji,1948,40.9
dji,1949,40.8
dji,1950,40.7
dji,1951,40.7
dji,1952,40.7
dji,1953,40.8
dji,1954,40.8
dji,1955,40.8
dji,1956,40.8
dji,1957,40.8
dji,1958,40.9
dji,1959,40.9
dji,1960,40.9
dji,1961,40.9
dji,1962,40.9
dji,1963,41
dji,1964,41
dji,1965,41
dji,1966,41
dji,1967,41
dji,1968,41.1
dji,1969,41.1
dji,1970,41.1
dji,1971,41.1
dji,1972,41.1
dji,1973,41.1
dji,1974,41.2
dji,1975,41.2
dji,1976,41.2
dji,1977,41.2
dji,1978,41.2
dji,1979,41.3
dji,1980,41.3
dji,1981,41.3
dji,1982,41.3
dji,1983,41.3
dji,1984,41.4
dji,1985,41.4
dji,1986,41.4
dji,1987,41.4
dji,1988,41.4
dji,1989,41.5
dji,1990,41.9
dji,1991,42.3
dji,1992,42.7
dji,1993,43.2
dji,1994,43.6
dji,1995,44
dji,1996,43.5
dji,1997,42.9
dji,1998,42.3
dji,1999,41.7
dji,2000,41.1
dji,2001,40.5
dji,2002,40
dji,2003,40
dji,2004,40
dji,2005,40
dji,2006,40
dji,2007,40
dji,2008,40
dji,2009,40
dji,2010,40
dji,2011,40
dji,2012,40
dji,2013,40
dji,2014,40
dji,2015,40
dnk,1800,61
dnk,1801,61
dnk,1802,61
dnk,1803,61
dnk,1804,61
dnk,1805,61
dnk,1806,61
dnk,1807,61
dnk,1808,61
dnk,1809,61
dnk,1810,61
dnk,1811,61
dnk,1812,61
dnk,1813,61
dnk,1814,61
dnk,1815,61
dnk,1816,61
dnk,1817,61
dnk,1818,61
dnk,1819,61
dnk,1820,61
dnk,1821,60.7
dnk,1822,60.4
dnk,1823,60
dnk,1824,59.7
dnk,1825,59.4
dnk,1826,59.1
dnk,1827,58.8
dnk,1828,58.5
dnk,1829,58.1
dnk,1830,57.8
dnk,1831,57.5
dnk,1832,57.2
dnk,1833,56.9
dnk,1834,56.6
dnk,1835,56.2
dnk,1836,55.9
dnk,1837,55.6
dnk,1838,55.3
dnk,1839,55
dnk,1840,54.7
dnk,1841,54.3
dnk,1842,54
dnk,1843,53.7
dnk,1844,53.4
dnk,1845,53.1
dnk,1846,52.7
dnk,1847,52.4
dnk,1848,52.1
dnk,1849,51.8
dnk,1850,51.5
dnk,1851,51.7
dnk,1852,51.8
dnk,1853,52
dnk,1854,52.2
dnk,1855,52.4
dnk,1856,52.5
dnk,1857,52.7
dnk,1858,52.9
dnk,1859,53.1
dnk,1860,53.2
dnk,1861,53.4
dnk,1862,53.6
dnk,1863,53.8
dnk,1864,53.9
dnk,1865,54.1
dnk,1866,54.3
dnk,1867,54.5
dnk,1868,54.6
dnk,1869,54.8
dnk,1870,55
dnk,1871,54.5
dnk,1872,54
dnk,1873,53.5
dnk,1874,53
dnk,1875,52.5
dnk,1876,52
dnk,1877,51.5
dnk,1878,51
dnk,1879,50.5
dnk,1880,50
dnk,1881,49.4
dnk,1882,48.9
dnk,1883,48.4
dnk,1884,47.9
dnk,1885,47.4
dnk,1886,46.9
dnk,1887,46.4
dnk,1888,45.9
dnk,1889,45.4
dnk,1890,44.9
dnk,1891,45
dnk,1892,45.1
dnk,1893,45.2
dnk,1894,45.3
dnk,1895,45.3
dnk,1896,45.4
dnk,1897,45.5
dnk,1898,45.6
dnk,1899,45.7
dnk,1900,45.8
dnk,1901,45.9
dnk,1902,45.9
dnk,1903,46
dnk,1904,46.1
dnk,1905,46.2
dnk,1906,46.3
dnk,1907,46.4
dnk,1908,46.5
dnk,1909,46.6
dnk,1910,46.6
dnk,1911,46.6
dnk,1912,46.6
dnk,1913,46.6
dnk,1914,46.6
dnk,1915,46.6
dnk,1916,46.6
dnk,1917,46.6
dnk,1918,46.6
dnk,1919,46.6
dnk,1920,46.6
dnk,1921,46.6
dnk,1922,46.6
dnk,1923,46.6
dnk,1924,46.6
dnk,1925,46.6
dnk,1926,46.6
dnk,1927,46.6
dnk,1928,46.6
dnk,1929,46.6
dnk,1930,46.6
dnk,1931,46.5
dnk,1932,46.4
dnk,1933,46.3
dnk,1934,46.2
dnk,1935,46.2
dnk,1936,46.1
dnk,1937,46
dnk,1938,43
dnk,1939,42
dnk,1940,41
dnk,1941,40
dnk,1942,39
dnk,1943,39.3
dnk,1944,39.7
dnk,1945,40
dnk,1946,40
dnk,1947,39.5
dnk,1948,39
dnk,1949,37.9
dnk,1950,36.9
dnk,1951,37.1
dnk,1952,37.4
dnk,1953,37.7
dnk,1954,38
dnk,1955,36.6
dnk,1956,39
dnk,1957,37
dnk,1958,36.5
dnk,1959,36
dnk,1960,33.3
dnk,1961,32.9
dnk,1962,32.6
dnk,1963,32.2
dnk,1964,31.8
dnk,1965,31.5
dnk,1966,30.8
dnk,1967,30.2
dnk,1968,29.6
dnk,1969,29
dnk,1970,29.3
dnk,1971,27.6
dnk,1972,26
dnk,1973,24.3
dnk,1974,22.7
dnk,1975,33.7
dnk,1976,21.6
dnk,1977,20.5
dnk,1978,21.1
dnk,1979,21.2
dnk,1980,41.3
dnk,1981,22.4
dnk,1982,25.5
dnk,1983,22.6
dnk,1984,22.2
dnk,1985,22.1
dnk,1986,22.4
dnk,1987,22.5
dnk,1988,22.4
dnk,1989,22
dnk,1990,22.6
dnk,1991,22.2
dnk,1992,22.2
dnk,1993,22.3
dnk,1994,21.6
dnk,1995,21.5
dnk,1996,21.6
dnk,1997,22.4
dnk,1998,22.4
dnk,1999,22.8
dnk,2000,22.7
dnk,2001,24.7
dnk,2002,23.8
dnk,2003,24.8
dnk,2004,23.9
dnk,2005,23.9
dnk,2006,23.7
dnk,2007,25.2
dnk,2008,25.1
dnk,2009,26.9
dnk,2010,26.9
dnk,2011,27.8
dnk,2012,28.1
dnk,2013,27.5
dnk,2014,27.5
dnk,2015,27.5
dom,1800,40.1
dom,1801,40.2
dom,1802,40.2
dom,1803,40.3
dom,1804,40.4
dom,1805,40.4
dom,1806,40.5
dom,1807,40.6
dom,1808,40.6
dom,1809,40.7
dom,1810,40.8
dom,1811,40.9
dom,1812,40.9
dom,1813,41
dom,1814,41.1
dom,1815,41.1
dom,1816,41.2
dom,1817,41.3
dom,1818,41.3
dom,1819,41.4
dom,1820,41.5
dom,1821,41.5
dom,1822,41.6
dom,1823,41.7
dom,1824,41.7
dom,1825,41.8
dom,1826,41.9
dom,1827,41.9
dom,1828,42
dom,1829,42.1
dom,1830,42.2
dom,1831,42.2
dom,1832,42.3
dom,1833,42.4
dom,1834,42.4
dom,1835,42.5
dom,1836,42.6
dom,1837,42.6
dom,1838,42.7
dom,1839,42.8
dom,1840,42.8
dom,1841,42.9
dom,1842,43
dom,1843,43
dom,1844,43.1
dom,1845,43.2
dom,1846,43.3
dom,1847,43.3
dom,1848,43.4
dom,1849,43.5
dom,1850,43.5
dom,1851,43.6
dom,1852,43.7
dom,1853,43.7
dom,1854,43.8
dom,1855,43.9
dom,1856,43.9
dom,1857,44
dom,1858,44.1
dom,1859,44.1
dom,1860,44.2
dom,1861,44.3
dom,1862,44.4
dom,1863,44.4
dom,1864,44.5
dom,1865,44.6
dom,1866,44.6
dom,1867,44.7
dom,1868,44.8
dom,1869,44.8
dom,1870,44.9
dom,1871,45
dom,1872,45
dom,1873,45.1
dom,1874,45.2
dom,1875,45.2
dom,1876,45.3
dom,1877,45.4
dom,1878,45.4
dom,1879,45.5
dom,1880,45.6
dom,1881,45.7
dom,1882,45.7
dom,1883,45.8
dom,1884,45.9
dom,1885,45.9
dom,1886,46
dom,1887,46.1
dom,1888,46.1
dom,1889,46.2
dom,1890,46.3
dom,1891,46.2
dom,1892,46.1
dom,1893,46
dom,1894,45.9
dom,1895,45.8
dom,1896,45.7
dom,1897,45.6
dom,1898,45.4
dom,1899,45.3
dom,1900,45.2
dom,1901,45.1
dom,1902,45
dom,1903,44.9
dom,1904,44.8
dom,1905,44.7
dom,1906,44.6
dom,1907,44.5
dom,1908,44.4
dom,1909,44.3
dom,1910,44.2
dom,1911,44.1
dom,1912,44
dom,1913,43.9
dom,1914,43.8
dom,1915,43.7
dom,1916,43.6
dom,1917,43.5
dom,1918,43.4
dom,1919,43.3
dom,1920,43.2
dom,1921,43.1
dom,1922,43
dom,1923,42.9
dom,1924,42.8
dom,1925,42.7
dom,1926,42.6
dom,1927,42.5
dom,1928,42.4
dom,1929,42.3
dom,1930,42.2
dom,1931,42.1
dom,1932,41.9
dom,1933,41.8
dom,1934,41.7
dom,1935,41.6
dom,1936,41.5
dom,1937,41.4
dom,1938,41.3
dom,1939,41.2
dom,1940,41.1
dom,1941,41
dom,1942,40.9
dom,1943,40.8
dom,1944,40.7
dom,1945,40.6
dom,1946,40.5
dom,1947,40.4
dom,1948,40.3
dom,1949,40.2
dom,1950,40.1
dom,1951,42.7
dom,1952,45.3
dom,1953,47.8
dom,1954,50.4
dom,1955,53
dom,1956,51.1
dom,1957,49.2
dom,1958,47.2
dom,1959,45.3
dom,1960,43.4
dom,1961,44
dom,1962,44.6
dom,1963,45.2
dom,1964,45.8
dom,1965,46.5
dom,1966,46.2
dom,1967,45.9
dom,1968,45.6
dom,1969,45.3
dom,1970,45
dom,1971,44.9
dom,1972,44.8
dom,1973,44.6
dom,1974,44.5
dom,1975,44.4
dom,1976,44.2
dom,1977,44
dom,1978,43.7
dom,1979,43.5
dom,1980,43.3
dom,1981,46.8
dom,1982,50.4
dom,1983,49.7
dom,1984,49.1
dom,1985,48.4
dom,1986,47.8
dom,1987,49.1
dom,1988,50.4
dom,1989,50.5
dom,1990,51
dom,1991,47.6
dom,1992,51.4
dom,1993,50.6
dom,1994,49.8
dom,1995,49
dom,1996,47.4
dom,1997,48.9
dom,1998,50
dom,1999,51
dom,2000,52
dom,2001,50.4
dom,2002,50.1
dom,2003,52.1
dom,2004,52
dom,2005,50
dom,2006,51.9
dom,2007,48.7
dom,2008,49
dom,2009,48.9
dom,2010,47.2
dom,2011,47.4
dom,2012,45.7
dom,2013,45.7
dom,2014,45.7
dom,2015,45.7
dza,1800,57.7
dza,1801,57.7
dza,1802,57.7
dza,1803,57.7
dza,1804,57.7
dza,1805,57.7
dza,1806,57.7
dza,1807,57.7
dza,1808,57.7
dza,1809,57.7
dza,1810,57.7
dza,1811,57.7
dza,1812,57.7
dza,1813,57.7
dza,1814,57.7
dza,1815,57.7
dza,1816,57.7
dza,1817,57.7
dza,1818,57.7
dza,1819,57.7
dza,1820,57.7
dza,1821,57.9
dza,1822,58.1
dza,1823,58.3
dza,1824,58.4
dza,1825,58.6
dza,1826,58.8
