geo,time,sg_population
ben,1852,870670.00
bfa,1852,2103527.00
bgd,1852,22905405.00
bgr,1852,2497029.00
bhr,1852,64473.00
bhs,1852,30081.00
bih,1852,1128960.00
blr,1852,3162233.00
blz,1852,25891.00
bol,1852,1382744.00
bra,1852,7483439.00
brb,1852,136675.00
brn,1852,4132.00
btn,1852,105163.00
bwa,1852,121060.00
caf,1852,558912.00
can,1852,2649269.00
che,1852,2399655.00
chl,1852,1462762.00
chn,1852,398894863.00
civ,1852,1353374.00
cmr,1852,2045768.00
cod,1852,6382972.00
cog,1852,396992.00
col,1852,2064578.00
com,1852,72505.00
cpv,1852,74262.00
cri,1852,103690.00
cub,1852,1220408.00
cyp,1852,185442.00
cze,1852,6203307.00
deu,1852,34190334.00
dji,1852,29239.00
dnk,1852,1545851.00
dom,1852,157446.00
dza,1852,3345431.00
ecu,1852,829588.00
egy,1852,5853187.00
eri,1852,313825.00
esp,1852,15014209.00
est,1852,448803.00
eth,1852,4644517.00
fin,1852,1637869.00
fji,1852,136472.00
fra,1852,36516194.00
fsm,1852,19349.00
gab,1852,207084.00
gbr,1852,23028186.00
geo,1852,1439458.00
gha,1852,1724976.00
gin,1852,1306257.00
gmb,1852,131135.00
gnb,1852,270397.00
gnq,1852,89410.00
grc,1852,3103503.00
grd,1852,32461.00
gtm,1852,873490.00
guy,1852,207091.00
hnd,1852,342302.00
hti,1852,961752.00
hun,1852,5232272.00
idn,1852,22381799.00
ind,1852,198292158.00
irl,1852,4894299.00
irn,1852,7692398.00
irq,1852,1384899.00
isl,1852,75676.00
isr,1852,216550.00
ita,1852,24793950.00
jam,1852,416471.00
jor,1852,247001.00
jpn,1852,32379693.00
kaz,1852,2739245.00
ken,1852,2576210.00
kgz,1852,711569.00
khm,1852,2247916.00
kir,1852,19777.00
kor,1852,9575149.00
kwt,1852,81227.00
lao,1852,637489.00
lbn,1852,417573.00
lbr,1852,408424.00
lby,1852,632948.00
lca,1852,24944.00
lka,1852,2243949.00
lso,1852,351813.00
ltu,1852,1046155.00
lux,1852,156562.00
lva,1852,793634.00
mar,1852,3344485.00
mda,1852,956334.00
mdg,1852,2094841.00
mdv,1852,50985.00
mex,1852,7873137.00
mkd,1852,520207.00
mli,1852,1887218.00
mlt,1852,165189.00
mmr,1852,3965278.00
mne,1852,168066.00
mng,1852,649856.00
moz,1852,2765242.00
mrt,1852,437301.00
mus,1852,217784.00
mwi,1852,737935.00
mys,1852,556599.00
nam,1852,229120.00
ner,1852,1474476.00
nga,1852,13881008.00
nic,1852,352558.00
nld,1852,3165364.00
nor,1852,1437131.00
npl,1852,4390368.00
nzl,1852,102346.00
omn,1852,348546.00
pak,1852,15171187.00
pan,1852,138086.00
per,1852,2059421.00
phl,1852,3270299.00
png,1852,923576.00
pol,1852,13502588.00
prk,1852,4463500.00
prt,1852,3858478.00
pry,1852,339825.00
pse,1852,171276.00
qat,1852,14080.00
rou,1852,8108123.00
rus,1852,41783717.00
rwa,1852,1133658.00
sau,1852,2245661.00
sdn,1852,4698615.00
sds,1852,1229972.00
sen,1852,1253601.00
sgp,1852,58711.00
slb,1852,65550.00
sle,1852,985388.00
slv,1852,379575.00
som,1852,1223504.00
srb,1852,2848519.00
stp,1852,28901.00
sur,1852,102812.00
svk,1852,2405463.00
svn,1852,623170.00
swe,1852,3512749.00
swz,1852,86059.00
syc,1852,13988.00
syr,1852,1489177.00
tcd,1852,1433574.00
tgo,1852,591316.00
tha,1852,5298090.00
tjk,1852,626036.00
tkm,1852,493323.00
tls,1852,195781.00
ton,1852,18605.00
tto,1852,85919.00
tun,1852,1058602.00
tur,1852,11144665.00
tza,1852,3380853.00
uga,1852,2337309.00
ukr,1852,15098469.00
ury,1852,154782.00
usa,1852,25607464.00
uzb,1852,2584174.00
vct,1852,30324.00
ven,1852,1340662.00
vnm,1852,8856404.00
vut,1852,31746.00
wsm,1852,45729.00
yem,1852,2750069.00
zaf,1852,2133818.00
zmb,1852,746810.00
zwe,1852,1365465.00
afg,1853,3858524.00
ago,1853,1996424.00
alb,1853,519014.00
are,1853,40174.00
arg,1853,1197636.00
arm,1853,559302.00
atg,1853,36960.00
aus,1853,877298.00
aut,1853,4041612.00
aze,1853,1192229.00
bdi,1853,1158328.00
bel,1853,4524916.00
ben,1853,879220.00
bfa,1853,2118845.00
bgd,1853,22999035.00
bgr,1853,2503889.00
bhr,1853,64473.00
bhs,1853,30461.00
bih,1853,1138820.00
blr,1853,3191527.00
blz,1853,25893.00
bol,1853,1392196.00
bra,1853,7600444.00
brb,1853,138458.00
brn,1853,4217.00
btn,1853,105733.00
bwa,1853,121090.00
caf,1853,561650.00
can,1853,2727999.00
che,1853,2413910.00
chl,1853,1487592.00
chn,1853,396850455.00
civ,1853,1362433.00
cmr,1853,2051889.00
cod,1853,6424793.00
cog,1853,399857.00
col,1853,2088503.00
com,1853,73069.00
cpv,1853,74924.00
cri,1853,105050.00
cub,1853,1237789.00
cyp,1853,185471.00
cze,1853,6226153.00
deu,1853,34458267.00
dji,1853,29462.00
dnk,1853,1563753.00
dom,1853,161075.00
dza,1853,3368734.00
ecu,1853,840785.00
egy,1853,5911469.00
eri,1853,317992.00
esp,1853,15095182.00
est,1853,452933.00
eth,1853,4709165.00
fin,1853,1653018.00
fji,1853,136136.00
fra,1853,36636137.00
fsm,1853,19445.00
gab,1853,208858.00
gbr,1853,23232527.00
geo,1853,1452651.00
gha,1853,1716585.00
gin,1853,1317778.00
gmb,1853,132114.00
gnb,1853,272322.00
gnq,1853,89714.00
grc,1853,3131353.00
grd,1853,32521.00
gtm,1853,884230.00
guy,1853,208487.00
hnd,1853,347743.00
hti,1853,971236.00
hun,1853,5268898.00
idn,1853,22590979.00
ind,1853,199114467.00
irl,1853,4802086.00
irn,1853,7728528.00
irq,1853,1395050.00
isl,1853,76163.00
isr,1853,217705.00
ita,1853,24954372.00
jam,1853,419411.00
jor,1853,247871.00
jpn,1853,32464300.00
kaz,1853,2764275.00
ken,1853,2577316.00
kgz,1853,718086.00
khm,1853,2253490.00
kir,1853,19911.00
kor,1853,9583674.00
kwt,1853,81200.00
lao,1853,643499.00
lbn,1853,420127.00
lbr,1853,411902.00
lby,1853,636890.00
lca,1853,25135.00
lka,1853,2276780.00
lso,1853,354454.00
ltu,1853,1055844.00
lux,1853,157586.00
lva,1853,800981.00
mar,1853,3367307.00
mda,1853,965085.00
mdg,1853,2109025.00
mdv,1853,51228.00
mex,1853,7935559.00
mkd,1853,524905.00
mli,1853,1905058.00
mlt,1853,166269.00
mmr,1853,3981452.00
mne,1853,169532.00
mng,1853,650797.00
moz,1853,2788311.00
mrt,1853,439116.00
mus,1853,225839.00
mwi,1853,738402.00
mys,1853,568102.00
nam,1853,229180.00
ner,1853,1482924.00
nga,1853,13941713.00
nic,1853,355960.00
nld,1853,3186473.00
nor,1853,1454983.00
npl,1853,4409049.00
nzl,1853,106808.00
omn,1853,349519.00
pak,1853,15222522.00
pan,1853,140154.00
per,1853,2087647.00
phl,1853,3326381.00
png,1853,929367.00
pol,1853,13651671.00
prk,1853,4473319.00
prt,1853,3877934.00
pry,1853,344483.00
pse,1853,172250.00
qat,1853,14074.00
rou,1853,8165159.00
rus,1853,42168926.00
rwa,1853,1141497.00
sau,1853,2250466.00
sdn,1853,4703882.00
sds,1853,1242165.00
sen,1853,1262431.00
sgp,1853,59923.00
slb,1853,65688.00
sle,1853,992351.00
slv,1853,384997.00
som,1853,1231123.00
srb,1853,2873565.00
stp,1853,29121.00
sur,1853,103575.00
svk,1853,2414079.00
svn,1853,628675.00
swe,1853,3549169.00
swz,1853,86089.00
syc,1853,14036.00
syr,1853,1494123.00
tcd,1853,1434361.00
tgo,1853,596488.00
tha,1853,5323963.00
tjk,1853,631721.00
tkm,1853,497859.00
tls,1853,197938.00
ton,1853,18622.00
tto,1853,87483.00
tun,1853,1065213.00
tur,1853,11179782.00
tza,1853,3392283.00
uga,1853,2344977.00
ukr,1853,15238255.00
ury,1853,161508.00
usa,1853,26359674.00
uzb,1853,2611655.00
vct,1853,30517.00
ven,1853,1361614.00
vnm,1853,8924015.00
vut,1853,31875.00
wsm,1853,45533.00
yem,1853,2755790.00
zaf,1853,2155105.00
zmb,1853,746716.00
zwe,1853,1375089.00
afg,1854,3874815.00
ago,1854,2012372.00
alb,1854,523361.00
are,1854,40181.00
arg,1854,1227232.00
arm,1854,564393.00
atg,1854,36927.00
aus,1854,926037.00
aut,1854,4068514.00
aze,1854,1203115.00
bdi,1854,1166197.00
bel,1854,4557807.00
ben,1854,887854.00
bfa,1854,2134275.00
bgd,1854,23093048.00
bgr,1854,2510442.00
bhr,1854,64472.00
bhs,1854,30858.00
bih,1854,1148766.00
blr,1854,3221092.00
blz,1854,25889.00
bol,1854,1401502.00
bra,1854,7719066.00
brb,1854,140190.00
brn,1854,4304.00
btn,1854,106306.00
bwa,1854,121120.00
caf,1854,564401.00
can,1854,2805258.00
che,1854,2428116.00
chl,1854,1512683.00
chn,1854,394715972.00
civ,1854,1371552.00
cmr,1854,2058030.00
cod,1854,6466888.00
cog,1854,402743.00
col,1854,2111704.00
com,1854,73638.00
cpv,1854,75592.00
cri,1854,106379.00
cub,1854,1253935.00
cyp,1854,185500.00
cze,1854,6249084.00
deu,1854,34732034.00
dji,1854,29687.00
dnk,1854,1582083.00
dom,1854,164852.00
dza,1854,3392201.00
ecu,1854,851921.00
egy,1854,5970329.00
eri,1854,322214.00
esp,1854,15174304.00
est,1854,457100.00
eth,1854,4774712.00
fin,1854,1668167.00
fji,1854,135775.00
fra,1854,36755611.00
fsm,1854,19542.00
gab,1854,210647.00
gbr,1854,23439085.00
geo,1854,1465965.00
gha,1854,1708235.00
gin,1854,1329400.00
gmb,1854,133100.00
gnb,1854,274261.00
gnq,1854,90018.00
grc,1854,3159427.00
grd,1854,32603.00
gtm,1854,895105.00
guy,1854,209892.00
hnd,1854,352900.00
hti,1854,980883.00
hun,1854,5305666.00
idn,1854,22805512.00
ind,1854,199940164.00
irl,1854,4706646.00
irn,1854,7764828.00
irq,1854,1405276.00
isl,1854,76654.00
isr,1854,218978.00
ita,1854,25117410.00
jam,1854,422602.00
jor,1854,248744.00
jpn,1854,32553167.00
kaz,1854,2789534.00
ken,1854,2578421.00
kgz,1854,724664.00
khm,1854,2259078.00
kir,1854,20046.00
kor,1854,9592457.00
kwt,1854,81174.00
lao,1854,649565.00
lbn,1854,422697.00
lbr,1854,415409.00
lby,1854,640856.00
lca,1854,25348.00
lka,1854,2309199.00
lso,1854,357116.00
ltu,1854,1065622.00
lux,1854,158617.00
lva,1854,808396.00
mar,1854,3390284.00
mda,1854,973917.00
mdg,1854,2123306.00
mdv,1854,51473.00
mex,1854,8000057.00
mkd,1854,529645.00
mli,1854,1923067.00
mlt,1854,167356.00
mmr,1854,3997693.00
mne,1854,171010.00
mng,1854,651739.00
moz,1854,2811572.00
mrt,1854,440938.00
mus,1854,233786.00
mwi,1854,738870.00
mys,1854,579846.00
nam,1854,229240.00
ner,1854,1491421.00
nga,1854,14002683.00
nic,1854,359231.00
nld,1854,3207819.00
nor,1854,1473167.00
npl,1854,4427810.00
nzl,1854,111837.00
omn,1854,350496.00
pak,1854,15274030.00
pan,1854,142223.00
per,1854,2116189.00
phl,1854,3383423.00
png,1854,935195.00
pol,1854,13806040.00
prk,1854,4483150.00
prt,1854,3898963.00
pry,1854,348827.00
pse,1854,173316.00
qat,1854,14068.00
rou,1854,8222358.00
rus,1854,42557687.00
rwa,1854,1149391.00
sau,1854,2255280.00
sdn,1854,4709102.00
sds,1854,1254443.00
sen,1854,1271323.00
sgp,1854,61158.00
slb,1854,65825.00
sle,1854,999362.00
slv,1854,390529.00
som,1854,1238791.00
srb,1854,2898832.00
stp,1854,29343.00
sur,1854,104344.00
svk,1854,2422726.00
svn,1854,634229.00
swe,1854,3586123.00
swz,1854,86118.00
syc,1854,14084.00
syr,1854,1499084.00
tcd,1854,1435149.00
tgo,1854,601705.00
tha,1854,5350250.00
tjk,1854,637457.00
tkm,1854,502437.00
tls,1854,200118.00
ton,1854,18640.00
tto,1854,89125.00
tun,1854,1071864.00
tur,1854,11215010.00
tza,1854,3403752.00
uga,1854,2352670.00
ukr,1854,15379334.00
ury,1854,168661.00
usa,1854,27122958.00
uzb,1854,2639422.00
vct,1854,30722.00
ven,1854,1382320.00
vnm,1854,8992109.00
vut,1854,32004.00
wsm,1854,45324.00
yem,1854,2761523.00
zaf,1854,2176604.00
zmb,1854,746621.00
zwe,1854,1384781.00
afg,1855,3891173.00
ago,1855,2028446.00
alb,1855,527864.00
are,1855,40187.00
arg,1855,1257582.00
arm,1855,569531.00
atg,1855,36885.00
aus,1855,977302.00
aut,1855,4095749.00
aze,1855,1214102.00
bdi,1855,1174119.00
bel,1855,4590698.00
ben,1855,896573.00
bfa,1855,2149817.00
bgd,1855,23187444.00
bgr,1855,2516686.00
bhr,1855,64472.00
bhs,1855,31274.00
bih,1855,1158799.00
blr,1855,3250931.00
blz,1855,25880.00
bol,1855,1410658.00
bra,1855,7839327.00
brb,1855,141870.00
brn,1855,4393.00
btn,1855,106883.00
bwa,1855,121150.00
caf,1855,567166.00
can,1855,2880938.00
che,1855,2442178.00
chl,1855,1538045.00
chn,1855,392491954.00
civ,1855,1380733.00
cmr,1855,2064188.00
cod,1855,6509259.00
cog,1855,405650.00
col,1855,2134158.00
com,1855,74212.00
cpv,1855,76265.00
cri,1855,107733.00
cub,1855,1268832.00
cyp,1855,185530.00
cze,1855,6272099.00
deu,1855,35008111.00
dji,1855,29914.00
dnk,1855,1600414.00
dom,1855,168784.00
dza,1855,3415830.00
ecu,1855,862991.00
egy,1855,6029774.00
eri,1855,326493.00
esp,1855,15251576.00
est,1855,461306.00
eth,1855,4841171.00
fin,1855,1683269.00
fji,1855,135418.00
fra,1855,36875047.00
fsm,1855,19639.00
gab,1855,212452.00
gbr,1855,23647215.00
geo,1855,1479401.00
gha,1855,1699925.00
gin,1855,1341125.00
gmb,1855,134094.00
gnb,1855,276214.00
gnq,1855,90324.00
grc,1855,3187772.00
grd,1855,32707.00
gtm,1855,906118.00
guy,1855,211307.00
hnd,1855,357762.00
hti,1855,990694.00
hun,1855,5342575.00
idn,1855,23025472.00
ind,1855,200769265.00
irl,1855,4608386.00
irn,1855,7801297.00
irq,1855,1415576.00
isl,1855,77147.00
isr,1855,220369.00
ita,1855,25283207.00
jam,1855,426045.00
jor,1855,249619.00
jpn,1855,32646314.00
kaz,1855,2815023.00
ken,1855,2579526.00
kgz,1855,731302.00
khm,1855,2264680.00
kir,1855,20181.00
kor,1855,9601499.00
kwt,1855,81147.00
lao,1855,655689.00
lbn,1855,425282.00
lbr,1855,418947.00
lby,1855,644845.00
lca,1855,25585.00
lka,1855,2341186.00
lso,1855,359797.00
ltu,1855,1075492.00
lux,1855,159655.00
lva,1855,815879.00
mar,1855,3413418.00
mda,1855,982829.00
mdg,1855,2137682.00
mdv,1855,51719.00
mex,1855,8066659.00
mkd,1855,534428.00
mli,1855,1941246.00
mlt,1855,168449.00
mmr,1855,4014001.00
mne,1855,172501.00
mng,1855,652682.00
moz,1855,2835026.00
mrt,1855,442768.00
mus,1855,241621.00
mwi,1855,739337.00
mys,1855,591837.00
nam,1855,229299.00
ner,1855,1499965.00
nga,1855,14063920.00
nic,1855,362367.00
nld,1855,3228973.00
nor,1855,1491637.00
npl,1855,4446651.00
nzl,1855,117483.00
omn,1855,351475.00
pak,1855,15325713.00
pan,1855,144293.00
per,1855,2145050.00
phl,1855,3441443.00
png,1855,941060.00
pol,1855,13965788.00
prk,1855,4492994.00
prt,1855,3920660.00
pry,1855,352846.00
pse,1855,174478.00
qat,1855,14061.00
rou,1855,8279720.00
rus,1855,42950032.00
rwa,1855,1157338.00
sau,1855,2260105.00
sdn,1855,4714276.00
sds,1855,1266805.00
sen,1855,1280277.00
sgp,1855,62418.00
slb,1855,65962.00
sle,1855,1006423.00
slv,1855,396173.00
som,1855,1246505.00
srb,1855,2924320.00
stp,1855,29566.00
sur,1855,105119.00
svk,1855,2431405.00
svn,1855,639832.00
swe,1855,3623453.00
swz,1855,86148.00
syc,1855,14133.00
syr,1855,1504063.00
tcd,1855,1435936.00
tgo,1855,606968.00
tha,1855,5376955.00
tjk,1855,643246.00
tkm,1855,507056.00
tls,1855,202322.00
ton,1855,18659.00
tto,1855,90849.00
tun,1855,1078557.00
tur,1855,11250348.00
tza,1855,3415259.00
uga,1855,2360388.00
ukr,1855,15521720.00
ury,1855,176262.00
usa,1855,27897369.00
uzb,1855,2667479.00
vct,1855,30940.00
ven,1855,1402766.00
vnm,1855,9060691.00
vut,1855,32134.00
wsm,1855,45101.00
yem,1855,2767268.00
zaf,1855,2198318.00
zmb,1855,746526.00
zwe,1855,1394542.00
afg,1856,3907598.00
ago,1856,2044648.00
alb,1856,532526.00
are,1856,40194.00
arg,1856,1288705.00
arm,1856,574715.00
atg,1856,36833.00
aus,1856,1030426.00
aut,1856,4123270.00
aze,1856,1225188.00
bdi,1856,1182094.00
bel,1856,4623539.00
ben,1856,905378.00
bfa,1856,2165472.00
bgd,1856,23282226.00
bgr,1856,2522618.00
bhr,1856,64471.00
bhs,1856,31707.00
bih,1856,1168920.00
blr,1856,3281046.00
blz,1856,25866.00
bol,1856,1419663.00
bra,1856,7961250.00
brb,1856,143498.00
brn,1856,4484.00
btn,1856,107462.00
bwa,1856,121180.00
caf,1856,569944.00
can,1856,2954923.00
che,1856,2456145.00
chl,1856,1563689.00
chn,1856,390178939.00
civ,1856,1389975.00
cmr,1856,2070365.00
cod,1856,6551908.00
cog,1856,408577.00
col,1856,2155840.00
com,1856,74790.00
cpv,1856,76945.00
cri,1856,109162.00
cub,1856,1282464.00
cyp,1856,185559.00
cze,1856,6295198.00
deu,1856,35279059.00
dji,1856,30142.00
dnk,1856,1618696.00
dom,1856,172873.00
dza,1856,3439624.00
ecu,1856,873992.00
egy,1856,6089810.00
eri,1856,330828.00
esp,1856,15326997.00
est,1856,465551.00
eth,1856,4908555.00
fin,1856,1697751.00
fji,1856,135067.00
fra,1856,36989679.00
fsm,1856,19736.00
gab,1856,214273.00
gbr,1856,23857026.00
geo,1856,1492960.00
gha,1856,1691656.00
gin,1856,1352953.00
gmb,1856,135095.00
gnb,1856,278180.00
gnq,1856,90630.00
grc,1856,3216341.00
grd,1856,32833.00
gtm,1856,917269.00
guy,1856,212731.00
hnd,1856,362314.00
hti,1856,1000672.00
hun,1856,5379627.00
idn,1856,23250935.00
ind,1856,201601782.00
irl,1856,4507104.00
irn,1856,7837937.00
irq,1856,1425952.00
isl,1856,77644.00
isr,1856,221879.00
ita,1856,25452906.00
jam,1856,429743.00
jor,1856,250498.00
jpn,1856,32743759.00
kaz,1856,2840746.00
ken,1856,2580631.00
kgz,1856,738000.00
khm,1856,2270296.00
kir,1856,20317.00
kor,1856,9610801.00
kwt,1856,81121.00
lao,1856,661870.00
lbn,1856,427882.00
lbr,1856,422514.00
lby,1856,648858.00
lca,1856,25846.00
lka,1856,2372719.00
lso,1856,362498.00
ltu,1856,1085453.00
lux,1856,160699.00
lva,1856,823432.00
mar,1856,3436710.00
mda,1856,991822.00
mdg,1856,2152156.00
mdv,1856,51966.00
mex,1856,8135392.00
mkd,1856,539254.00
mli,1856,1959597.00
mlt,1856,169550.00
mmr,1856,4030377.00
mne,1856,174006.00
mng,1856,653627.00
moz,1856,2858676.00
mrt,1856,444606.00
mus,1856,249342.00
mwi,1856,739805.00
mys,1856,604080.00
nam,1856,229359.00
ner,1856,1508559.00
nga,1856,14125424.00
nic,1856,365365.00
nld,1856,3249698.00
nor,1856,1510107.00
npl,1856,4465574.00
nzl,1856,123802.00
omn,1856,352457.00
pak,1856,15377570.00
pan,1856,146364.00
per,1856,2174235.00
phl,1856,3500456.00
png,1856,946961.00
pol,1856,14131012.00
prk,1856,4502849.00
prt,1856,3943027.00
pry,1856,356527.00
pse,1856,175735.00
qat,1856,14055.00
rou,1856,8337244.00
rus,1856,43345995.00
rwa,1856,1165339.00
sau,1856,2264940.00
sdn,1856,4719403.00
sds,1856,1279253.00
sen,1856,1289294.00
sgp,1856,63703.00
slb,1856,66100.00
sle,1856,1013534.00
slv,1856,401931.00
som,1856,1254268.00
srb,1856,2950033.00
stp,1856,29791.00
sur,1856,105899.00
svk,1856,2440114.00
svn,1856,645485.00
swe,1856,3660986.00
swz,1856,86177.00
syc,1856,14182.00
syr,1856,1509058.00
tcd,1856,1436723.00
tgo,1856,612277.00
tha,1856,5404081.00
tjk,1856,649087.00
tkm,1856,511719.00
tls,1856,204551.00
ton,1856,18680.00
tto,1856,92657.00
tun,1856,1085291.00
tur,1856,11285798.00
tza,1856,3426805.00
uga,1856,2368131.00
ukr,1856,15665424.00
ury,1856,184338.00
usa,1856,28682819.00
uzb,1856,2695829.00
vct,1856,31169.00
ven,1856,1422935.00
vnm,1856,9129763.00
vut,1856,32264.00
wsm,1856,44864.00
yem,1856,2773024.00
zaf,1856,2220248.00
zmb,1856,746431.00
zwe,1856,1404371.00
afg,1857,3924089.00
ago,1857,2060977.00
alb,1857,537348.00
are,1857,40201.00
arg,1857,1320621.00
arm,1857,579946.00
atg,1857,36772.00
aus,1857,1084839.00
aut,1857,4151077.00
aze,1857,1236376.00
bdi,1857,1190122.00
bel,1857,4656332.00
ben,1857,914269.00
bfa,1857,2181242.00
bgd,1857,23377394.00
bgr,1857,2528238.00
bhr,1857,64471.00
bhs,1857,32159.00
bih,1857,1179129.00
blr,1857,3311440.00
blz,1857,25846.00
bol,1857,1428512.00
bra,1857,8084856.00
brb,1857,145071.00
brn,1857,4577.00
btn,1857,108045.00
bwa,1857,121210.00
caf,1857,572736.00
can,1857,3027096.00
che,1857,2470015.00
chl,1857,1589627.00
chn,1857,387777461.00
civ,1857,1399279.00
cmr,1857,2076561.00
cod,1857,6594836.00
cog,1857,411526.00
col,1857,2176728.00
com,1857,75372.00
cpv,1857,77631.00
cri,1857,110670.00
cub,1857,1294813.00
cyp,1857,185588.00
cze,1857,6318383.00
deu,1857,35546876.00
dji,1857,30372.00
dnk,1857,1637217.00
dom,1857,177127.00
dza,1857,3463583.00
ecu,1857,884920.00
egy,1857,6150442.00
eri,1857,335221.00
esp,1857,15400519.00
est,1857,469835.00
eth,1857,4976877.00
fin,1857,1710901.00
fji,1857,134721.00
fra,1857,37105320.00
fsm,1857,19834.00
gab,1857,216109.00
gbr,1857,24069022.00
geo,1857,1506643.00
gha,1857,1683427.00
gin,1857,1364886.00
gmb,1857,136104.00
gnb,1857,280161.00
gnq,1857,90938.00
grc,1857,3245229.00
grd,1857,32983.00
gtm,1857,928561.00
guy,1857,214165.00
hnd,1857,366543.00
hti,1857,1010819.00
hun,1857,5416821.00
idn,1857,23481978.00
ind,1857,202437731.00
irl,1857,4404866.00
irn,1857,7874749.00
irq,1857,1436404.00
isl,1857,78144.00
isr,1857,223510.00
ita,1857,25622696.00
jam,1857,433701.00
jor,1857,251380.00
jpn,1857,32845521.00
kaz,1857,2866703.00
ken,1857,2581737.00
kgz,1857,744760.00
khm,1857,2275926.00
kir,1857,20454.00
kor,1857,9620362.00
kwt,1857,81094.00
lao,1857,668109.00
lbn,1857,430498.00
lbr,1857,426112.00
lby,1857,652895.00
lca,1857,26131.00
lka,1857,2403775.00
lso,1857,365220.00
ltu,1857,1095506.00
lux,1857,161750.00
lva,1857,831055.00
mar,1857,3460161.00
mda,1857,1000898.00
mdg,1857,2166729.00
mdv,1857,52214.00
mex,1857,8206284.00
mkd,1857,544124.00
mli,1857,1978121.00
mlt,1857,170659.00
mmr,1857,4046821.00
mne,1857,175523.00
mng,1857,654573.00
moz,1857,2882523.00
mrt,1857,446451.00
mus,1857,256944.00
mwi,1857,740272.00
mys,1857,616579.00
nam,1857,229419.00
ner,1857,1517201.00
nga,1857,14187197.00
nic,1857,368222.00
nld,1857,3270612.00
nor,1857,1528148.00
npl,1857,4484577.00
nzl,1857,130857.00
omn,1857,353442.00
pak,1857,15429602.00
pan,1857,148434.00
per,1857,2203745.00
phl,1857,3560480.00
png,1857,952899.00
pol,1857,14301806.00
prk,1857,4512718.00
prt,1857,3966062.00
pry,1857,359858.00
pse,1857,177088.00
qat,1857,14049.00
rou,1857,8394930.00
rus,1857,43745607.00
rwa,1857,1173395.00
sau,1857,2269786.00
sdn,1857,4724481.00
sds,1857,1291786.00
sen,1857,1298375.00
sgp,1857,65012.00
slb,1857,66237.00
sle,1857,1020695.00
slv,1857,407805.00
som,1857,1262080.00
srb,1857,2975972.00
stp,1857,30017.00
sur,1857,106685.00
svk,1857,2448854.00
svn,1857,651188.00
swe,1857,3698643.00
swz,1857,86207.00
syc,1857,14231.00
syr,1857,1514069.00
tcd,1857,1437510.00
tgo,1857,617632.00
tha,1857,5431632.00
tjk,1857,654981.00
tkm,1857,516424.00
tls,1857,206804.00
ton,1857,18702.00
tto,1857,94551.00
tun,1857,1092067.00
tur,1857,11321360.00
tza,1857,3438390.00
uga,1857,2375900.00
ukr,1857,15810459.00
ury,1857,192913.00
usa,1857,29479408.00
uzb,1857,2724475.00
vct,1857,31411.00
ven,1857,1442812.00
vnm,1857,9199329.00
vut,1857,32395.00
wsm,1857,44613.00
yem,1857,2778792.00
zaf,1857,2242398.00
zmb,1857,746337.00
zwe,1857,1414269.00
afg,1858,3940648.00
ago,1858,2077437.00
alb,1858,542333.00
are,1858,40208.00
arg,1858,1353351.00
arm,1858,585225.00
atg,1858,36701.00
aus,1858,1141160.00
aut,1858,4179217.00
aze,1858,1247666.00
bdi,1858,1198203.00
bel,1858,4689125.00
ben,1858,923247.00
bfa,1858,2197126.00
bgd,1858,23472951.00
bgr,1858,2533543.00
bhr,1858,64470.00
bhs,1858,32629.00
bih,1858,1189427.00
blr,1858,3342116.00
blz,1858,25821.00
bol,1858,1437203.00
bra,1858,8210168.00
brb,1858,146589.00
brn,1858,4671.00
btn,1858,108630.00
bwa,1858,121240.00
caf,1858,575542.00
can,1858,3097331.00
che,1858,2483884.00
chl,1858,1615868.00
chn,1858,385288051.00
civ,1858,1408645.00
cmr,1858,2082775.00
cod,1858,6638045.00
cog,1858,414496.00
col,1858,2196797.00
com,1858,75959.00
cpv,1858,78323.00
cri,1858,112258.00
cub,1858,1305863.00
cyp,1858,185618.00
cze,1858,6341653.00
deu,1858,35816046.00
dji,1858,30604.00
dnk,1858,1656071.00
dom,1858,181549.00
dza,1858,3487710.00
ecu,1858,895769.00
egy,1858,6211676.00
eri,1858,339672.00
esp,1858,15472095.00
est,1858,474158.00
eth,1858,5046149.00
fin,1858,1720574.00
fji,1858,134380.00
fra,1858,37219540.00
fsm,1858,19932.00
gab,1858,217960.00
gbr,1858,24292421.00
geo,1858,1520452.00
gha,1858,1675238.00
gin,1858,1376923.00
gmb,1858,137120.00
gnb,1858,282156.00
gnq,1858,91246.00
grc,1858,3274388.00
grd,1858,33156.00
gtm,1858,939996.00
guy,1858,215608.00
hnd,1858,370435.00
hti,1858,1021137.00
hun,1858,5454157.00
idn,1858,23718680.00
ind,1858,203277124.00
irl,1858,4311590.00
irn,1858,7911732.00
irq,1858,1446933.00
isl,1858,78647.00
isr,1858,225263.00
ita,1858,25789483.00
jam,1858,437919.00
jor,1858,252265.00
jpn,1858,32951619.00
kaz,1858,2892898.00
ken,1858,2582842.00
kgz,1858,751582.00
khm,1858,2281569.00
kir,1858,20591.00
kor,1858,9630183.00
kwt,1858,81067.00
lao,1858,674408.00
lbn,1858,433129.00
lbr,1858,429741.00
lby,1858,656956.00
lca,1858,26440.00
lka,1858,2434332.00
lso,1858,367962.00
ltu,1858,1105652.00
lux,1858,162808.00
lva,1858,838749.00
mar,1858,3483771.00
mda,1858,1010057.00
mdg,1858,2181399.00
mdv,1858,52463.00
mex,1858,8279365.00
