concept,name,concept_type,domain,indicator_url,color,scales,drill_up,unit,interpolation,description,tags
government_health_spending_per_person_international_dollar,Gov. health spending per person (intl. $),measure,,http://spreadsheets.google.com/pub?key=tZ3uHUdw0H__Siyj78GXsGg,,"[""log"", ""linear""]",,,,"The average health expenditure per person that has been paid by government entities, expressed in international dollars using PPP (Purchasing Power Parity).",health_economics
total_health_spending_per_person_us,Total health spending per person (US$),measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEeL79qOoKtofQ,,"[""log"", ""linear""]",,,,"The average health expenditure per person, expressed in US dollars using the average exchange rate.",health_economics
government_health_spending_per_person_us,Gov. health spending per person (US$),measure,,http://spreadsheets.google.com/pub?key=tBwBBkViOJoycBhLnWHqwSQ,,"[""log"", ""linear""]",,,,"The average health expenditure per person that has been paid by government entities during the given year, expressed in US dollars using the average exchange rate.",health_economics
medical_doctors_per_1000_people,Medical Doctors,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2yo1IzJQmbZg,,"[""linear"", ""log""]",,per 1 000 people,,"Medical Doctors (physicians) working in any medical field per 1,000 people. ",health_economics
people_living_with_hiv_number_all_ages,People living with HIV,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe1GaiYJX2qGA,,"[""log"", ""linear""]",,"total, all ages",,"The total number of persons in all ages that are estimated to be infected by HIV, including those without symptoms, those sick from AIDS and those healthy due to treatment of the HIV infection ",hiv
adults_with_hiv_percent_age_15_49,Adults with HIV share,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfbZyl0qjbiRQ,,"[""log"", ""linear""]",,"%, age 15-49",,"The estimated percentage of adults aged 15 to 49 years that are infected by HIV, including those without symptoms, those sick from AIDS and those healthy due to treatment of the HIV infection ",hiv
newly_hiv_infected_number_all_ages,Total newly HIV infected,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFk2WGhwakxTQkt4NUtTdFJDSlFHQ3c,,"[""linear"", ""log""]",,"total, all ages",,The total number of persons in all ages that are estimated to be newly infected with HIV during the given year.,hiv
newly_hiv_infected_percent_age_15_49,Adults newly HIV infected share,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDREUkRSRDJtQmFNTE1TYmRYX1pFNEE,,"[""linear"", ""log""]",,"%, age 15-49",,The estimated percentage of adults aged 15 to 49 years that are newly infected with HIV during the given year.,hiv
annual_hiv_deaths_number_all_ages,Annual HIV deaths,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHZJdFBhYVlvck43d1R6ZFYzUWpiLWc,,"[""linear"", ""log""]",,"total, all ages",,The total number of people that were estimated as died from HIV/AIDS during the given year.,hiv
art_coverage_percent_cd4_l_350,ART coverage %,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHMzRDA5Z1RjWkJIWkNfdWNBVFR6b1E,,"[""linear"", ""log""]",,CD4 < 350,,"For people who have been diagnosed as CD4 count < 350 / mm3, how many (%) have access to ART treatment, estimation. ",hiv
malaria_cases_per_100000_reported,Malaria cases per 100 000,measure,,http://spreadsheets.google.com/pub?key=pp59adS3CHWcGnFB9pe14OA,,"[""linear"", ""log""]",,reported,,"Number of malaria cases in every 100,000 residents during the given year.",malaria
malaria_deaths_per_100000_reported,Malaria deaths per 100 000,measure,,http://spreadsheets.google.com/pub?key=pp59adS3CHWfGZUVJ2L-dCw,,"[""linear"", ""log""]",,reported,,"Number of malaria deaths in every 100,000 residents during the given year.",malaria
malaria_number_of_cases_reported,Malaria number of cases,measure,,http://spreadsheets.google.com/pub?key=pp59adS3CHWczfPHQMiqxCg,,"[""linear"", ""log""]",,reported,,Total number of malaria cases reported during the given year.,malaria
malaria_number_of_deaths_reported,Malaria number of deaths,measure,,http://spreadsheets.google.com/pub?key=pp59adS3CHWfZGL9qouvTbQ,,"[""linear"", ""log""]",,reported,,Total number of malaria deaths reported during the given year.,malaria
births_attended_by_skilled_health_staff_percent_of_total,Births attended by skilled health staff,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdF9OQ2dSSG5nNFhpS3RnRVZHUzZMb3c,,"[""linear"", ""log""]",,%,,"The percentage of deliveries attended by personnel (including doctors, nurses and midwives) trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.",maternal_health
contraceptive_use_percent_of_women_ages_15_49,Contraceptive use,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFp2OENYMUVKWnY1dkJLRXAtYnI3UVE,,"[""linear"", ""log""]",,% of women ages 15-49,,"Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, any form of contraception. It is usually measured for married women ages 15-49 only.",maternal_health
maternal_mortality_ratio_per_100000_live_births,Maternal mortality ratio,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcVezxiMlWaRw,,"[""log"", ""linear""]",,per 100 000 live births,,"The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",maternal_health
maternal_deaths_total_number,Maternal deaths,measure,,http://spreadsheets.google.com/pub?key=tOJs331rbt36sNBXE8g5AUg,,"[""linear"", ""log""]",,total number,,"Total number of maternal deaths in a given year. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy.",maternal_health
maternal_deaths_lifetime_risk_per_1000,"Maternal deaths, lifetime risk",measure,,http://spreadsheets.google.com/pub?key=t2ha4jg1M70Le8CH3wHcPIQ,,"[""linear"", ""log""]",,per 1 000,,"The chance of dying during pregnancy or within the 42 days after termination of that pregnancy in a lifetime, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy, the counting unit is per 1,000.",maternal_health
stillbirths_per_1000_births,Stillbirths,measure,,http://spreadsheets.google.com/pub?key=tgJHpDEY4S7hxJpELGJueWA,,"[""log"", ""linear""]",,per 1 000 births,,The number of stillbirths per 1000 births (live births plus stillbirths).,maternal_health
suicide_per_100000_people,Suicides,measure,,http://spreadsheets.google.com/pub?key=troMumuI0Y6Phpwnj6qXa_A,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",mental_health
malnutrition_weight_for_age_percent_of_children_under_5,Malnutrition of children,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGhpWDY5QVlOdUxpVGhaMVlUOE9iX0E,,"[""linear"", ""log""]",,"%, age 5-",,The percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the 2006 WHO international reference population. ,nutrition
sugar_per_person_g_per_day,Sugar per person,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2sdmdhX9zuKg,,"[""linear"", ""log""]",,grams/day,,The quantity of food consumption of sugar and sweeteners (grams per person and day). NOTE: data for 2004 are based on a rough extrapolation by Gapminder.,nutrition
food_supply_kilocalories_per_person_and_day,Food supply,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlYVVpXX20tbU13STZyVG0yNkRrZnc,,"[""linear"", ""log""]",,kcal / person & day,,"Calories measures the energy content of the food. The required intake varies, but it is normally in the range of 1500-3000 kilocalories per day. One banana contains approximatly 100 kilocalories.",nutrition
alcohol_consumption_per_adult_15plus_litres,Alcohol consumption per adult,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGJqTDRfNHBWODJMRWlZaVhNclhNZXc,,"[""linear"", ""log""]",,"litres, age 15+",,"Recorded plus estimated alcohol consumption, average adult (15+) per capita consumption in litres",risk_factors
smoking_adults_percent_of_population_over_age_15,Smoking adults,measure,,http://spreadsheets.google.com/pub?key=tRccVp7QMaCXMv19CcxERaA,,"[""linear"", ""log""]",,"%, age 15+",,"Percentage of both men and women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",risk_factors
smoking_women_percent_of_women_over_age_15,Smoking women,measure,,http://spreadsheets.google.com/pub?key=thortPEzDn2xc_5bU255mPA,,"[""linear"", ""log""]",,"% of wome, 15+",,"Percentage of women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",risk_factors
smoking_men_percent_of_men_over_age_15,Smoking men,measure,,http://spreadsheets.google.com/pub?key=t60tpjxpWq3Bm-nBOvSm3og,,"[""linear"", ""log""]",,"% of men, 15+",,"Percentage of men (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",risk_factors
body_mass_index_bmi_men_kgperm2,Body Mass Index men,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdF9saE1pWUNYVkVsNU1FdW1Yem81Nmc,,"[""linear"", ""log""]",,"(BMI), Kg/m2",,"The mean BMI (Body Mass Index) of the male population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",risk_factors
body_mass_index_bmi_women_kgperm2,Body Mass Index women,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGt0elo2dzJMVVQ3WmFGSmdhc09LRlE,,"[""linear"", ""log""]",,"(BMI), Kg/m2",,"The mean BMI (Body Mass Index) of the female population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",risk_factors
blood_pressure_sbp_men_mmhg,Blood pressure men,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHNwRm9DN1FnT3hXWWZVSncxMkZyS2c,,"[""linear"", ""log""]",,"(SBP), mmHg",,"The mean SBP (Systolic Blood Pressure) of the male population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",risk_factors
blood_pressure_sbp_women_mmhg,Blood pressure women,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHBzUVVSMDlTX1ZCUnNJQ3ZFdkFXVFE,,"[""linear"", ""log""]",,"(SBP), mmHg",,"The mean SBP (Systolic Blood Pressure) of the female population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",risk_factors
cholesterol_fat_in_blood_men_mmolperl,Cholesterol men,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDU5SnRoQ0xlZWhwRUZ6RFNQV042enc,,"[""linear"", ""log""]",,"fat in blood, mmol/L",,"The mean TC (Total Cholesterol) of the male population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",risk_factors
cholesterol_fat_in_blood_women_mmolperl,Cholesterol women,measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGJHcHZkSUdBcU56aS1OT3lLeU4tRHc,,"[""linear"", ""log""]",,"fat in blood, mmol/L",,"The mean TC (Total Cholesterol) of the female population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",risk_factors
infectious_tb_new_cases_per_100000_estimated,"Infectious TB, est. new cases share",measure,,http://spreadsheets.google.com/pub?key=rVyfxaPK4dJ9B6ZdgG34F-g,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of new TB cases (infectious) among 100,000 residents during the given year.",tb_tuberculosis
infectious_tb_new_cases_per_100000_reported,"Infectious TB, reported new cases share",measure,,http://spreadsheets.google.com/pub?key=r0pD5wznwEUJ0ipdxAWQjiA,,"[""linear"", ""log""]",,per 100 000,,"Reported number of new TB cases (infectious) among 100,000 residents during the given year.",tb_tuberculosis
infectious_tb_number_of_new_cases_estimated,"Infectious TB, est. new cases total",measure,,http://spreadsheets.google.com/pub?key=rOPfJcbTTIyS-vxDWbkfNLA,,"[""log"", ""linear""]",,,,Estimated number of new TB cases (infectious) during the given year.,tb_tuberculosis
infectious_tb_number_of_new_cases_reported,"Infectious TB, reported new cases, total",measure,,http://spreadsheets.google.com/pub?key=rcbx0R-TXbkqRCyvKzn08fg,,"[""log"", ""linear""]",,,,Reported number of new TB cases (infectious) during the given year.,tb_tuberculosis
infectious_tb_detection_rate_percent,"Infectious TB, detection rate",measure,,http://spreadsheets.google.com/pub?key=rDb6EYc4YUTBRfXlBvjHYlg,,"[""linear"", ""log""]",,%,,The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,tb_tuberculosis
infectious_tb_detection_rate_percent_dots_only,"Infectious TB, detection rate - DOTS only",measure,,http://spreadsheets.google.com/pub?key=rjGHot8B6YSt3kPYEG8nANA,,"[""linear"", ""log""]",,%,,"The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",tb_tuberculosis
infectious_tb_treatment_dots_completed_percent,"Infectious TB, treatments",measure,,http://spreadsheets.google.com/pub?key=rewICFMTvBuer8UoJIK0yUg,,"[""linear"", ""log""]",,(DOTS) completed %,,Percentage of all patients with infectious TB detected by DOTS programme that have finished the treatment during the given year.,tb_tuberculosis
tb_programme_dots_population_coverage_percent,TB programme coverage,measure,,http://spreadsheets.google.com/pub?key=rKfjGaPxqirPDe8gnTVKuIw,,"[""linear"", ""log""]",,(DOTS) % of population,,"Percentage of total population that has been covered by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",tb_tuberculosis
all_forms_of_tb_new_cases_per_100000_estimated,"All forms TB, est. new cases share",measure,,http://spreadsheets.google.com/pub?key=rMsQHawTObBb6_U2ESjKXYw,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of new TB cases (all forms) among 100,000 residents during the given year.",tb_tuberculosis
all_forms_of_tb_existing_cases_per_100000_estimated,"All forms TB, est. existing cases share",measure,,http://spreadsheets.google.com/pub?key=rZNoyaocUmUGuFyRgjJUpig,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of existing TB cases (all forms) among 100,000 residents during the given year.",tb_tuberculosis
all_forms_of_tb_deaths_per_100000_estimated,"All forms TB, est. deaths share",measure,,http://spreadsheets.google.com/pub?key=rWM9yEzjpGJvcJlUAIm35tA,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of deaths caused by TB (all forms) among 100,000 residents during the given year.",tb_tuberculosis
all_forms_of_tb_new_cases_per_100000_reported,"All forms TB, reported new cases share",measure,,http://spreadsheets.google.com/pub?key=rYICvtvVz28fVyQuG_ote2w,,"[""linear"", ""log""]",,per 100 000,,"Reported number of new and relapsed TB cases (all forms) among 100,000 residents during the given year.",tb_tuberculosis
all_forms_of_tb_number_of_new_cases_estimated,"All forms TB, est. new cases total",measure,,http://spreadsheets.google.com/pub?key=rhZayTbvH3ZLlSN64OuRYFg,,"[""log"", ""linear""]",,,,Estimated number of new TB cases (all forms) during the given year.,tb_tuberculosis
all_forms_of_tb_number_of_existing_cases_estimated,"All forms TB, est. existing cases total",measure,,http://spreadsheets.google.com/pub?key=rOCGMcGcrZs-dfeTEC792ZQ,,"[""log"", ""linear""]",,,,Estimated number of existing TB cases (all forms) during the given year.,tb_tuberculosis
all_forms_of_tb_number_of_deaths_estimated,"All forms TB, est. deaths total",measure,,http://spreadsheets.google.com/pub?key=rrQ_y5fqQPlznp5mJGXWr-A,,"[""log"", ""linear""]",,,,Estimated number of deaths caused by TB (all forms) during the given year.,tb_tuberculosis
all_forms_of_tb_number_of_new_cases_reported,"All forms TB, reported new cases total",measure,,http://spreadsheets.google.com/pub?key=r5UikGjnZlemlelKY0NX9Pg,,"[""log"", ""linear""]",,,,Reported number of new and relapsed TB cases (all forms) during the given year.,tb_tuberculosis
all_forms_of_tb_detection_rate_percent,"All forms TB, detection rate",measure,,http://spreadsheets.google.com/pub?key=ru195-zJ0rsx5axPIvm_bRA,,"[""linear"", ""log""]",,%,,The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,tb_tuberculosis
all_forms_of_tb_detection_rate_percent_dots_only,"All forms TB, detection rate - DOTS only",measure,,http://spreadsheets.google.com/pub?key=rutVwqgB14uRV_f2dRbqhUA,,"[""linear"", ""log""]",,%,,"The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",tb_tuberculosis
tb_with_hivplus_new_cases_per_100000_estimated,"TB with HIV+, est. new cases share",measure,,http://spreadsheets.google.com/pub?key=rRCxDI3hB9E9zvc8qSe11qg,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of new TB cases (with HIV+) among 100,000 residents during the given year.",tb_tuberculosis
tb_with_hivplus_existing_cases_per_100000_estimated,"TB with HIV+, est. existing cases share",measure,,http://spreadsheets.google.com/pub?key=rQV47xgPGa3qOPHoLiVon-w,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of existing TB cases (with HIV+) among 100,000 residents during the given year.",tb_tuberculosis
tb_with_hivplus_deaths_per_100000_estimated,"TB with HIV+, est. deaths share",measure,,http://spreadsheets.google.com/pub?key=rUBCConMMLm9CxPXUGm325A,,"[""linear"", ""log""]",,per 100 000,,"Estimated number of deaths caused by TB (with HIV+) among 100,000 residents during the given year.",tb_tuberculosis
tb_with_hivplus_number_of_new_cases_estimated,"TB with HIV+, est. new cases total",measure,,http://spreadsheets.google.com/pub?key=rERPF4iYruK0DhAw_0tb5nA,,"[""log"", ""linear""]",,,,Estimated number of new TB cases (with HIV+) during the given year.,tb_tuberculosis
tb_with_hivplus_number_of_existing_cases_estimated,"TB with HIV+, est. existing cases total",measure,,http://spreadsheets.google.com/pub?key=reiGJwoabnMOrPeFima_9ng,,"[""log"", ""linear""]",,,,Estimated number of existing TB cases (with HIV+) during the given year.,tb_tuberculosis
tb_with_hivplus_number_of_deaths_estimated,"TB with HIV+, est. deaths total",measure,,http://spreadsheets.google.com/pub?key=rFAkC0Ae7oXxrVqosJ4NWUA,,"[""log"", ""linear""]",,,,Estimated number of deaths caused by TB (with HIV+) during the given year.,tb_tuberculosis
bad_teeth_per_child_12_yr,Bad teeth per child,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3Os9LVO_pRDA,,"[""linear"", ""log""]",,12 years old,,"The weighted average of the number of Decayed, Missing or Filled teeth among the 12 years old in a country (DMFT). It is meant to reflect the prevalence of caries in a population. ",teeth
dtp3_immunized_percent_of_one_year_olds,DTP3 immunized,measure,,http://spreadsheets.google.com/pub?key=txVTyScWObTBNuMmkNtLh1w,,"[""linear"", ""log""]",,% of one-year-olds,,"Percentage of 1 year old children who have received 3 doses of combined diphtheria, tetanus toxoid and pertussis vaccine during the year.",vaccine
hepb3_immunized_percent_of_one_year_olds,HepB3 immunized,measure,,http://spreadsheets.google.com/pub?key=t7pU8fR9_ZzRFIMF3FX47YQ,,"[""linear"", ""log""]",,% of one-year-olds,,Percentage of 1 year old children who have received 3 doses of hepatitis B3 vaccine during the year.,vaccine
hib3_immunized_percent_of_one_year_olds,Hib3 immunized,measure,,http://spreadsheets.google.com/pub?key=thClNiXoQqfJDzTv0SYIHZg,,"[""linear"", ""log""]",,% of one-year-olds,,Percentage of 1 year old children who have received 3 doses of Haemophilus influenzae type B vaccine during the year.,vaccine
mcv_immunized_percent_of_one_year_olds,MCV immunized,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEenS18Yjl_SOQ,,"[""linear"", ""log""]",,% of one-year-olds,,"Percentage of 1 year old children who have received at least one dose of measles-containing vaccine in a given year. (Some countries for children below 2 years, depending on their policies.)",vaccine
pab_immunized_percent_of_newborns,PAB immunized,measure,,http://spreadsheets.google.com/pub?key=tnvxVX8aOAl0dwDNujbELPQ,,"[""linear"", ""log""]",,% of newborns,,Percentage of neonates in a given year that can be considered as having been protected against tetanus as a result of maternal immunization.,vaccine
broadband_subscribers,Broadband,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEpMTHBoMmNzcDVCNVRHWE5zSVJVRHc,,"[""linear"", ""log""]",,total subscribers,,"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",communication
broadband_subscribers_per_100_people,Broadband per 100 people,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHdmMGVNNnV1SHBONDRTdTJzTVBKQXc,,"[""linear"", ""log""]",,,,"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",communication
cell_phones_total,Cell phones,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhWLWtqNzljbWg4ZXV6M09JQXNGaUE,,"[""linear"", ""log""]",,total,,The number of subscribers to a service providing access to the telephone network using cellular technology. ,communication
cell_phones_per_100_people,Cell phones per 100 people,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdG1MSjEyS0h2QjRQZ3FXRVR2dVQyeFE,,"[""linear"", ""log""]",,,,The number of subscribers per 100 people to a service providing access to the telephone network using cellular technology. ,communication
fixed_line_and_mobile_phone_subscribers_per_100_people,Fixed line and mobile phone subscribers,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcfLoOcU6GAfg,,"[""log"", ""linear""]",,per 100 people,,Fixes lines connect a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to the telephone network using cellular technology. ,communication
internet_users_total_number,Internet users,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdC1PcWJUZldDelFyQXdaOEtDUG9HSUE,,"[""linear"", ""log""]",,total,,Internet users are people with access to the worldwide network.,communication
internet_users_per_100_people,Internet users per 100 people,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGwzSGV5OE9FOGhURlhTdEQtMW1TNkE,,"[""linear"", ""log""]",,,,Internet users are people with access to the worldwide network.,communication
personal_computers_total,Computers,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfUXdC83YSzfw,,"[""log"", ""linear""]",,total,,Personal computers (total),communication
personal_computers_per_100_people,Computers per 100 people,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdFW4nUY4gQdA,,"[""linear"", ""log""]",,,,Personal computers (per 100 people),communication
improved_sanitation_overall_access_percent,"Improved sanitation, overall",measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE4tekJPYkR4WmJqYTRPWjc3OTl4WUE,,"[""linear"", ""log""]",,%,,"The percentage of the total population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",sanitation
improved_sanitation_urban_access_percent,"Improved sanitation, urban",measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfLbPu48DrKfQ,,"[""linear"", ""log""]",,%,,"The percentage of the urban population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",sanitation
improved_sanitation_rural_access_percent,"Improved sanitation, rural",measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFNPMTE3d3FHTHdYaGFMXzJyNDBGd3c,,"[""linear"", ""log""]",,%,,"The percentage of the rural population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",sanitation
roads_paved_percent_of_total_roads,Roads paved,measure,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBKd2V5VmxkYlJuUHAtOURzUkZzNEE,,"[""linear"", ""log""]",,% of total roads,,"Roads, paved (% of total roads)",traffic
improved_water_source_overall_access_percent,"Improved water source, overall",measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd98lRwrU3gIg,,"[""linear"", ""log""]",,%,,"The percentage of the total population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",infrastructure_water
improved_water_source_urban_access_percent,"Improved water source, urban",measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDlJNzNjcVc5Sm9memNuVHRzY1FsOXc,,"[""linear"", ""log""]",,%,,"The percentage of the urban population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",infrastructure_water
improved_water_source_rural_access_percent,"Improved water source, rural",measure,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFhhVzhXUEh0U0hlQ3M3TTZIQTFySUE,,"[""linear"", ""log""]",,%,,"The percentage of the rural population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",infrastructure_water
population_aged_0_4_years_both_sexes_percent,Population aged 0-4,measure,,http://spreadsheets.google.com/pub?key=rsOONWhmGBtzb4j__0MJv7Q,,"[""linear"", ""log""]",,both sexes %,,Number of both sexes aged 0-4 years divided by total population,both_sexes_by_age
population_aged_5_9_years_both_sexes_percent,Population aged 5-9,measure,,http://spreadsheets.google.com/pub?key=rC5UskPU6PRVlmN7eXoridw,,"[""linear"", ""log""]",,both sexes %,,Number of both sexes aged 5-9 years divided by total population,both_sexes_by_age
population_aged_10_14_years_both_sexes_percent,Population aged 10-14,measure,,http://spreadsheets.google.com/pub?key=rmViJSkPd4xZneV2Q6gzFwQ,,"[""linear"", ""log""]",,both sexes %,,Number of both sexes aged 10-14 years divided by total population,both_sexes_by_age
population_aged_15_19_years_both_sexes_percent,Population aged 15-19,measure,,http://spreadsheets.google.com/pub?key=r4VUu4a4AaWqXXoAsFz-z-Q,,"[""linear"", ""log""]",,both sexes %,,Number of both sexes aged 15-19 years divided by total population,both_sexes_by_age
population_aged_20_39_years_both_sexes_percent,Population aged 20-39,measure,,http://spreadsheets.google.com/pub?key=rTU20DXn0Bi7bTwW5T6J3gg,,"[""linear"", ""log""]",,both sexes %,,Number of both sexes aged 20-39 years divided by total population,both_sexes_by_age
