Country Name;Indicator Name;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Fragile and conflict affected situations;Primary completion rate, total (% of relevant age group);40.83566666;40.79378891;41.42490005;43.1975975;43.58129501;45.22385406;45.99837112;47.86806488;49.03067398;49.68666077;50.40605545;51.21473694;50.62773132;51.22779465;52.41053009;52.30271149;52.25469971;51.55340576;51.82768631;51.84228897;52.53477478;53.2690506;53.068367;54.05818558;53.18305969;53.11804962;53.40349579;53.22470856;53.37544632;53.91407776;55.51525116;57.17236328;58.08872223;60.60282516;62.31282043;63.70197296;64.48283386;65.31095123;66.87711334;67.92221832;68.45387268;69.36949921;70.29281616;68.31965637;68.41963959;;
Finland;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;104.1296387;105.8811035;105.5880127;101.7880707;97.38752747;96.74073792;96.11254883;97.19695282;100.6359634;101.391037;100.5223236;98.15406799;95.98323822;96.33154297;102.2912598;101.0085831;102.0686798;100.3372574;100.3495331;96.90814972;98.18480682;98.62055969;97.50858307;98.03083801;97.42404175;99.41343689;99.4363327;99.24481201;;
Fiji;Primary completion rate, total (% of relevant age group);;;90.87856293;96.87194824;96.11871338;;106.5619202;106.587822;110.4009933;102.2623291;97.1414032;97.36109924;;95.49031067;92.01380157;93.38050842;95.2021637;;;;;;105.1267929;;103.0142136;102.5802307;101.6733704;102.9758301;103.2712402;99.61389923;94.98412323;97.03587341;101.958992;;109.2793427;;111.6147079;;106.2058105;105.4214172;;103.7393875;104.0157318;102.9385834;;;
France;Primary completion rate, total (% of relevant age group);;92.85690308;92.3241806;;;93.92677307;94.50414276;94.56954956;95.89746094;96.12062073;96.86945343;;;;;;96.75582123;95.86125946;99.49835205;102.0278473;105.2197723;107.0415421;107.8846512;;;;;;;97.01748657;97.43972778;;;;;;;;;;;;;;;;
Faroe Islands;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia, Fed. Sts.;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;Primary completion rate, total (% of relevant age group);;;62.82073975;61.38571167;;84.53460693;88.42250061;80.96872711;81.13339233;82.32859039;81.16284943;84.92990112;86.75739288;86.54248047;75.4278717;92.56022644;;68.7430191;67.78845978;66.27483368;;;59.70595169;;;66.07417297;66.81427002;69.0803299;;;;;73.85549927;71.9046936;;;;;;;;;;;;;
United Kingdom;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;84.28707123;85.83389282;85.46205139;;84.1488266;98.14264679;100.9613266;98.042099;89.61418915;95.64562225;85.67945099;84.55136871;94.85420227;101.7659607;107.5053024;111.3002472;;107.5925293;112.9623795;116.4574203;;
Ghana;Primary completion rate, total (% of relevant age group);;65.79715729;59.94834137;;54.51916885;55.96937943;58.3797493;60.44684982;61.72891998;61.7638092;62.97452164;66.60704041;;;;;;;;;;65.60920715;67.70310211;;;;;;;68.71009064;71.76748657;67.99452209;69.29826355;70.10018158;68.79762268;74.47263336;71.15737915;77.44184875;83.69075775;85.67311859;;92.89778137;98.15280151;98.44902802;96.53050995;101.1004715;
Gibraltar;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;Primary completion rate, total (% of relevant age group);;;;;;;;19.0739193;21.18239021;;23.67329025;19.67598915;21.45998001;21.06419945;21.51021004;17.44116974;16.51351929;15.80286026;12.66775036;13.58909035;19.92770958;17.62235069;17.16879082;19.07970047;19.74467087;19.25873947;29.17411041;;24.41012955;28.17650032;31.09342957;33.15525055;37.34130096;37.77576828;47.77843857;54.1652298;58.77714157;58.9063797;51.48807907;57.5111618;57.5218811;;60.21669006;60.59775162;61.75585175;;
Gambia, The;Primary completion rate, total (% of relevant age group);;25.81071091;27.17801094;25.9031105;25.43276978;27.47628975;26.50037956;21.3888092;28.15026093;27.9380703;30.03597069;29.12100029;32.05855942;35.51583099;41.82091141;44.22735977;47.38594055;52.10673141;;44.35879898;;;41.75574112;39.62356949;38.55498123;41.03900909;48.29693985;46.74610901;;71.41481018;71.88459778;73.96012878;72.22579956;75.73213196;74.59780121;71.60569763;69.6399231;76.73451996;82.1244278;;73.46954346;68.87705994;69.76908112;69.77739716;67.31471252;;
Guinea-Bissau;Primary completion rate, total (% of relevant age group);;;;;;;6.798359871;;;14.19258976;10.36345005;14.90237045;16.20278931;13.13167;12.53139019;;;9.377969742;6.270170212;;;;;;;;;;;;26.8962307;;;;;;;;;;62.17481995;;;;;;
Equatorial Guinea;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;51.95798874;;;;;;46.69231033;;;37.11159134;;45.38348007;;;43.62197876;46.64836121;49.5051918;48.66611099;51.23036957;;;;
Greece;Primary completion rate, total (% of relevant age group);;103.5474091;102.1696091;100.5883408;99.53495789;100.1196594;100.2158585;100.475502;102.1343994;101.6113815;98.2482605;97.33946991;97.32064819;99.10124207;102.1760712;105.0982132;110.8062668;101.2335815;101.930687;98.866539;;;100.3171463;;;;;;;;;;;;98.93968964;96.23725128;98.76235962;97.59915924;;;98.19096375;96.21327209;99.51264191;97.08522034;;;
Grenada;Primary completion rate, total (% of relevant age group);;;;;;;96.3716507;98.09274292;89.8795166;92.00337219;;;;95.25988007;85.77303314;83.41544342;;;;;;;;;;;;;;92.94455719;;;91.38130188;100.2815781;;102.383049;;97.55082703;110.4865417;121.1287994;111.477829;;;94.51087189;89.43544006;;
Greenland;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;Primary completion rate, total (% of relevant age group);24.00408936;24.12593079;26.07695007;;;29.46742058;30.51795959;30.37219048;31.48179054;31.94581032;33.9041481;33.95742035;33.8807106;35.13737869;36.57794952;38.06546021;41.00183868;;;;;;;;;;45.75106812;;;51.25334167;56.10758972;58.81721115;62.55472183;;68.65386963;72.51242065;75.35977936;75.83374786;78.54676056;82.20065308;84.21375275;86.68910217;86.08334351;86.50177002;86.6244278;;
Guam;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;Primary completion rate, total (% of relevant age group);;96.49224091;91.87236786;88.86540985;87.6668396;;85.28626251;94.32022858;91.13739777;93.251297;86.06478882;89.22241211;89.70246124;83.97891998;86.92268372;;;87.99813843;;;;;97.45783234;97.34844208;;81.38816071;82.74236298;86.71614075;;103.8479004;107.4275208;92.18409729;;79.99401855;;95.54559326;94.10402679;92.54366302;91.48925018;91.26747894;83.22660828;85.43448639;84.07089233;;;;
High income;Primary completion rate, total (% of relevant age group);93.39546204;93.49798584;93.24763489;93.46950531;93.66756439;94.29064178;94.42874146;94.96648407;94.68601227;93.81448364;95.17433929;95.37757111;94.23704529;94.17272186;95.00951385;95.06937408;95.31789398;95.0569458;94.91641235;94.48305511;94.89126587;94.79825592;95.57446289;96.15616608;95.76483917;95.55593109;95.77983093;95.88713837;96.12014008;96.55445099;96.98550415;97.90464783;97.36702728;98.04180908;98.17074585;97.54766846;97.22344208;98.09444427;97.85487366;97.54225922;97.8946991;97.91264343;98.42618561;97.97525024;98.23744965;;
Hong Kong SAR, China;Primary completion rate, total (% of relevant age group);;;;;;;;;;;104.1496582;101.7459869;98.56481934;97.94580841;102.716362;103.9047012;107.6355209;;;103.4754181;102.0128403;100.9699783;100.6618423;101.9618683;100.3891525;98.37751007;94.23468018;;;;;;;;;;;;;;;;100.2111511;97.77397156;99.44406128;;
Honduras;Primary completion rate, total (% of relevant age group);;;;;;;;;;;44.57500076;;49.94493866;;54.98490143;;;;;;;64.06221008;67.29164886;69.25183105;70.76931;69.85962677;70.9417038;71.39494324;72.23435211;;;;;80.50556183;;81.54257202;88.26262665;;88.76953888;91.86322784;97.18988037;100.7206421;100.6761017;94.47953033;90.7219696;;
Heavily indebted poor countries (HIPC);Primary completion rate, total (% of relevant age group);32.31121445;32.287323;32.7287941;33.27152634;33.71230316;34.83483887;35.74768448;37.30467606;39.1510582;40.08410645;41.24348068;43.05648422;43.49438477;44.18355179;47.03563309;43.67896271;43.47240067;42.74305344;41.65238571;40.10477829;40.83812714;41.6548233;40.75860977;41.89339447;40.64441681;40.56026459;41.20563126;41.35715103;40.8237381;42.21244049;42.94471359;45.47652817;47.79613495;49.59650421;51.34022903;53.95615005;56.13519669;58.43616867;62.14899826;64.31169891;65.31052399;64.94725037;65.20916748;65.04859161;65.50257874;;
Croatia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;83.5953598;80.2588501;84.7379303;85.9048233;90.89968872;89.48496246;90.88368988;95.01474762;98.17825317;97.33180237;;103.4183121;101.7175674;103.9663391;98.68425751;93.43599701;91.0165863;92.8319931;92.26564789;;95.61401367;;
Haiti;Primary completion rate, total (% of relevant age group);;;;;;;;;;26.29389954;27.09909058;;28.48488998;31.0428009;;33.9473381;36.08649826;37.87105942;;;;;;;;;;48.16994858;;;;;;;;;;;;;;;;;;;
Hungary;Primary completion rate, total (% of relevant age group);;89.09324646;88.41348267;92.64517975;99.22936249;99.98287964;97.44351196;99.14526367;103.8811417;98.9733963;97.54374695;93.58756256;92.98782349;94.43525696;102.5568085;113.6752701;103.8650589;96.92974854;89.35327911;83.49292755;81.87394714;79.46602631;85.16750336;89.8814621;;;;97.93956757;98.47921753;96.00401306;96.4327774;98.04743195;99.42623138;96.19326782;94.61708069;93.75652313;98.58830261;95.70574951;97.76643372;98.13526154;98.62242126;;98.877388;98.51088715;96.77620697;;
IBRD only;Primary completion rate, total (% of relevant age group);74.89296722;74.92636871;75.27702332;75.85768127;76.13894653;76.85562134;77.74298859;78.99359131;79.73201752;80.50550079;81.68212891;82.62565613;83.22953796;83.90795135;84.92199707;85.90379333;86.22780609;86.21130371;86.4537735;86.16583252;86.48360443;86.83252716;86.24391174;87.28697205;88.30027008;87.49324036;85.99530792;85.43919373;85.59566498;85.5202179;86.65663147;87.32051849;88.28823853;89.46338654;90.43396759;91.4233017;91.676651;92.97332001;96.92474365;98.38626099;98.79256439;97.84256744;98.65503693;98.54357147;97.11686707;;
IDA & IBRD total;Primary completion rate, total (% of relevant age group);69.81900024;69.88694763;70.25621033;70.83629608;71.05752563;71.70322418;72.36587524;73.27891541;74.04761505;74.88249969;75.94009399;76.83670807;77.4272995;78.01613617;79.03448486;79.48323059;79.64765167;79.50744629;79.52342987;79.09685516;79.33843231;79.66060638;79.16092682;80.05303955;80.66565704;80.05082703;78.99701691;78.63584137;78.83094788;79.01687622;80.0249939;80.82736969;81.65257263;82.52242279;83.23651886;84.22389221;84.76641083;85.37091827;87.93425751;89.4108429;90.07723236;89.51807404;90.19406128;89.99284363;89.16414642;;
IDA total;Primary completion rate, total (% of relevant age group);;;;;52.17713547;52.58669281;52.36080551;51.89864349;52.69387054;53.65054703;54.22144318;55.08369446;55.88806915;56.50787735;57.9615097;57.04946518;57.31432343;57.51343536;57.52315521;57.38186264;57.98972321;58.62199783;58.6180687;59.31323242;59.07858658;59.23390579;59.41459656;59.41970444;59.64390564;60.57033157;61.26588821;62.88904572;63.95757294;64.63175964;65.25787354;66.83152008;68.56013489;68.08732605;68.17017365;70.32421112;72.02735138;72.69596863;73.40466309;73.31776428;73.89307404;;
IDA blend;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;76.85135651;;;77.50254822;77.69812775;77.72602844;78.06165314;;78.10612488;78.07744598;78.05211639;77.99986267;78.30776215;78.58904266;80.17225647;80.01358032;79.29821014;78.79977417;78.85258484;81.35707855;78.16396332;75.00556946;76.39855194;79.05578613;78.82413483;80.21080017;80.10668945;80.94924927;;
Indonesia;Primary completion rate, total (% of relevant age group);;;51.89075089;53.08979034;50.91999054;49.28826141;48.74034882;53.2840004;56.06428909;;;65.42780304;69.9930191;75.19178772;84.66339874;94.15110779;96.55024719;95.82466125;95.98288727;96.18222809;93.3273468;90.2725296;88.71624756;92.16168976;94.60736847;94.53108978;93.52371216;94.15606689;;;;93.75856781;95.04089355;95.62664795;95.53340149;94.1592865;92.42225647;96.53505707;96.55042267;98.32740784;100.2481003;97.47122955;102.5354614;100.5884476;102.8928909;;
IDA only;Primary completion rate, total (% of relevant age group);37.13930511;37.23669815;37.5186348;38.49726868;38.7327919;39.48626709;40.13543701;38.9478569;39.87456131;41.35111237;41.95709991;43.00550079;43.9079895;44.91322327;47.14367294;45.5644722;45.93479919;45.98300552;45.84770966;45.50450134;46.39088058;47.29462433;47.2832222;48.2062149;47.82927322;48.04204941;48.3639679;48.37674332;48.77056503;50.08429718;51.09769058;52.83861542;54.70013428;56.26826096;57.6390686;60.1834259;61.63528061;62.73496246;64.60902405;67.22239685;68.50223541;69.66026306;70.06243134;70.0047226;70.44903564;;
Isle of Man;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;Primary completion rate, total (% of relevant age group);;39.66374969;;;41.61735916;;;;;;;;;;;;;63.17137909;64.55854034;;;;;;;71.86660767;;;;68.92706299;71.75483704;72.43009949;75.81871796;80.30370331;;;;;94.96790314;95.92668152;;92.88214111;;96.20903778;;;
Not classified;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;98.840271;99.35749054;97.47406006;96.57788849;;;;;;;;;;;;;;;;;;;;;
Iran, Islamic Rep.;Primary completion rate, total (% of relevant age group);;50.12173843;;;;;;;;;;;;;77.60279083;80.33621979;80.70375061;80.67550659;81.30484009;82.23097992;85.33956909;88.82875824;92.02709198;97.23274231;95.10623169;98.85334015;;96.97322083;;;92.02081299;95.82848358;95.99858856;92.62993622;103.2509308;106.3650894;98.84269714;95.12654114;98.24359131;102.9207382;104.8279114;104.2065735;102.1859283;;;;
Iraq;Primary completion rate, total (% of relevant age group);;40.54576874;39.68460083;42.74565125;43.53713989;51.38124847;51.73218918;64.95142365;66.17585754;;73.2424469;;;56.7179718;;65.13646698;63.99332809;58.13048172;60.9016304;59.217659;;;;59.35774994;;;;;;56.83988953;55.83219147;;;;79.57971191;;;66.65807343;;;;;;;;;
Iceland;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.61131287;89.98586273;97.58921814;107.9121399;103.0605087;107.9954681;98.55619812;100.1523132;99.54907227;97.36386871;96.19779968;99.59848022;97.5980072;98.52670288;97.29351044;;;;
Israel;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.4791107;104.5371933;108.1201096;104.1219864;102.7257385;103.5373535;100.3058624;103.4287262;101.7042007;100.9750977;105.8253937;101.6238785;102.3713226;;
Italy;Primary completion rate, total (% of relevant age group);;97.25263214;99.29820251;99.1038208;100.2945709;107.9595184;106.0933075;105.5232391;102.5653534;102.0675125;103.5743103;100.561142;101.1128616;100.2191696;100.2295685;102.3536072;101.8872833;100.5395279;99.97254944;100.3195496;100.8141937;98.09378052;98.57830811;;99.85881805;98.50243378;99.14067078;95.73310852;;100.0854721;100.8139801;103.7015076;102.0452881;102.3537521;100.8502808;99.17082977;99.45578766;101.4802017;104.8051682;102.6053314;103.106842;104.211998;100.6607285;100.0496063;;;
Jamaica;Primary completion rate, total (% of relevant age group);;;;;;;78.03700256;79.96749878;;86.27114105;83.75823975;85.16931152;;;88.44550323;85.30510712;86.51152802;90.29328156;92.71494293;95.6583786;96.38204193;93.47926331;;89.82943726;;;;;;;87.05973816;81.4645462;87.39517212;;87.39598083;;;;;;;;;;;;
Jordan;Primary completion rate, total (% of relevant age group);;;70.25099182;76.83763885;89.58982086;99.93720245;102.1792221;102.1785583;103.9128494;102.809288;103.1132278;99.75256348;98.1193924;93.95552063;96.97527313;97.4471283;;88.46182251;90.77187347;92.57306671;95.6996994;97.57720184;97.45323181;96.06189728;98.75361633;;95.45939636;;;97.95658112;101.1622925;;97.87049103;101.1305618;101.9281311;105.4786911;102.6281891;105.3394775;103.0678482;;;85.97956848;;;;;
Japan;Primary completion rate, total (% of relevant age group);;105.133461;100.9105911;98.64232635;98.00888824;97.92424011;98.34951019;102.7923889;98.83891296;90.64398956;105.9307022;104.2035217;99.43495178;98.64810944;99.13111877;99.40853119;101.3836517;102.6569519;100.7598038;100.8889999;103.3971405;103.3218918;101.1589737;;98.89334106;;;;103.0667038;102.6883316;102.3803177;102.6564178;99.4434967;99.05454254;100.9451675;101.1006165;100.9106369;104.3242722;;101.4270706;100.5941772;102.1158981;102.0557022;;;;
Kazakhstan;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;105.6244583;101.64077;;99.69793701;95.8474884;;92.74226379;94.98938751;96.26540375;97.435112;104.154892;104.9770279;101.0408478;97.52880859;101.5371323;103.1266937;106.3611069;112.9151993;106.305687;108.0471573;113.820343;113.0070114;
Kenya;Primary completion rate, total (% of relevant age group);48.4380188;50.68309021;53.92649078;55.62292099;;60.64020157;62.82408142;67.25211334;68.53488922;89.46472931;86.05039215;84.52159882;;;;;;;;;;;;;;;;;;;;;;;88.99049377;90.97654724;;;;;;;;;103.5083694;;
Kyrgyz Republic;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;103.344017;99.68776703;;;93.69225311;93.48317719;93.26531219;93.30555725;90.12931824;92.17565155;96.74624634;100.4353638;95.87393188;94.12928772;96.4332962;95.49204254;93.9774704;95.20323181;100.2988586;105.0050125;;
Cambodia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;45.97893906;43.39247894;;17.1361599;32.3718605;41.01337051;;51.09643936;59.69195938;66.38300323;77.35809326;86.64028931;89.08454132;90.41671753;85.61607361;82.99082947;84.87407684;87.15670776;92.86129761;93.85637665;96.29795837;;
Kiribati;Primary completion rate, total (% of relevant age group);;;;;;;;76.81729126;85.85591888;72.56461334;84.42076874;132.4342499;122.8531876;129.0714264;127.2999268;127.4343109;126.3636398;110.1719208;109.4262314;113.4765625;102.2457886;112.8562775;111.7298584;106.8469467;108.6543808;110.3187485;121.2153015;122.7087631;;106.5473404;99.02416229;117.2191467;111.3563232;119.5712967;123.06604;122.920517;113.3592682;118.5969315;106.6773911;;;;;;112.3611832;;
St. Kitts and Nevis;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;118.249733;;;;;;;;103.2327576;103.2397385;107.2746964;96.47189331;107.02948;106.8925171;;93.10733795;84.64911652;93.61701965;88.77339172;92.96066284;92.5732193;89.68421173;82.11640167;;
Korea, Rep.;Primary completion rate, total (% of relevant age group);;95.97640991;97.94573212;106.7491684;104.2521133;103.3796997;107.4301605;101.3459167;99.54483032;101.9720688;98.43437958;103.5316315;101.1998901;102.5510712;107.9780579;105.1747894;104.5999603;104.1799622;99.62716675;94.97756195;99.22781372;97.3441391;109.0494995;109.103363;111.7801132;111.4036636;;;99.89286804;104.0362015;103.5772018;98.45246124;95.252388;106.4604568;111.6584473;113.4508667;109.6218796;107.4864197;102.4472122;100.6495132;98.7425766;101.6930618;109.1005478;103.2169724;;;
Kosovo;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kuwait;Primary completion rate, total (% of relevant age group);;59.48400116;54.55353165;51.87931061;49.23479843;58.48392105;81.68698883;68.68752289;74.42978668;75.24806213;81.49875641;93.01994324;91.14412689;93.08457947;93.14853668;94.15296936;95.21092224;96.1394577;;;;;57.08182907;;80.69859314;72.92533112;101.2612762;98.38546753;;100.9689178;103.4884796;94.03044128;101.1419525;106.0192032;106.7019501;115.7561798;;106.5164871;;;97.91647339;100.4166336;100.2042694;103.0464096;;;
Latin America & Caribbean (excluding high income);Primary completion rate, total (% of relevant age group);79.07350922;79.57501984;79.83385468;80.70797729;81.20648956;81.61225128;82.71714783;84.94167328;85.2440567;86.15369415;86.91314697;87.41165924;87.75683594;88.79193115;89.83899689;89.33722687;90.31437683;90.84223938;90.93264771;90.92945099;90.95320892;91.23225403;92.39570618;93.05187225;93.64335632;94.26194763;94.82177734;95.39347839;96.46375275;96.84105682;97.75338745;97.5316391;99.56269836;98.48361969;96.49619293;97.27042389;98.32254028;99.12337494;98.96505737;99.06552887;99.11320496;99.269104;99.9493866;99.7358551;100.0939789;;
Lao PDR;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;42.1374588;;43.45265961;;40.52325058;43.59157181;48.72167969;;56.83116913;59.75091171;63.9079895;69.1979599;67.50041199;67.53646088;67.82626343;67.19477081;67.45400238;69.73027802;73.49832916;75.79556274;78.00244141;81.01116943;85.01296997;90.85048676;94.36131287;98.75074005;100.3357162;;
Lebanon;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;97.85025787;103.31633;120.1399002;115.4087906;111.8308868;103.3254166;98.16123199;90.89415741;82.92237091;80.47608948;82.59191895;85.77742004;85.40234375;87.8861618;84.75097656;81.12956238;78.10948944;;;
Liberia;Primary completion rate, total (% of relevant age group);;;;;;;;;28.58761978;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.69911194;;61.17087173;60.42718124;;65.19983673;;;58.83306122;;
Libya;Primary completion rate, total (% of relevant age group);;43.23083115;77.75772858;68.82325745;84.53730774;103.7189789;97.61799622;100.8598328;98.71790314;93.21739197;86.10325623;88.17192841;;94.42067719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Lucia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;106.3547134;101.5389099;;;;;;123.8759689;116.7818985;;119.8513489;;;;;;;;;105.3140106;104.6776962;103.7876587;99.50753021;106.8722534;107.5979691;;;;;;;;;
Latin America & Caribbean;Primary completion rate, total (% of relevant age group);79.35473633;80.09202576;80.45563507;81.31941986;81.69631195;82.06896973;83.14391327;85.15936279;85.47336578;86.38951874;87.15550995;87.68086243;88.06202698;89.08118439;90.04924774;89.54118347;90.46524048;90.97709656;91.05101013;91.04409027;91.06496429;91.31938171;92.41109467;93.02762604;93.56658936;94.12574768;94.63572693;95.17871094;96.23723602;96.62718964;97.51154327;97.28716278;99.25372314;98.21727753;96.34483337;97.13283539;98.18593597;98.98127747;98.849823;98.96623993;99.0078125;99.17036438;99.87477112;99.63716125;99.97171783;;
Least developed countries: UN classification;Primary completion rate, total (% of relevant age group);;34.69609451;35.01248932;36.05817795;36.30433273;36.9529953;37.4832077;35.87850571;36.81075668;37.53421021;38.19869614;39.17047501;39.98601532;41.0342598;43.46552277;41.8097229;42.09617233;42.02507019;41.80076599;41.47677612;42.46231842;43.28924942;43.24303055;44.17208862;43.69419479;44.01299667;44.43935013;44.59726334;44.88749313;46.14359283;47.19818497;49.09917831;51.12064743;52.94815826;54.58448792;57.08014297;58.67166519;59.8342247;61.68912888;64.34842682;65.46788788;66.64640045;66.88111877;66.78759766;67.20613098;;
Low income;Primary completion rate, total (% of relevant age group);32.09516907;31.57425499;32.07726669;32.50849152;33.29561234;34.65264511;35.84082031;37.55330658;39.32985306;40.72269821;41.82423019;43.33119965;43.73314667;44.35501862;47.097229;43.15056992;42.39787292;41.18374634;39.67150116;38.25486755;39.6207695;40.74164581;40.32291412;41.4669342;40.22568512;40.34167099;41.03292847;41.28355026;40.77697754;42.07314682;42.73428345;45.27606964;47.66000748;49.4922905;51.14628601;53.95281219;56.57489014;58.66279221;61.91891479;64.5872879;65.20504761;64.87664795;65.23796844;65.25986481;65.87863922;;
Liechtenstein;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.38902283;109.0206223;;101.7811737;102.8697586;103.6496429;94.59458923;111.053978;100.742569;102.2388077;;92.24806213;;
Sri Lanka;Primary completion rate, total (% of relevant age group);63.54953003;;79.88297272;;73.10421753;70.93070984;42.35868835;57.99789047;64.05963135;69.54251099;75.47496033;80.13342285;87.25346375;82.94876862;81.6295166;83.74816895;83.87206268;88.73265076;;94.490242;96.75924683;99.24298096;99.16438293;;;;;;97.3066864;;;107.2625504;112.5885086;105.1849899;;101.1918488;100.2236404;97.52072144;92.57199097;92.49127197;99.0952301;100.4149933;97.59052277;98.5404892;98.0389328;;
Lower middle income;Primary completion rate, total (% of relevant age group);51.89674759;52.0002327;52.12576294;52.8299675;52.8333168;53.61889267;54.16481781;54.94515228;55.93952942;56.6825676;58.20079422;59.77851868;61.46104431;63.032341;65.08350372;67.09246826;68.31668854;69.19866943;69.99471283;70.69004059;71.24169922;71.5496521;71.81775665;72.80671692;73.62173462;74.25343323;73.88944244;73.64995575;73.6550827;73.71546936;75.43465424;76.42884827;78.03119659;80.38098145;81.91256714;83.63085175;85.02558899;86.0749588;86.76704407;88.08893585;88.79329681;88.52035522;90.29010773;90.59215546;90.99533081;;
Low & middle income;Primary completion rate, total (% of relevant age group);69.64567566;69.6774292;70.03568268;70.65351105;70.90762329;71.58747864;72.29829407;73.29638672;74.10693359;74.93502808;75.9673996;76.84239197;77.40209961;78.00099945;79.03207397;79.44965363;79.58361053;79.42593384;79.42129517;78.98473358;79.24747467;79.59064484;79.07728577;79.96105194;80.62529755;80.01622009;78.93964386;78.57274628;78.78181458;78.97883606;80.00414276;80.80498505;81.63732147;82.5019455;83.20135498;84.20534515;84.74458313;85.34430695;87.91087341;89.40572357;90.07717133;89.51246643;90.17819977;89.97625732;89.1554718;;
Lesotho;Primary completion rate, total (% of relevant age group);;32.85961914;36.54051971;40.49383926;49.73427963;52.26486969;48.79030991;44.88597107;45.37285995;46.14091873;46.23558044;47.54747009;48.05477905;49.2425499;49.76662827;49.82984924;50.34394073;53.30447006;56.29238129;57.02096176;59.57789993;60.34672165;63.00947952;62.92161942;65.30460358;69.23806;66.89067078;66.36952209;66.56685638;65.2204895;63.6882782;65.6230011;66.44145966;67.92780304;69.68135834;64.11991882;80.38899231;74.98174286;71.96669769;71.36062622;73.09819031;72.59458923;72.48432159;74.12431335;75.65151215;;
Late-demographic dividend;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;98.69032288;98.49809265;99.32138824;99.95974731;97.9732132;99.0933075;100.4110107;97.69023895;94.63680267;93.42603302;93.75501251;93.98561859;94.39187622;95.05251312;94.92710114;94.42664337;93.71295929;93.60124969;93.73307037;93.65367889;100.1846008;103.4009018;105.2790146;104.5788422;103.6334686;102.1282806;98.10181427;;
Lithuania;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;93.20394135;97.60289001;99.62747955;;99.31481934;100.6843033;107.8536606;108.1717224;108.5013275;99.93431854;90.9622879;92.70738983;96.21788788;93.44944;98.62927246;103.0463867;99.10624695;97.57978821;97.18447113;101.1579132;;
Luxembourg;Primary completion rate, total (% of relevant age group);;;;;;82.99064636;82.82128143;85.74375916;84.37618256;84.22151184;;;;82.84049225;;;;;;;;;;;;;;;;;;;;;;;;;;;84.31211853;84.368927;85.73951721;81.9708786;;;
